ticker,HYSR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-06-18,0.0
2010-07-22,-25.0
2010-07-23,33.3333
2010-08-04,-25.0
2010-09-08,0.0
2010-09-09,0.0
2010-09-15,-33.3333
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,80.0
2010-09-22,-22.2222
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,-7.1429
2010-09-28,-7.6923
2010-09-29,8.3333
2010-09-30,-7.6923
2010-10-01,-8.3333
2010-10-04,18.1818
2010-10-05,-15.3846
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,-7.2727
2010-10-13,22.549
2010-10-14,0.0
2010-10-20,-20.0
2010-10-21,10.0
2010-10-25,-9.0909
2010-10-26,40.0
2010-10-27,-7.1429
2010-10-29,0.0
2010-11-01,-23.0769
2010-11-03,10.0
2010-11-04,-0.1136
2010-11-08,-0.7964
2010-11-10,-8.2569
2010-11-11,10.0
2010-11-12,18.1818
2010-11-15,-7.6923
2010-11-16,70.8333
2010-11-17,-12.1951
2010-11-18,-16.6667
2010-11-19,-6.6667
2010-11-22,-32.1429
2010-11-23,42.1053
2010-11-24,-0.2778
2010-11-26,0.2786
2010-11-29,-14.8148
2010-11-30,-4.3478
2010-12-01,18.1818
2010-12-02,0.0
2010-12-03,0.0
2010-12-06,0.0
2010-12-07,0.0
2010-12-08,-7.6923
2010-12-09,-8.3333
2010-12-10,-9.0909
2010-12-13,0.1875
2010-12-14,0.811
2010-12-15,0.0
2010-12-16,8.9109
2010-12-17,-7.2727
2010-12-20,7.8431
2010-12-21,-9.0909
2010-12-22,10.0
2010-12-23,0.0
2010-12-27,4.5455
2010-12-28,-4.3478
2010-12-29,0.0
2010-12-30,9.0909
2010-12-31,-8.3333
2011-01-03,0.0
2011-01-04,9.0909
2011-01-05,8.3333
2011-01-06,6.9231
2011-01-10,0.0
2011-01-11,-6.4748
2011-01-12,0.0
2011-01-13,-3.8462
2011-01-14,-12.0
2011-01-18,22.7273
2011-01-19,0.0
2011-01-20,-14.8148
2011-01-21,4.3478
2011-01-24,12.5
2011-01-25,-3.7037
2011-01-26,0.7692
2011-01-27,2.2901
2011-01-28,-2.1455
2011-01-31,-10.0095
2011-02-01,0.0
2011-02-02,1.6949
2011-02-03,0.0
2011-02-04,8.3333
2011-02-07,-7.6923
2011-02-08,8.3333
2011-02-09,0.0
2011-02-10,0.0
2011-02-11,0.0
2011-02-14,0.7692
