ticker,LYNS US Equity
2010-11-29,-14.6341
2010-12-02,-14.2857
2010-12-03,0.0
2010-12-06,0.0
2010-12-07,16.6667
2010-12-08,14.2857
2010-12-13,-12.5
2010-12-14,-14.2857
2010-12-15,13.3333
2010-12-16,-11.7647
2010-12-17,0.0
2010-12-22,0.0
2010-12-27,-6.6667
2010-12-29,7.1429
2010-12-30,0.0
2011-01-06,8.3333
2011-01-07,0.0
2011-01-14,0.0
2011-01-18,0.0
2011-02-02,0.0
2011-02-11,0.0
2011-02-16,-9.2308
2011-02-18,0.0
2011-02-22,0.339
2011-02-23,-0.3378
2011-03-03,-15.2542
2011-03-04,-10.0
2011-03-08,-11.1111
2011-03-09,25.0
2011-03-11,-20.0
2011-03-14,-13.0
2011-03-15,72.4138
2011-03-29,-25.0
2011-03-31,0.0
2011-04-04,-11.1111
2011-04-05,0.0
2011-04-07,0.0
2011-04-08,0.0
2011-04-12,-2.5
2011-04-13,0.0
2011-04-15,-2.5641
2011-04-18,-5.2632
2011-04-19,0.0
2011-04-20,-13.3333
2011-04-21,-0.641
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-04-29,0.0
2011-05-02,9.6774
2011-05-03,-8.8235
2011-05-04,0.0
2011-05-09,-22.5806
2011-05-12,0.0
2011-05-17,-15.0
2011-05-18,-0.9804
2011-05-19,0.0
2011-05-23,0.9901
2011-05-25,22.549
2011-05-27,0.0
2011-05-31,0.0
2011-06-08,0.0
2011-06-14,-20.8
2011-06-21,1.0101
2011-06-27,4.0
2011-06-28,0.9615
2011-06-29,4.7619
2011-06-30,-9.0909
2011-07-05,0.0
2011-07-25,-64.0
2011-07-26,0.0
2011-07-27,8.3333
2011-07-28,-7.6923
2011-07-29,-16.6667
2011-08-08,33.3333
2011-08-09,-25.0
2011-08-11,-16.6667
2011-08-12,0.0
2011-08-15,40.0
2011-08-16,-14.2857
2011-08-17,-16.3333
2011-08-18,0.0
2011-08-19,27.49
2011-08-25,-6.25
2011-08-30,-16.6667
2011-09-02,-20.0
2011-09-06,0.0
2011-09-09,25.0
2011-09-14,0.0
2011-09-16,-20.0
2011-09-20,25.0
2011-09-22,-20.0
2011-09-23,0.0
2011-09-27,0.0
2011-09-30,-18.0
2011-10-04,52.439
2011-10-06,0.0
2011-10-14,-19.6
2011-10-17,-15.4229
2011-10-19,-11.7647
2011-10-20,0.0
2011-10-21,0.0
2011-10-26,0.0
2011-10-31,133.3333
2011-11-01,-42.8571
2011-11-08,0.0
2011-11-14,125.0
2011-11-15,-2.2222
2011-11-16,-52.2727
2011-11-18,38.0952
2011-11-23,3.4483
2011-11-28,0.0
2011-11-29,-6.6667
2011-12-05,-10.7143
2011-12-09,0.0
2011-12-12,0.0
2011-12-14,-20.0
2011-12-15,0.0
2011-12-16,0.0
2011-12-23,50.0
2011-12-28,-26.6667
2011-12-29,13.6364
2011-12-30,0.0
2012-01-04,0.0
2012-01-05,100.0
2012-01-10,10.0
2012-01-12,-41.8182
2012-01-13,-21.875
2012-01-17,-16.0
2012-01-30,19.0476
2012-02-01,96.0
2012-02-03,-28.5714
2012-02-10,-40.0
2012-02-14,19.0476
2012-02-15,40.0
2012-02-16,-34.2857
2012-02-27,-4.3478
2012-03-02,-4.5455
2012-03-06,19.0476
2012-03-07,-16.0
2012-03-08,19.0476
2012-03-14,-16.0
2012-03-21,7.1429
2012-03-22,-2.2222
2012-03-23,-9.0909
2012-04-05,0.0
2012-04-09,0.0
2012-04-11,0.0
2012-04-12,0.0
2012-04-13,100.0
2012-04-19,-5.0
2012-04-20,-21.0526
2012-04-27,-16.6667
2012-04-30,-16.0
2012-05-01,-4.7619
2012-05-02,0.0
2012-05-04,0.0
2012-05-15,0.0
2012-05-21,0.0
2012-05-22,-20.0
2012-05-24,0.0
2012-05-29,-37.5
2012-06-07,0.0
2012-06-11,50.0
2012-06-22,0.0
2012-06-27,-23.3333
2012-07-10,-13.0435
2012-07-17,30.0
2012-08-03,30.7692
2012-08-07,0.0
2012-08-08,0.0
2012-08-14,-41.1765
2012-08-15,50.0
2012-08-16,-6.6667
2012-08-17,-14.2857
2012-08-20,-16.6667
2012-08-21,0.0
2012-08-22,0.0
2012-08-23,35.0
2012-08-29,-48.1481
2012-09-11,92.8571
2012-09-12,-40.7407
2012-09-13,-12.5
2012-09-17,14.2857
2012-09-26,0.0
2012-10-15,-17.5
2012-10-18,6.0606
2012-10-22,22.8571
2012-10-23,4.6512
2012-10-24,0.0
2012-10-25,-33.3333
2012-10-31,66.6667
2012-11-05,-39.875
2012-11-06,-0.2079
2012-11-07,0.0
2012-11-14,-25.0
2012-11-16,33.3333
2012-11-19,0.0
2012-11-27,0.0
2012-12-04,-8.3333
2012-12-13,-10.9091
2012-12-14,-16.3265
2012-12-17,0.0
2012-12-31,0.0
2013-01-08,-63.4146
2013-01-10,366.6667
2013-01-11,0.0
2013-01-15,-28.5714
2013-01-18,98.0
2013-01-22,1.0101
2013-01-23,0.0
2013-01-24,-30.0
2013-02-04,-28.5714
2013-02-05,0.0
2013-02-11,20.0
2013-02-19,3.3333
2013-02-20,0.0
2013-03-22,0.0
2013-03-28,29.0323
2013-04-02,-15.0
2013-04-11,-1.4706000000000001
2013-04-22,19.403
2013-05-15,75.0
2013-05-16,-28.5714
2013-05-17,0.0
2013-05-20,15.0
2013-05-21,0.0
2013-05-22,0.0
2013-05-24,-13.0435
2013-06-03,20.0
2013-06-06,0.0
2013-06-07,-8.3333
2013-06-10,-7.2727
2013-06-11,7.8431
2013-06-12,9.0909
2013-06-13,0.0
2013-06-17,4.1667
2013-06-21,12.0
2013-06-25,-1.7856999999999998
2013-07-02,0.0
2013-07-05,1.8182
2013-07-08,-3.5714
2013-07-09,11.1111
2013-07-12,-6.6667
2013-07-16,40.7143
2013-07-18,-23.8579
2013-07-22,0.0
2013-07-24,0.0
2013-07-25,-26.6667
2013-07-26,0.0
2013-07-30,-8.9205
2013-07-31,0.0
2013-08-01,-0.1871
2013-08-02,-14.0
2013-08-09,5.814
2013-08-12,42.8571
2013-08-13,0.0
2013-08-15,0.0
2013-08-27,0.0
2013-08-30,13.8462
2013-09-03,1.3514
2013-09-09,6.6667
2013-09-12,-7.0703
2013-09-17,-12.5683
2013-09-20,0.0
2013-09-23,0.0
2013-10-01,14.375
2013-10-02,-5.8428
2013-10-03,6.2054
2013-10-07,0.0
2013-10-08,7.6082
2013-10-10,-11.25
2013-10-11,-1.4085
2013-10-15,0.0
2013-10-16,0.0
2013-10-17,0.0
2013-10-23,0.0
2013-11-04,0.0
2013-11-08,0.0
2013-11-12,0.0
2013-11-13,0.0
2013-11-15,0.0
2013-12-02,0.0
2013-12-03,0.0
2013-12-05,0.0
2013-12-10,0.0
2013-12-11,7.1429
2013-12-20,-10.0
2013-12-26,0.0
2014-01-06,0.0
2014-01-16,0.0
2014-01-17,5.1852
2014-01-21,-4.9296
2014-01-23,0.0
2014-01-28,0.0
2014-01-30,0.0
2014-02-03,0.0
2014-02-05,0.0
2014-02-07,0.0
2014-02-10,3.7037
2014-02-11,0.0
2014-03-10,42.8571
2014-03-11,0.0
2014-03-12,15.0
2014-03-13,-4.3478
2014-03-14,40.9091
2014-03-17,20.0
2014-03-18,-58.3333
2014-03-19,20.0
2014-03-20,0.0
2014-03-24,-8.3333
2014-03-25,9.0909
2014-03-27,-6.6667
2014-03-28,0.0
2014-04-01,0.0
2014-04-04,0.0
2014-04-08,40.1786
2014-04-11,-23.5669
2014-04-14,16.6667
2014-04-16,14.2857
2014-04-21,-23.75
2014-04-22,0.6148
2014-04-23,0.0
2014-04-28,4.5825
2014-04-30,-4.3817
2014-05-05,0.0
2014-05-07,0.0
2014-05-08,2.6477
2014-05-21,0.0
2014-05-22,0.0
2014-05-23,0.0
2014-05-30,4.7619
2014-06-04,6.0606
2014-06-06,41.4286
2014-06-13,-19.1919
2014-06-25,12.5
2014-07-01,0.0
2014-07-14,-11.1111
2014-07-29,18.75
2014-08-07,0.0
2014-08-18,-26.3158
2014-09-09,-14.2857
2014-09-11,-16.6667
2014-09-16,0.0
2014-10-16,0.0
2014-10-30,-20.0
2014-11-12,0.0
2014-11-13,-62.5
2014-12-02,33.3333
2014-12-05,-25.0
2014-12-08,0.0
2014-12-15,0.0
2014-12-17,0.0
2014-12-19,0.0
2014-12-23,-25.8333
2014-12-26,0.0
2014-12-31,-48.8764
2015-03-04,0.0
2015-04-21,0.0
2015-05-01,249.4505
2015-05-08,-71.3836
2015-06-26,0.0
2015-07-20,3.2967
2015-08-10,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-11-04,0.0
2015-11-18,0.0
2015-12-04,0.0
2015-12-15,-48.9362
2016-01-06,0.0
2016-02-12,479.1667
2016-03-28,-82.0144
2016-04-13,0.0
2016-07-13,220.0
2016-07-26,0.0
2016-07-27,0.0
2016-08-26,1.25
2016-09-15,-20.9877
2016-11-22,0.0
2016-12-15,0.0
2017-03-17,0.0
2017-06-12,0.0
2017-07-12,-37.5
2017-07-26,2.0
2017-08-01,-21.5686
2017-08-04,-50.0
2017-08-14,26.85
2017-08-25,-1.4584
2017-08-28,60.0
2017-09-18,-62.5
2017-10-10,-26.6667
2017-12-22,203.0
2018-01-22,19.4119
2018-01-26,100.0
2018-01-29,-5.9296
2018-02-01,-47.9167
2018-02-13,71.5385
2018-03-13,-41.704
2018-03-14,79.4872
2018-05-01,-57.1429
2018-05-09,-33.3333
2018-05-18,275.0
2018-05-22,2.6667
2018-06-11,3.8961
2018-06-12,12.5
2018-06-13,5.5556
2018-08-08,-17.4737
2018-08-10,-70.6633
2018-09-10,117.3913
2018-09-11,-50.0
2018-09-13,18.0
2018-09-14,86.4407
2018-10-15,-60.0
2018-10-30,-22.7273
2018-12-21,488.2353
2018-12-27,-15.0
2018-12-28,0.0
2019-02-13,-3.0588
2019-02-20,-73.301
2019-02-26,0.0
2019-05-16,0.0
2019-05-17,263.6364
2019-06-12,-60.0
2019-07-02,103.125
2019-07-10,0.0
2019-07-16,23.0769
2019-07-22,-25.0
2019-07-24,-50.0
2019-08-09,0.0
2019-09-25,158.3333
2019-10-02,0.6452
2019-10-04,28.2051
2019-10-11,-40.0
2019-10-14,-45.0
2019-11-01,78.7879
2019-11-05,-44.0678
2019-11-25,0.0
2019-12-03,-18.1818
2019-12-23,103.8889
2020-01-15,-50.9537
2020-01-24,0.0
2020-02-14,122.2222
2020-02-18,33.3333
2020-02-21,-63.75
2020-03-05,-6.8966
2020-03-10,0.0
2020-03-11,0.0
2020-03-13,0.0
2020-05-21,270.3704
2020-05-27,-12.0
2020-05-29,-98.8636
2020-06-19,9800.0
2020-06-22,-21.2121
2020-06-24,-71.7949
2020-06-25,263.6364
2020-06-29,0.0
2020-07-06,10.0
2020-07-10,4.5455
2020-07-13,8.6957
2020-07-14,-1.0
2020-07-17,-7.0707
2020-07-23,8.6957
2020-07-31,-8.0
