ticker,VCBD US Equity
2018-07-25,-21.8519
2018-07-26,0.4739
2018-07-27,-16.5094
2018-07-30,1.6949
2018-07-31,1.6667
2018-08-01,2.7321999999999997
2018-08-02,10.3723
2018-08-03,-3.1325
2018-08-06,9.4527
2018-08-07,-1.8182
2018-08-08,4.1667
2018-08-09,2.2222
2018-08-10,11.3043
2018-08-13,3.9063
2018-08-14,1.5038
2018-08-15,1.1111
2018-08-16,7.326
2018-08-17,3.413
2018-08-20,2.6403
2018-08-21,4.8232
2018-08-22,5.9816
2018-08-23,5.644
2018-08-24,4.1096
2018-08-27,6.5789
2018-08-28,6.6667
2018-08-29,2.3148
2018-08-30,-19.6833
2018-08-31,-29.5775
2018-09-04,38.72
2018-09-05,-0.519
2018-09-06,-0.2899
2018-09-07,6.1047
2018-09-10,-4.1096
2018-09-11,-5.7143
2018-09-12,-0.9091
2018-09-13,6.7278
2018-09-14,-0.2865
2018-09-17,3.4483
2018-09-18,7.8889
2018-09-19,0.4119
2018-09-20,-7.4359
2018-09-21,-7.2022
2018-09-24,-10.4478
2018-09-25,-13.3333
2018-09-26,25.0
2018-09-27,-11.3846
2018-09-28,3.4722
2018-10-01,0.3356
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,4.6823
2018-10-05,0.639
2018-10-08,2.2222
2018-10-09,5.5901
2018-10-10,3.0882
2018-10-11,2.4251
2018-10-12,-1.8106
2018-10-15,-7.234
2018-10-16,7.0336
2018-10-17,-2.8571
2018-10-18,-1.4706000000000001
2018-10-19,-2.6866
2018-10-22,4.908
2018-10-23,-15.4971
2018-10-24,-4.8443000000000005
2018-10-25,-6.9091000000000005
2018-10-26,11.3281
2018-10-29,-4.5614
2018-10-30,15.8088
2018-10-31,-8.254
2018-11-01,3.8062
2018-11-02,11.6667
2018-11-05,0.597
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,-8.6053
2018-11-09,3.7987
2018-11-12,-4.9109
2018-11-13,-9.5395
2018-11-14,-4.7273
2018-11-15,1.9083999999999999
2018-11-16,-1.1236
2018-11-19,-5.303
2018-11-20,-10.0
2018-11-21,2.2222
2018-11-23,-8.6957
2018-11-26,9.5238
2018-11-27,9.5652
2018-11-28,-10.7143
2018-11-29,0.0
2018-11-30,-4.4444
2018-12-03,4.6512
2018-12-04,-8.8889
2018-12-06,0.0
2018-12-07,4.878
2018-12-10,-6.9767
2018-12-11,22.5
2018-12-12,-8.1633
2018-12-13,-2.2222
2018-12-14,-9.0909
2018-12-17,0.0
2018-12-18,5.0
2018-12-19,0.0
2018-12-20,-6.6667
2018-12-21,-8.1633
2018-12-24,0.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,-7.7778
2019-01-02,5.4217
2019-01-03,-2.8571
2019-01-04,-2.9412000000000003
2019-01-07,-27.2727
2019-01-08,4.1667
2019-01-09,-4.0
2019-01-10,-12.5
2019-01-11,23.8095
2019-01-14,-5.3846
2019-01-15,-5.6911000000000005
2019-01-16,-13.1897
2019-01-17,13.2075
2019-01-18,-3.5088
2019-01-22,34.5455
2019-01-23,16.2162
2019-01-24,42.4419
2019-01-25,-0.4082
2019-01-28,21.9262
2019-01-29,-5.8824
2019-01-30,10.7143
2019-01-31,9.8387
2019-02-01,-0.7342
2019-02-04,3.5503
2019-02-05,-12.0
2019-02-06,-13.7987
2019-02-07,3.5782
2019-02-08,-1.8182
2019-02-11,-9.2593
2019-02-12,-2.0408
2019-02-13,-9.5833
2019-02-14,-4.1475
2019-02-15,1.9231
2019-02-19,2.8302
2019-02-20,-12.3853
2019-02-21,-1.0471
2019-02-22,-0.5291
2019-02-25,-2.1277
2019-02-26,-3.5326
2019-02-27,-12.6761
2019-02-28,-1.9355
2019-03-01,-3.2895
2019-03-04,22.449
2019-03-05,-2.7778
2019-03-06,-10.857099999999999
2019-03-07,3.5256
2019-03-08,-0.9288
2019-03-11,3.125
2019-03-12,7.5758
2019-03-13,-3.662
2019-03-14,-2.3392
2019-03-15,-12.604800000000001
2019-03-18,14.4227
2019-03-19,-1.1976
2019-03-20,0.0
2019-03-21,-0.6061
2019-03-22,4.2683
2019-03-25,-1.7544
2019-03-26,-5.3571
2019-03-27,-6.2893
2019-03-28,10.0671
2019-03-29,-11.5854
2019-04-01,2.069
2019-04-02,-2.027
2019-04-03,-10.3448
2019-04-04,-3.8462
2019-04-05,-6.4
2019-04-08,-14.5299
2019-04-09,0.0
2019-04-10,6.0
2019-04-11,-3.7736
2019-04-12,7.8431
2019-04-15,17.2727
2019-04-16,-11.2403
2019-04-17,0.0
2019-04-18,0.0
2019-04-22,-7.4236
2019-04-23,-1.8868
2019-04-24,0.0
2019-04-25,10.5769
2019-04-26,17.3913
2019-04-29,5.9259
2019-04-30,-30.0699
2019-05-01,5.0
2019-05-02,0.9524
2019-05-03,2.3585
2019-05-06,-12.9032
2019-05-08,5.8201
2019-05-09,-2.0
2019-05-10,2.5
2019-05-13,-20.3584
2019-05-14,7.5625
2019-05-15,-1.2202
2019-05-16,-7.0588
2019-05-17,7.5949
2019-05-20,0.0
2019-05-21,-5.2941
2019-05-22,-4.3478
2019-05-23,-3.2468
2019-05-24,-0.604
2019-05-28,0.6077
2019-05-29,-10.8389
2019-05-30,-2.1453
2019-05-31,0.0
2019-06-03,1.5385
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,2.2727
2019-06-10,-0.8889
2019-06-11,-1.3453
2019-06-12,-0.4545
2019-06-13,-1.0654
2019-06-14,-15.3846
2019-06-17,0.0
2019-06-18,-2.5455
2019-06-19,-2.9851
2019-06-20,-23.0769
2019-06-21,-5.0
2019-06-24,10.526299999999999
2019-06-25,-30.9524
2019-06-26,65.5172
2019-06-27,-16.875
2019-06-28,-27.9198
2019-07-01,-13.0737
2019-07-02,-30.0
2019-07-03,2.8571
2019-07-05,11.1111
2019-07-08,0.0
2019-07-09,5.0
2019-07-10,19.0476
2019-07-11,-12.0
2019-07-12,20.1136
2019-07-15,-31.8827
2019-07-16,11.1111
2019-07-17,-17.0
2019-07-18,20.4819
2019-07-19,-17.25
2019-07-22,20.8459
2019-07-23,25.0
2019-07-24,-12.0
2019-07-25,-9.0909
2019-07-26,-10.0
2019-07-29,-2.2222
2019-07-31,13.6364
2019-08-01,0.0
2019-08-02,15.0
2019-08-05,13.0435
2019-08-06,15.3846
2019-08-07,33.3333
2019-08-08,0.0
2019-08-09,-7.5
2019-08-12,21.6216
2019-08-13,-11.1111
2019-08-14,0.0
2019-08-15,-20.5
2019-08-16,25.7547
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,0.0
2019-08-23,-24.9812
2019-08-26,10.0
2019-08-27,21.2121
2019-08-28,15.0
2019-08-29,-13.0435
2019-08-30,0.0
2019-09-03,0.0
2019-09-04,0.0
2019-09-06,6.225
2019-09-09,-14.6976
2019-09-10,51.7451
2019-09-11,-0.1818
2019-09-12,-5.2823
2019-09-13,0.0
2019-09-16,-3.8462
2019-09-17,0.0
2019-09-19,-52.0
2019-09-20,4.1667
2019-09-23,6.0
2019-09-24,13.2075
2019-09-25,-16.6667
2019-09-26,32.0
2019-09-27,-23.6364
2019-09-30,34.6627
2019-10-01,-17.4893
2019-10-02,0.0
2019-10-03,17.8571
2019-10-07,-21.2121
2019-10-09,26.9231
2019-10-10,-21.2121
2019-10-11,3.8462
2019-10-14,-26.9815
2019-10-15,1.4456
2019-10-16,17.5
2019-10-17,0.0
2019-10-18,-10.6383
2019-10-21,16.6667
2019-10-22,-18.3673
2019-10-23,-15.0
2019-10-24,17.647100000000002
2019-10-25,-10.0
2019-10-28,-5.5556
2019-10-29,16.1176
2019-10-30,-11.3475
2019-10-31,-8.5714
2019-11-01,21.8125
2019-11-04,-5.0795
2019-11-05,8.7027
2019-11-06,98.906
2019-11-07,-15.0
2019-11-08,2.9412000000000003
2019-11-11,-7.1429
2019-11-12,-4.6154
2019-11-13,44.1935
2019-11-14,2.9083
2019-11-15,6.5217
2019-11-18,0.0
2019-11-19,6.1224
2019-11-20,0.0
2019-11-21,1.9231
2019-11-22,-11.3208
2019-11-25,5.3191
2019-11-26,-9.0909
2019-11-27,-39.9556
2019-11-29,66.5433
2019-12-02,0.0
2019-12-03,-37.7778
2019-12-04,25.0
2019-12-05,-22.8571
2019-12-06,-11.1111
2019-12-09,4.1667
2019-12-10,-3.92
2019-12-12,0.0416
2019-12-13,-0.1248
2019-12-16,-12.5
2019-12-17,9.5238
2019-12-18,-4.3478
2019-12-19,0.0
2019-12-20,9.0909
2019-12-23,-8.3333
2019-12-24,0.0
2019-12-26,0.0
2019-12-27,-20.9091
2019-12-30,83.908
2019-12-31,-34.375
2020-01-02,9.5238
2020-01-07,-4.3478
2020-01-08,-4.5455
2020-01-09,0.0
2020-01-13,16.1905
2020-01-14,-13.9344
2020-01-15,-4.7619
2020-01-16,2.45
2020-01-17,12.2499
2020-01-21,0.0
2020-01-24,-8.6957
2020-01-27,-4.7619
2020-01-28,-10.0
2020-01-29,2.5
2020-01-30,8.4011
2020-01-31,-10.0
2020-02-03,-16.6667
2020-02-04,33.3333
2020-02-05,-15.0
2020-02-06,-5.8824
2020-02-07,0.0
2020-02-12,0.0
2020-02-13,-9.375
2020-02-14,0.0
2020-02-18,0.0
2020-02-19,10.3448
2020-02-20,-4.375
2020-02-21,-9.8039
2020-02-24,8.6957
2020-02-25,-19.6667
2020-02-26,0.0
2020-02-28,49.3776
2020-03-02,-16.6667
2020-03-03,-3.2667
2020-03-04,3.377
2020-03-05,0.0
2020-03-06,-33.3333
2020-03-09,-5.0
2020-03-10,29.2105
2020-03-11,-26.6802
2020-03-12,-27.7778
2020-03-13,0.0
2020-03-16,0.0
2020-03-17,-9.2308
2020-03-18,-15.2542
2020-03-19,6.0
2020-03-20,21.6981
2020-03-23,-53.4884
2020-03-24,50.0
2020-03-25,55.5556
2020-03-26,-30.8571
2020-03-27,1.0331
2020-03-30,-18.2004
2020-03-31,-12.5
2020-04-01,42.8571
2020-04-02,0.0
2020-04-03,-28.0
2020-04-06,38.8889
2020-04-07,-10.0
2020-04-08,0.0
2020-04-13,0.0
2020-04-14,-33.3333
2020-04-15,-33.3333
2020-04-16,25.0
2020-04-17,-20.4
2020-04-20,-17.0854
2020-04-21,21.2121
2020-04-22,-25.0
2020-04-23,-11.3333
2020-04-24,-6.015
2020-04-27,-8.0
2020-04-28,-13.0435
2020-04-29,64.5
2020-04-30,-21.5805
2020-05-01,-5.0388
2020-05-04,30.6122
2020-05-05,-16.25
2020-05-06,40.2985
2020-05-07,-20.2128
2020-05-08,-7.0
2020-05-11,-11.828
2020-05-12,8.9431
2020-05-13,0.0
2020-05-14,-2.9851
2020-05-15,-3.0769
2020-05-18,15.0794
2020-05-19,-10.6897
2020-05-20,5.7915
2020-05-21,96.3504
2020-05-22,7.8067
2020-05-26,-31.0345
2020-05-27,-2.6
2020-05-28,-19.5585
2020-05-29,-13.529
2020-06-01,-16.6052
2020-06-02,-2.6549
2020-06-03,-20.0
2020-06-04,-17.0455
2020-06-05,9.4521
2020-06-08,42.6783
2020-06-09,-23.6842
2020-06-10,-12.6437
2020-06-11,-9.2105
2020-06-12,-2.8986
2020-06-15,-17.9104
2020-06-16,-67.2727
2020-06-17,26.6667
2020-06-18,-12.2807
2020-06-19,1.25
2020-06-22,-16.0494
2020-06-23,8.8235
2020-06-24,8.1081
2020-06-25,-20.0
2020-06-26,68.75
2020-06-29,-25.9259
2020-06-30,-5.0
2020-07-01,-5.2632
2020-07-02,0.0
2020-07-06,2.7778
2020-07-07,-8.1081
2020-07-08,11.7647
2020-07-09,-15.7895
2020-07-10,6.25
2020-07-13,-5.8824
2020-07-14,31.25
2020-07-15,0.0
2020-07-16,-11.9048
2020-07-17,8.1081
2020-07-20,35.0
2020-07-21,-14.8148
2020-07-22,13.0435
2020-07-23,-15.3846
2020-07-24,9.0909
2020-07-27,4.1667
2020-07-28,-8.0
2020-07-29,4.3478
2020-07-30,4.1667
2020-07-31,-6.0
