ticker,BTOW US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-07-22,45.4545
2008-07-24,0.0
2008-07-25,0.0
2008-07-31,6.25
2008-08-01,0.0
2008-08-05,0.0
2008-08-06,0.0
2008-08-07,-1.1764999999999999
2008-08-08,-9.5238
2008-08-15,11.8421
2008-08-19,-11.7647
2008-08-26,0.0
2008-09-02,-20.0
2008-09-19,-41.6667
2008-09-23,0.0
2008-09-30,28.5714
2008-10-08,-17.7778
2008-10-09,-18.9189
2008-10-10,-16.6667
2008-10-15,40.0
2008-10-30,0.0
2008-11-03,0.0
2008-11-10,0.0
2008-11-28,-14.2857
2008-12-05,-16.6667
2009-02-24,-36.0
2009-04-13,-25.0
2009-05-13,-8.3333
2009-05-14,13.6364
2009-05-18,16.0
2009-05-19,-13.7931
2009-05-20,-22.4
2009-05-21,28.866
2009-05-22,-16.0
2009-05-26,-4.7619
2009-05-27,5.0
2009-05-29,66.6667
2009-06-04,-28.5714
2009-06-08,0.0
2009-06-17,-16.0
2009-06-22,0.0
2009-06-23,19.0476
2009-06-24,0.0
2009-06-25,-8.0
2009-06-29,-8.6957
2009-07-10,19.0476
2009-07-15,12.0
2009-07-16,-28.5714
2009-07-17,0.0
2009-07-23,25.0
2009-07-24,-4.0
2009-07-27,25.0
2009-07-28,-10.0
2009-07-29,3.7037
2009-07-30,7.1429
2009-07-31,-10.0
2009-08-04,0.0
2009-08-05,-1.8519
2009-08-06,-5.6604
2009-08-07,8.0
2009-08-10,-7.4074
2009-08-11,-8.0
2009-08-12,0.0
2009-08-13,26.087
2009-08-17,-13.7931
2009-08-18,-20.0
2009-08-19,0.0
2009-08-20,25.0
2009-08-21,0.0
2009-08-24,-12.0
2009-08-25,-9.0909
2009-08-26,-10.0
2009-08-28,5.5556
2009-09-08,5.2632
2009-09-10,0.0
2009-09-11,15.0
2009-09-16,-26.087
2009-09-17,29.4118
2009-09-18,-2.2727
2009-09-21,-15.1163
2009-09-22,9.589
2009-09-23,0.0
2009-09-24,10.0
2009-09-25,0.0
2009-09-28,2.2727
2009-09-29,0.0
2009-09-30,6.6667
2009-10-01,0.0
2009-10-02,-8.3333
2009-10-05,-4.5455
2009-10-06,14.2857
2009-10-08,-12.5
2009-10-09,5.7143
2009-10-13,3.6036
2009-10-16,4.3478
2009-10-27,-16.6667
2009-10-30,5.0
2009-11-02,23.8095
2009-11-03,-11.538499999999999
2009-11-04,0.0
2009-11-05,-21.7391
2009-11-06,0.0
2009-11-09,27.7778
