ticker,BTOW US Equity
2009-11-10,-13.0435
2009-11-11,0.0
2009-11-16,3.5
2009-11-17,11.1111
2009-11-18,-13.0435
2009-11-19,0.0
2009-11-23,-7.5
2009-11-30,18.9189
2009-12-01,18.1818
2009-12-03,0.0
2009-12-04,-3.8462
2009-12-07,-8.0
2009-12-08,28.6957
2009-12-15,-29.0541
2009-12-16,0.0
2009-12-17,4.7619
2009-12-18,13.6364
2009-12-21,-4.0
2009-12-22,0.0
2009-12-23,4.1667
2009-12-30,-12.0
2010-01-05,12.7273
2010-01-06,12.9032
2010-01-07,0.0
2010-01-08,7.1429
2010-01-11,-16.6667
2010-01-12,0.0
2010-01-13,32.0
2010-01-15,-22.7273
2010-01-19,-1.5686
2010-01-20,-16.3347
2010-01-25,-4.7619
2010-01-26,0.0
2010-01-27,10.0
2010-01-28,0.0
2010-02-01,22.7273
2010-02-09,-3.7037
2010-02-10,7.6923
2010-02-11,0.0
2010-02-22,28.5714
2010-02-24,-2.7778
2010-02-26,0.0
2010-03-01,14.2857
2010-03-02,-35.0
2010-03-03,-3.8462
2010-03-04,40.0
2010-03-05,-0.2857
2010-03-08,-19.7708
2010-03-09,10.7143
2010-03-10,0.0
2010-03-11,-19.3548
2010-03-12,27.6
2010-03-18,-21.6301
2010-03-19,-20.0
2010-03-22,25.0
2010-03-23,-20.0
2010-03-24,15.0
2010-03-25,-17.3913
2010-03-26,21.0526
2010-03-29,4.3478
2010-03-30,-12.5
2010-03-31,14.2857
2010-04-07,4.1667
2010-04-08,0.8
2010-04-12,0.0
2010-04-13,19.0476
2010-04-14,-10.0
2010-04-16,1.1111
2010-04-19,-8.4249
2010-04-20,0.0
2010-04-27,-8.0
2010-04-28,0.0
2010-04-29,-13.0435
2010-04-30,0.0
2010-05-03,-15.0
2010-05-04,16.4706
2010-05-06,-24.2424
2010-05-07,0.0
2010-05-11,13.3333
2010-05-14,0.0
2010-05-17,0.0
2010-05-24,-5.8824
2010-05-25,9.375
2010-05-26,-20.0
2010-05-28,-7.1429
2010-06-01,0.0
2010-06-04,15.3846
2010-06-07,33.3333
2010-06-08,3.0
2010-06-09,-27.1845
2010-06-10,-6.6667
2010-06-11,-10.7143
2010-06-14,3.2
2010-06-15,-3.1008
2010-06-16,-4.0
2010-06-17,0.0
2010-06-18,-0.1042
2010-06-21,-8.2377
2010-06-22,0.0
2010-06-23,-9.0909
2010-06-24,-10.0
2010-06-25,33.3333
2010-06-28,-4.1667
2010-06-29,4.3478
2010-06-30,4.1667
2010-07-01,0.0
2010-07-02,-12.0
2010-07-06,18.1818
2010-07-07,-4.6154
2010-07-08,4.8387
2010-07-09,0.0
2010-07-12,-11.538499999999999
2010-07-13,-3.4783
2010-07-14,1.8018
2010-07-15,-7.0796
2010-07-16,14.2857
2010-07-19,-8.3333
2010-07-20,-4.5455
2010-07-21,-14.2857
2010-07-22,11.1111
2010-07-23,10.0
2010-07-26,0.0
2010-07-27,-9.0909
2010-07-28,0.0
2010-07-29,19.0
2010-07-30,-3.3613
2010-08-02,-13.0435
2010-08-03,-10.0
2010-08-04,0.0
2010-08-05,-22.2222
2010-08-06,21.4286
2010-08-09,-16.4706
2010-08-10,16.9014
2010-08-16,-27.7108
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,8.3333
2010-08-20,9.2308
2010-08-23,26.7606
2010-08-24,0.0
2010-08-25,-14.4444
2010-08-26,3.8961
2010-08-27,12.5
2010-08-30,11.1111
2010-08-31,-20.0
2010-09-01,0.0
2010-09-02,-6.25
2010-09-03,-10.0
2010-09-07,-0.7407
2010-09-08,-10.4478
2010-09-09,58.3333
2010-09-10,-14.7368
2010-09-13,-25.9259
2010-09-14,0.0
2010-09-15,-8.3333
2010-09-16,0.0
2010-09-17,-10.9091
2010-09-20,-10.2041
2010-09-21,-22.7273
2010-09-22,-36.7647
2010-09-23,2.3256
2010-09-24,4.5455
2010-09-27,-21.7391
2010-09-28,-20.1389
2010-09-29,4.3478
2010-09-30,9.1667
2010-10-01,19.084
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,-2.5641
2010-10-08,-31.5789
2010-10-11,0.0
2010-10-12,15.3846
2010-10-13,-1.25
2010-10-14,-25.7384
2010-10-15,-9.0909
2010-10-18,0.0
2010-10-19,0.0
2010-10-20,10.0
2010-10-21,72.7273
2010-10-22,-26.3158
2010-10-25,-6.25
2010-10-26,10.4762
2010-10-27,-15.0862
2010-10-28,17.7665
2010-10-29,-15.0862
2010-11-01,0.0
2010-11-02,-2.5381
2010-11-03,-16.6667
2010-11-04,0.0
2010-11-05,-20.0
2010-11-08,12.5
2010-11-09,11.1111
2010-11-10,10.0
2010-11-11,7.9545
2010-11-12,16.8421
2010-11-15,-20.7207
2010-11-16,9.0909
2010-11-18,9.375
2010-11-23,-8.5714
2010-11-24,-8.3333
2010-11-29,9.0909
2010-11-30,-25.0
2010-12-01,6.9444
2010-12-02,0.0
2010-12-03,24.6753
2010-12-06,41.6667
2010-12-07,-29.4118
2010-12-08,1.5625
2010-12-09,1.5385
2010-12-10,36.3636
2010-12-13,-17.037
2010-12-15,0.0
2010-12-16,-7.1429
2010-12-17,0.0
2010-12-20,-15.3846
2010-12-21,9.0909
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,0.0
2011-01-03,0.0
2011-01-05,0.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-12,0.0
2011-01-13,-16.6667
2011-01-18,0.0
2011-01-19,0.0
2011-01-26,0.0
2011-01-31,10.0
2011-02-02,-27.2727
2011-02-03,50.0
2011-02-04,12.5
2011-02-07,-39.8148
2011-02-08,10.7692
2011-02-10,0.0
2011-02-11,-9.7222
2011-02-14,4.6154
2011-02-15,0.0
2011-02-17,41.1765
2011-02-18,-28.125
2011-02-22,0.0
2011-02-28,11.5942
2011-03-01,0.0
2011-03-03,0.0
2011-03-07,-42.8571
2011-03-09,9.0909
2011-03-14,0.0
2011-03-15,0.0
2011-03-16,50.0
2011-03-17,6.9444
2011-03-18,-6.4935
2011-03-22,0.0
2011-03-23,0.0
2011-03-24,-1.3889
2011-03-29,-15.493
2011-03-30,-31.6667
2011-04-01,71.9512
2011-04-04,-41.844
2011-04-05,17.0732
2011-04-06,0.0
2011-04-07,52.0833
2011-04-11,-45.2055
2011-04-12,3.75
2011-04-13,-3.6145
2011-04-14,10.0
2011-04-18,79.5455
2011-04-19,-8.8608
2011-04-20,5.5556
2011-04-27,-15.7895
2011-04-28,0.0
2011-05-04,0.0
2011-05-05,0.0
2011-05-06,0.0
2011-05-09,-35.1563
2011-05-11,0.0
2011-05-12,54.2169
2011-05-17,-12.5
2011-05-20,-28.5714
2011-05-31,20.0
2011-06-01,0.0
2011-06-06,-14.5833
2011-06-09,56.0976
2011-06-14,0.0
2011-06-15,-50.0
2011-06-16,25.0
2011-06-17,40.0
2011-06-20,19.6429
2011-06-22,7.4627
2011-06-24,-29.8611
2011-06-27,-14.8515
2011-06-28,0.0
2011-07-05,11.6279
2011-07-08,0.0
2011-07-12,0.0
2011-07-14,0.0
2011-07-19,-16.6667
2011-07-25,20.0
2011-07-27,-11.4583
2011-07-29,0.0
2011-08-03,-3.5294
2011-08-08,3.6585
2011-08-10,-3.5294
2011-08-11,-19.5122
2011-08-15,18.1818
2011-08-17,0.0
2011-08-18,-15.3846
2011-08-22,-24.2424
2011-08-23,32.0
2011-08-29,9.0909
2011-09-09,0.0
2011-09-12,0.0
2011-09-15,0.0
2011-09-20,-55.5556
2011-10-19,-95.0
2011-10-21,30.0
2011-11-10,676.9231
2011-11-15,102.9703
2011-11-17,21.9512
2011-11-21,82.4
2011-11-22,10.307
2011-11-23,-10.5368
2011-12-09,-10.0
2011-12-15,0.0
2011-12-16,-25.9259
2012-01-18,0.0
2012-02-06,-10.0
2012-02-21,-14.8148
2012-03-16,0.0
2012-08-09,0.0
2012-08-27,-19.5652
2012-10-24,0.0
2013-04-22,-10.8108
2013-06-21,0.0
2013-10-04,45.4545
2013-12-02,-33.3333
2013-12-04,-12.5
2013-12-05,0.0
2013-12-06,-10.7143
2013-12-09,52.0
2014-01-22,-36.8421
2014-02-10,0.0
2014-03-03,-4.1667
2014-04-08,-90.0
2014-09-08,30.4348
2015-09-14,0.0
2016-03-17,0.0
2016-05-23,0.0
2017-01-26,160.0
2017-01-27,2.5641
2017-01-31,0.0
2017-03-02,0.0
2017-03-07,-62.5
2017-03-14,243.3333
2017-03-30,-51.4563
2017-05-19,400.0
2017-08-11,44.0
2017-09-25,-1.1111
2017-11-01,0.0
2018-02-21,-38.2022
2018-02-23,13.6364
2018-03-12,0.0
2018-03-15,20.0
2018-03-20,32.0
2018-03-21,63.1313
2018-03-22,0.0
2018-03-23,-7.1207
2018-03-28,6.6667
2018-04-06,17.1875
2018-04-12,-19.7333
2018-04-13,-8.6379
2018-04-25,0.0
2018-05-16,-14.1818
2018-05-23,-15.2542
2018-05-24,-25.0
2018-05-25,-30.0
2018-05-31,-4.7619
2018-06-04,0.0
2018-06-20,0.0
2018-07-25,-15.0
2019-03-26,-5.8824
2019-03-27,50.0
2019-03-28,8.3333
2019-03-29,46.1538
2019-04-01,-26.3158
2019-04-26,14.2857
2019-05-01,0.0
2019-05-02,0.0
2019-05-06,-0.625
2019-05-22,-15.0943
2019-06-05,-7.4074
2019-07-05,-12.0
2019-07-15,-18.1818
2019-07-29,0.0
2019-09-24,-5.5556
2019-10-30,-40.0
2019-10-31,-1.9118
2019-11-01,39.93
2019-11-04,42.8571
2020-01-02,0.0
2020-01-03,0.0
2020-01-07,50.0
2020-01-08,33.3333
2020-01-10,-50.0
2020-01-13,-25.0
2020-01-22,66.6667
2020-01-24,0.0
2020-01-29,20.0
2020-02-06,-6.6667
2020-02-07,-10.7071
2020-02-10,-3.2077
2020-02-11,0.0
2020-02-12,0.0
2020-02-14,-17.3554
2020-03-06,0.0
2020-03-13,-20.0
2020-03-19,0.0
2020-04-13,-36.25
2020-06-12,58.8235
2020-06-15,23.4568
2020-07-14,74.99
2020-07-31,-0.5657
