ticker,CETY US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-05-19,-80.0
2006-05-24,1.0
2006-06-15,890.099
2006-08-17,-10.0
2006-09-15,-22.2222
2006-09-18,-7.1429
2006-10-03,0.0
2006-10-30,-33.8462
2006-11-13,-2.3256
2006-11-27,-4.7619
2006-12-29,37.5
2007-01-03,0.0
2007-01-10,0.0
2007-01-11,0.0
2007-01-17,-9.0909
2007-01-22,30.0
2007-01-29,-7.6923
2007-02-02,-13.3333
2007-02-22,0.0
2007-04-05,-3.8462
2007-04-09,0.0
2007-04-10,-20.0
2007-04-16,7.5
2007-04-17,6.9767
2007-04-18,0.0
2007-04-30,0.0
2007-05-01,0.0
2007-05-03,2.1739
2007-05-07,-16.383
2007-05-08,17.0483
2007-05-11,0.0
2007-05-16,0.0
2007-05-17,-13.0435
2007-05-21,0.0
2007-05-22,12.5
2007-05-25,0.0
2007-05-29,0.0
2007-05-30,0.0
2007-05-31,0.0
2007-06-05,0.0
2007-06-06,-2.2222
2007-06-07,0.0
2007-06-18,2.2727
2007-06-19,0.0
2007-06-20,0.0
2007-06-22,0.0
2007-06-25,0.0
2007-06-26,0.0
2007-06-27,-2.2222
2007-06-28,2.2727
2007-06-29,0.0
2007-07-02,0.0
2007-07-03,0.0
2007-07-06,-6.6667
2007-07-10,0.0
2007-07-17,0.0
2007-07-24,-2.3810000000000002
2007-07-25,7.3171
2007-07-26,-4.5455
2007-07-27,2.3810000000000002
2007-07-30,-2.3256
2007-08-06,2.3810000000000002
2007-08-07,0.0
2007-08-16,-6.9767
2007-08-17,0.0
2007-08-27,0.0
2007-09-04,0.0
2007-09-07,0.0
2007-09-12,0.0
2007-09-25,-25.0
2007-09-28,33.3333
2007-10-01,0.0
2007-10-09,0.0
2007-10-10,0.0
2007-10-15,5.0
2007-10-16,-2.3810000000000002
2007-11-20,-14.6341
2007-12-06,-28.5714
2007-12-13,20.0
2007-12-14,-30.0
2007-12-19,-4.7619
2007-12-31,-40.0
2008-01-02,0.0
2008-01-04,33.3333
2008-02-04,-37.5
2008-02-25,0.0
2008-02-26,0.0
2008-02-29,150.0
2008-03-03,100.0
2008-04-28,-76.0
2008-04-30,0.0
2008-05-06,66.6667
2008-05-23,25.0
2008-06-10,20.0
2008-06-16,33.3333
2008-06-17,-62.5
2008-06-18,166.6667
2008-07-10,-45.0
2008-07-11,-9.0909
2008-07-22,100.0
2008-08-22,0.0
2008-09-04,12.5
2008-09-12,-11.1111
2008-09-15,12.5
