ticker,XLTD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-07,6.6667
2009-08-10,0.0
2009-08-11,0.0
2009-08-12,6.25
2009-08-13,5.8824
2009-08-17,0.0
2009-08-18,5.5556
2009-08-19,5.2632
2009-08-20,10.0
2009-08-21,8.1818
2009-08-24,13.4454
2009-08-25,0.0
2009-08-26,0.0
2009-08-27,0.0
2009-08-28,-7.4074
2009-08-31,0.0
2009-09-01,0.0
2009-09-02,0.0
2009-09-03,0.0
2009-09-04,2.4
2009-09-08,0.0
2009-09-09,0.0
2009-09-10,-0.7813
2009-09-11,0.0
2009-09-14,10.2362
2009-09-15,-10.7143
2009-09-16,-4.8
2009-09-17,-7.563
2009-09-18,4.5455
2009-09-21,0.8696
2009-09-22,3.4483
2009-09-23,0.0
2009-09-24,0.0
2009-09-25,0.0
2009-09-28,6.6667
2009-09-29,-3.9063
2009-09-30,5.6911000000000005
2009-10-01,-3.8462
2009-10-02,3.2
2009-10-05,-1.5504
2009-10-06,-2.3622
2009-10-07,0.0
2009-10-08,0.8065
2009-10-09,-1.6
2009-10-12,-2.439
2009-10-13,0.0
2009-10-14,0.0
2009-10-15,-1.6667
2009-10-16,-2.5423999999999998
2009-10-19,3.4783
2009-10-20,0.8403
2009-10-21,8.3333
2009-10-22,1.5385
2009-10-23,-10.6061
2009-10-26,-3.3898
2009-10-27,-12.2807
2009-10-28,0.0
2009-10-29,-13.0
2009-10-30,0.0
2009-11-02,-8.046
2009-11-03,-2.5
2009-11-04,3.8462
2009-11-05,19.7531
2009-11-06,11.3402
2009-11-09,-6.4815
2009-11-10,4.9505
2009-11-11,1.8868
2009-11-12,-3.7037
2009-11-13,-3.8462
2009-11-16,0.0
2009-11-17,0.0
2009-11-18,0.0
2009-11-19,4.0
2009-11-20,-3.8462
2009-11-23,0.0
2009-11-24,2.0
2009-11-25,-1.9607999999999999
2009-11-27,0.0
2009-11-30,0.0
2009-12-01,1.0
2009-12-02,-1.9802
2009-12-03,11.1111
2009-12-04,-1.8182
2009-12-07,-2.7778
2009-12-08,-5.7143
2009-12-09,1.0101
2009-12-10,-2.0
2009-12-11,-2.0408
2009-12-14,-6.25
2009-12-15,-2.2222
2009-12-16,2.2727
2009-12-17,4.4444
2009-12-21,-2.1277
2009-12-22,8.6957
2009-12-23,-7.5
2009-12-28,0.0
2009-12-29,-1.0811
2009-12-30,-3.8251
2009-12-31,0.0
2010-01-04,0.0
2010-01-05,-1.5909
2010-01-07,-1.8476
2010-01-11,2.3529
