ticker,HUD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2018-02-01,-7.3684
2018-02-02,2.2727
2018-02-05,-3.5556
2018-02-06,-0.1728
2018-02-07,0.5193
2018-02-08,-5.4535
2018-02-09,-1.0929
2018-02-12,-1.1663999999999999
2018-02-13,-1.8634
2018-02-14,-1.6456
2018-02-15,-0.9009
2018-02-16,-0.2597
2018-02-20,0.2604
2018-02-21,3.2468
2018-02-22,2.0755
2018-02-23,3.2656
2018-02-26,-1.5513
2018-02-27,-4.4242
2018-02-28,-1.0146
2018-03-01,-3.9078
2018-03-02,0.2
2018-03-05,0.3992
2018-03-06,0.0663
2018-03-07,6.0265
2018-03-08,1.3740999999999999
2018-03-09,-0.1232
2018-03-12,0.802
2018-03-13,-0.5508
2018-03-14,0.0615
2018-03-15,-2.214
2018-03-16,-1.6352
2018-03-19,-2.11
2018-03-20,-2.8739
2018-03-21,3.6987
2018-03-22,1.3618999999999999
2018-03-23,1.0237
2018-03-26,1.0766
2018-03-27,-2.9449
2018-03-28,-2.0013
2018-03-29,4.809
2018-04-02,-2.5141
2018-04-03,-1.9342000000000001
2018-04-04,-1.5122
2018-04-05,-1.1348
2018-04-06,-0.0675
2018-04-09,-0.1351
2018-04-10,0.406
2018-04-11,0.6739
2018-04-12,1.6064
2018-04-13,-0.1318
2018-04-16,0.2639
2018-04-17,1.3816
2018-04-18,1.6872
2018-04-19,-4.9777000000000005
2018-04-20,-0.0672
2018-04-23,1.4785
2018-04-24,-1.7219
2018-04-25,-3.0323
2018-04-26,3.6136
2018-04-27,-0.939
2018-04-30,0.4062
2018-05-01,-1.3486
2018-05-02,1.9822
2018-05-03,0.4692
2018-05-04,-0.4003
2018-05-07,1.4066
2018-05-08,5.6803
2018-05-09,5.0625
2018-05-10,4.7591
2018-05-11,-1.1925
2018-05-14,-4.023
2018-05-15,4.4311
2018-05-16,0.344
2018-05-17,0.0
2018-05-18,-0.2286
2018-05-21,0.3436
2018-05-22,-0.6849
2018-05-23,1.8965999999999998
2018-05-24,1.692
2018-05-25,-2.5513
2018-05-29,-0.2277
2018-05-30,1.0268
2018-05-31,-1.0728
2018-06-01,1.9977
2018-06-04,1.0632
2018-06-05,1.4396
2018-06-06,1.0371
2018-06-07,-0.2161
2018-06-08,-0.5956
2018-06-11,0.8715
2018-06-12,0.8639
2018-06-13,0.0535
2018-06-14,-0.214
2018-06-15,0.6434
2018-06-18,-1.0655000000000001
2018-06-19,0.1077
2018-06-20,0.1614
2018-06-21,-2.0945
