ticker,MAGE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-30,-60.0
2012-06-12,0.0
2012-06-14,4900.0
2012-06-18,-90.0
2012-06-19,-70.0
2012-07-02,36.6667
2012-07-12,21.9512
2012-08-02,30.0
2012-08-09,-15.3846
2012-08-29,60.0
2012-08-30,13.6364
2012-08-31,50.0
2012-09-18,0.0
2012-09-20,0.0
2012-09-25,0.0
2012-10-23,0.0
2012-11-19,0.0
2012-11-20,0.0
2012-12-04,0.0
2012-12-27,0.0
2012-12-31,0.0
2013-01-08,0.0
2013-01-17,0.0
2013-01-31,-6.6667
2013-04-17,0.0
2013-04-24,0.0
2013-05-08,14.2857
2013-06-10,0.0
2013-06-11,-6.25
2013-06-12,-40.0
2013-06-13,0.0
2013-06-14,-11.1111
2013-07-01,-12.5
2013-07-09,0.0
2013-07-12,0.0
2013-07-16,-28.5714
2013-07-22,0.0
2013-07-25,0.0
2013-10-03,40.0
2013-10-07,0.0
2013-11-05,-28.5714
2013-11-07,0.0
2014-01-06,0.0
2014-01-15,0.0
2014-01-27,0.0
2014-02-07,0.0
2014-03-10,-20.0
2014-04-08,25.0
2014-04-28,100.0
2014-04-29,47.5
2014-04-30,-32.0763
2014-05-01,0.1248
2014-05-02,14.6417
2014-05-05,13.0435
2014-05-06,0.0
2014-05-07,0.0
2014-05-08,-21.5385
2014-05-09,27.451
2014-05-12,0.0
2014-05-13,0.0
2014-05-14,0.0
2014-05-15,-38.4615
2014-05-16,37.5
2014-05-19,-1.1932
2014-05-20,-35.5952
2014-05-21,-7.1429
2014-05-22,-23.0769
2014-05-27,0.0
2014-06-05,20.0
2014-06-10,-50.0
2014-06-11,99.5833
2014-06-12,-46.5553
2014-06-13,71.875
2014-06-17,-9.0909
2014-06-24,-44.0
2014-06-25,10.7143
2014-07-01,0.0
2014-07-02,20.9677
2014-07-09,20.0
2014-07-10,8.8889
2014-07-15,-21.6837
2014-07-16,0.0
2014-07-17,0.0
2014-07-22,0.0
2014-07-28,0.0
2014-07-30,0.0
2014-07-31,-8.7948
2014-08-05,0.0
2014-08-07,0.0
2014-08-11,0.0
2014-08-12,0.0
2014-08-18,0.0
2014-08-20,0.0
2014-08-21,0.0
2014-08-29,0.0
2014-09-03,0.0
2014-09-04,0.0
2014-09-09,0.0
2014-09-16,0.0
2014-09-19,0.0
2014-09-22,11.4286
2014-10-09,-10.2564
2014-10-13,0.0
2014-10-14,0.0
2014-10-27,0.0
2014-10-28,0.0
2014-10-29,14.2857
