ticker,CMFO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-02-25,8.0
2002-03-11,-7.4074
2002-03-28,8.0
2002-07-11,-7.4074
2002-08-05,0.0
2002-10-23,0.0
2004-11-03,-40.0
2005-04-25,6.6667
2007-09-14,150.0
2007-10-23,-61.0432
2008-01-04,-0.6276
2008-01-17,26.3158
2008-05-09,-41.6667
2008-05-12,0.0
2008-05-16,0.0
2008-05-19,0.0
2008-05-20,-1.4285999999999999
2008-05-21,1.4493
2008-05-22,-4.2857
2008-05-23,1.4925
2008-05-27,0.0
2008-05-28,0.0
2008-05-29,-0.5882
2008-05-30,0.5917
2008-06-02,0.0
2008-06-03,-0.5882
2008-06-04,0.0
2008-06-05,0.5917
2008-06-06,-1.1764999999999999
2008-06-09,-1.7856999999999998
2008-06-10,-4.5455
2008-06-12,5.3968
2008-06-13,1.8072
2008-06-16,-0.8876
2008-06-17,0.0
2008-06-18,0.0
2008-06-19,0.0
2008-06-20,-0.8955
2008-06-23,-0.6024
2008-06-24,-1.5152
2008-06-25,0.0
2008-06-26,-3.0769
2008-06-30,0.0
2008-07-01,0.0
2008-07-02,3.1746
2008-07-03,3.0769
2008-07-08,0.0
2008-07-10,-4.4776
2008-07-11,-3.4375
2008-07-14,-1.2945
2008-07-15,0.0
2008-07-16,0.0
2008-07-18,-1.6393
2008-07-21,-0.3333
2008-07-22,0.3344
2008-07-23,0.0
2008-07-24,1.6667
2008-07-28,-2.9508
2008-07-29,3.0405
2008-07-30,1.6393
2008-08-01,-4.8387
2008-08-04,0.0
2008-08-05,-37.2881
2008-08-06,70.2703
2008-08-08,6.3492
2008-08-11,-7.4627
2008-08-13,6.4516
2008-08-14,-4.5455
2008-08-15,-4.7619
2008-08-18,3.3333
2008-08-19,-4.8387
2008-08-20,0.0
2008-08-22,0.0
2008-08-27,0.0
2008-08-28,0.0
2008-09-02,-0.678
2008-09-04,-2.3891
2008-09-05,-2.0979
2008-09-08,0.0
2008-09-09,-1.7856999999999998
2008-09-10,0.3636
2008-09-11,0.0
2008-09-12,-2.1739
2008-09-15,-7.4074
2008-09-16,-14.0
2008-09-17,3.7209
2008-09-18,-1.3453
2008-09-19,2.2727
2008-09-22,-6.6667
2008-09-23,-1.4285999999999999
2008-09-24,3.8647
2008-09-25,-0.9302
2008-09-26,-2.8169
2008-09-29,-3.3816
2008-09-30,25.0
2008-10-01,-11.6
2008-10-02,-1.81
2008-10-03,0.0
2008-10-06,-7.3733
2008-10-07,-2.9851
