ticker,CGDI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-09-20,-20.0
2005-09-23,-25.0
2005-09-26,16.6667
2005-09-27,14.2857
2005-09-28,-12.5
2005-09-29,-7.1429
2005-09-30,-7.6923
2005-10-04,0.0
2005-10-12,0.0
2005-10-13,33.3333
2005-10-14,12.5
2005-10-17,0.0
2005-10-18,0.0
2005-10-20,0.0
2005-10-21,0.0
2005-10-25,-11.1111
2005-10-26,25.0
2005-10-27,-10.0
2005-10-28,0.0
2005-11-03,-11.1111
2005-11-10,-12.5
2005-11-18,-14.2857
2005-11-21,-35.0
2005-11-22,-10.2564
2005-11-30,0.0
2005-12-07,42.8571
2005-12-08,0.0
2005-12-09,0.0
2005-12-13,-20.0
2005-12-20,25.0
2005-12-21,20.0
2005-12-23,-33.3333
2006-01-04,25.0
2006-01-05,0.0
2006-01-06,-20.0
2006-01-17,37.5
2006-01-19,0.0
2006-01-20,0.0
2006-01-23,-7.2727
2006-01-25,-1.9607999999999999
2006-01-27,0.0
2006-01-31,10.0
2006-02-01,36.3636
2006-02-02,-20.0
2006-02-03,4.1667
2006-02-07,20.0
2006-02-08,6.6667
2006-02-09,11.25
2006-02-10,9.5506
2006-02-13,2.5641
2006-02-14,-10.0
2006-02-15,7.2222
2006-02-16,-1.5544
2006-02-21,-15.7895
2006-02-23,-25.0
2006-02-27,0.0
2006-02-28,-16.6667
2006-03-01,-10.0
2006-03-09,55.5556
2006-03-10,0.0
2006-03-13,21.4286
2006-03-14,-5.8824
2006-03-15,-12.5
2006-03-16,-14.2857
2006-03-28,0.0
2006-03-30,0.0
2006-03-31,8.3333
2006-04-04,23.0769
2006-04-05,12.5
2006-04-06,-11.1111
2006-04-07,0.0
2006-04-10,0.0
2006-04-11,6.875
2006-04-17,-6.4327
2006-04-18,0.0
2006-04-19,-12.5
2006-04-20,14.2857
2006-04-21,6.25
2006-04-24,-5.8824
2006-04-25,0.0
2006-04-26,31.25
2006-04-27,-23.8095
2006-05-01,18.75
2006-05-02,-15.7895
2006-05-05,6.25
2006-05-09,0.0
2006-05-10,-11.7647
2006-05-11,6.6667
2006-05-15,0.0
2006-05-16,0.0
2006-05-22,6.25
2006-05-24,-4.7059
2006-05-30,-1.2346
2006-05-31,0.0
2006-06-01,0.0
2006-06-02,0.0
2006-06-05,0.0
2006-06-06,0.0
2006-06-07,25.0
2006-06-08,-5.0
2006-06-09,-15.7895
2006-06-12,0.0
2006-06-13,0.0
2006-06-14,0.0
2006-06-15,-6.25
