ticker,ENAB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-13,17.0732
2006-01-17,-1.3889
2006-01-18,-1.4085
2006-01-19,0.7143
2006-01-20,-2.1277
2006-01-24,-1.4493
2006-01-25,2.9412000000000003
2006-01-26,0.0
2006-01-27,0.0
2006-01-31,0.0
2006-02-01,-7.1429
2006-02-06,-19.2308
2006-02-07,19.0476
2006-02-08,4.0
2006-02-09,0.0
2006-02-13,0.0
2006-02-15,0.0
2006-02-21,0.0
2006-03-03,3.6923
2006-03-10,-1.3353
2006-03-14,1.5038
2006-03-15,0.0
2006-03-21,-3.7037
2006-03-22,1.5385
2006-03-24,0.0
2006-03-28,0.0
2006-03-29,0.0
2006-03-30,-3.0303
2006-03-31,0.0
2006-04-11,-2.3438
2006-04-12,0.0
2006-04-17,0.0
2006-04-18,0.0
2006-04-21,4.0
2006-04-24,-1.5385
2006-04-25,0.0
2006-04-27,0.7813
2006-04-28,-0.7752
2006-05-01,-6.25
2006-05-02,8.3333
2006-05-11,2.9231
2006-05-12,0.0
2006-05-15,0.0
2006-05-30,-2.8401
2006-05-31,3.0769
2006-06-01,-2.9851
2006-06-27,-0.7692
2006-06-29,0.3101
2006-06-30,5.7187
2006-07-03,-0.5848
2006-07-11,-4.5588
2006-07-20,-2.1572
2006-07-21,-4.252
2006-07-24,-14.473700000000001
2006-07-26,3.8462
2006-07-28,1.8519
2006-07-31,-1.0909
2006-08-02,-2.5735
2006-08-17,-5.8491
2006-08-21,0.0
2006-08-25,-22.8457
2006-08-29,0.0
2006-08-30,2.5974
2006-08-31,0.0
2006-09-06,-1.0127
2006-09-08,0.0
2006-09-12,-1.5345
2006-09-13,-2.5974
2006-09-14,-2.6667
2006-09-15,0.0
2006-09-22,0.0
2006-09-29,0.0
2006-10-04,0.0
2006-10-05,0.0
2006-10-09,-2.7397
2006-10-13,0.0
2006-10-17,0.0
2006-10-20,1.4085
2006-10-23,0.0
2006-10-31,-1.3889
2006-11-01,-26.7606
2006-11-02,15.3846
2006-11-03,8.3333
2006-11-08,0.0
2006-11-09,-21.5385
2006-11-10,17.647100000000002
2006-11-22,0.0
2006-11-24,0.0
2006-11-27,0.0
2006-11-28,0.0
2006-11-29,-3.3333
2006-11-30,0.0
2006-12-05,0.0
2006-12-11,-13.7931
2006-12-13,0.0
2006-12-18,0.0
2006-12-20,-14.0
2006-12-21,13.9535
2006-12-22,-4.898
2006-12-26,9.4421
2006-12-27,-5.8824
2006-12-28,10.4167
2006-12-29,3.7736
