ticker,SXHHF US Equity
2007-03-19,-3.125
2007-03-21,11.2903
2007-03-27,-10.1449
2007-03-28,-6.5121
2007-03-29,33.1249
2007-03-30,3.6773
2007-04-02,6.9062
2007-04-05,-5.2909
2007-04-09,7.4074
2007-04-10,1.8391
2007-04-19,-4.8533
2007-04-20,2.758
2007-04-30,-1.8759000000000001
2007-05-01,-5.5
2007-05-09,4.5752
2007-05-10,-2.0536
2007-05-11,2.0966
2007-05-16,-0.2083
2007-05-18,-4.5631
2007-05-22,10.75
2007-05-23,0.2963
2007-05-31,-21.2266
2007-06-01,5.1429
2007-06-05,-7.9823
2007-06-13,8.2687
2007-06-19,-7.4327
2007-06-25,-14.8803
2007-07-05,11.4236
2007-07-19,-0.1553
2007-07-26,-14.3913
2007-07-27,5.1567
2007-07-30,-12.7241
2007-08-01,10.3465
2007-08-02,12.7411
2007-08-07,-8.4759
2007-08-08,0.8696
2007-09-18,-0.4741
2007-09-20,-2.9882999999999997
2007-10-02,37.5
2007-10-03,0.4708
2007-10-04,-2.0682
2007-10-11,8.4475
2007-10-12,-5.0662
2007-10-16,2.3077
2007-10-30,0.2506
2007-11-01,-6.6563
2007-11-02,13.2909
2007-11-05,2.4823
2007-11-07,-0.8939
2007-11-09,-4.8007
2007-11-12,-2.3533
2007-11-14,-4.7574
2007-11-16,-1.4131
2007-11-20,4.0
2007-11-21,0.0
2007-11-27,0.0
2007-12-03,-6.4103
2007-12-04,-6.8493
2007-12-07,-2.2059
2007-12-12,20.4511
2007-12-14,-10.5181
2007-12-19,-6.8887
2007-12-21,-2.0041
2007-12-27,1.2232
2007-12-28,-4.2296
2007-12-31,-1.5773000000000001
2008-01-03,5.3486
2008-01-09,-17.0565
2008-01-11,2.6364
2008-01-14,-5.4724
2008-01-17,4.7968
2008-01-22,-10.0338
2008-02-01,34.3358
2008-02-19,-5.5597
2008-02-25,-12.1296
2008-02-27,-1.9784000000000002
2008-03-12,-19.633
2008-03-14,-6.3927
2008-03-17,-12.1951
2008-03-27,28.3333
2008-03-28,-4.7619
2008-03-31,-5.0
2008-04-07,5.4127
2008-04-11,2.1277
2008-04-22,-14.1667
2008-05-05,-4.2071
2008-05-15,-21.6892
2008-05-16,0.0863
2008-05-20,-14.8276
2008-05-21,18.9271
2008-05-23,-27.7021
2008-06-02,12.8311
2008-06-06,-1.7736
2008-06-11,-8.4971
2008-06-20,0.2902
2008-06-26,13.8889
2008-06-30,-4.2175
2008-07-07,-10.8753
2008-07-08,-2.0238
2008-07-10,-3.7667
2008-07-14,-9.0909
2008-07-15,11.1111
2008-07-21,-16.0
2008-07-29,16.6667
2008-08-07,-22.1301
2008-08-08,-14.8239
2008-08-20,20.7692
2008-09-02,13.7739
2008-09-05,-12.8761
2008-09-08,16.3052
2008-09-25,-25.9669
2008-10-15,-41.0448
2008-10-20,18.9873
2008-11-18,-76.1968
2008-11-19,16.2011
2008-11-25,65.3846
2008-12-05,-16.2791
2008-12-26,-38.8889
2008-12-29,0.0
2009-06-25,-9.0909
2009-08-19,31.875
2009-08-28,127.4882
2009-09-01,66.6667
2009-09-15,-18.0
2009-09-16,1.9817
2009-10-08,-4.3347999999999995
2009-10-13,-15.7813
2009-10-20,48.423
2009-12-01,-10.0
2009-12-02,-32.6389
2009-12-17,31.9588
2009-12-21,45.0
2009-12-24,12.069
2009-12-28,-73.8462
2010-01-04,473.5294
2010-01-05,8.7179
2010-01-06,-5.6604
2010-01-13,-17.0
2010-01-14,6.6265
2010-01-19,1.6949
2010-01-26,-19.7917
2010-01-28,12.2078
2010-02-03,6.1728
2010-02-04,-7.4128
2010-02-11,-40.9733
2010-02-17,27.6596
2010-03-10,31.6667
2010-03-11,0.0
2010-03-12,0.0
2010-03-26,-26.5823
2010-03-31,2.0474
2010-04-16,9.8205
2010-04-19,-1.5385
2010-04-21,1.5625
2010-05-05,-1.5385
2010-05-10,-3.125
2010-05-12,-20.9677
2010-05-19,0.0
2010-05-20,-2.0408
2010-06-29,25.0
2010-08-12,-3.9583
2010-11-05,29.2842
2010-12-07,20.8054
2010-12-21,-4.4444
2010-12-22,1.1628
2011-01-06,14.9425
2011-01-10,1.0
2011-01-12,0.9901
2011-01-13,0.0
2011-01-14,-5.8824
2011-01-18,2.6042
2011-01-19,7.6142
2011-01-20,-0.9434
2011-01-26,0.9524
2011-01-28,-7.5472
2011-01-31,1.0204
2011-02-07,3.0303
2011-02-08,-0.9804
2011-02-15,1.9802
2011-02-24,-6.1286
2011-02-25,-10.2133
2011-02-28,9.4312
2011-03-17,-5.2632
2011-03-30,0.5556
2011-04-12,-4.9724
2011-04-13,-6.9767
2011-04-25,11.25
2011-04-28,-11.236
2011-04-29,6.8038
2011-05-04,-7.4074
2011-05-18,-23.2
2011-05-24,20.0
2011-05-27,-10.6771
2011-05-31,-16.2293
2011-06-01,3.9443
2011-06-03,19.6429
2011-06-06,0.0
2011-06-07,-19.5896
2011-06-16,56.4965
2011-06-27,-12.2313
2011-07-19,21.6216
2011-07-21,-5.5556
2011-07-25,0.0
2011-07-26,-25.8824
2011-08-02,6.3492
2011-08-22,5.9701
2011-08-23,4.2254
2011-10-27,-17.5676
2011-10-31,8.1967
2011-11-08,-9.0909
2011-11-18,-18.3333
2011-11-28,20.4082
2011-12-08,-33.8983
2011-12-19,38.4615
2011-12-23,-12.7315
2011-12-29,-23.3422
2012-01-09,63.3218
2012-01-13,-22.3517
2012-01-30,-14.8704
2012-02-21,-23.0769
2012-02-28,60.0
2012-04-09,-34.1146
2012-05-03,45.4545
2012-05-16,-13.8587
2012-05-22,-0.6309
2012-05-25,-21.2698
2012-05-29,26.4113
2012-06-04,-1.7544
2012-06-11,-3.5714
2012-06-19,-7.4074
2012-06-21,16.3636
2012-06-27,-14.6875
2012-07-26,-23.2601
2012-08-03,-52.2673
2012-08-17,40.0
2012-10-03,-42.8571
2012-12-05,100.0
2012-12-10,0.0
2012-12-17,-10.0
2012-12-28,0.0
2013-01-24,0.0
2013-02-27,-77.7778
2013-03-13,67.1875
2013-04-17,43.9252
2013-05-13,88.961
2013-06-11,-98.2818
2013-08-02,540.0
2013-09-10,359.375
2013-09-30,-76.8707
2013-10-15,-85.2941
2013-10-24,20.0
2013-10-29,0.0
2013-11-04,83.3333
2013-11-05,18.1818
2013-11-13,0.0
2013-11-18,0.0
2013-11-25,0.0
2013-12-02,0.0
2013-12-05,0.0
2013-12-09,-61.5385
2013-12-10,-40.0
2013-12-12,0.0
2013-12-13,166.6667
2013-12-18,-62.5
2013-12-20,0.0
2013-12-24,0.0
2013-12-27,966.6667
2014-02-04,-84.375
2014-02-07,0.0
2014-02-12,0.0
2014-02-13,0.0
2014-02-25,20.0
2014-03-05,0.0
2014-03-31,0.0
2014-04-04,0.0
2014-04-11,2300.0
2014-05-05,-88.8889
2014-10-17,-50.0
2014-10-20,900.0
2014-10-22,-90.0
2014-10-23,0.0
2014-10-29,0.0
2014-11-10,437.5
2015-01-08,-86.0465
2015-01-13,0.0
2015-01-15,0.0
2015-01-16,0.0
2015-01-20,-66.6667
2015-01-21,2300.0
2015-01-26,-87.5
2015-01-29,-16.6667
2015-01-30,220.0
2015-02-05,-50.0
2015-04-01,5100.0
2015-04-02,53.8462
2015-04-06,-27.5
2015-04-07,-67.2414
2015-04-08,-9.2105
2015-04-09,-14.4928
2015-04-10,6.7797
2015-04-13,26.9841
2015-04-14,0.0
2015-04-15,-20.0
2015-04-16,0.0
2015-04-17,0.0
2015-04-20,6.25
2015-04-21,0.0
2015-04-22,-31.6176
2015-04-23,1.0753
2015-04-24,70.2128
2015-04-27,-45.0
2015-04-28,18.1818
2015-04-29,-7.6923
2015-05-01,-8.3333
2015-05-05,0.0
2015-05-06,-18.1818
2015-05-07,-11.1111
2015-05-11,0.0
2015-05-12,-20.3125
2015-05-13,25.4902
2015-05-14,0.0
2015-05-15,0.0
2015-05-18,12.5
2015-05-19,0.0
2015-05-21,-29.1667
2015-05-26,0.0
2015-05-27,52.9412
2015-06-01,-29.4872
2015-06-03,-3.6364
2015-06-04,9.434
2015-06-05,-6.8966
2015-06-11,-40.7407
2015-06-12,0.0
2015-06-15,0.0
2015-06-16,0.0
2015-06-19,6.25
2015-06-22,41.1765
2015-06-29,-25.0
2015-07-01,-11.1111
2015-07-02,-50.0
2015-07-22,0.0
2015-07-29,0.0
2015-08-04,-50.0
2015-08-05,0.0
2015-08-12,300.0
2015-08-13,0.0
2015-08-19,-84.375
2015-08-20,540.0
2015-08-21,-84.375
2015-08-27,0.0
2015-09-14,0.0
2015-09-16,540.0
2015-09-17,-68.75
2015-09-21,-50.0
2015-09-22,540.0
2015-09-23,-84.375
2015-10-09,0.0
2015-10-12,0.0
2015-10-29,0.0
2015-11-03,0.0
2015-11-09,0.0
2015-11-12,0.0
2015-11-16,0.0
2015-11-20,220.0
2015-11-23,-68.75
2015-12-11,-40.0
2015-12-15,0.0
2015-12-16,0.0
2015-12-18,433.3333
2015-12-21,-87.5
2015-12-23,50.0
2015-12-30,0.0
2015-12-31,433.3333
2016-01-06,-81.25
2016-02-03,-33.3333
2016-03-02,-20.0
2016-03-08,25.0
2016-04-13,0.0
2016-04-29,0.0
2016-05-09,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-06-07,0.0
2016-06-08,700.0
2016-06-10,-81.25
2016-06-24,-33.3333
2016-06-29,0.0
2016-07-07,700.0
2016-07-29,-87.5
2016-08-05,700.0
2016-08-25,-87.5
2016-09-06,0.0
2016-09-15,0.0
2016-09-26,0.0
2016-10-27,0.0
2016-11-17,0.0
2016-11-18,0.0
2016-11-28,0.0
2016-12-09,50.0
2016-12-12,266.6667
2016-12-19,-54.5455
2016-12-30,-40.0
2017-01-05,0.0
2017-01-10,-46.6667
2017-01-13,25.0
2017-01-25,0.0
2017-01-31,0.0
2017-02-10,0.0
2017-02-21,1400.0
2017-02-22,0.0
2017-02-24,-90.0
2017-03-01,66.6667
2017-03-14,500.0
2017-03-21,-93.3333
2017-03-29,50.0
2017-04-03,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-05-10,166.6667
2017-05-12,75.0
2017-05-25,-7.1429
2017-05-30,-76.9231
2017-06-02,700.0
2017-06-15,-86.6667
2017-06-16,0.0
2017-06-19,600.0
2017-06-20,-7.1429
2017-06-29,-84.6154
2017-07-10,200.0
2017-07-31,-66.6667
2017-08-04,0.0
2017-08-15,50.0
2017-09-14,-33.3333
2017-09-29,-50.0
2017-10-04,0.0
2017-10-19,0.0
2017-10-24,0.0
2017-10-26,1900.0
2017-10-31,-95.0
2017-11-08,0.0
2017-11-13,0.0
2017-11-20,0.0
2017-11-21,0.0
2017-11-22,1900.0
2017-12-11,-95.0
2017-12-12,900.0
2017-12-14,-80.0
2017-12-15,0.0
2017-12-18,0.0
2017-12-28,92.0
2017-12-29,0.0
2018-01-03,-47.9167
2018-01-05,80.0
2018-01-09,400.0
2018-01-17,0.0
2018-01-24,-88.8889
2018-02-12,0.0
2018-02-21,600.0
2018-02-27,-78.5714
2018-02-28,0.0
2018-03-14,0.0
2018-03-27,0.0
2018-04-06,20.0
2018-04-09,288.8889
2018-04-11,-92.8571
2018-04-12,100.0
2018-04-19,50.0
2018-04-20,0.0
2018-05-08,-66.6667
2018-05-15,10.0
2018-05-17,81.8182
2018-05-22,-50.0
2018-05-25,0.0
2018-05-31,0.0
2018-06-08,10.0
2018-06-25,990.9091
2018-06-27,-91.6667
2018-06-29,0.0
2018-07-31,0.0
2018-08-29,0.0
2018-08-31,0.0
2018-09-14,0.0
2018-09-26,0.0
2018-09-27,0.0
2018-10-04,0.0
2018-10-19,0.0
2018-10-26,0.0
2018-11-06,0.0
2018-11-09,0.0
2018-11-29,0.0
2018-12-12,0.0
2019-01-23,900.0
2019-01-24,0.0
2019-02-04,-99.0
2019-02-13,9900.0003
2019-02-14,0.0
2019-03-01,0.0
2019-03-06,-90.0
2019-03-21,-99.0
2019-05-29,99900.0003
2019-06-12,-90.0
2019-06-14,0.0
2019-08-02,400.0
2020-03-10,-99.8
2020-04-01,9900.0
2020-04-13,-99.0
2020-06-24,9900.0
2020-06-25,0.0
2020-06-26,800.0
2020-06-29,-88.8889
2020-07-02,800.0
2020-07-10,-88.8889
2020-07-14,0.0
2020-07-23,1600.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-31,-47.0588
