ticker,CSUI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2019-05-17,0.0
2019-06-20,136.8421
2019-06-21,-33.3333
2019-06-24,-30.0
2019-06-25,0.0
2019-06-26,0.0
2019-07-01,0.0
2019-07-03,0.0
2019-07-08,0.0
2019-07-10,0.0
2019-07-16,1.9048
2019-07-18,-11.215
2019-07-19,10.526299999999999
2019-07-23,-4.7619
2019-07-24,0.0
2019-07-25,13.0
2019-07-29,-10.6106
2019-07-30,13.8501
2019-08-01,0.0
2019-08-05,-1.7391
2019-08-06,1.7699
2019-08-07,0.0
2019-08-08,0.0
2019-08-13,34.7826
2019-08-14,-20.3226
2019-08-15,-0.4049
2019-08-16,1.626
2019-08-19,-1.6
2019-08-20,30.0813
2019-08-22,0.0
2019-08-23,6.25
2019-08-26,0.0
2019-08-27,5.8824
2019-09-04,0.0
2019-09-05,-16.6667
2019-09-06,-16.6667
2019-09-09,44.0
2019-09-12,-16.6667
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-26,0.0
2019-10-01,3.3333
2019-10-17,-3.2258
2019-10-21,0.0
2019-10-25,0.0
2019-11-14,0.0
2019-11-20,0.0
2019-11-25,0.0
2019-11-26,-16.6667
2019-12-02,-19.2
2019-12-04,43.5644
2019-12-11,-13.7931
2019-12-30,0.0
2020-01-10,20.0
2020-01-14,-52.86
2020-01-29,0.0
2020-01-30,83.8495
2020-01-31,-7.6923
2020-02-07,-33.3333
2020-02-10,25.0
2020-02-11,30.0
2020-02-13,-23.0769
2020-02-14,25.0
2020-02-18,4.0
2020-02-21,-42.3077
2020-02-24,33.3333
2020-02-25,10.0
2020-02-26,-9.0909
2020-02-27,5.0
2020-02-28,0.0
2020-03-02,-0.9524
2020-03-05,-3.8462
2020-03-09,10.0
2020-03-10,0.0
2020-03-11,-0.9091
2020-03-12,-22.0183
2020-03-13,29.4118
2020-03-16,4.5455
2020-03-18,-4.3478
2020-03-19,-8.1818
2020-03-23,8.9109
2020-03-24,4.5455
2020-03-27,-4.3478
2020-03-31,4.5455
2020-04-01,-38.2609
2020-04-06,-7.0423
2020-04-07,34.1591
2020-04-08,-37.8847
2020-04-09,13.6364
2020-04-13,-52.0
2020-04-14,0.0
2020-04-15,83.3333
2020-04-17,0.0
2020-04-20,-40.9091
2020-04-27,-7.6923
2020-04-29,216.6667
2020-04-30,-36.8421
2020-05-01,10.0
2020-05-04,6.0606
2020-05-05,10.0
2020-05-06,22.0779
2020-05-07,-11.7021
2020-05-08,-26.506
2020-05-11,0.0
2020-05-12,14.7541
2020-05-13,-7.1429
2020-05-18,-13.8462
2020-05-19,33.9286
2020-05-20,-6.6667
2020-05-21,-20.0
2020-05-22,0.0
2020-05-26,80.3571
2020-05-27,-30.6931
2020-05-28,-1.4285999999999999
2020-05-29,0.0
2020-06-01,-27.2464
2020-06-02,-16.3347
2020-06-03,0.0
2020-06-04,0.0
2020-06-08,0.0
2020-06-11,0.0
2020-06-23,9.5214
2020-06-24,-9.7806
2020-06-25,-3.6145
2020-06-30,12.5
2020-07-06,22.2222
2020-07-09,0.0
2020-07-10,-18.1818
2020-07-13,-22.2222
2020-07-15,42.8571
2020-07-16,2.0
2020-07-17,3.9215999999999998
2020-07-22,3.7736
2020-07-23,0.0
2020-07-24,0.0
2020-07-27,0.0
2020-07-28,0.0
2020-07-29,-16.3636
2020-07-30,4.3478
2020-07-31,14.5833
