ticker,WISA US Equity
2018-12-17,-7.1429
2018-12-18,-5.1282
2018-12-19,2.7027
2018-12-20,-7.8947
2018-12-21,0.8571
2018-12-24,-0.8499
2018-12-26,0.0
2018-12-27,-7.1429
2018-12-28,8.3108
2018-12-31,-2.8437
2019-01-02,4.386
2019-01-03,-7.8431
2019-01-04,10.3343
2019-01-07,-0.8264
2019-01-08,8.0556
2019-01-09,2.8278
2019-01-10,-8.6175
2019-01-11,7.2415
2019-01-14,-14.2857
2019-01-15,-0.5952
2019-01-16,0.0
2019-01-17,-1.1976
2019-01-18,1.2121
2019-01-22,-0.8982
2019-01-23,-4.8338
2019-01-24,-9.5238
2019-01-25,-1.7544
2019-01-28,7.1429
2019-01-29,1.3333
2019-01-30,5.9211
2019-01-31,1.2422
2019-02-01,-2.454
2019-02-04,-3.4591
2019-02-05,-8.4691
2019-02-06,-7.4733
2019-02-07,-0.3846
2019-02-08,-5.4054
2019-02-11,-1.2245
2019-02-12,9.9174
2019-02-13,-5.6391
2019-02-14,-3.9840999999999998
2019-02-15,-1.6598000000000002
2019-02-19,0.8439
2019-02-20,-3.7657
2019-02-21,2.1739
2019-02-22,0.0
2019-02-25,6.383
2019-02-26,-0.8
2019-02-27,4.4315
2019-02-28,-8.8768
2019-03-01,4.8729
2019-03-04,-3.0303
2019-03-05,-8.3333
2019-03-06,10.9091
2019-03-07,-4.0984
2019-03-08,-3.8462
2019-03-11,5.7778
2019-03-12,-3.2647
2019-03-13,0.7688
2019-03-14,-0.8621
2019-03-15,0.0
2019-03-18,-2.1739
2019-03-19,6.2222
2019-03-20,-0.749
2019-03-21,-2.6179
2019-03-22,3.8961
2019-03-25,-6.25
2019-03-26,0.8889
2019-03-27,-5.2863
2019-03-28,-10.6977
2019-03-29,3.6458
2019-04-01,-5.5276
2019-04-02,-1.0638
2019-04-03,-2.1505
2019-04-04,-1.0989
2019-04-05,10.0
2019-04-08,5.0505
2019-04-09,-11.538499999999999
2019-04-10,7.0652
2019-04-11,-2.5381
2019-04-12,19.2031
2019-04-15,-8.681799999999999
2019-04-16,-6.6986
2019-04-17,0.5128
2019-04-18,5.8724
2019-04-22,-5.0648
2019-04-23,-6.132
2019-04-24,2.2064
2019-04-25,-6.0
2019-04-26,-5.7188
2019-04-29,-3.2836
2019-04-30,5.179
2019-05-01,2.1187
2019-05-02,-5.1724
2019-05-03,2.2121
2019-05-06,0.8005
2019-05-07,17.647100000000002
2019-05-08,5.0
2019-05-09,-5.2381
2019-05-10,-5.0251
2019-05-13,-8.9947
2019-05-14,7.5581
2019-05-15,7.027
2019-05-16,-7.5758
2019-05-17,4.3716
2019-05-20,-14.1361
2019-05-21,-4.878
2019-05-22,-12.8205
2019-05-23,3.6765
2019-05-24,-1.4184
2019-05-28,-2.1583
2019-05-29,-6.6176
2019-05-30,4.8661
2019-05-31,-1.6369
2019-06-03,-2.2901
2019-06-04,3.9063
2019-06-05,3.7594
2019-06-06,-3.6231999999999998
2019-06-07,-2.2632
2019-06-10,1.5463
2019-06-11,-8.3333
2019-06-12,5.7851
2019-06-13,1.5625
2019-06-14,-0.7692
2019-06-17,0.7752
2019-06-18,-5.3846
2019-06-19,4.878
2019-06-20,2.3256
2019-06-21,-5.303
2019-06-24,0.0
2019-06-25,-11.2
2019-06-26,3.6036
2019-06-27,3.4783
2019-06-28,-2.521
2019-07-01,0.0
2019-07-02,-1.7241
2019-07-03,7.8947
2019-07-05,2.439
2019-07-08,-1.5873
2019-07-09,-6.4516
2019-07-10,11.2069
2019-07-11,-8.5271
2019-07-12,-3.3898
2019-07-15,-0.0877
2019-07-16,-3.4241
2019-07-17,3.6364
2019-07-18,0.0
2019-07-19,-1.7544
2019-07-22,-0.8929
2019-07-23,0.0
2019-07-24,-1.8018
2019-07-25,-4.5872
2019-07-26,0.9615
2019-07-29,-7.619
2019-07-30,-1.5464
2019-07-31,-5.6963
2019-08-01,-7.8392
2019-08-02,1.2048
2019-08-05,-0.9881
2019-08-06,10.6168
2019-08-07,5.4348
2019-08-08,2.0619
2019-08-09,7.5758
2019-08-12,3.2864
2019-08-13,-13.6273
2019-08-14,6.8309
2019-08-15,10.3448
2019-08-16,-2.6786
2019-08-19,5.5046
2019-08-20,2.6087
2019-08-21,9.322
2019-08-22,-15.5039
2019-08-23,4.5872
2019-08-26,-9.6491
2019-08-27,-4.6019
2019-08-28,1.7708
2019-08-29,2.0
2019-08-30,0.0
2019-09-03,-1.9607999999999999
2019-09-04,1.0
2019-09-05,-3.2871
2019-09-06,5.907
2019-09-09,-7.1532
2019-09-10,-5.2369
2019-09-11,4.3727
2019-09-12,0.0
2019-09-13,-1.0526
2019-09-16,-7.4362
2019-09-17,-3.4594
2019-09-18,9.5238
2019-09-19,-0.5435
2019-09-20,2.8415
2019-09-23,-4.5696
2019-09-24,-2.5501
2019-09-25,2.8454
2019-09-26,11.1
2019-09-27,-4.9905
2019-09-30,-5.2632
2019-10-01,-6.6667
2019-10-02,0.0
2019-10-03,7.131
2019-10-04,-3.3226
2019-10-07,-3.4483
2019-10-08,1.1429
2019-10-09,2.9896000000000003
2019-10-10,-7.8857
2019-10-11,2.9777
2019-10-14,-2.5422000000000002
2019-10-15,0.7541
2019-10-16,1.8405
2019-10-17,0.6145
2019-10-18,-4.1911
2019-10-21,-2.5122
2019-10-22,2.5641
2019-10-23,-3.75
2019-10-24,13.3117
2019-10-25,5.914
2019-10-28,6.0491
2019-10-29,-13.2755
2019-10-30,-0.5824
2019-10-31,7.462
2019-11-01,-4.2952
2019-11-04,-1.0357
2019-11-05,-0.7209
2019-11-06,-6.3012
2019-11-07,-3.75
2019-11-08,-1.2338
2019-11-11,1.2492
2019-11-12,-10.9091
2019-11-13,11.137
2019-11-14,-2.479
2019-11-15,-2.3806
2019-11-18,-0.7991
2019-11-19,1.9583
2019-11-20,6.0755
2019-11-21,-3.4031000000000002
2019-11-22,-1.6219000000000001
2019-11-25,-0.6757
2019-11-26,7.1429
2019-11-27,23.9492
2019-11-29,-2.6739
2019-12-02,-8.4316
2019-12-03,0.0
2019-12-04,-2.2876
2019-12-05,-6.4118
2019-12-06,-5.7197
2019-12-09,-10.3467
2019-12-10,1.7698
2019-12-11,-3.0416
2019-12-12,-2.8691
2019-12-13,-8.5111
2019-12-16,-6.3772
2019-12-17,12.6449
2019-12-18,-3.1521
2019-12-19,-0.1827
2019-12-20,-3.5102
2019-12-23,0.0
2019-12-24,4.3276
2019-12-26,-9.1059
2019-12-27,7.2727
2019-12-30,-3.0508
2019-12-31,6.6434
2020-01-02,3.2787
2020-01-03,-4.4444
2020-01-06,2.7907
2020-01-07,-2.9573
2020-01-08,4.3297
2020-01-09,-0.5746
2020-01-10,2.7452
2020-01-13,-7.9688
2020-01-14,-5.7725
2020-01-15,-4.4144
2020-01-16,1.7908
2020-01-17,-8.3333
2020-01-21,-2.0202
2020-01-22,-3.1753
2020-01-23,-4.1738
2020-01-24,-10.8889
2020-01-27,-4.1147
2020-01-28,1.4564
2020-01-29,0.2563
2020-01-30,6.111
2020-01-31,-4.4096
2020-02-03,-4.6887
2020-02-04,-3.5968999999999998
2020-02-05,2.9355
2020-02-06,5.2772
2020-02-07,-0.3291
2020-02-10,1.6937
2020-02-11,-1.116
2020-02-12,1.8186
2020-02-13,0.124
2020-02-14,1.6105
2020-02-18,-2.219
2020-02-19,-1.7456
2020-02-20,6.1929
2020-02-21,-2.0076
2020-02-24,-0.0244
2020-02-25,-5.9527
2020-02-26,-11.9066
2020-02-27,-8.1272
2020-02-28,-3.8462
2020-03-02,3.3333
2020-03-03,18.4194
2020-03-04,3.5140000000000002
2020-03-05,-3.9605
2020-03-06,-1.3564
2020-03-09,-19.75
2020-03-10,-1.3153000000000001
2020-03-11,-4.4721
2020-03-12,-4.5346
2020-03-13,3.8462
2020-03-16,-1.8333
2020-03-17,-1.9053
2020-03-18,-3.8462
2020-03-19,5.96
2020-03-20,13.2503
2020-03-23,-9.2
2020-03-24,5.7269
2020-03-25,0.5208
2020-03-26,3.1088
2020-03-27,0.5025
2020-03-30,11.6667
2020-03-31,2.2388
2020-04-01,-18.219
2020-04-02,-2.749
2020-04-03,-11.931000000000001
2020-04-06,4.2101
2020-04-07,-6.2
2020-04-08,10.8742
2020-04-09,-9.6154
2020-04-13,17.234
2020-04-14,27.0417
2020-04-15,-17.7143
2020-04-16,-6.6215
2020-04-17,-1.4613
2020-04-20,-19.0774
2020-04-21,-40.7774
2020-04-22,-7.4803
2020-04-23,6.383
2020-04-24,-2.0
2020-04-27,5.7143
2020-04-28,-2.3166
2020-04-29,0.3953
2020-04-30,-6.5945
2020-05-01,0.3161
2020-05-04,0.8403
2020-05-05,1.25
2020-05-06,1.2346
2020-05-07,-2.439
2020-05-08,0.0
2020-05-11,1.25
2020-05-12,-2.8807
2020-05-13,-1.6949
2020-05-14,0.0
2020-05-15,0.8621
2020-05-18,-1.2821
2020-05-19,-3.4632
2020-05-20,2.2422
2020-05-21,1.7544
2020-05-22,5.1724
2020-05-26,7.7869
2020-05-27,-8.365
2020-05-28,-5.3942
2020-05-29,-1.3158
2020-06-01,4.0
2020-06-02,-0.4274
2020-06-03,23.176
2020-06-04,-17.77
2020-06-05,-1.2711999999999999
2020-06-08,8.1545
2020-06-09,19.0476
2020-06-10,-19.9967
2020-06-11,-6.2539
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,-1.7778
2020-06-17,3.6199
2020-06-18,-2.1834
2020-06-19,-1.7856999999999998
2020-06-22,3.6364
2020-06-23,7.0175
2020-06-24,-4.918
2020-06-25,-1.7241
2020-06-26,-4.8246
2020-06-29,2.765
2020-06-30,-3.5874
2020-07-01,2.3256
2020-07-02,2.7273
2020-07-06,2.2124
2020-07-07,1.2987
2020-07-08,-0.8547
2020-07-09,-1.7241
2020-07-10,-0.4386
2020-07-13,0.4405
2020-07-14,-1.7544
2020-07-15,-0.4464
2020-07-16,0.4484
2020-07-17,13.8393
2020-07-20,-5.8824
2020-07-21,-1.6667
2020-07-22,0.0
2020-07-23,-3.3898
2020-07-24,-0.8772
2020-07-27,-0.885
2020-07-28,-0.4464
2020-07-29,0.0
2020-07-30,0.0
2020-07-31,0.8969
