ticker,PROM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-02-05,-66.6667
2015-02-10,-20.0
2015-02-11,12.5
2015-03-03,-33.3333
2015-03-30,0.0
2015-04-20,-33.3333
2015-04-23,0.0
2015-04-28,0.0
2015-05-06,-35.0
2015-05-07,115.3846
2015-05-13,0.0
2015-05-19,-10.7143
2015-07-01,-20.0
2015-07-08,-37.5
2015-07-21,0.0
2015-08-03,0.0
2015-08-24,60.0
2015-10-19,0.0
2015-11-25,-25.0
2015-12-02,-33.3333
2015-12-03,20.0
2015-12-30,-16.6667
2016-02-09,-60.0
2016-02-16,38.9063
2016-02-22,115.973
2016-03-23,-7.6563
2016-03-31,-27.806
2016-05-04,-50.0
2016-05-09,0.0
2016-05-10,25.0
2016-05-12,0.0
2016-05-16,0.0
2016-05-18,-30.0
2016-05-20,0.0
2016-05-26,0.0
2016-06-02,-35.7143
2016-06-09,-11.1111
2016-06-30,-47.5
2016-08-04,138.0952
2016-08-12,-40.0
2016-08-15,16.6667
2016-08-16,42.8571
2016-08-17,0.0
2016-08-25,0.0
2016-08-26,-10.0
2016-08-29,-22.2222
2016-08-30,-14.2857
2016-09-07,-10.0
2016-09-08,0.0
2016-09-09,7.4074
2016-09-12,-25.8621
2016-09-14,16.2791
2016-09-20,-16.0
2016-09-21,0.0
2016-09-26,0.0
2016-09-28,-4.7619
2016-10-03,0.0
2016-10-04,-15.0
2016-10-05,0.0
2016-10-06,17.647100000000002
2016-10-07,40.0
2016-10-10,-10.7143
2016-10-12,0.0
2016-10-13,0.0
2016-10-14,0.0
2016-10-17,20.0
2016-10-24,0.0
2016-10-31,0.0
2016-11-03,33.3333
2016-11-07,0.0
2016-11-08,-25.0
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,-31.6667
2016-11-14,46.3415
2016-11-15,-33.3333
2016-11-16,0.0
2016-11-17,0.0
2016-11-18,-10.0
2016-11-22,22.2222
2016-11-23,-31.8182
2016-11-28,0.0
2016-11-29,53.3333
2016-11-30,-21.7391
2016-12-01,-16.6667
2016-12-02,-6.6667
2016-12-05,-7.1429
2016-12-06,-23.0769
2016-12-07,-1.25
2016-12-08,39.8734
2016-12-09,8.5973
2016-12-12,-26.6667
2016-12-13,7.9545
2016-12-14,1.0526
2016-12-15,-8.3333
2016-12-16,13.6364
2016-12-19,-4.0
2016-12-20,-16.6667
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,-18.125
