ticker,PROM US Equity
2016-12-30,22.1374
2017-01-03,0.0
2017-01-04,-1.25
2017-01-05,82.2785
2017-01-06,-22.2222
2017-01-09,-27.6786
2017-01-10,1.8519
2017-01-11,3.0303
2017-01-13,-1.1764999999999999
2017-01-17,19.0476
2017-01-18,4.0
2017-01-19,30.7692
2017-01-20,-20.5882
2017-01-23,0.0
2017-01-24,18.0556
2017-01-25,9.8039
2017-01-26,-25.0
2017-01-27,29.5238
2017-01-30,-11.7647
2017-01-31,0.0
2017-02-01,13.3333
2017-02-02,61.7647
2017-02-03,9.0909
2017-02-06,-0.4167
2017-02-07,-16.318
2017-02-08,-6.0
2017-02-09,-12.234
2017-02-10,-3.0303
2017-02-13,-2.5
2017-02-14,-0.641
2017-02-15,-9.6774
2017-02-16,18.5714
2017-02-17,8.4337
2017-02-21,5.2778
2017-02-22,1.3193
2017-02-23,0.0
2017-02-24,4.1667
2017-02-27,-8.0
2017-02-28,4.3478
2017-03-01,-11.7188
2017-03-02,-0.295
2017-03-03,0.2959
2017-03-06,0.0
2017-03-07,3.2448
2017-03-09,0.5714
2017-03-10,22.7273
2017-03-13,-9.2593
2017-03-14,10.2041
2017-03-15,-0.463
2017-03-16,-6.2791
2017-03-17,7.196
2017-03-20,-0.463
2017-03-21,-10.6977
2017-03-22,18.2292
2017-03-23,-9.2511
2017-03-24,-2.9126
2017-03-28,7.5
2017-03-30,-15.814
2017-03-31,19.0608
2017-04-03,-7.1926
2017-04-04,12.5
2017-04-05,42.2222
2017-04-06,7.5
2017-04-07,-4.6512
2017-04-10,26.8293
2017-04-11,15.024
2017-04-12,-16.6144
2017-04-13,0.0
2017-04-17,0.2506
2017-04-19,20.0
2017-04-20,0.0
2017-04-21,-16.6667
2017-04-24,-19.625
2017-04-25,-0.1555
2017-04-26,-12.4611
2017-04-27,9.2527
2017-05-01,4.2345
2017-05-02,0.0
2017-05-08,-22.1875
2017-05-09,52.6104
2017-05-10,-5.2632
2017-05-11,-10.2778
2017-05-12,-13.3127
2017-05-15,35.3571
2017-05-16,5.9367
2017-05-17,-0.1245
2017-05-18,-4.2394
2017-05-22,35.4167
2017-05-23,-15.3846
2017-05-24,-9.0909
2017-05-25,0.0
2017-05-26,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,14.0
2017-06-02,12.2807
2017-06-05,-9.375
2017-06-06,-1.7241
2017-06-08,0.0
2017-06-09,0.0
2017-06-13,-12.1053
2017-06-14,0.0
2017-06-15,-13.5729
2017-06-19,15.4734
2017-06-21,10.0
2017-06-22,3.6364
2017-06-23,5.2632
2017-06-27,0.0
2017-06-28,-16.6667
2017-06-29,28.0
2017-06-30,0.0
2017-07-03,47.9688
2017-07-05,-31.3622
2017-07-06,1.5385
2017-07-10,-1.5152
2017-07-13,12.3846
2017-07-14,-0.0684
2017-07-17,-6.1644
2017-07-18,0.0
2017-07-20,16.7883
2017-07-21,110.9625
2017-07-24,-40.7478
2017-07-25,0.0
2017-07-26,0.0
2017-07-27,35.0
2017-07-28,-5.1111
2017-07-31,-2.42
2017-08-01,-4.0
2017-08-02,-5.0
2017-08-03,5.2632
2017-08-04,0.0
2017-08-07,32.5
2017-08-08,-11.5094
2017-08-10,-14.7122
2017-08-11,7.9167
2017-08-14,23.5521
2017-08-15,37.5
2017-08-16,-31.8182
2017-08-17,0.0
2017-08-18,26.6667
2017-08-21,10.526299999999999
2017-08-22,-4.7619
2017-08-23,2.5
2017-08-24,-9.7561
2017-08-25,0.0
2017-08-28,28.1081
2017-08-29,-7.173
2017-08-30,13.6364
2017-08-31,0.0
2017-09-01,20.0
2017-09-05,-3.3333
2017-09-06,-5.1552
2017-09-07,-34.5574
2017-09-08,27.75
2017-09-11,8.7193
2017-09-12,-12.0
2017-09-13,13.6364
2017-09-15,-16.0
2017-09-18,11.9048
2017-09-20,-10.6383
2017-09-21,-4.7619
2017-09-22,15.0
2017-09-26,8.6957
2017-09-27,-3.8
2017-09-28,8.1081
2017-09-29,-3.8462
2017-10-03,-9.76
2017-10-04,7.6241
2017-10-09,-13.5091
2017-10-10,-4.7619
2017-10-11,10.0
2017-10-12,-4.5455
2017-10-13,19.0476
2017-10-17,-12.0
2017-10-18,-9.0455
2017-10-20,12.4688
2017-10-23,-11.1309
2017-10-24,25.0
2017-10-25,-8.0
2017-10-27,0.0
2017-10-30,-4.3478
2017-11-02,14.7727
2017-11-03,-3.5644
2017-11-06,-24.0246
2017-11-07,18.9189
2017-11-10,-2.2727
2017-11-13,2.3256
2017-11-14,36.3636
2017-11-15,-10.0
2017-11-16,0.0741
2017-11-17,-7.4759
2017-11-20,0.0
2017-11-21,16.0
2017-11-22,-13.8276
2017-11-24,4.6018
2017-11-27,3.29
2017-11-28,11.1111
2017-11-29,-16.6667
2017-11-30,20.0
2017-12-01,-10.0
2017-12-04,-7.4074
2017-12-05,-2.0
2017-12-06,2.0408
2017-12-07,-1.2
2017-12-08,1.2146
2017-12-11,-8.0
2017-12-12,0.0
2017-12-14,0.0
2017-12-15,8.6957
2017-12-18,-8.0
2017-12-19,0.0
2017-12-20,4.3478
2017-12-21,-4.1667
2017-12-22,-2.2174
2017-12-26,24.4998
2017-12-27,-1.7856999999999998
2017-12-28,-5.4545
2017-12-29,0.0
2018-01-02,7.6538
2018-01-03,-5.3233
2018-01-04,-9.434
2018-01-05,16.6667
2018-01-08,-14.2857
2018-01-09,0.0
2018-01-10,4.1667
2018-01-11,-4.0
2018-01-12,12.5
2018-01-16,-7.4074
2018-01-17,0.0
2018-01-18,0.4
2018-01-19,-2.3904
2018-01-22,8.1633
2018-01-23,-0.8302
2018-01-25,-6.2405
2018-01-26,-0.5682
2018-01-29,5.7143
2018-01-31,-14.6718
2018-02-01,0.4525
2018-02-02,-7.6577
2018-02-05,8.2927
2018-02-06,7.6577
2018-02-08,3.7657
2018-02-09,0.8065
2018-02-12,-11.6
2018-02-13,-0.4525
2018-02-14,0.0
2018-02-15,-0.0455
2018-02-16,9.1405
2018-02-20,0.0
2018-02-21,-1.3875
2018-02-22,-11.2689
2018-02-23,10.0
2018-02-26,3.8961
2018-02-27,0.0
2018-02-28,0.0
2018-03-02,-4.1667
2018-03-05,-2.1739
2018-03-06,6.6667
2018-03-08,-6.25
2018-03-09,6.7111
2018-03-12,-0.0416
2018-03-13,0.4167
2018-03-14,0.0
2018-03-15,7.4689
2018-03-16,0.0
2018-03-19,0.3861
2018-03-20,-1.5385
2018-03-21,3.5156
2018-03-22,-3.0566
2018-03-27,3.153
2018-03-28,0.0
2018-03-29,13.2075
2018-04-02,-5.0
2018-04-05,-2.6316
2018-04-06,-27.9279
2018-04-09,15.0
2018-04-11,-4.3478
2018-04-12,-9.0909
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-19,-1.9
2018-04-20,1.9367999999999999
2018-04-23,-1.8
2018-04-24,-0.611
2018-04-25,-0.0512
2018-04-26,0.0513
2018-04-27,-0.0512
2018-04-30,2.5115
2018-05-01,5.0
2018-05-02,9.5238
2018-05-04,-4.3478
2018-05-07,0.0
2018-05-08,-2.2727
2018-05-09,2.3256
2018-05-10,9.0909
2018-05-11,-8.2917
2018-05-14,9.0413
2018-05-15,8.3333
2018-05-16,9.6154
2018-05-17,-5.2632
2018-05-18,-1.8519
2018-05-21,-1.8868
2018-05-22,0.0
2018-05-23,7.6923
2018-05-24,0.0
2018-05-25,-7.1429
2018-05-29,0.0
2018-05-30,7.6923
2018-05-31,3.5714
2018-06-01,-3.4483
2018-06-04,-5.3571
2018-06-05,-1.1320999999999999
2018-06-07,6.8702
2018-06-08,-3.5714
2018-06-11,2.2296
2018-06-12,-2.181
2018-06-14,0.0
2018-06-15,0.0
2018-06-18,0.0
2018-06-19,-1.8519
2018-06-20,-1.8868
2018-06-21,3.8462
2018-06-22,-3.7037
2018-06-26,0.0
2018-06-28,1.9231
2018-06-29,-1.8868
2018-07-02,0.0
2018-07-03,0.0
2018-07-05,-3.8462
2018-07-06,0.0
2018-07-09,-6.0
2018-07-10,0.0
2018-07-11,2.1277
2018-07-12,-8.3333
2018-07-13,0.0
2018-07-16,0.0
2018-07-17,13.6364
2018-07-19,-6.0
2018-07-20,-2.1277
2018-07-23,2.1739
2018-07-24,0.0
2018-07-26,-10.6383
2018-07-27,9.5238
2018-08-02,2.1739
2018-08-03,2.1277
2018-08-06,0.0
2018-08-08,2.0833
2018-08-09,2.0408
2018-08-10,0.0
2018-08-13,-12.0
2018-08-14,-52.2727
2018-08-15,4.7619
2018-08-16,-4.0909
2018-08-17,4.2654
2018-08-20,-4.5455
2018-08-22,0.0
2018-08-24,4.2857
2018-08-27,-1.3699
2018-08-29,-0.9259
2018-08-30,-1.8692
2018-08-31,14.2857
2018-09-04,-8.3333
2018-09-06,6.8636
2018-09-10,6.3377
2018-09-12,2.8
2018-09-13,1.1673
2018-09-19,0.0
2018-09-20,-7.6923
2018-09-24,6.6667
2018-09-26,0.0
2018-09-28,1.5625
2018-10-01,0.0
2018-10-02,-6.5385
2018-10-03,15.144
2018-10-05,-10.6505
2018-10-08,8.0
2018-10-10,0.0
2018-10-12,0.0
2018-10-15,3.6296
2018-10-29,0.0715
2018-11-05,0.0
2018-11-12,0.0
2018-11-21,-7.1429
2018-11-23,3.0769
2018-11-28,-6.7164
2018-11-29,4.0
2018-12-03,-3.8462
2018-12-04,-3.008
2018-12-06,-5.1468
2018-12-10,8.6957
2018-12-19,-12.0
2018-12-20,0.0
2018-12-21,4.0909
2018-12-26,-6.5502
2018-12-27,-1.8692
2018-12-28,14.1905
2018-12-31,-12.427
2019-01-02,0.0
2019-01-03,14.2857
2019-01-04,-4.1667
2019-01-10,4.3478
2019-01-11,-2.9167
2019-01-31,-1.2017
2019-02-04,-0.0869
2019-02-20,4.3478
2019-02-26,0.0
2019-02-28,-4.1667
2019-03-08,12.1739
2019-03-15,-3.1008
2019-03-19,-4.0
2019-03-20,-8.3333
2019-03-21,0.0
2019-03-27,0.0
2019-03-28,-9.0909
2019-03-29,0.0
2019-04-01,0.0
2019-04-02,10.0
2019-04-03,-9.0909
2019-04-04,0.0
2019-04-16,10.0
2019-04-18,18.1818
2019-04-22,-23.0
2019-04-23,33.8661
2019-04-24,3.097
2019-04-25,1.3391
2019-04-26,-25.1071
2019-05-01,16.3567
2019-05-06,22.9508
2019-05-07,0.0
2019-05-14,-26.6667
2019-05-15,-6.1818
2019-05-17,35.6589
2019-05-22,-21.4286
2019-05-29,0.0
2019-05-30,0.0
2019-05-31,0.0
2019-06-07,0.0
2019-06-14,0.0
2019-06-18,0.0
2019-06-26,0.0
2019-07-03,0.0
2019-07-11,0.0
2019-07-12,18.1818
2019-07-15,-11.538499999999999
2019-07-16,-4.3478
2019-07-18,12.5455
2019-07-19,-11.147
2019-07-23,0.0
2019-07-24,18.1818
2019-07-26,-15.3846
2019-08-05,0.0
2019-08-06,0.0
2019-08-08,0.0
2019-08-12,0.0
2019-08-16,0.0
2019-08-26,17.2727
2019-08-27,-14.7287
2019-09-04,0.0
2019-09-09,0.0
2019-09-17,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-10-03,0.0
2019-10-04,27.2727
2019-10-15,-14.2857
2019-10-18,0.0
2019-10-22,0.0
2019-10-24,0.0
2019-10-28,0.0
2019-10-30,-8.3333
2019-10-31,-1.8182
2019-11-04,-2.7778
2019-11-06,14.2857
2019-11-07,-8.3333
2019-11-08,0.0
2019-11-11,10.818200000000001
2019-11-14,0.0
2019-11-15,-9.7621
2019-11-22,27.2727
2019-12-02,-28.5714
2019-12-04,21.9
2019-12-12,-0.7383
2019-12-17,0.7438
2019-12-31,-1.5587
2020-01-02,-8.3333
2020-01-03,0.0
2020-01-13,9.0909
2020-01-21,0.0
2020-01-22,0.0
2020-01-23,-0.8333
2020-01-24,0.8403
2020-01-28,0.0
2020-01-30,0.0
2020-01-31,8.3333
2020-02-03,0.0
2020-02-04,0.0
2020-02-11,-15.3846
2020-02-12,0.0
2020-02-13,7.0455
2020-02-14,-6.5817
2020-02-19,9.0909
2020-02-20,-4.1667
2020-02-25,0.0
2020-02-27,4.3478
2020-03-06,-4.1667
2020-03-09,-4.3478
2020-03-10,0.0
2020-03-11,0.0
2020-03-13,0.0
2020-03-17,-1.8182
2020-03-19,-2.7778
2020-03-20,-14.2857
2020-03-23,0.0
2020-03-25,11.1111
2020-03-26,-10.0
2020-03-27,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-07,-11.1111
2020-04-08,0.0
2020-04-14,49.375
2020-04-21,-24.6862
2020-04-24,11.1111
2020-04-27,-25.0
2020-04-28,-6.6667
2020-04-29,28.5714
2020-05-04,-11.1111
2020-05-05,0.0
2020-05-11,25.0
2020-05-15,0.0
2020-05-18,-20.0
2020-05-21,0.0
2020-05-26,0.0
2020-05-27,0.0
2020-05-28,9.375
2020-06-08,-8.5714
2020-06-10,0.0
2020-06-12,0.0
2020-06-19,0.0
2020-06-24,-12.5
2020-07-15,-14.2857
2020-07-22,0.0
2020-07-23,1.6667
2020-07-28,14.7541
