ticker,AFBG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-28,-4.1667
2008-04-29,4.3478
2008-04-30,-8.3333
2008-05-01,-4.5455
2008-05-02,-5.7143
2008-05-05,-19.1919
2008-05-06,43.75
2008-05-07,-4.3478
2008-05-08,-18.1818
2008-05-09,-33.3333
2008-05-14,-8.3333
2008-05-15,-9.0909
2008-05-16,50.0
2008-05-20,20.0
2008-05-27,-38.8889
2008-05-28,-3.6364
2008-05-29,13.2075
2008-05-30,0.0
2008-06-05,0.0
2008-06-09,68.3333
2008-06-16,-40.5941
2008-06-20,0.0
2008-06-23,8.3333
2008-06-24,7.6923
2008-06-25,21.4286
2008-06-26,-8.2353
2008-06-27,5.1282
2008-06-30,20.122
2008-07-01,-10.6599
2008-07-03,-14.7727
2008-07-08,-6.6667
2008-07-10,28.5714
2008-07-11,5.5556
2008-07-15,-21.0526
2008-07-18,25.3333
2008-07-21,-25.5319
2008-07-22,2.8571
2008-07-23,11.1111
2008-07-24,0.0
2008-07-25,12.5
2008-07-28,-16.6667
2008-07-29,-6.6667
2008-07-30,0.0
2008-07-31,0.0
2008-08-04,-14.2857
2008-08-05,16.6667
2008-08-06,-1.4285999999999999
2008-08-07,-5.7971
2008-08-08,-30.7692
2008-08-11,0.0
2008-08-12,0.0
2008-08-13,-6.6667
2008-08-18,-40.4762
2008-08-19,12.0
2008-08-20,-42.8571
2008-08-21,143.75
2008-08-22,-2.5641
2008-08-25,-2.6316
2008-08-26,0.0
2008-08-27,-18.9189
2008-08-29,0.0
2008-09-02,-16.6667
2008-09-04,-32.0
2008-09-05,-41.1765
2008-09-08,0.0
2008-09-09,120.0
2008-09-11,-54.5455
2008-09-12,90.0
2008-09-15,-42.1053
2008-09-17,-9.0909
2008-09-19,0.0
2008-09-22,10.0
2008-09-23,-9.0909
2008-09-24,10.0
2008-09-25,18.1818
2008-09-30,-6.1538
2008-10-02,6.5574
2008-10-03,1.5385
2008-10-06,51.5152
2008-10-07,-5.0
2008-10-08,15.7895
2008-10-09,0.0
2008-10-10,18.1818
2008-10-14,-11.538499999999999
2008-10-20,-13.0435
2008-10-21,-15.0
2008-10-22,-11.7647
2008-10-23,-53.3333
2008-10-29,114.2857
2008-10-30,0.0
2008-11-03,0.0
2008-11-04,40.0
2008-11-05,19.0476
2008-11-06,-20.0
2008-11-07,0.0
2008-11-11,-25.0
2008-11-12,33.3333
2008-11-14,-25.0
2008-11-25,-33.3333
2008-12-03,100.0
2008-12-04,-50.0
