ticker,ACRB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-28,-4.1667
2011-01-04,-8.6957
2011-01-06,0.0
2011-01-27,0.0
2011-02-14,0.0
2011-02-15,0.0
2011-02-16,0.0
2011-02-18,0.0
2011-02-24,0.0
2011-02-25,0.0
2011-02-28,0.0
2011-03-01,-2.8571
2011-03-02,0.0
2011-03-03,0.0
2011-03-04,0.0
2011-03-07,0.0
2011-03-08,0.0
2011-03-09,0.0
2011-03-10,0.0
2011-03-11,0.0
2011-03-14,0.0
2011-03-15,-0.9804
2011-03-17,0.9901
2011-03-18,0.0
2011-03-23,0.0
2011-03-24,0.0
2011-03-25,0.0
2011-03-28,-0.9804
2011-03-29,0.9901
2011-03-31,-0.9804
2011-04-01,0.9901
2011-04-04,-0.9804
2011-04-05,0.0
2011-04-06,0.0
2011-04-07,0.0
2011-04-08,0.0
2011-04-11,0.0
2011-04-12,0.0
2011-04-13,0.0
2011-04-19,0.0
2011-04-25,0.0
2011-04-26,0.0
2011-04-27,0.0
2011-04-29,0.0
2011-05-03,0.0
2011-05-04,0.0
2011-05-05,0.0
2011-05-09,-25.7426
2011-05-10,34.6667
2011-05-13,0.0
2011-05-16,-20.7921
2011-05-17,25.0
2011-05-18,1.0
2011-05-19,0.0
2011-05-20,-0.9901
2011-05-23,1.0
2011-05-24,0.0
2011-05-25,-5.9406
2011-05-27,5.2632
2011-05-31,0.0
2011-06-02,-2.0
2011-06-03,0.0
2011-06-06,2.0408
2011-06-07,-10.0
2011-06-08,5.5556
2011-06-09,0.0
2011-06-15,0.0
2011-06-16,0.0
2011-06-21,0.0
2011-06-28,-26.3158
2011-06-29,35.7143
2011-07-01,-1.0526
2011-07-06,0.0
2011-07-11,1.0638
2011-07-13,0.0
2011-07-18,-16.8421
2011-07-19,20.2532
2011-07-25,-46.3158
2011-07-26,52.9412
2011-07-27,0.0
2011-08-04,0.0
2011-08-11,0.0
2011-08-12,0.0
2011-08-18,0.0
2011-08-25,0.0
2011-08-26,-3.8462
2011-08-30,0.0
2011-08-31,0.0
2011-09-06,1.3333
2011-09-09,-6.5789
2011-09-12,0.0
2011-09-13,1.4085
2011-09-15,1.3889
2011-09-21,-12.3288
2011-09-23,0.0
2011-10-04,1.5625
2011-10-13,0.0
2011-10-27,13.8462
2011-11-04,-12.1622
2011-11-15,0.0
2011-11-16,13.8462
2011-11-17,-12.1622
2011-11-30,0.0
2011-12-06,-1.5385
