ticker,HSTA US Equity
2010-01-11,0.0
2010-01-13,0.0
2010-01-14,0.0
2010-01-20,25.0
2010-01-21,33.3333
2010-01-25,-30.0
2010-01-27,42.8571
2010-02-01,-25.0
2010-02-05,33.3333
2010-02-08,-15.0
2010-02-09,76.4706
2010-02-17,-40.0
2010-02-19,11.1111
2010-02-22,-15.0
2010-02-23,2.9412000000000003
2010-02-25,14.2857
2010-02-26,-12.5
2010-03-01,65.7143
2010-03-02,-3.4483
2010-03-03,3.5714
2010-03-04,3.4483
2010-03-08,100.0
2010-03-10,-30.0
2010-03-11,0.0
2010-03-16,0.0
2010-03-19,35.7143
2010-03-22,-12.2807
2010-03-25,-26.0
2010-03-31,48.6486
2010-04-06,-3.6364
2010-04-07,-5.6604
2010-04-08,0.0
2010-04-09,0.0
2010-04-19,2.0
2010-04-20,37.2549
2010-04-21,-7.1429
2010-04-22,0.0
2010-04-26,-15.3846
2010-04-27,-18.1818
2010-04-30,-8.8889
2010-05-06,0.0
2010-05-07,21.9512
2010-05-11,0.0
2010-05-18,0.0
2010-05-19,-2.0
2010-05-21,0.0
2010-05-25,-28.5714
2010-05-26,12.857099999999999
2010-05-27,-11.3924
2010-06-02,-0.2857
2010-06-03,0.0
2010-06-07,-11.1748
2010-06-08,-35.4839
2010-06-16,10.0
2010-06-21,13.6364
2010-06-28,-16.0
2010-07-09,-14.2857
2010-07-12,-16.6667
2010-07-13,-26.6667
2010-07-20,27.2727
2010-07-21,0.0
2010-07-27,0.0
2010-07-29,-28.5714
2010-08-09,-50.0
2010-08-12,100.0
2010-08-19,-40.0
2010-08-20,66.6667
2010-08-23,20.0
2010-08-26,8.3333
2010-08-30,-53.8462
2010-09-14,133.3333
2010-09-16,0.0
2010-09-17,7.1429
2010-09-20,0.0
2010-09-21,-6.6667
2010-09-23,0.0
2010-09-27,0.0
2010-09-29,0.0
2010-10-01,-7.1429
2010-10-07,7.6923
2010-10-11,-35.7143
2010-10-12,0.0
2010-10-15,-77.7778
2010-10-18,400.0
2010-11-04,-85.0
2010-11-09,-32.5
2010-11-12,48.1481
2010-12-02,-32.5
2010-12-03,-1.2346
2010-12-07,0.0
2010-12-20,1.25
2010-12-22,-6.1728
2010-12-27,0.0
2010-12-31,0.0
2011-01-12,0.0
2011-01-13,0.0
2011-02-15,0.0
2011-02-17,-5.2632
2011-03-18,88.8889
2011-04-27,-11.7647
2011-05-02,-40.0
2011-06-07,-22.2222
2011-06-15,28.5714
2011-06-23,-33.3333
2011-08-30,33.3333
2011-08-31,0.0
2011-09-28,0.0
2012-01-13,-25.0
2012-02-01,0.0
2012-03-27,0.0
2012-04-23,-2.0833
2012-05-04,2.1277
2012-05-15,66.6667
2012-05-22,-30.0
2012-08-20,42.8571
2012-09-26,50.0
2012-10-02,-20.0
2012-10-03,-8.3333
2012-11-29,-9.0909
2013-03-12,0.0
2013-07-10,0.0
2013-10-29,0.0
2013-10-30,-45.0
2014-09-05,0.0
2015-01-05,0.0
2015-03-30,0.0
2015-04-14,263.6364
2015-07-24,-72.5
2015-09-30,0.0
2015-12-18,0.0
2016-04-18,172.7273
2016-04-21,-73.3333
2017-06-01,150.0
2018-08-09,0.0
2018-08-21,0.0
2018-08-30,0.0
2018-10-01,-50.0
2018-10-03,200.0
2018-10-04,60.0
2018-10-05,-54.1667
2018-10-08,36.3636
2018-10-09,0.0
2018-10-10,83.3333
2018-10-12,-45.4545
2018-10-16,89.2
2018-10-22,-65.4686
2018-10-24,-8.1633
2018-10-25,1.3889
2018-10-26,64.3836
2018-11-02,33.3333
2018-11-05,0.0
2018-11-07,-25.0
2018-11-08,88.6667
2018-11-12,-36.3958
2018-11-13,22.2222
2018-11-14,36.3636
2018-11-15,-16.3333
2018-11-16,-24.3028
2018-11-19,31.5789
2018-11-20,0.0
2018-11-21,-16.0
2018-11-23,85.2381
2018-11-27,-53.7275
2018-11-30,39.7222
2018-12-03,3.3797
2018-12-10,3.8462
2018-12-12,29.6296
2018-12-13,0.0
2018-12-14,0.0
2018-12-18,-21.4286
2018-12-19,27.2727
2018-12-24,0.0
2018-12-31,-28.5714
2019-01-07,0.0
2019-01-08,-16.0
2019-01-10,66.6667
2019-01-23,0.4286
2019-01-29,-14.6515
2019-02-05,-33.3333
2019-02-07,14.5
2019-02-14,12.2271
2019-02-19,12.8405
2019-02-21,37.931
2019-02-22,0.0
2019-02-25,-62.5
2019-02-26,100.0
2019-03-01,-32.1833
2019-03-04,-1.6957
2019-03-06,0.0
2019-03-08,-50.0
2019-03-11,15.0
2019-03-19,160.8696
2019-03-20,33.3333
2019-03-21,-12.5
2019-03-22,22.8571
2019-03-25,-6.9767
2019-03-26,2.5
2019-03-27,-2.439
2019-03-28,0.0
2019-03-29,-12.5
2019-04-01,-22.5714
2019-04-04,0.0
2019-04-05,22.8782
2019-04-10,19.8198
2019-04-12,20.3008
2019-04-16,45.8333
2019-04-17,114.0
2019-04-18,0.1335
2019-04-22,-20.0
2019-04-23,58.3333
2019-04-24,-13.1579
2019-04-25,18.3939
2019-04-26,-28.3338
2019-04-29,18.1429
2019-04-30,-18.3797
2019-05-01,11.1111
2019-05-02,0.0
2019-05-03,-33.3333
2019-05-06,48.0
2019-05-08,-69.6622
2019-05-14,-28.7305
2019-07-11,-1.5625
2019-07-15,0.0
2019-10-01,-11.1111
2020-02-24,-21.4286
2020-03-19,0.0
2020-06-10,0.0
2020-07-07,-9.0909
