ticker,HSTA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-04-14,2.0
2008-04-15,2.9412000000000003
2008-04-16,4.7619
2008-04-17,7.2727
2008-04-18,1.6949
2008-04-21,10.8333
2008-04-22,17.2932
2008-04-23,5.7692
2008-04-24,12.1212
2008-04-25,2.7027
2008-04-28,4.2105
2008-04-29,-1.5152
2008-04-30,-2.0513
2008-05-01,-8.377
2008-05-02,2.8571
2008-05-05,0.0
2008-05-06,2.7778
2008-05-07,0.5405
2008-05-08,-1.0753
2008-05-09,1.6303999999999998
2008-05-12,1.0695000000000001
2008-05-13,1.0582
2008-05-14,1.0471
2008-05-15,1.5544
2008-05-16,2.0408
2008-05-19,0.0
2008-05-20,0.0
2008-05-21,-2.5
2008-05-22,1.5385
2008-05-23,7.0707
2008-05-27,-62.2642
2008-06-03,-86.25
2008-06-10,-50.0
2008-07-28,45.4545
2008-08-05,0.0
2008-08-15,-75.0
2008-08-18,-40.0
2008-08-19,0.0
2008-08-28,0.0
2008-09-04,66.6667
2008-09-09,0.0
2008-09-15,25.0
2008-09-17,20.0
2008-09-19,0.0
2008-09-22,16.6667
2008-09-23,-28.5714
2008-09-24,20.0
2008-09-25,-46.6667
2008-09-29,-37.5
2008-09-30,0.0
2008-10-01,0.0
2008-10-03,0.0
2008-10-07,-40.0
2008-10-09,33.3333
2008-10-20,0.0
2008-10-21,12.5
2008-11-03,-22.2222
2008-11-04,-28.5714
2008-11-11,-60.0
2008-11-13,-18.75
2008-11-14,0.0
2008-11-17,207.6923
2008-11-18,-20.0
2008-11-24,-50.0
2008-11-26,0.0
2008-12-02,50.0
2008-12-05,-33.3333
2008-12-09,0.0
2008-12-10,25.0
2008-12-12,-25.0
2008-12-15,0.0
2008-12-18,1500.0
2009-01-14,0.0
2009-02-20,-86.6667
2009-03-02,150.0
2009-05-14,0.0
2009-06-12,0.0
2009-06-30,-40.0
2009-07-16,233.3333
2009-07-20,-60.0
2009-08-11,150.0
2009-09-18,-55.0
2009-10-20,0.0
2009-11-25,677.7778
2009-11-27,100.0
2009-11-30,35.7143
2009-12-01,0.0
2009-12-02,-26.3158
2009-12-03,0.0
2009-12-07,-42.8571
2009-12-08,-18.75
2009-12-09,9.2308
2009-12-15,12.6761
2009-12-16,0.0
2009-12-17,87.5
2009-12-22,-20.0
2009-12-23,0.0
2009-12-24,8.3333
2009-12-28,0.0
2009-12-29,-23.0769
2009-12-31,20.0
2010-01-04,8.3333
2010-01-05,-7.6923
2010-01-06,0.0
