ticker,HRAA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-07-23,16.6667
2012-07-24,14.2857
2012-07-26,-20.0
2012-07-27,9.375
2012-07-31,0.0
2012-08-02,-14.2857
2012-08-16,6.6667
2012-08-21,0.0
2012-08-22,-6.25
2012-08-27,6.6667
2012-08-29,-12.5
2012-09-04,7.1429
2012-09-05,0.0
2012-09-07,0.0
2012-09-10,0.0
2012-09-12,-50.0
2012-09-13,100.0
2012-09-19,-3.3333
2012-10-01,0.0
2012-10-02,-13.7931
2012-10-04,16.0
2012-10-05,0.0
2012-10-08,0.0
2012-10-10,-13.7931
2012-10-11,0.0
2012-10-16,0.0
2012-10-18,0.0
2012-10-19,-20.0
2012-10-22,25.0
2012-10-24,8.0
2012-11-05,-3.7037
2012-11-08,-61.5385
2012-11-09,100.0
2012-11-14,-25.0
2012-11-27,33.3333
2012-11-28,-20.0
2012-12-05,25.0
2012-12-07,-32.5
2012-12-11,18.5185
2012-12-12,-15.625
2012-12-13,48.1481
2012-12-14,-10.0
2012-12-17,0.0
2012-12-18,22.2222
2012-12-19,36.3636
2012-12-20,3.3333
2012-12-21,-9.6774
2012-12-24,21.4286
2012-12-26,-20.5882
2012-12-27,3.7037
2012-12-28,7.1429
2013-01-02,16.6667
2013-01-03,-18.2857
2013-01-04,4.8951
2013-01-07,16.6667
2013-01-08,-22.8571
2013-01-09,11.1111
2013-01-10,0.0
2013-01-11,0.0
2013-01-14,-6.6667
2013-01-15,0.0
2013-01-16,20.7143
2013-01-17,-14.2012
2013-01-18,3.4483
2013-01-22,33.3333
2013-01-23,11.25
2013-01-24,1.1236
2013-01-25,8.8889
2013-01-28,2.0408
2013-01-29,-4.0
2013-01-30,4.1667
2013-01-31,-2.0
2013-02-01,-2.0408
2013-02-04,-6.25
2013-02-05,-6.8889
2013-02-06,-2.148
2013-02-07,21.9512
2013-02-08,0.0
2013-02-11,-18.0
2013-02-12,21.9512
2013-02-14,-18.0
2013-02-15,4.878
2013-02-19,0.0
2013-02-20,9.3023
2013-02-22,-14.8936
2013-02-25,0.0
2013-02-26,0.0
2013-02-27,-12.5
2013-02-28,25.7143
2013-03-04,-20.4545
2013-03-05,0.0
2013-03-06,11.4286
2013-03-07,-10.2564
2013-03-08,0.0
2013-03-11,0.0
2013-03-12,-4.2857
2013-03-13,4.4776
2013-03-14,0.0
2013-03-20,-14.2857
2013-03-21,10.0
2013-03-22,-3.0303
2013-03-25,-15.625
2013-03-26,18.5185
2013-03-27,-9.375
