ticker,JD US Equity
2014-10-13,-3.7984999999999998
2014-10-14,-0.665
2014-10-15,1.6736
2014-10-16,2.963
2014-10-17,0.1998
2014-10-20,1.3562
2014-10-21,-0.0394
2014-10-22,0.1575
2014-10-23,-3.066
2014-10-24,-2.5953
2014-10-27,0.458
2014-10-28,2.6936999999999998
2014-10-29,-2.7441
2014-10-30,-0.9129
2014-10-31,0.0419
2014-11-03,3.6835
2014-11-04,0.5652
2014-11-05,-4.0145
2014-11-06,2.5930999999999997
2014-11-07,0.8561
2014-11-10,6.1035
2014-11-11,-1.6762000000000001
2014-11-12,7.129
2014-11-13,-1.1935
2014-11-14,-1.1347
2014-11-17,-7.4417
2014-11-18,1.6400000000000001
2014-11-19,-3.5813
2014-11-20,-3.0612
2014-11-21,1.3895
2014-11-24,-0.1661
2014-11-25,-1.0399
2014-11-26,-0.042
2014-11-28,-1.0934
2014-12-01,-6.5901
2014-12-02,8.8302
2014-12-03,2.8858
2014-12-04,-0.5285
2014-12-05,-2.5337
2014-12-08,-2.5577
2014-12-09,9.3804
2014-12-10,-2.6357
2014-12-11,0.1616
2014-12-12,-3.3078
2014-12-15,-2.9619999999999997
2014-12-16,-0.5589
2014-12-17,1.5997
2014-12-18,3.2766
2014-12-19,1.2361
2014-12-22,1.3431
2014-12-23,-0.6827
2014-12-24,-0.4852
2014-12-26,-0.2032
2014-12-29,-1.9544000000000001
2014-12-30,-3.4468
2014-12-31,-0.4731
2015-01-02,3.8029
2015-01-05,2.3314
2015-01-06,-0.2034
2015-01-07,1.1415
2015-01-08,1.0883
2015-01-09,-0.5582
2015-01-12,-3.328
2015-01-13,-1.1199
2015-01-14,-0.0839
2015-01-15,-2.0991
2015-01-16,3.2161
2015-01-20,2.0357
2015-01-21,-0.3257
2015-01-22,-0.5719
2015-01-23,1.2736
2015-01-26,1.4604
2015-01-27,1.3195000000000001
2015-01-28,2.5651
2015-01-29,-5.0019
2015-01-30,0.6075
2015-02-02,2.5765000000000002
2015-02-03,3.2967
2015-02-04,1.4818
2015-02-05,0.3744
2015-02-06,-1.3054999999999999
2015-02-09,0.5669
2015-02-10,-1.0898
2015-02-11,0.4939
2015-02-12,0.189
2015-02-13,-1.0189
2015-02-17,4.0793
2015-02-18,2.5641
2015-02-19,-0.6071
2015-02-20,1.3654
2015-02-23,-0.3545
2015-02-24,-2.2056
2015-02-25,-0.6912
2015-02-26,2.5641
2015-02-27,-1.1786
2015-03-02,1.7347000000000001
2015-03-03,-2.2025
2015-03-04,0.6902
2015-03-05,4.6176
2015-03-06,-1.3103
2015-03-09,1.0482
2015-03-10,-2.3167
2015-03-11,-2.6195
2015-03-12,2.5082
2015-03-13,-0.4255
2015-03-16,-1.2821
2015-03-17,2.9221
2015-03-18,1.6824
2015-03-19,-0.2413
2015-03-20,0.5874
2015-03-23,-0.3779
2015-03-24,2.5517
2015-03-25,-0.1009
2015-03-26,0.2356
2015-03-27,1.0074
2015-03-30,-1.0971
2015-03-31,-1.2437
2015-04-01,-0.5446
2015-04-02,0.924
2015-04-06,1.8311
2015-04-07,3.2301
2015-04-08,5.3548
2015-04-09,0.0919
2015-04-10,1.6519
2015-04-13,2.6482
2015-04-14,-2.6092
2015-04-15,0.9934
2015-04-16,1.1923
2015-04-17,-2.2386
2015-04-20,-0.5725
2015-04-21,2.1818
2015-04-22,0.1186
2015-04-23,-0.2962
2015-04-24,3.1491
2015-04-27,1.6129
2015-04-28,-0.737
2015-04-29,-2.3415
2015-04-30,-1.8713
2015-05-01,-0.0894
2015-05-04,2.2666
2015-05-05,-1.7206000000000001
2015-05-06,-3.6202
2015-05-07,1.8473000000000002
2015-05-08,1.9952
2015-05-11,2.134
2015-05-12,-4.9042
2015-05-13,-0.0305
2015-05-14,1.8925999999999998
2015-05-15,0.0599
2015-05-18,1.5269
2015-05-19,0.7078
2015-05-20,-1.2299
2015-05-21,0.3854
2015-05-22,3.0419
2015-05-26,-1.9489999999999998
2015-05-27,0.1169
2015-05-28,-0.6715
2015-05-29,-0.9994
2015-06-01,3.2067
2015-06-02,0.1151
2015-06-03,-0.0862
2015-06-04,-1.8694
2015-06-05,4.5428
2015-06-08,1.5699
2015-06-09,0.552
2015-06-10,-0.4666
2015-06-11,1.6823000000000001
2015-06-12,2.9292
2015-06-15,-3.4783
2015-06-16,-0.3549
2015-06-17,-2.8767
2015-06-18,0.3385
2015-06-19,-2.6989
2015-06-22,-0.0578
2015-06-23,0.0
2015-06-24,0.5493
2015-06-25,-2.1852
2015-06-26,-1.6608
2015-06-29,-2.8546
2015-06-30,4.9231
2015-07-01,-2.4927
2015-07-02,-0.3609
2015-07-06,-3.7428
2015-07-07,-4.0138
2015-07-08,-0.9474
2015-07-09,8.1135
2015-07-10,-1.1592
2015-07-13,4.6296
2015-07-14,0.059
2015-07-15,-4.5106
2015-07-16,4.4767
2015-07-17,4.3735
2015-07-20,-0.7361
2015-07-21,0.7131
2015-07-22,0.1982
2015-07-23,-1.9220000000000002
2015-07-24,-0.1729
2015-07-27,-7.1882
2015-07-28,1.0264
2015-07-29,2.4938000000000002
2015-07-30,0.2403
2015-07-31,-1.0189
2015-08-03,-0.333
2015-08-04,3.2503
2015-08-05,0.9709
2015-08-06,-4.3998
2015-08-07,-2.2554
2015-08-10,-6.2675
2015-08-11,-6.7864
2015-08-12,-4.4611
2015-08-13,1.0459
2015-08-14,3.9556
2015-08-17,-2.8094
2015-08-18,-2.5979
2015-08-19,0.6011
2015-08-20,-7.0202
2015-08-21,0.6024
2015-08-24,-4.4711
2015-08-25,4.7221
2015-08-26,2.1149
2015-08-27,5.9007
2015-08-28,-1.2177
2015-08-31,-3.3246
2015-09-01,-3.864
2015-09-02,-0.0402
2015-09-03,-1.8496000000000001
2015-09-04,-6.5547
2015-09-08,4.9978
2015-09-09,3.0063
2015-09-10,-1.9457
2015-09-11,0.2894
2015-09-14,-0.2061
2015-09-15,3.1805
2015-09-16,8.0464
2015-09-17,2.4083
2015-09-18,-4.3777
2015-09-21,-1.7026
2015-09-22,-1.6936
2015-09-23,-4.5419
2015-09-24,3.9377
2015-09-25,2.3678
2015-09-28,-4.8187999999999995
2015-09-29,-1.0531
2015-09-30,6.6721
2015-10-01,1.6884000000000001
2015-10-02,9.0943
2015-10-05,-0.4497
2015-10-06,-3.7179
2015-10-07,-0.6135
2015-10-08,-0.7988
2015-10-09,3.9898
2015-10-12,1.0912
2015-10-13,-6.3022
2015-10-14,-5.1654
2015-10-15,2.8997
2015-10-16,2.3991
2015-10-19,0.7438
2015-10-20,-2.0672
2015-10-21,-1.96
2015-10-22,0.7305
2015-10-23,3.4351
2015-10-26,-0.9594
2015-10-27,3.0551
2015-10-28,0.0723
2015-10-29,0.0361
2015-10-30,-0.2528
2015-11-02,3.7292
2015-11-03,2.5131
2015-11-04,-0.3405
2015-11-05,-1.6057000000000001
2015-11-06,3.125
2015-11-09,-3.165
2015-11-10,-1.9471
2015-11-11,-1.1348
2015-11-12,3.2281
2015-11-13,-7.0535
2015-11-16,7.7009
2015-11-17,0.4165
2015-11-18,-1.2789
2015-11-19,1.7157
2015-11-20,3.2358000000000002
2015-11-23,2.3008
2015-11-24,-1.0756000000000001
2015-11-25,-1.1862
2015-11-27,-0.1334
2015-11-30,2.4374000000000002
2015-12-01,2.6728
2015-12-02,1.3651
2015-12-03,-1.1588
2015-12-04,2.1863
2015-12-07,0.8682
2015-12-08,-1.9674
2015-12-09,-0.9721
2015-12-10,0.0633
2015-12-11,-3.3228
2015-12-14,0.9493
2015-12-15,2.3995
2015-12-16,2.0424
2015-12-17,0.481
2015-12-18,0.8338
2015-12-21,-0.4594
2015-12-22,0.0923
2015-12-23,0.0307
2015-12-24,0.1229
2015-12-28,-2.1179
2015-12-29,2.3832
2015-12-30,-1.7458
2015-12-31,0.5767
2016-01-04,-8.4767
2016-01-05,1.5916000000000001
2016-01-06,-0.8
2016-01-07,-6.082
2016-01-08,-1.1807
2016-01-11,-2.1361
2016-01-12,4.3469999999999995
2016-01-13,-3.9177
2016-01-14,3.7638
2016-01-15,-4.0185
2016-01-19,1.5561
2016-01-20,-3.7578
2016-01-21,1.1751
2016-01-22,2.1731
2016-01-25,-0.8801
2016-01-26,-0.111
2016-01-27,-6.0
2016-01-28,-0.0394
2016-01-29,2.6015
2016-02-01,-1.6904
2016-02-02,-3.5952
2016-02-03,-3.4859999999999998
2016-02-04,4.8299
2016-02-05,-5.2885
2016-02-08,-1.819
2016-02-09,-1.4218
2016-02-10,1.5734
2016-02-11,-1.463
2016-02-12,1.0044
2016-02-16,7.9983
2016-02-17,2.9624
2016-02-18,-1.5163
2016-02-19,0.8291
2016-02-22,3.054
2016-02-23,-2.7736
2016-02-24,0.3517
2016-02-25,-2.9206
2016-02-26,1.9254
2016-02-29,1.1806
2016-03-01,3.0727
2016-03-02,0.5283
2016-03-03,-3.9414
2016-03-04,3.4779
2016-03-07,-1.284
2016-03-08,-0.2678
2016-03-09,1.0357
2016-03-10,0.1898
2016-03-11,5.4566
2016-03-14,-0.3234
2016-03-15,-2.0908
2016-03-16,2.5037000000000003
2016-03-17,-2.9095
2016-03-18,0.185
2016-03-21,-0.4431
2016-03-22,0.1113
2016-03-23,-0.9263
2016-03-24,-1.4211
2016-03-28,-2.0486
2016-03-29,2.3238
2016-03-30,3.1037
2016-03-31,-2.7166
2016-04-01,0.9811
2016-04-04,-0.4484
2016-04-05,-0.4505
2016-04-06,0.8296
2016-04-07,-0.8601
2016-04-08,1.3203
2016-04-11,1.5636999999999999
2016-04-12,3.0059
2016-04-13,5.2669
2016-04-14,0.169
2016-04-15,0.8437
2016-04-18,-1.8072
2016-04-19,-1.6701000000000001
2016-04-20,-0.5893
2016-04-21,0.3835
2016-04-22,-1.702
2016-04-25,-3.0742
2016-04-26,-8.6037
2016-04-27,1.077
2016-04-28,1.2234
2016-04-29,-0.3509
2016-05-02,-1.0563
2016-05-03,-3.5192
2016-05-04,-0.7377
2016-05-05,2.6012
2016-05-06,1.4085
2016-05-09,-7.0238
2016-05-10,1.4511
2016-05-11,-2.6925
2016-05-12,-4.4099
2016-05-13,2.3971
2016-05-16,3.2244
2016-05-17,2.1823
2016-05-18,-1.1724999999999999
2016-05-19,-2.0763
2016-05-20,1.4712
2016-05-23,-2.3881
2016-05-24,3.9318
2016-05-25,-3.4048
2016-05-26,0.8268
2016-05-27,4.6612
2016-05-31,1.4845
2016-06-01,-3.332
2016-06-02,-0.5464
2016-06-03,-2.874
2016-06-06,1.4795
2016-06-07,-5.6175
2016-06-08,-3.4984
2016-06-09,2.2128
2016-06-10,-2.9939999999999998
2016-06-13,-0.3324
2016-06-14,-0.4288
2016-06-15,-3.4928
2016-06-16,1.289
2016-06-17,-1.4684
2016-06-20,4.62
2016-06-21,0.3324
2016-06-22,0.3313
2016-06-23,1.2264
2016-06-24,-3.8211
2016-06-27,-1.938
2016-06-28,0.3953
2016-06-29,0.3445
2016-06-30,4.1197
2016-07-01,0.3768
2016-07-05,-2.1117
2016-07-06,-2.3011
2016-07-07,0.9323
2016-07-08,0.7292
2016-07-11,5.0193
2016-07-12,2.068
2016-07-13,-2.3863
2016-07-14,0.0
2016-07-15,-1.2454
2016-07-18,3.4096
2016-07-19,1.2647
2016-07-20,1.0705
2016-07-21,-2.9568
2016-07-22,-0.3183
2016-07-25,-0.3193
2016-07-26,2.8833
2016-07-27,-0.5338
2016-07-28,-0.9839
2016-07-29,-2.2132
2016-08-01,0.8776
2016-08-02,-0.1832
2016-08-03,-0.3211
2016-08-04,-1.6566999999999998
2016-08-05,2.2461
2016-08-08,2.2883
2016-08-09,0.0895
2016-08-10,4.6491
2016-08-11,-0.5126
2016-08-12,5.8394
2016-08-15,2.7180999999999997
2016-08-16,-1.1848
2016-08-17,1.4788000000000001
2016-08-18,0.0394
2016-08-19,2.0079
2016-08-22,-0.5403
2016-08-23,0.6597
2016-08-24,-1.4649
2016-08-25,-0.5477
2016-08-26,1.4555
2016-08-29,-0.6979
2016-08-30,-0.0781
2016-08-31,-0.7034
2016-09-01,1.1806
2016-09-02,-0.6223
2016-09-06,3.8748
2016-09-07,0.0377
2016-09-08,1.1676
2016-09-09,-1.8243
2016-09-12,0.493
2016-09-13,0.1132
2016-09-14,-1.96
2016-09-15,0.4614
2016-09-16,0.3827
2016-09-19,-0.6862
2016-09-20,-0.7678
2016-09-21,0.1161
2016-09-22,1.6229
2016-09-23,2.0532
2016-09-26,-1.1177
2016-09-27,0.5275
2016-09-28,-1.4618
2016-09-29,-1.1792
2016-09-30,0.4234
2016-10-03,0.0767
2016-10-04,5.2853
2016-10-05,1.6006
2016-10-06,-1.8976
2016-10-07,-1.3504
2016-10-10,0.9989
2016-10-11,-2.0147
2016-10-12,-0.5981
2016-10-13,-1.2035
2016-10-14,0.8755
2016-10-17,-0.717
2016-10-18,-0.19
2016-10-19,0.1523
2016-10-20,1.3308
2016-10-21,0.8255
2016-10-24,-1.377
2016-10-25,-0.3019
2016-10-26,0.2271
2016-10-27,-2.2659000000000002
2016-10-28,0.0773
2016-10-31,0.1931
2016-11-01,-2.4663
2016-11-02,-2.2521
2016-11-03,-0.2829
2016-11-04,-0.0811
2016-11-07,3.286
2016-11-08,-0.0786
2016-11-09,-1.2186
2016-11-10,-2.9447
2016-11-11,-1.435
2016-11-14,-1.3727
2016-11-15,11.3876
2016-11-16,0.3786
2016-11-17,0.9053
2016-11-18,-1.1215
2016-11-21,-1.7013
2016-11-22,-0.7308
2016-11-23,-0.2712
2016-11-25,-0.777
2016-11-28,1.1355
2016-11-29,3.9489
2016-11-30,0.0745
2016-12-01,-2.1213
2016-12-02,-1.597
2016-12-05,0.2705
2016-12-06,-0.4624
2016-12-07,4.4522
2016-12-08,-0.0371
2016-12-09,-0.482
2016-12-12,-2.5335
2016-12-13,1.9113
2016-12-14,1.0878
2016-12-15,-4.3785
2016-12-16,-0.6209
2016-12-19,-0.8981
2016-12-20,0.5516
2016-12-21,1.4107
2016-12-22,-1.0046
2016-12-23,-0.5074
2016-12-27,1.7262
2016-12-28,-0.7327
2016-12-29,-0.3885
2016-12-30,-0.78
2017-01-03,1.4937
2017-01-04,0.1162
2017-01-05,1.7408000000000001
2017-01-06,-0.1141
2017-01-09,-0.0381
2017-01-10,2.4372
2017-01-11,-0.4833
2017-01-12,-0.5977
2017-01-13,0.8643
2017-01-17,1.3785
2017-01-18,-0.1838
2017-01-19,2.1723
2017-01-20,-0.5405
2017-01-23,2.1014
2017-01-24,1.2775
2017-01-25,0.1752
2017-01-26,-0.9444
2017-01-27,0.1412
2017-01-30,0.7052
2017-01-31,-0.5602
2017-02-01,-0.9507
2017-02-02,0.1422
2017-02-03,0.5325
2017-02-06,0.7768
2017-02-07,0.946
2017-02-08,0.5901
2017-02-09,0.1035
2017-02-10,1.2753999999999999
2017-02-13,0.4765
2017-02-14,-0.3049
2017-02-15,2.4125
2017-02-16,0.2986
2017-02-17,-1.2570000000000001
2017-02-21,1.2730000000000001
2017-02-22,0.7939
2017-02-23,0.4595
2017-02-24,-1.1107
2017-02-27,1.7509000000000001
2017-02-28,-0.7468
2017-03-01,0.3271
2017-03-02,0.8477
2017-03-03,0.0
2017-03-06,-1.6812
2017-03-07,1.1181
2017-03-08,1.9186999999999999
2017-03-09,-0.4467
2017-03-10,-0.4487
2017-03-13,2.0283
2017-03-14,-1.0098
2017-03-15,0.0319
2017-03-16,0.5099
2017-03-17,0.0634
2017-03-20,0.507
2017-03-21,-4.4136
2017-03-22,0.8575
2017-03-23,2.3218
2017-03-24,-0.0959
2017-03-27,0.3839
2017-03-28,0.2549
2017-03-29,0.3814
2017-03-30,-0.0633
2017-03-31,-1.4259
2017-04-03,2.6037
2017-04-04,-1.5038
2017-04-05,0.2863
2017-04-06,2.2201
2017-04-07,-0.6826
2017-04-10,2.0619
2017-04-11,-1.1325
2017-04-12,1.2692999999999999
2017-04-13,-0.7337
2017-04-17,0.7699
2017-04-18,0.3667
2017-04-19,1.5834000000000001
2017-04-20,1.8285
2017-04-21,1.1186
2017-04-24,0.6405
2017-04-25,1.1280999999999999
2017-04-26,-0.0572
2017-04-27,1.0303
2017-04-28,-0.6516
2017-05-01,0.7699
2017-05-02,0.3113
2017-05-03,-0.8463
2017-05-04,0.7112
2017-05-05,1.0734
2017-05-08,7.7418
2017-05-09,-0.0519
2017-05-10,2.0504
2017-05-11,1.119
2017-05-12,2.0121
2017-05-15,-0.8136
2017-05-16,1.3423
2017-05-17,-1.7905
2017-05-18,0.2997
2017-05-19,2.241
2017-05-22,1.4613
2017-05-23,-2.2564
2017-05-24,-0.6876
2017-05-25,1.4342
2017-05-26,-0.0731
2017-05-30,-0.4879
2017-05-31,-1.8632
2017-06-01,0.6495
2017-06-02,-0.1489
2017-06-05,0.2237
2017-06-06,-0.3472
2017-06-07,2.4888
2017-06-08,1.7970000000000002
2017-06-09,-6.9656
2017-06-12,0.5641
2017-06-13,0.1275
2017-06-14,-2.2154
2017-06-15,-0.7292
2017-06-16,0.1312
2017-06-19,4.1132
2017-06-20,-2.1137
2017-06-21,5.6298
2017-06-22,0.5841
2017-06-23,3.9196999999999997
2017-06-26,0.3027
2017-06-27,-5.5478
2017-06-28,1.45
2017-06-29,-4.312
2017-06-30,-0.7089
2017-07-03,-0.9179
2017-07-05,2.316
2017-07-06,-1.6348
2017-07-07,0.2813
2017-07-10,3.0597
2017-07-11,0.9649
2017-07-12,1.5436999999999999
2017-07-13,-0.0241
2017-07-14,1.4
2017-07-17,-0.9045
2017-07-18,3.2669
2017-07-19,0.535
2017-07-20,-0.6941
2017-07-21,0.3728
2017-07-24,1.0678
2017-07-25,2.113
2017-07-26,3.1714
2017-07-27,-1.5479
2017-07-28,0.1329
2017-07-31,-0.1106
2017-08-01,0.8413
2017-08-02,-0.6586
2017-08-03,0.1105
2017-08-04,2.4283
2017-08-07,2.5
2017-08-08,1.2405
2017-08-09,-0.6438
2017-08-10,-3.658
2017-08-11,-0.4122
2017-08-14,-3.5948
2017-08-15,-0.452
2017-08-16,-0.9081
2017-08-17,-6.5292
2017-08-18,-1.6421999999999999
2017-08-21,2.8158
2017-08-22,2.1571
2017-08-23,0.688
2017-08-24,-0.8718
2017-08-25,-2.8524000000000003
2017-08-28,-1.2723
2017-08-29,1.2144
2017-08-30,2.6934
2017-08-31,-0.0715
2017-09-01,0.1909
2017-09-05,-1.4051
2017-09-06,0.5797
2017-09-07,0.4563
2017-09-08,-1.6256
2017-09-11,2.1628
2017-09-12,2.9734
2017-09-13,4.5738
2017-09-14,-0.0442
2017-09-15,-0.7514
2017-09-18,-0.3785
2017-09-19,-0.9164
2017-09-20,0.2481
2017-09-21,-3.2853
2017-09-22,-1.4193
2017-09-25,-3.3986
2017-09-26,-1.4903
2017-09-27,-1.5129000000000001
2017-09-28,-2.6694
2017-09-29,-1.1643
2017-10-02,2.356
2017-10-03,0.2813
2017-10-04,-2.2188
2017-10-05,2.0866
2017-10-06,0.2555
2017-10-09,-0.841
2017-10-10,3.2382
2017-10-11,-1.3692
2017-10-12,-2.8016
2017-10-13,0.5453
2017-10-16,2.4535
2017-10-17,-0.2017
2017-10-18,1.8439
2017-10-19,-2.3313
2017-10-20,-0.965
2017-10-23,-1.4615
2017-10-24,0.2342
2017-10-25,-2.9076
2017-10-26,-1.5775000000000001
2017-10-27,1.4942
2017-10-30,0.1606
2017-10-31,0.2672
2017-11-01,0.9062
2017-11-02,0.0528
2017-11-03,1.4256
2017-11-06,1.5356999999999998
2017-11-07,1.9995
2017-11-08,1.3571
2017-11-09,-1.3142
2017-11-10,0.402
2017-11-13,3.4535
2017-11-14,-5.9023
2017-11-15,1.1568
2017-11-16,2.2109
2017-11-17,0.0746
2017-11-20,-2.6087
2017-11-21,1.7347000000000001
2017-11-22,-0.2257
2017-11-24,-1.4577
2017-11-27,-1.4027
2017-11-28,-0.2328
2017-11-29,-1.9186
2017-11-30,-1.0045
2017-12-01,-0.4806
2017-12-04,-1.3952
2017-12-05,1.4966
2017-12-06,1.3941
2017-12-07,0.8197
2017-12-08,-0.3147
2017-12-11,1.1839
2017-12-12,0.26
2017-12-13,5.8091
2017-12-14,-0.4167
2017-12-15,-0.763
2017-12-18,3.373
2017-12-19,3.095
2017-12-20,-1.885
2017-12-21,0.2609
2017-12-22,-0.1893
2017-12-26,-0.1185
2017-12-27,0.356
2017-12-28,-1.5607
2017-12-29,-0.5044
2018-01-02,4.4906
2018-01-03,0.5314
2018-01-04,0.3677
2018-01-05,4.5111
2018-01-08,1.0079
2018-01-09,0.0651
2018-01-10,0.6937
2018-01-11,0.3445
2018-01-12,-0.4505
2018-01-16,0.1293
2018-01-17,0.3229
2018-01-18,-1.5232999999999999
2018-01-19,0.2614
2018-01-22,-1.6515
2018-01-23,-0.1768
2018-01-24,3.4529
2018-01-25,1.3693
2018-01-26,6.5851
2018-01-29,-1.1089
2018-01-30,-1.3616
2018-01-31,-0.0609
2018-02-01,-3.4126
2018-02-02,-3.1966
2018-02-05,-3.1067
2018-02-06,1.009
2018-02-07,-1.465
2018-02-08,-4.8209
2018-02-09,1.6095000000000002
2018-02-12,1.8401999999999998
2018-02-13,1.8984
2018-02-14,5.1852
2018-02-15,0.5335
2018-02-16,-1.4647000000000001
2018-02-20,1.0987
2018-02-21,0.4901
2018-02-22,1.3783
2018-02-23,1.1295
2018-02-26,0.9307
2018-02-27,-3.6066000000000003
2018-02-28,0.2338
2018-03-01,-1.9936
2018-03-02,-5.2153
2018-03-05,-1.8493
2018-03-06,0.3489
2018-03-07,2.9439
2018-03-08,2.2067
2018-03-09,0.705
2018-03-12,0.6563
2018-03-13,-3.6731
2018-03-14,-0.519
2018-03-15,1.9279
2018-03-16,0.0668
2018-03-19,-1.8234
2018-03-20,-0.3398
2018-03-21,-1.1136
2018-03-22,-2.2983000000000002
2018-03-23,-3.8579
2018-03-26,2.3978
2018-03-27,-2.724
2018-03-28,-1.7195
2018-03-29,1.1997
2018-04-02,-3.4823
2018-04-03,-0.2559
2018-04-04,1.1801
2018-04-05,1.9016
2018-04-06,-2.3887
2018-04-09,2.1412
2018-04-10,1.5722
2018-04-11,-0.5897
2018-04-12,0.346
2018-04-13,-1.9704000000000002
2018-04-16,0.3266
2018-04-17,0.8515
2018-04-18,-0.2235
2018-04-19,-3.1857
2018-04-20,-3.7532
2018-04-23,-1.1752
2018-04-24,-3.0541
2018-04-25,0.0279
2018-04-26,1.728
2018-04-27,0.7123
2018-04-30,-0.6801
2018-05-01,2.6294
2018-05-02,-1.0408
2018-05-03,0.3236
2018-05-04,1.2634
2018-05-07,2.7874
2018-05-08,-4.5971
2018-05-09,0.5414
2018-05-10,-0.7808
2018-05-11,0.2714
2018-05-14,0.5954
2018-05-15,-2.8249
2018-05-16,0.8583
2018-05-17,-1.2901
2018-05-18,-0.6952
2018-05-21,1.5962
2018-05-22,0.2205
2018-05-23,0.9901
2018-05-24,-0.0545
2018-05-25,0.4632
2018-05-29,-0.9222
2018-05-30,-1.9984
2018-05-31,-1.7318
2018-06-01,2.5867
2018-06-04,5.7357
2018-06-05,1.8606
2018-06-06,3.9362
2018-06-07,-2.2277
2018-06-08,1.0633
2018-06-11,-0.7014
2018-06-12,4.6165
2018-06-13,-0.5305
2018-06-14,6.0606
2018-06-15,-0.3657
2018-06-18,0.39
2018-06-19,-4.2733
2018-06-20,-0.5013
2018-06-21,-2.0633
2018-06-22,0.0
2018-06-25,-4.0176
2018-06-26,0.7402
2018-06-27,-2.7363
2018-06-28,1.4066
2018-06-29,0.0514
2018-07-02,-0.4108
2018-07-03,-1.057
2018-07-05,0.4169
2018-07-06,2.3871
2018-07-09,-0.1521
2018-07-10,-2.0558
2018-07-11,-1.6585
2018-07-12,1.502
2018-07-13,-0.649
2018-07-16,-0.601
2018-07-17,-0.1314
2018-07-18,-1.2107999999999999
2018-07-19,-1.7319
2018-07-20,-3.7148
2018-07-23,0.4224
2018-07-24,-0.9815
2018-07-25,4.5596
2018-07-26,-0.7584
2018-07-27,-1.1736
2018-07-30,-2.8998
2018-07-31,1.9909
2018-08-01,1.1712
2018-08-02,0.0276
2018-08-03,-0.3307
2018-08-06,-0.7465
2018-08-07,1.6713
2018-08-08,-1.3699
2018-08-09,0.0556
2018-08-10,-0.6385
2018-08-13,-2.0117
2018-08-14,-3.4217
2018-08-15,-4.4582
2018-08-16,-1.2052
2018-08-17,0.782
2018-08-20,2.545
2018-08-21,-0.7264
2018-08-22,-1.4024
2018-08-23,-2.9375
2018-08-24,0.0319
2018-08-27,4.0446
2018-08-28,-1.5611000000000002
2018-08-29,-0.653
2018-08-30,-2.9734
2018-08-31,0.9677
2018-09-04,-5.9744
2018-09-05,-10.6354
2018-09-06,3.6122
2018-09-07,-1.1009
2018-09-10,-1.5584
2018-09-11,2.1108
2018-09-12,1.9933999999999998
2018-09-13,0.4705
2018-09-14,-2.3415
2018-09-17,-5.0904
2018-09-18,0.0777
2018-09-19,4.5437
2018-09-20,0.0371
2018-09-21,-1.6339000000000001
2018-09-24,-7.4745
2018-09-25,0.1224
2018-09-26,2.6895
2018-09-27,0.9127
2018-09-28,2.5954
2018-10-01,-2.2997
2018-10-02,-2.3146
2018-10-03,0.9639
2018-10-04,-3.2617
2018-10-05,-2.8783
