ticker,VPOR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-08-11,60.0
2006-08-22,-37.5
2007-08-01,1150.0
2007-08-21,-16.0
2007-09-13,-66.6667
2007-10-05,57.1429
2007-12-03,-27.2727
2007-12-04,0.0
2007-12-06,-50.0
2007-12-11,450.0
2007-12-27,-36.3636
2007-12-31,7.1429
2008-01-02,6.6667
2008-01-03,-56.25
2008-01-04,42.8571
2008-05-20,60.0
2008-08-29,-68.75
2010-01-27,-79.2
2010-04-14,380.7692
2010-04-28,-92.0
2010-06-16,5.0
2010-08-17,-33.3333
2011-08-22,114.2857
2011-08-24,0.0
2011-08-25,-16.6667
2011-08-26,0.0
2011-08-31,-20.0
2011-09-07,0.0
2011-09-16,0.0
2011-09-19,25.0
2011-09-20,100.0
2011-09-21,0.0
2011-09-22,50.0
2011-09-27,-34.6667
2011-09-29,-59.1837
2011-11-17,5.0
2011-11-18,42.8571
2011-11-22,-30.0
2011-11-28,-32.8571
2011-11-29,6.383
2011-12-05,0.0
2011-12-08,6.6667
2011-12-09,6.25
2011-12-12,0.0
2011-12-13,64.7059
2011-12-14,-17.8571
2011-12-15,21.7391
2011-12-16,-3.5714
2011-12-19,7.4074
2011-12-20,10.3448
2011-12-21,-9.375
2011-12-22,-27.5862
2011-12-23,-28.631
2011-12-28,-33.2777
2011-12-29,30.0
2011-12-30,0.0
2012-01-03,-30.7692
2012-01-04,-22.2222
2012-01-05,-7.1429
2012-01-06,-15.3846
2012-01-09,3.6364
2012-01-10,57.8947
2012-01-11,0.0
2012-01-13,-33.3333
2012-01-17,0.0
2012-01-18,33.3333
2012-01-19,25.0
2012-01-20,39.0
2012-01-23,29.4964
2012-01-24,-21.0417
2012-01-25,5.4529
2012-01-26,-29.9416
2012-01-27,-4.7619
2012-01-30,-10.0
2012-01-31,-27.7778
2012-02-01,7.6923
2012-02-02,-1.9643000000000002
2012-02-03,-14.7541
2012-02-06,19.6581
2012-02-07,-12.4107
2012-02-08,-8.6646
2012-02-09,3.3482
2012-02-10,12.311
2012-02-13,-7.6923
2012-02-14,-18.3333
2012-02-15,8.1633
2012-02-16,-15.0943
2012-02-17,-13.3333
2012-02-21,-18.4295
2012-02-22,-2.5540000000000003
2012-02-23,-16.129
2012-02-24,19.2308
2012-02-27,-3.2258
2012-02-28,6.6667
2012-02-29,-12.5
2012-03-01,13.8393
2012-03-02,-5.8824
2012-03-05,-13.3333
2012-03-06,11.538499999999999
2012-03-07,-9.6983
2012-03-08,-8.3532
