ticker,OTIVF US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2001-01-15,0.0
2001-11-01,-67.36
2002-09-19,-80.2941
2002-09-30,-2.9851
2002-10-07,-2.5641
2002-10-24,36.5789
2002-11-07,56.0694
2002-11-12,4.9383
2002-11-13,-11.1765
2002-11-14,-0.6623
2002-11-15,2.6667
2002-11-18,-6.4935
2002-11-27,-9.7222
2002-12-02,0.0
2002-12-03,-3.8462
2002-12-05,-4.0
2002-12-06,0.0
2002-12-10,-18.3333
2002-12-11,-5.102
2002-12-12,13.7634
2002-12-13,3.9698
2002-12-16,11.818200000000001
2002-12-17,-18.6992
2002-12-18,4.2
2002-12-19,0.7678
2002-12-20,0.0
2002-12-31,-9.3333
2003-01-09,5.042
2003-01-10,0.0
2003-01-14,0.0
2003-01-15,0.0
2003-01-16,0.0
2003-01-23,-0.4
2003-01-24,-1.2048
2003-01-29,-0.4065
2003-01-30,-6.1224
2003-02-04,7.8261
2003-02-05,-14.3145
2003-02-11,18.352899999999998
2003-02-26,-18.2903
2003-03-05,-7.2993
2003-03-07,-5.5118
2003-03-10,8.3333
2003-03-11,-3.4615
2003-03-18,0.9296
2003-03-21,2.6316
2003-03-31,0.0
2003-04-01,-1.0256
2003-04-02,-1.2953000000000001
2003-04-03,2.3622
2003-04-07,-3.8462
2003-04-08,-3.4667
2003-04-09,5.2486
2003-04-10,0.0
2003-04-14,0.0
2003-04-15,3.9370000000000003
2003-04-23,-5.0505
2003-04-28,7.9787
2003-04-30,-14.0394
2003-05-08,7.4499
2003-05-12,-9.3333
2003-05-13,7.3529
2003-05-14,6.8493
2003-05-15,-0.5128
2003-05-21,-0.2577
2003-05-22,-6.9767
2003-05-27,-5.5556
2003-05-28,3.5294
2003-05-30,2.2727
2003-06-03,-2.7778
2003-06-04,0.0
2003-06-09,5.1429
2003-06-11,-4.8913
2003-06-12,1.1429
2003-06-13,-0.565
2003-06-16,0.0
2003-06-17,2.5568
2003-06-18,-2.4931
2003-06-20,0.5682
2003-06-23,-1.1299
2003-06-24,-0.2857
2003-06-25,0.2865
2003-06-26,5.7143
2003-06-30,-3.5135
2003-07-01,-0.8403
2003-07-02,-0.2825
2003-07-03,6.2323
2003-07-07,-6.4
2003-07-08,1.1396
2003-07-10,-4.7887
2003-07-11,2.3669000000000002
2003-07-14,2.6012
2003-07-15,0.0
2003-07-16,-1.4085
2003-07-17,5.4286
2003-07-21,0.271
2003-07-22,1.1081
2003-07-23,-8.3133
2003-07-24,-4.3732
