ticker,PVEN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-02,6775.0
2013-05-15,-9.0909
2013-05-21,0.0
2013-06-04,0.0
2013-06-19,0.0
2013-07-02,0.0
2013-07-10,0.0
2013-08-26,140.0
2013-08-27,8.3333
2013-08-28,-7.6923
2013-08-29,-14.5833
2013-08-30,21.9512
2013-09-03,6.0
2013-09-04,-16.9811
2013-09-05,-4.5455
2013-09-06,7.1429
2013-09-09,19.1111
2013-09-10,-14.1791
2013-09-11,-46.9565
2013-09-12,5.7377
2013-09-13,31.7829
2013-09-16,-15.2941
2013-09-17,4.1667
2013-09-18,-16.6667
2013-09-19,0.0
2013-09-20,0.0
2013-09-23,0.8
2013-09-24,3.1746
2013-09-25,3.8462
2013-09-26,0.0
2013-09-27,-11.1111
2013-09-30,4.1667
2013-10-01,4.0
2013-10-02,4.3269
2013-10-03,5.4378
2013-10-04,-11.8881
2013-10-07,3.1746
2013-10-08,0.0
2013-10-09,15.3846
2013-10-10,-10.0
2013-10-11,2.963
2013-10-14,-2.8777
2013-10-15,0.0
2013-10-16,-2.2222
2013-10-17,1.5152
2013-10-18,9.7015
2013-10-21,-5.4422
2013-10-22,4.3165
2013-10-23,-3.3621
2013-10-24,0.6244
2013-10-25,16.3121
2013-10-28,-48.7805
2013-10-29,-4.7619
2013-11-13,-96.25
2013-11-14,-62.5
2013-11-15,33.3333
2013-11-18,66.6667
2013-11-19,-20.0
2013-11-20,50.0
2013-11-21,0.0
2013-11-25,0.0
2013-12-02,0.0
2013-12-03,-33.3333
2013-12-04,0.0
2013-12-05,-43.75
2013-12-06,-55.5556
2013-12-11,100.0
2013-12-16,0.0
2013-12-17,-87.5
2013-12-20,200.0
2013-12-23,-66.6667
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,0.0
2013-12-31,0.0
2014-01-07,0.0
2014-02-03,200.0
2014-02-27,0.0
2014-03-07,-66.6667
2014-04-10,200.0
2014-04-15,0.0
2014-04-30,-66.6667
2014-05-01,200.0
2014-05-12,0.0
2014-05-13,-66.6667
2014-06-04,200.0
2014-06-05,0.0
2014-06-06,0.0
2014-06-10,-66.6667
2014-06-12,150.0
2014-06-20,-60.0
2014-07-02,0.0
2014-07-22,200.0
2014-07-29,-16.6667
2014-08-01,-60.0
2014-08-04,0.0
2014-08-08,0.0
2014-08-11,200.0
2014-08-14,-66.6667
2014-08-15,200.0
2014-08-25,0.0
2014-09-22,-66.6667
2014-09-25,0.0
2014-09-26,200.0
2014-10-17,0.0
2014-11-03,0.0
2014-11-07,0.0
2014-12-01,0.0
2014-12-03,0.0
2014-12-09,0.0
2014-12-12,66.6667
2014-12-16,0.0
2014-12-19,0.0
2014-12-23,-80.0
2014-12-24,0.0
2015-01-06,0.0
2015-02-17,0.0
2015-03-05,0.0
2015-04-01,0.0
2015-04-13,0.0
2015-05-05,700.0
2015-05-08,-81.25
2015-06-04,100.0
2015-07-10,166.6667
2015-07-14,-37.5
2015-07-27,-70.0
2015-07-28,100.0
2015-07-29,-50.0
2015-08-14,5233.3333
2015-08-17,0.0
2015-08-21,-96.25
2015-09-29,116.6667
2015-10-01,-15.3846
2015-10-07,-81.8182
2015-10-08,-68.0
2015-10-15,681.25
2015-11-18,-60.0
2015-11-20,200.0
2015-12-07,116.6667
2015-12-31,0.0
2016-03-01,-84.6154
2016-03-10,0.0
2016-03-23,550.0
2016-04-11,0.0
2016-05-18,-84.6154
2016-09-19,0.0
2016-11-17,700.0
2016-12-27,-87.5
2016-12-28,0.0
2016-12-29,50.0
2018-03-20,-99.4667
2018-04-20,9900.0
2018-11-02,-90.0
2018-11-26,900.0
2018-11-30,-99.0
2018-12-13,0.0
2019-03-20,9900.0
2019-03-21,0.0
2019-03-22,0.0
2019-03-29,0.0
2019-04-29,0.0
2019-05-14,0.0
2019-05-15,-90.0
2019-05-17,0.0
2019-06-11,900.0
2019-06-24,0.0
2019-09-17,-99.0
2019-10-31,9900.0
2019-11-29,0.0
2020-02-19,-90.0
2020-02-26,900.0
2020-02-28,0.0
2020-04-24,-90.0
2020-04-29,0.0
2020-06-01,900.0
2020-06-04,0.0
2020-06-11,0.0
2020-06-16,0.0
