ticker,ARVN US Equity
2019-02-21,-2.5478
2019-02-22,-10.1307
2019-02-25,-2.4935
2019-02-26,6.4997
2019-02-27,-1.5008
2019-02-28,-1.6760000000000002
2019-03-01,0.0
2019-03-04,-5.3719
2019-03-05,0.3821
2019-03-06,-8.211
2019-03-07,2.2512
2019-03-08,-3.9397
2019-03-11,2.4125
2019-03-12,-2.4735
2019-03-13,2.7778
2019-03-14,-2.0564
2019-03-15,4.979
2019-03-18,-5.6571
2019-03-19,3.2707
2019-03-20,-0.9971
2019-03-21,0.0592
2019-03-22,-6.6903
2019-03-25,0.5711
2019-03-26,1.8296999999999999
2019-03-27,-4.7708
2019-03-28,-3.9036999999999997
2019-03-29,-0.0677
2019-04-01,8.1301
2019-04-02,8.3333
2019-04-03,0.6362
2019-04-04,-2.6437
2019-04-05,1.83
2019-04-08,5.5652
2019-04-09,2.5261
2019-04-10,7.9272
2019-04-11,-0.4467
2019-04-12,4.6859
2019-04-15,9.4286
2019-04-16,-3.4813
2019-04-17,-6.7178
2019-04-18,10.3915
2019-04-22,-0.3065
2019-04-23,-0.6148
2019-04-24,0.3093
2019-04-25,-0.2203
2019-04-26,-1.766
2019-04-29,-2.2472
2019-04-30,-4.046
2019-05-01,-3.4978
2019-05-02,-0.6951
2019-05-03,0.7
2019-05-06,-0.993
2019-05-07,-1.2036
2019-05-08,5.7868
2019-05-09,5.6622
2019-05-10,0.6812
2019-05-13,-1.3081
2019-05-14,-2.5594
2019-05-15,-2.5328
2019-05-16,5.9192
2019-05-17,1.0904
2019-05-20,0.1348
2019-05-21,1.2118
2019-05-22,-1.7295
2019-05-23,-0.4513
2019-05-24,-0.408
2019-05-28,-3.7324
2019-05-29,5.1064
2019-05-30,-2.2942
2019-05-31,-3.6832000000000003
2019-06-03,-4.1587
2019-06-04,9.6758
2019-06-05,-3.0923
2019-06-06,-2.9564
2019-06-07,-3.9652
2019-06-10,2.0141
2019-06-11,-7.4531
2019-06-12,5.3867
2019-06-13,-2.2267
2019-06-14,7.0911
2019-06-17,5.9449
2019-06-18,0.2737
2019-06-19,1.5469
2019-06-20,-0.5376
2019-06-21,-1.3963999999999999
2019-06-24,-0.0914
2019-06-25,2.652
2019-06-26,4.2762
2019-06-27,1.666
2019-06-28,-7.605
2019-07-01,4.3656
2019-07-02,-1.5251000000000001
2019-07-03,10.2655
2019-07-05,8.2263
2019-07-08,-4.0044
2019-07-09,0.5021
2019-07-10,-3.3051
2019-07-11,-0.2782
2019-07-12,-0.3587
2019-07-15,-0.44
2019-07-16,0.8437
2019-07-17,-4.8207
2019-07-18,2.4697
2019-07-19,-0.2859
2019-07-22,1.3519
2019-07-23,1.4551
2019-07-24,-3.1873
2019-07-25,7.284
2019-07-26,5.9072
2019-07-29,-3.7305
2019-07-30,-0.3386
2019-07-31,0.7173
2019-08-01,-5.0975
2019-08-02,-2.4882
2019-08-05,-7.8574
2019-08-06,3.5164999999999997
2019-08-07,0.2123
2019-08-08,4.322
2019-08-09,0.1219
2019-08-12,-1.9878
2019-08-13,1.0348
2019-08-14,-2.2122
2019-08-15,-2.7231
2019-08-16,2.8853999999999997
2019-08-19,0.2093
2019-08-20,0.2089
2019-08-21,0.0417
2019-08-22,-0.125
2019-08-23,-3.7964
2019-08-26,2.4718
2019-08-27,1.9043999999999999
2019-08-28,0.4568
2019-08-29,7.3584
2019-08-30,0.154
2019-09-03,-4.3829
2019-09-04,-2.2115
2019-09-05,-0.2467
2019-09-06,-1.5251000000000001
2019-09-09,-2.8045
2019-09-10,2.9285
2019-09-11,3.0544
2019-09-12,5.8465
2019-09-13,-3.2988
2019-09-16,-0.6347
2019-09-17,-0.9581
2019-09-18,-2.0153
2019-09-19,1.0695000000000001
2019-09-20,-0.3256
2019-09-23,-0.3267
2019-09-24,-3.0315
2019-09-25,3.2531
2019-09-26,-3.6825
2019-09-27,-3.356
2019-09-30,-5.2747
2019-10-01,-7.0998
2019-10-02,-3.4965
2019-10-03,0.5694
2019-10-04,-1.1837
2019-10-07,-4.0104
2019-10-08,-4.5306999999999995
2019-10-09,0.5968
2019-10-10,-1.2429000000000001
2019-10-11,0.6293
2019-10-14,-5.2302
2019-10-15,0.4799
2019-10-16,-3.5821
2019-10-17,-3.6532999999999998
2019-10-18,-1.0925
2019-10-21,3.5088
2019-10-22,2.8876
2019-10-23,14.6431
2019-10-24,7.7701
2019-10-25,5.1852
2019-10-28,-4.507
2019-10-29,2.2616
2019-10-30,0.0962
2019-10-31,-0.7685
2019-11-01,5.0339
2019-11-04,-1.7050999999999998
2019-11-05,5.1102
2019-11-06,-0.0446
2019-11-07,13.0299
2019-11-08,0.7106
2019-11-11,0.8232
2019-11-12,3.2271
2019-11-13,6.8927
2019-11-14,5.8492
2019-11-15,1.498
2019-11-18,1.8695
2019-11-19,5.4411
2019-11-20,4.0153
2019-11-21,1.8934
2019-11-22,-0.1152
2019-11-25,-0.4615
2019-11-26,-1.304
2019-11-27,8.6318
2019-11-29,3.7838000000000003
2019-12-02,-1.1979
2019-12-03,-0.738
2019-12-04,3.3457
2019-12-05,-2.9805
2019-12-06,1.7479
2019-12-09,1.1713
2019-12-10,9.544599999999999
2019-12-11,0.6341
2019-12-12,0.6768
2019-12-13,-1.4604
2019-12-16,0.941
2019-12-17,-2.7266
2019-12-18,-2.1562
2019-12-19,-2.7914
2019-12-20,0.0
2019-12-23,6.0957
2019-12-24,1.4957
2019-12-26,3.8129
2019-12-27,-5.8134
2019-12-30,1.1482999999999999
2019-12-31,-2.8146
2020-01-02,0.8518
2020-01-03,0.4344
2020-01-06,2.2826
2020-01-07,2.6779
2020-01-08,1.4184
2020-01-09,0.0226
2020-01-10,4.8713999999999995
2020-01-13,0.5161
2020-01-14,4.3432
2020-01-15,5.8233
2020-01-16,-0.62
2020-01-17,-0.7409
2020-01-21,-0.2554
2020-01-22,-0.0788
2020-01-23,0.2365
2020-01-24,-1.5335999999999999
2020-01-27,1.4976
2020-01-28,1.5345
2020-01-29,-0.6782
2020-01-30,-2.5946
2020-01-31,-2.9441
2020-02-03,3.0953
2020-02-04,0.02
2020-02-05,6.2036999999999995
2020-02-06,2.6946
2020-02-07,-6.3303
2020-02-10,2.5661
2020-02-11,-3.877
2020-02-12,5.2652
2020-02-13,-0.5851
2020-02-14,-4.4997
2020-02-18,-0.7555
2020-02-19,1.883
2020-02-20,-0.3146
2020-02-21,-0.4536
2020-02-24,-1.0303
2020-02-25,-3.9039
2020-02-26,1.1354
2020-02-27,-2.3998
2020-02-28,-0.5276
2020-03-02,2.6522
2020-03-03,-0.4134
2020-03-04,4.2134
2020-03-05,1.5933000000000002
2020-03-06,-3.117
2020-03-09,-5.7264
2020-03-10,1.76
2020-03-11,-7.066
2020-03-12,-12.3468
2020-03-13,4.7126
2020-03-16,-18.3976
2020-03-17,18.6667
2020-03-18,-3.2176
2020-03-19,8.6016
2020-03-20,-3.5228
2020-03-23,-11.5336
2020-03-24,8.1697
2020-03-25,7.4211
2020-03-26,1.0534
2020-03-27,-4.5818
2020-03-30,4.3953
2020-03-31,-1.9226
2020-04-01,-4.4665
2020-04-02,4.026
2020-04-03,-0.799
2020-04-06,7.1734
2020-04-07,-3.3819
2020-04-08,5.3476
2020-04-09,5.6530000000000005
2020-04-13,-2.6643
2020-04-14,2.8045999999999998
2020-04-15,0.8075
2020-04-16,6.0836
2020-04-17,3.5714
2020-04-20,7.3695
2020-04-21,-6.7535
2020-04-22,2.3027
2020-04-23,0.5579
2020-04-24,0.2104
2020-04-27,4.0473
2020-04-28,-2.4954
2020-04-29,1.6747999999999998
2020-04-30,-2.8318
2020-05-01,-2.4
2020-05-04,-2.42
2020-05-05,2.66
2020-05-06,2.669
2020-05-07,3.6622
2020-05-08,-3.3864
2020-05-11,7.5028
2020-05-12,-1.7448000000000001
2020-05-13,-8.520199999999999
2020-05-14,-13.3529
2020-05-15,2.4666
2020-05-18,4.3286
2020-05-19,-4.6571
2020-05-20,-1.4876
2020-05-21,-0.8339
2020-05-22,0.0909
2020-05-26,0.8629
2020-05-27,-3.4669
2020-05-28,4.5942
2020-05-29,-25.8194
2020-06-01,-0.1503
2020-06-02,-1.776
2020-06-03,2.8808
2020-06-04,-2.0554
2020-06-05,8.2117
2020-06-08,-0.0562
2020-06-09,-2.7278000000000002
2020-06-10,-3.3536
2020-06-11,-5.2647
2020-06-12,-0.9788
2020-06-15,-1.4668
2020-06-16,-1.3592
2020-06-17,0.2297
2020-06-18,-1.8003
2020-06-19,-0.4
2020-06-22,8.2999
2020-06-23,3.9864
2020-06-24,-4.636
2020-06-25,4.3316
2020-06-26,-4.6894
2020-06-29,0.1254
2020-06-30,4.9765
2020-07-01,1.8187
2020-07-02,-0.7906
2020-07-06,0.2066
2020-07-07,-1.6495
2020-07-08,1.6173
2020-07-09,0.8547
2020-07-10,1.2566
2020-07-13,-1.2121
2020-07-14,-2.9506
2020-07-15,6.5322
2020-07-16,-2.7974
2020-07-17,5.6395
2020-07-20,-0.8531
2020-07-21,-2.4979
2020-07-22,-0.6832
2020-07-23,-1.5191
2020-07-24,-0.844
2020-07-27,1.4382
2020-07-28,-3.6169000000000002
2020-07-29,-0.9907
2020-07-30,-1.607
2020-07-31,-2.9276
