ticker,MSPC US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-10,18.5185
2000-01-14,-9.375
2000-01-26,-17.2414
2000-01-28,5.0
2000-03-01,-20.634900000000002
2000-05-26,0.0
2000-06-01,-50.0
2000-06-22,-30.0
2000-07-17,-85.7143
2000-07-31,0.0
2000-10-03,0.0
2000-10-17,0.0
2000-11-06,0.0
2000-11-14,0.0
2000-12-08,-20.0
2000-12-11,0.0
2000-12-27,0.0
2000-12-29,0.0
2001-10-24,-40.0
2001-10-25,-16.6667
2001-12-19,-20.0
2001-12-27,0.0
2002-01-08,0.0
2002-02-07,-50.0
2002-02-14,0.0
2002-02-28,0.0
2002-08-08,-45.0
2002-08-19,0.0
2002-08-20,0.0
2002-08-26,0.0
2002-08-30,0.0
2002-10-02,0.0
2002-10-14,0.0
2002-10-24,-90.9091
2002-10-29,1000.0
2002-10-31,0.0
2002-11-18,0.0
2002-11-21,0.0
2003-05-14,0.0
2003-06-10,36.3636
2003-10-22,33.3333
2003-10-27,0.0
2003-12-09,-25.0
2003-12-16,0.0
2004-02-13,0.0
2004-06-08,-26.6667
2004-06-30,0.0
2004-07-28,81.8182
2004-08-16,-10.0
2004-08-26,27.7778
2004-09-24,-13.0435
2004-09-27,-25.0
2004-10-18,0.0
2004-11-23,0.0
2005-01-21,-33.3333
2005-01-28,0.0
2005-04-04,0.0
2005-04-05,0.0
2005-05-31,0.0
2005-12-12,0.0
2006-02-03,0.0
2006-02-21,150.0
2006-02-22,-20.0
2006-12-01,100.0
2006-12-28,-50.0
2007-05-03,50.0
2007-08-31,66.6667
2007-09-04,0.0
2007-09-05,0.0
2007-09-07,0.0
2007-10-25,-20.0
2007-12-07,-25.0
2008-01-08,0.0
2008-01-10,166.6667
2008-01-18,0.0
2008-02-01,0.0
2008-02-04,-12.5
2008-02-22,-14.2857
2008-03-04,16.6667
2008-03-14,-28.5714
2008-03-20,80.0
2008-03-24,-11.1111
2008-03-25,12.5
2008-03-26,0.0
2008-03-28,0.0
2008-04-01,-11.1111
2008-04-02,-12.5
2008-04-03,0.0
2008-04-04,0.0
2008-04-07,0.0
2008-04-08,0.0
2008-04-10,-14.2857
2008-04-11,16.6667
2008-04-14,0.0
2008-04-15,0.0
2008-04-16,0.0
2008-04-17,0.0
2008-04-22,0.0
2008-04-23,0.0
2008-04-24,-28.5714
2008-05-01,0.0
2008-05-06,-10.0
2008-05-08,0.0
2008-05-09,11.1111
2008-05-12,0.0
2008-05-13,0.0
2008-05-15,0.0
