ticker,SHLDQ US Equity
2003-09-19,-0.7647
2003-09-22,-3.8532
2003-09-23,3.626
2003-09-24,-2.4309
2003-09-25,-2.7935
2003-09-26,-1.0097
2003-09-29,0.9023
2003-09-30,-3.0715
2003-10-01,3.0084
2003-10-02,-3.5047
2003-10-03,1.8967
2003-10-06,0.0
2003-10-07,-0.198
2003-10-08,2.3810000000000002
2003-10-09,10.6589
2003-10-10,4.3783
2003-10-13,2.349
2003-10-14,0.0984
2003-10-15,-1.6705
2003-10-16,-0.0999
2003-10-17,-5.0017
2003-10-20,-1.3338
2003-10-21,0.1067
2003-10-22,-0.4975
2003-10-23,-2.6786
2003-10-24,-0.9174
2003-10-27,-2.0741
2003-10-28,4.9546
2003-10-29,0.1441
2003-10-30,0.7557
2003-10-31,3.5357
2003-11-03,-2.5526
2003-11-04,0.708
2003-11-05,-3.1986
2003-11-06,2.5054
2003-11-07,4.7821
2003-11-10,0.4057
2003-11-11,0.1347
2003-11-12,0.1681
2003-11-13,-0.8056
2003-11-14,1.5228000000000002
2003-11-17,-2.0
2003-11-18,-1.2891
2003-11-19,1.0647
2003-11-20,-0.6478
2003-11-21,-1.9904
2003-11-24,5.042
2003-11-25,-0.0333
2003-11-26,-3.3011
2003-11-28,4.9655000000000005
2003-12-01,7.4573
2003-12-02,-0.3974
2003-12-03,0.4911
2003-12-04,-4.3983
2003-12-05,-6.0703
2003-12-08,-6.9388
2003-12-09,-4.057
2003-12-10,-1.2952
2003-12-11,-2.7403
2003-12-12,-0.7937
2003-12-15,-4.0
2003-12-16,3.7917
2003-12-17,1.9670999999999998
2003-12-18,6.063
2003-12-19,0.0371
2003-12-22,-1.8182
2003-12-23,-4.5351
2003-12-24,-2.2169
2003-12-26,-4.8583
2003-12-29,-0.4255
2003-12-30,-0.3846
2003-12-31,2.7456
2004-01-02,-3.9666
2004-01-05,26.6087
2004-01-06,3.022
2004-01-07,-2.8333
2004-01-08,4.0823
2004-01-09,-0.4647
2004-01-12,1.8544
2004-01-13,-2.305
2004-01-14,-0.1664
2004-01-15,-2.0333
2004-01-16,1.6672
2004-01-20,-1.1044
2004-01-21,2.3689
2004-01-22,-2.4793
2004-01-23,0.5085
2004-01-26,-2.2597
2004-01-27,-0.4486
2004-01-28,-2.5997
2004-01-29,-0.3559
2004-01-30,-1.2143
2004-02-02,-0.6869
2004-02-03,-3.0579
2004-02-04,-0.4131
2004-02-05,0.6033
2004-02-06,7.946
2004-02-09,0.0
2004-02-10,-0.2847
2004-02-11,4.3596
2004-02-12,-0.9009
2004-02-13,-3.266
2004-02-17,4.0724
2004-02-18,2.408
2004-02-19,-1.9922
2004-02-20,0.2999
2004-02-23,-0.2326
2004-02-24,-3.2634
2004-02-25,-1.0671
2004-02-26,0.9047
2004-02-27,3.4483
2004-03-01,0.2
2004-03-02,2.9641
2004-03-03,5.5862
2004-03-04,0.6732
2004-03-05,-1.1854
2004-03-08,1.3534
2004-03-09,4.0971
2004-03-10,1.8367
2004-03-11,-1.8035999999999999
2004-03-12,-0.6706
2004-03-15,-2.6123
2004-03-16,1.9289
2004-03-17,2.5429
2004-03-18,6.8627
2004-03-19,2.8872
2004-03-22,-1.7570999999999999
2004-03-23,-2.0288
2004-03-24,0.8174
2004-03-25,2.6216
2004-03-26,1.7909000000000002
2004-03-29,3.4929
2004-03-30,4.6
2004-03-31,-0.8604
2004-04-01,0.6268
2004-04-02,10.805
2004-04-05,-0.2162
2004-04-06,-1.5601
2004-04-07,-0.3522
2004-04-08,-0.5964
2004-04-12,0.0222
2004-04-13,-1.6885
2004-04-14,-3.548
2004-04-15,0.7498
2004-04-16,3.7674
2004-04-19,3.8772
2004-04-20,-0.1942
2004-04-21,-1.9670999999999998
2004-04-22,2.624
2004-04-23,0.881
2004-04-26,-1.6613
2004-04-27,-0.3899
2004-04-28,-1.8047
2004-04-29,-2.7679
2004-04-30,1.6397
2004-05-03,-3.3834
2004-05-04,1.8784999999999998
2004-05-05,0.8422
2004-05-06,-1.5800999999999998
2004-05-07,-2.4541
2004-05-10,-1.0816
2004-05-11,2.6147
2004-05-12,-0.1621
2004-05-13,0.1624
2004-05-14,2.6176
2004-05-17,9.7517
2004-05-18,0.3497
2004-05-19,-0.5534
2004-05-20,-0.6595
2004-05-21,1.888
2004-05-24,3.8485
2004-05-25,0.3725
2004-05-26,-0.0391
2004-05-27,-0.3322
2004-05-28,2.6667
2004-06-01,2.7119999999999997
2004-06-02,1.9896
2004-06-03,0.0182
2004-06-04,13.981
2004-06-07,-0.8476
2004-06-08,6.9839
2004-06-09,-0.4372
2004-06-10,-1.3325
2004-06-14,-4.0823
2004-06-15,2.048
2004-06-16,2.54
2004-06-17,1.0092
2004-06-18,4.7381
2004-06-21,-0.0578
2004-06-22,-0.4772
2004-06-23,2.2523
2004-06-24,0.9947
2004-06-25,3.8693999999999997
2004-06-28,-2.9667
2004-06-29,-4.7606
2004-06-30,5.2477
2004-07-01,4.0808
2004-07-02,3.9074
2004-07-06,5.1513
2004-07-07,-3.8457
2004-07-08,-2.1526
2004-07-09,-0.026
2004-07-12,1.3021
2004-07-13,0.9254
2004-07-14,3.3749000000000002
2004-07-15,-2.3777
2004-07-16,-2.7511
2004-07-19,-3.8411999999999997
2004-07-20,3.3603
2004-07-21,-3.0422
2004-07-22,-6.5176
2004-07-23,-5.0418
2004-07-26,-2.7913
2004-07-27,14.294599999999999
2004-07-28,1.2971
2004-07-29,1.7523
2004-07-30,2.5699
2004-08-02,-3.0867
2004-08-03,-2.7319
2004-08-04,-3.3292
2004-08-05,-4.2942
2004-08-06,-0.8885
2004-08-09,1.016
2004-08-10,-4.7478
2004-08-11,1.0093
2004-08-12,1.1068
2004-08-13,-1.3228
2004-08-16,17.1803
2004-08-17,-1.1571
2004-08-18,4.7758
2004-08-19,-2.3743
2004-08-20,-0.4422
2004-08-23,-0.1306
2004-08-24,0.9418
2004-08-25,0.2851
2004-08-26,-1.3051
2004-08-27,1.0735999999999999
2004-08-30,-1.4767000000000001
2004-08-31,0.7363
2004-09-01,1.6966999999999999
2004-09-02,1.8866
2004-09-03,3.3883
2004-09-07,2.461
2004-09-08,-2.9964
2004-09-09,-0.7232
2004-09-10,2.1978
2004-09-13,3.0989
2004-09-14,4.2948
2004-09-15,-1.0674
2004-09-16,0.2499
2004-09-17,-0.5891
2004-09-20,-2.1083
2004-09-21,0.4657
2004-09-22,-1.9119000000000002
2004-09-23,1.1105
2004-09-24,0.8295
2004-09-27,-0.8575
2004-09-28,0.3389
2004-09-29,2.5743
2004-09-30,-0.67
2004-10-01,0.6745
2004-10-04,2.8049
2004-10-05,-1.4691
2004-10-06,-2.2197
2004-10-07,0.6077
2004-10-08,-0.8661
2004-10-11,1.3335
2004-10-12,-1.3273
2004-10-13,0.3104
2004-10-14,-1.2951
2004-10-15,0.6851
2004-10-18,4.9706
2004-10-19,-2.1863
2004-10-20,1.4377
2004-10-21,0.8083
2004-10-22,-1.8344
2004-10-25,1.0182
2004-10-26,1.152
2004-10-27,0.8979
2004-10-28,0.0434
2004-10-29,-0.1519
2004-11-01,-0.0761
2004-11-02,-0.8916
2004-11-03,0.4827
2004-11-04,-0.2948
2004-11-05,4.0626
2004-11-08,0.3999
2004-11-09,1.0481
2004-11-10,2.7798
2004-11-11,3.0376
2004-11-12,3.81
2004-11-15,-3.0758
2004-11-16,-1.4699
2004-11-17,7.6862
2004-11-18,-4.8532
2004-11-19,1.2342
2004-11-22,-6.9245
2004-11-23,6.7335
2004-11-24,0.93
2004-11-26,2.0139
2004-11-29,-5.0098
2004-11-30,0.8038
2004-12-01,1.1864
2004-12-02,-0.1249
2004-12-03,0.0385
2004-12-06,0.2405
2004-12-07,-2.9268
2004-12-08,-0.0692
2004-12-09,2.6115
2004-12-10,-0.241
2004-12-13,-0.5122
2004-12-14,0.8354
2004-12-15,-0.5202
2004-12-16,-1.9367
2004-12-17,-0.9776
2004-12-20,-1.8748
2004-12-21,2.0833
2004-12-22,0.9955
2004-12-23,-1.1434
2004-12-27,-0.1695
2004-12-28,-0.2697
2004-12-29,0.0901
2004-12-30,-0.5803
2004-12-31,-0.4126
2005-01-03,1.1622
2005-01-04,0.2498
2005-01-05,-3.7668
2005-01-06,-2.3609999999999998
2005-01-07,-0.6151
2005-01-10,-1.8568
2005-01-11,1.5983
2005-01-12,1.7658
2005-01-13,-1.3145
2005-01-14,1.3001
2005-01-18,-0.9047
2005-01-19,-1.2102
2005-01-20,-0.7307
2005-01-21,-0.7686
2005-01-24,-5.7489
2005-01-25,2.1644
2005-01-26,2.3337
2005-01-27,4.4503
2005-01-28,-0.4346
2005-01-31,0.2555
2005-02-01,-0.0743
2005-02-02,2.6246
2005-02-03,3.5411
2005-02-04,3.93
2005-02-07,-1.6934
2005-02-08,0.186
2005-02-09,-1.2603
2005-02-10,-1.3357
2005-02-11,3.3093
2005-02-14,-0.7086
2005-02-15,0.6648
2005-02-16,-1.2237
2005-02-17,-1.17
2005-02-18,-0.3084
2005-02-22,-3.9617
2005-02-23,0.8105
2005-02-24,0.4329
2005-02-25,-0.78
2005-02-28,0.8171
2005-03-01,1.7236
2005-03-02,2.4811
2005-03-03,0.374
2005-03-04,2.9611
2005-03-07,4.6853
2005-03-08,-0.6277
2005-03-09,2.2144
2005-03-10,0.4039
2005-03-11,13.2816
2005-03-14,1.3780000000000001
2005-03-15,1.499
2005-03-16,-3.4818
2005-03-17,-1.2051
2005-03-18,0.4655
2005-03-21,2.8357
2005-03-22,-1.2349999999999999
2005-03-23,-1.8246
2005-03-24,6.1604
2005-03-28,-1.064
2005-03-29,-1.1517
2005-03-30,0.3086
2005-03-31,2.4385
2005-04-01,1.667
2005-04-04,7.3196
2005-04-05,-1.8719999999999999
2005-04-06,-2.9177
2005-04-07,0.224
2005-04-08,2.4083
2005-04-11,3.4412
2005-04-12,0.2858
2005-04-13,-0.7803
2005-04-14,-4.0074
2005-04-15,-3.8897
2005-04-18,0.6152
2005-04-19,2.6816
2005-04-20,-4.3909
2005-04-21,3.2118
2005-04-22,-4.7332
2005-04-25,2.8467000000000002
2005-04-26,2.5675
2005-04-27,-2.7999
2005-04-28,0.3945
2005-04-29,0.2669
2005-05-02,0.1331
2005-05-03,2.8651999999999997
2005-05-04,0.524
2005-05-05,1.7210999999999999
2005-05-06,1.5866
2005-05-09,0.8086
2005-05-10,-3.4826
2005-05-11,1.3424
2005-05-12,-2.9717000000000002
2005-05-13,-0.9463
2005-05-16,0.2625
2005-05-17,-1.0401
2005-05-18,5.2918
2005-05-19,-0.1047
2005-05-20,-0.1957
2005-05-23,3.7597
2005-05-24,0.9649
2005-05-25,-1.1228
2005-05-26,-0.3109
2005-05-27,1.1594
2005-05-31,-1.8029
2005-06-01,1.1876
2005-06-02,5.5784
2005-06-03,-1.5589
2005-06-06,0.5387
2005-06-07,-8.6566
2005-06-08,-1.2862
2005-06-09,0.5155
2005-06-10,-2.4217
2005-06-13,-1.7518
2005-06-14,3.0906
2005-06-15,6.2626
2005-06-16,2.645
2005-06-17,-0.7202
2005-06-20,3.4407
2005-06-21,-1.0809
2005-06-22,-0.5138
2005-06-23,-1.8959000000000001
2005-06-24,-1.3595
2005-06-27,-0.1892
2005-06-28,4.2642
2005-06-29,-1.954
2005-06-30,-0.7681
2005-07-01,1.2544
2005-07-05,1.3904
2005-07-06,-2.2813
2005-07-07,-0.1929
2005-07-08,1.3528
2005-07-11,2.0514
2005-07-12,1.3981
2005-07-13,0.4638
2005-07-14,0.0253
2005-07-15,-0.4173
2005-07-18,1.0032
2005-07-19,-0.3835
2005-07-20,2.9345
2005-07-21,-2.2622999999999998
2005-07-22,0.1255
2005-07-25,-0.7393
2005-07-26,-2.2406
2005-07-27,1.4333
2005-07-28,-0.3946
2005-07-29,-1.2077
2005-08-01,-0.9515
2005-08-02,1.2218
2005-08-03,-1.7806
2005-08-04,-2.2005
2005-08-05,-1.5582
2005-08-08,-2.9474
2005-08-09,0.5062
2005-08-10,0.1119
2005-08-11,-0.1188
2005-08-12,2.0705
2005-08-15,-0.7059
2005-08-16,-5.3351
2005-08-17,0.2406
2005-08-18,0.9237
2005-08-19,-2.6088
2005-08-22,1.0064
2005-08-23,2.5055
2005-08-24,-1.6509
2005-08-25,0.3343
2005-08-26,-1.8396
2005-08-29,1.9922
2005-08-30,-2.1341
2005-08-31,0.4287
2005-09-01,-2.348
2005-09-02,-0.7839
2005-09-06,1.2079
2005-09-07,1.2235
2005-09-08,-5.2206
2005-09-09,3.8573
2005-09-12,-1.2129
2005-09-13,-0.6711
2005-09-14,-1.0594999999999999
2005-09-15,-1.9787
2005-09-16,-1.6545
2005-09-19,-3.4291
2005-09-20,-0.3418
2005-09-21,-3.6885
2005-09-22,5.8706
2005-09-23,-0.7465
2005-09-26,0.4545
2005-09-27,-0.0247
2005-09-28,-0.683
2005-09-29,1.9223
2005-09-30,1.1544
2005-10-03,0.5385
2005-10-04,0.0879
2005-10-05,-1.4296
2005-10-06,-3.5246
2005-10-07,1.201
2005-10-10,-2.1577
2005-10-11,0.475
2005-10-12,-2.1189
2005-10-13,0.5002
2005-10-14,-0.738
2005-10-17,5.1612
2005-10-18,-2.343
2005-10-19,3.9145
2005-10-20,-1.8795
2005-10-21,0.5119
2005-10-24,2.7353
2005-10-25,-2.5826000000000002
2005-10-26,-0.0575
2005-10-27,-5.1326
2005-10-28,1.6707
2005-10-31,2.384
2005-11-01,-1.6465999999999998
2005-11-02,3.8894
2005-11-03,-0.0488
2005-11-04,0.969
2005-11-07,0.0403
2005-11-08,-3.7324
2005-11-09,-0.7453
2005-11-10,-0.2109
2005-11-11,-2.9422
2005-11-14,-1.115
2005-11-15,2.0085
2005-11-16,0.7772
2005-11-17,2.3993
2005-11-18,-0.0502
2005-11-21,0.5944
2005-11-22,1.34
2005-11-23,-0.4846
2005-11-25,-1.6671
2005-11-28,-1.9723000000000002
2005-11-29,0.4281
2005-11-30,-1.867
2005-12-01,0.1824
2005-12-02,3.6247
2005-12-05,-2.3346999999999998
2005-12-06,5.3637
2005-12-07,-1.1954
2005-12-08,0.2387
2005-12-09,1.6421999999999999
2005-12-12,0.4443
2005-12-13,-0.0643
2005-12-14,-0.4185
2005-12-15,-1.091
2005-12-16,-2.157
2005-12-19,-0.8685
2005-12-20,-0.4296
2005-12-21,0.1861
2005-12-22,-0.3884
2005-12-23,1.5937999999999999
2005-12-27,0.0918
2005-12-28,-1.3089
2005-12-29,-1.3347
2005-12-30,-1.0873
2006-01-03,1.3416000000000001
2006-01-04,-0.9139
2006-01-05,1.6292
2006-01-06,1.3232
2006-01-09,2.7122
2006-01-10,1.9478
2006-01-11,-0.3038
2006-01-12,-0.9863
2006-01-13,-0.3239
2006-01-17,-0.8856
2006-01-18,0.6312
2006-01-19,0.4
2006-01-20,-2.0211
2006-01-23,0.414
2006-01-24,0.3629
2006-01-25,0.7477
2006-01-26,-0.2773
2006-01-27,0.7524
2006-01-30,-1.4205999999999999
2006-01-31,-0.5682
2006-02-01,-0.7702
2006-02-02,1.0683
2006-02-03,-1.3708
2006-02-06,-1.4987
2006-02-07,-0.578
2006-02-08,1.4876
2006-02-09,-1.112
2006-02-10,1.2778
2006-02-13,0.328
2006-02-14,2.1546
2006-02-15,0.9027
2006-02-16,0.3172
2006-02-17,-0.6324
2006-02-21,-1.8357999999999999
2006-02-22,-0.4572
2006-02-23,0.2589
2006-02-24,0.2165
2006-02-27,1.8449
2006-02-28,-1.7136
2006-03-01,0.8219
2006-03-02,-0.1976
2006-03-03,-0.5858
2006-03-06,-0.3652
2006-03-07,-0.733
2006-03-08,-0.5622
2006-03-09,-1.6456
2006-03-10,1.4414
2006-03-13,-0.1692
2006-03-14,-0.6439
2006-03-15,12.808
2006-03-16,4.6489
2006-03-17,-2.5571
2006-03-20,-1.6012
2006-03-21,-1.341
2006-03-22,1.0003
2006-03-23,-0.7711
2006-03-24,1.2952
2006-03-27,-1.4893
2006-03-28,0.3207
2006-03-29,0.7459
2006-03-30,-1.0576
2006-03-31,0.6566
2006-04-03,-0.8951
2006-04-04,0.7884
2006-04-05,4.7008
2006-04-06,-0.2031
2006-04-07,0.1236
2006-04-10,0.3992
2006-04-11,1.258
2006-04-12,-0.5355
2006-04-13,-0.1077
2006-04-17,-2.0266
2006-04-18,2.9341
2006-04-19,0.0855
2006-04-20,-0.2919
2006-04-21,0.0143
2006-04-24,1.1424
2006-04-25,0.48
2006-04-26,1.5877
2006-04-27,1.0028
2006-04-28,-1.6159
2006-05-01,-0.4941
2006-05-02,-1.2379
2006-05-03,0.7577
2006-05-04,1.6095000000000002
2006-05-05,2.0475
2006-05-08,-0.6507
2006-05-09,-0.7778
2006-05-10,0.0206
2006-05-11,-3.2243
2006-05-12,-0.9803
2006-05-15,0.3444
2006-05-16,0.6506
2006-05-17,-2.0031
2006-05-18,12.9675
2006-05-19,3.8754999999999997
2006-05-22,-2.1867
2006-05-23,-0.7199
2006-05-24,-1.7873999999999999
2006-05-25,1.0751
2006-05-26,-0.5254
2006-05-30,-1.6619000000000002
2006-05-31,-0.5175
2006-06-01,5.8734
2006-06-02,-1.3061
2006-06-05,0.4726
2006-06-06,1.3108
2006-06-07,1.1948
2006-06-08,0.4466
2006-06-09,-0.3472
2006-06-12,-2.5058
2006-06-13,-4.338
2006-06-14,1.4744
2006-06-15,1.4207
2006-06-16,-1.1334
2006-06-19,-2.2928
2006-06-20,-0.1384
2006-06-21,1.0627
2006-06-22,-0.6401
2006-06-23,-0.6771
2006-06-26,1.8597000000000001
2006-06-27,-2.3325
2006-06-28,1.8827
2006-06-29,3.1277
2006-06-30,-1.6715
2006-07-03,1.0045
2006-07-05,-2.2058
2006-07-06,0.9061
2006-07-07,-1.2856
2006-07-10,-0.0065
2006-07-11,2.3954
2006-07-12,-5.1646
2006-07-13,-2.9318999999999997
2006-07-14,-1.6803
2006-07-17,0.0353
2006-07-18,-0.9531
2006-07-19,1.5609
2006-07-20,-2.0633
2006-07-21,-2.1426
2006-07-24,2.5996
2006-07-25,0.521
2006-07-26,-4.246
2006-07-27,0.089
2006-07-28,2.3337
2006-07-31,-0.6371
2006-08-01,0.1603
2006-08-02,0.8147
2006-08-03,2.9367
2006-08-04,0.0561
2006-08-07,-1.5202
2006-08-08,-0.4482
2006-08-09,-0.7718
2006-08-10,1.5411000000000001
2006-08-11,0.2766
2006-08-14,0.969
2006-08-15,2.4096
2006-08-16,2.5991999999999997
2006-08-17,-5.8067
2006-08-18,0.5096
2006-08-21,-0.2183
2006-08-22,-0.0141
2006-08-23,0.5082
2006-08-24,1.1306
2006-08-25,-0.4722
2006-08-28,0.5721
2006-08-29,0.2775
2006-08-30,-0.3182
2006-08-31,0.0139
2006-09-01,1.0825
2006-09-05,4.2081
2006-09-06,-2.2727
2006-09-07,1.5706
2006-09-08,0.5442
2006-09-11,-0.4092
2006-09-12,3.2874
2006-09-13,1.6747999999999998
2006-09-14,0.4228
2006-09-15,-0.6976
2006-09-18,1.2530999999999999
2006-09-19,0.45
2006-09-20,0.8898
2006-09-21,-0.2282
2006-09-22,-0.5563
2006-09-25,-0.1554
2006-09-26,-0.2739
2006-09-27,-0.2684
2006-09-28,0.3944
2006-09-29,-1.4279
2006-10-02,-0.4428
2006-10-03,1.4423
2006-10-04,2.474
2006-10-05,-0.1039
2006-10-06,0.0918
2006-10-09,0.9353
2006-10-10,2.5254
2006-10-11,-0.7974
2006-10-12,1.9233
2006-10-13,0.8179
2006-10-16,-2.231
2006-10-17,0.2726
2006-10-18,1.1172
2006-10-19,-0.1169
2006-10-20,2.2766
2006-10-23,3.0728
2006-10-24,-1.1492
2006-10-25,-1.2524
2006-10-26,3.1565
2006-10-27,-2.4534000000000002
2006-10-30,-0.017
2006-10-31,-1.3737
2006-11-01,-0.7852
2006-11-02,-1.6926999999999999
2006-11-03,-0.1939
2006-11-06,1.9489
2006-11-07,-0.2368
2006-11-08,0.7294
2006-11-09,0.4598
2006-11-10,1.2471
2006-11-13,-0.1582
2006-11-14,1.0583
2006-11-15,0.3248
2006-11-16,-5.5205
2006-11-17,2.1978
2006-11-20,-0.7631
2006-11-21,0.402
2006-11-22,2.7502
2006-11-24,-0.3614
2006-11-27,-2.794
2006-11-28,-0.892
2006-11-29,1.3295
2006-11-30,-0.418
2006-12-01,-0.8162
2006-12-04,1.7751000000000001
2006-12-05,1.1262
2006-12-06,-0.0971
2006-12-07,-0.3887
2006-12-08,-0.0861
2006-12-11,1.1717
2006-12-12,-0.5393
2006-12-13,-0.6621
2006-12-14,1.0975
2006-12-15,-0.4831
2006-12-18,-1.8561999999999999
2006-12-19,-0.227
2006-12-20,-0.5483
2006-12-21,-1.5131000000000001
2006-12-22,-0.1131
2006-12-26,-0.6617
2006-12-27,1.0682
2006-12-28,-0.2435
2006-12-29,-0.0417
2007-01-03,-0.3871
2007-01-04,-0.1674
2007-01-05,-0.5749
2007-01-08,-0.4276
2007-01-09,0.5444
2007-01-10,3.5252
2007-01-11,1.3888
2007-01-12,1.8913
2007-01-16,0.7256
2007-01-17,-0.927
2007-01-18,0.3495
2007-01-19,0.8369
2007-01-22,-1.2589000000000001
2007-01-23,0.1749
2007-01-24,0.9405
2007-01-25,-2.0754
2007-01-26,-0.2051
2007-01-29,0.7879
2007-01-30,-0.5438
2007-01-31,0.6094
2007-02-01,0.1698
2007-02-02,0.1017
2007-02-05,1.5469
2007-02-06,-1.0118
2007-02-07,1.1626
2007-02-08,0.3831
2007-02-09,0.365
2007-02-12,-0.0496
2007-02-13,0.3143
2007-02-14,0.9288
2007-02-15,1.345
2007-02-16,0.6179
2007-02-20,0.9719
2007-02-21,-0.1587
2007-02-22,0.6304
2007-02-23,-1.2212
2007-02-26,-0.5382
2007-02-27,-4.3399
2007-02-28,0.9578
2007-03-01,-2.319
2007-03-02,0.585
2007-03-05,0.4856
2007-03-06,1.1576
2007-03-07,0.2055
2007-03-08,-0.3271
2007-03-09,0.3671
2007-03-12,0.061
2007-03-13,-2.2595
2007-03-14,-1.3655
2007-03-15,0.1034
2007-03-16,-0.4017
2007-03-19,1.6478000000000002
2007-03-20,-0.3571
2007-03-21,1.9171
2007-03-22,0.5303
2007-03-23,1.0438
2007-03-26,0.8627
2007-03-27,-1.2748
2007-03-28,-0.6677
2007-03-29,0.6611
2007-03-30,-0.574
2007-04-02,0.5495
2007-04-03,1.3138
2007-04-04,0.1035
2007-04-05,0.4518
2007-04-09,1.2734
2007-04-10,1.8031000000000001
2007-04-11,-1.3980000000000001
2007-04-12,0.4744
2007-04-13,-0.679
2007-04-16,1.2285
2007-04-17,1.8362
2007-04-18,-1.7565
2007-04-19,-0.3639
2007-04-20,0.4764
2007-04-23,-0.3846
2007-04-24,-0.6822
2007-04-25,1.049
2007-04-26,-0.3004
2007-04-27,1.4429
2007-04-30,-0.5314
2007-05-01,-0.5552
2007-05-02,-0.6426
2007-05-03,-0.1643
2007-05-04,-4.5455
2007-05-07,-0.3616
2007-05-08,-0.4467
2007-05-09,-0.4487
2007-05-10,-0.8394
2007-05-11,1.1021
2007-05-14,-0.6687
2007-05-15,0.1301
2007-05-16,0.8362
2007-05-17,0.1121
2007-05-18,0.6716
2007-05-21,-0.1612
2007-05-22,-0.5401
2007-05-23,0.3975
2007-05-24,-0.2175
2007-05-25,0.2682
2007-05-29,0.4013
2007-05-30,1.7264
2007-05-31,-1.7626
2007-06-01,0.2333
2007-06-04,-0.327
2007-06-05,-0.8062
2007-06-06,-0.4596
2007-06-07,-1.4867
2007-06-08,1.4062000000000001
2007-06-11,-0.6313
2007-06-12,-1.1175
2007-06-13,0.3901
2007-06-14,-0.0286
2007-06-15,0.0229
2007-06-18,0.28
2007-06-19,-1.5615
2007-06-20,-0.3532
2007-06-21,-0.0465
2007-06-22,-0.9649
2007-06-25,-0.8041
2007-06-26,-0.2781
2007-06-27,-0.2789
2007-06-28,0.2737
2007-06-29,0.5756
2007-07-02,-0.059
2007-07-03,-0.2184
2007-07-05,-0.3845
2007-07-06,3.3733
2007-07-09,-1.5225
2007-07-10,-10.0344
2007-07-11,0.4863
2007-07-12,0.084
2007-07-13,1.4894
2007-07-16,-1.0737
2007-07-17,-0.3468
2007-07-18,-1.2825
2007-07-19,0.4505
2007-07-20,-0.3444
2007-07-23,-2.3803
2007-07-24,-0.3474
2007-07-25,-0.6033
2007-07-26,-4.2018
2007-07-27,-4.1115
2007-07-30,2.0852
2007-07-31,-1.6181999999999999
2007-08-01,0.5702
2007-08-02,-0.7632
2007-08-03,-3.6185
2007-08-06,1.9076
2007-08-07,-0.7756
2007-08-08,0.8418
2007-08-09,-3.1825
2007-08-10,2.4634
2007-08-13,5.5973
2007-08-14,-2.17
2007-08-15,-2.3855
2007-08-16,-0.3353
2007-08-17,2.594
2007-08-20,1.6322
2007-08-21,1.2690000000000001
2007-08-22,1.685
2007-08-23,-1.5316999999999998
2007-08-24,3.3232
2007-08-27,-1.7724
2007-08-28,-2.306
2007-08-29,3.8366
2007-08-30,-2.596
2007-08-31,1.2198
2007-09-04,-0.9334
2007-09-05,-4.479
2007-09-06,0.2503
2007-09-07,-1.8283
2007-09-10,-2.2887
2007-09-11,0.4593
2007-09-12,-1.3106
2007-09-13,3.3354
2007-09-14,0.8144
