ticker,EURI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-07-22,83.3333
2015-07-23,-23.6364
2015-07-24,-26.1905
2015-07-31,61.2903
2015-08-14,2.0
2015-09-09,56.8627
2015-09-15,300.0
2015-09-17,0.0
2015-09-18,25.0
2015-09-21,0.0
2015-10-01,12.0
2015-10-02,7.1429
2015-10-05,8.3333
2015-10-06,3.0769
2015-10-07,-1.4925
2015-10-13,-39.3939
2015-10-15,-12.5
2015-10-16,0.0
2015-10-19,11.4286
2015-10-28,-20.5128
2015-10-29,-32.2581
2015-10-30,95.2381
2015-11-02,7.3171
2015-11-03,27.2727
2015-11-04,0.8929
2015-11-05,-16.8142
2015-11-06,-13.8298
2015-11-09,75.3086
2015-11-10,-3.0986
2015-11-11,-20.0581
2015-11-12,-2.7273
2015-11-13,14.743
2015-11-16,-35.0234
2015-11-17,15.3243
2015-11-18,4.3478
2015-11-19,19.5573
2015-11-20,9.78
2015-11-23,41.2897
2015-11-24,23.5781
2015-11-25,38.1818
2015-11-27,13.8158
2015-11-30,-31.7919
2015-12-01,3.3898
2015-12-02,-3.2787
2015-12-03,-9.322
2015-12-04,-16.3551
2015-12-07,-30.1676
2015-12-08,6.24
2015-12-09,0.1694
2015-12-10,15.467
2015-12-11,6.25
2015-12-14,-10.5392
2015-12-15,-10.8219
2015-12-16,-27.8034
2015-12-17,3.1915
2015-12-18,-49.6907
2015-12-21,-26.2295
2015-12-22,-3.3333
2015-12-23,-6.3218
2015-12-24,-10.3144
2015-12-28,-17.8281
2015-12-29,-1.7690000000000001
2015-12-30,-6.7797
2015-12-31,9.0909
2016-01-04,42.5
2016-01-05,-12.2807
2016-01-06,-26.75
2016-01-07,-4.4369
2016-01-08,-0.8333
2016-01-11,-22.3289
2016-01-12,3.7094
2016-01-13,-27.2727
2016-01-14,4.918
2016-01-15,48.4375
2016-01-19,-5.2632
2016-01-20,0.0
2016-01-21,-11.1111
2016-01-22,-11.875
2016-01-25,6.383
2016-01-26,10.0
2016-01-27,0.0
2016-01-28,-14.5455
2016-01-29,2.1277
2016-02-01,-23.6111
2016-02-02,14.8864
2016-02-03,-5.0445
2016-02-04,-0.2083
2016-02-05,0.2088
2016-02-08,22.2917
2016-02-09,0.0
2016-02-10,-17.5468
2016-02-11,0.0
2016-02-12,-16.5289
2016-02-16,26.2376
2016-02-17,-9.8039
2016-02-18,5.0
2016-02-19,1.8634
2016-02-22,27.1341
2016-02-23,-9.992
2016-02-24,-2.4867
2016-02-25,-11.2933
