ticker,OXFD US Equity
2014-04-15,-0.4698
2014-04-16,5.4277
2014-04-17,0.6156
2014-04-21,0.1669
2014-04-22,0.3331
2014-04-23,-1.2175
2014-04-24,-0.7843
2014-04-25,0.3388
2014-04-28,-3.9392
2014-04-29,5.4482
2014-04-30,-0.5556
2014-05-01,-0.0559
2014-05-02,0.6708
2014-05-05,7.7735
2014-05-06,-4.2761
2014-05-07,1.5070000000000001
2014-05-08,-0.8484
2014-05-09,3.4759
2014-05-12,3.3075
2014-05-13,-1.8009
2014-05-14,-2.3434
2014-05-15,-1.1476
2014-05-16,-3.7467
2014-05-19,-4.4956
2014-05-20,-2.5832
2014-05-21,4.3606
2014-05-22,-0.3388
2014-05-23,-3.0595
2014-05-27,1.5779999999999998
2014-05-28,-1.5535
2014-05-29,4.0912
2014-05-30,-2.4144
2014-06-02,-3.4522
2014-06-03,0.3576
2014-06-04,-0.8907
2014-06-05,-0.3595
2014-06-06,1.8641
2014-06-09,0.3542
2014-06-10,0.0588
2014-06-11,0.0
2014-06-12,-0.8818
2014-06-13,3.7367
2014-06-16,4.0595
2014-06-17,0.8242
2014-06-18,-1.4169
2014-06-19,-1.5478
2014-06-20,0.7299
2014-06-23,-0.5574
2014-06-24,-0.0561
2014-06-25,1.5143
2014-06-26,-4.5304
2014-06-27,-2.7778
2014-06-30,0.1786
2014-07-01,2.9709
2014-07-02,3.0583
2014-07-03,-0.7279
2014-07-07,-7.5014
2014-07-08,1.7073
2014-07-09,0.2098
2014-07-10,1.6452
2014-07-11,0.5003
2014-07-14,-0.3221
2014-07-15,-0.9988
2014-07-16,-1.7804
2014-07-17,-0.2417
2014-07-18,0.5451
2014-07-21,-0.4819
2014-07-22,-3.753
2014-07-23,-1.195
2014-07-24,2.5461
2014-07-25,-0.3104
2014-07-28,-0.3736
2014-07-29,-0.375
2014-07-30,1.8820999999999999
2014-07-31,-2.0936
2014-08-01,3.5849
2014-08-04,2.9144
2014-08-05,-10.6195
2014-08-06,-6.8647
2014-08-07,-6.095
2014-08-08,3.6981
2014-08-11,2.6929
2014-08-12,-0.7796
2014-08-13,0.5
2014-08-14,3.0561
2014-08-15,-1.6552
2014-08-18,0.6311
2014-08-19,-0.4878
2014-08-20,1.3305
2014-08-21,-0.7602
2014-08-22,2.7855
2014-08-25,1.355
2014-08-26,-0.5348
2014-08-27,-2.7554
2014-08-28,-3.2481
2014-08-29,0.4286
2014-09-02,9.3172
2014-09-03,-1.3663
2014-09-04,-2.5726
2014-09-05,-1.6249
2014-09-08,2.6841
2014-09-09,-1.4075
2014-09-10,1.8355000000000001
2014-09-11,1.2016
2014-09-12,-2.5066
2014-09-15,-3.3153
2014-09-16,0.5598
2014-09-17,-1.2526
2014-09-18,-0.4933
2014-09-19,0.8499
2014-09-22,3.0899
2014-09-23,0.8856
2014-09-24,1.0804
2014-09-25,-0.5344
2014-09-26,1.0745
2014-09-29,0.1329
2014-09-30,1.3271
2014-10-01,-4.3877
2014-10-02,2.4657999999999998
2014-10-03,-1.5373999999999999
2014-10-06,1.7651
2014-10-07,-2.6017
2014-10-08,2.6712
2014-10-09,-3.6691000000000003
2014-10-10,0.6925
2014-10-13,2.4759
2014-10-14,-0.3356
2014-10-15,0.8754
2014-10-16,-0.2003
2014-10-17,-2.2742
2014-10-20,1.6427
2014-10-21,-0.0673
2014-10-22,-1.4151
2014-10-23,0.7519
2014-10-24,-0.0678
2014-10-27,-0.611
2014-10-28,4.1667
2014-10-29,0.0
2014-10-30,0.1967
2014-10-31,1.0471
2014-11-03,-0.842
2014-11-04,-0.9798
2014-11-05,-0.1979
2014-11-06,-0.9253
2014-11-07,-2.2015000000000002
2014-11-10,0.7503
2014-11-11,0.8125
2014-11-12,-0.2686
2014-11-13,0.8754
2014-11-14,-4.3391
2014-11-17,-1.0468
2014-11-18,-3.9492000000000003
2014-11-19,-2.5698
2014-11-20,-5.8026
2014-11-21,-2.8
2014-11-24,-2.1399
2014-11-25,5.635
2014-11-26,5.8121
2014-11-28,-1.5800999999999998
2014-12-01,-0.4587
2014-12-02,-1.3057
2014-12-03,0.7782
2014-12-04,-9.4208
2014-12-05,1.0656
2014-12-08,0.4639
2014-12-09,-0.5038
2014-12-10,-5.9072
2014-12-11,-2.0628
2014-12-12,0.0
2014-12-15,-1.5568
2014-12-16,1.5814
2014-12-17,6.1355
2014-12-18,3.4513
2014-12-19,-2.6689
2014-12-22,4.7986
2014-12-23,3.1071
2014-12-24,-0.1586
2014-12-26,3.4154
2014-12-29,2.9954
2014-12-30,1.9388999999999998
2014-12-31,-0.3658
2015-01-02,0.0
2015-01-05,-1.1013
2015-01-06,-4.0831
2015-01-07,-0.6966
2015-01-08,3.7412
2015-01-09,-0.1503
2015-01-12,2.2573
2015-01-13,2.1339
2015-01-14,1.4409
2015-01-15,0.9233
2015-01-16,2.5334
2015-01-20,-1.9904
2015-01-21,-1.2605
2015-01-22,1.4894
2015-01-23,-2.1663
2015-01-26,0.2143
2015-01-27,-3.6351
2015-01-28,-1.4793
2015-01-29,-10.4354
2015-01-30,-1.425
2015-02-02,1.1054
2015-02-03,4.4575
2015-02-04,1.8519
2015-02-05,2.7668
2015-02-06,1.2308
2015-02-09,-3.0395
2015-02-10,1.4107
2015-02-11,0.3864
2015-02-12,1.5396
2015-02-13,-4.0182
2015-02-17,2.0537
2015-02-18,0.0774
2015-02-19,1.3148
2015-02-20,1.2214
2015-02-23,6.0332
2015-02-24,0.0
2015-02-25,0.0711
2015-02-26,0.4975
2015-02-27,-0.495
2015-03-02,2.6297
2015-03-03,-1.8006
2015-03-04,0.2821
2015-03-05,-2.0394
2015-03-06,0.5025
2015-03-09,-1.2857
2015-03-10,0.0
2015-03-11,1.8813
2015-03-12,1.9176
2015-03-13,-1.4634
2015-03-16,3.3239
2015-03-17,0.1369
2015-03-18,0.8202
2015-03-19,-1.5593
2015-03-20,-0.7576
2015-03-23,-2.2207
2015-03-24,0.5678
2015-03-25,-6.4926
2015-03-26,-1.7358
2015-03-27,1.6897
2015-03-30,0.2266
2015-03-31,6.104
2015-04-01,-6.9602
2015-04-02,-0.6107
2015-04-06,0.1536
2015-04-07,0.4601
2015-04-08,1.374
2015-04-09,-0.3765
2015-04-10,2.6455
2015-04-13,-2.5773
2015-04-14,1.9651999999999998
2015-04-15,2.891
2015-04-16,1.8012000000000001
2015-04-17,-4.1047
2015-04-20,1.2546
2015-04-21,-1.5306
2015-04-22,0.8882
2015-04-23,0.807
2015-04-24,0.5095
2015-04-27,-2.6068
2015-04-28,0.223
2015-04-29,0.2967
2015-04-30,-1.8491
2015-05-01,-3.5418
2015-05-04,0.7031
2015-05-05,-6.2064
2015-05-06,0.0
2015-05-07,0.1654
2015-05-08,5.2849
2015-05-11,0.1569
2015-05-12,-2.1143
2015-05-13,-1.3599999999999999
2015-05-14,2.1898
2015-05-15,-2.1429
2015-05-18,3.4874
2015-05-19,1.4107
2015-05-20,3.7094
2015-05-21,0.5216
2015-05-22,0.8154
2015-05-26,-0.5882
2015-05-27,-2.4408
2015-05-28,-0.5307
2015-05-29,4.4207
2015-06-01,4.0146
2015-06-02,0.0
2015-06-03,0.3509
2015-06-04,-2.7972
2015-06-05,2.2302
2015-06-08,0.2815
2015-06-09,-0.5614
2015-06-10,1.1997
2015-06-11,-0.4184
2015-06-12,-0.5602
2015-06-15,0.2113
2015-06-16,-0.6325
2015-06-17,0.5658
2015-06-18,0.4219
2015-06-19,-1.1204
2015-06-22,0.9207
2015-06-23,0.0
2015-06-24,1.7544
2015-06-25,-0.6897
2015-06-26,-0.4167
2015-06-29,-5.0907
2015-06-30,1.7633999999999999
2015-07-01,-6.5704
2015-07-02,-1.8547
2015-07-06,1.2598
2015-07-07,-3.1882
2015-07-08,0.8835
2015-07-09,0.6369
2015-07-10,8.6234
2015-07-13,-3.2775
2015-07-14,3.012
2015-07-15,-1.3158
2015-07-16,-1.3333
2015-07-17,3.3033
2015-07-20,-0.2907
2015-07-21,0.8017
2015-07-22,1.0846
2015-07-23,-2.289
2015-07-24,1.3176999999999999
2015-07-27,0.1445
2015-07-28,-4.5455
2015-07-29,0.5291
2015-07-30,-1.8045
2015-07-31,1.4548
2015-08-03,1.2075
2015-08-04,4.3251
2015-08-05,0.0715
2015-08-06,-8.5
2015-08-07,2.2639
2015-08-10,2.3664
2015-08-11,-1.1186
2015-08-12,-1.1312
2015-08-13,-1.6781000000000001
2015-08-14,4.0341
2015-08-17,3.7286
2015-08-18,-2.5881
2015-08-19,-3.69
2015-08-20,-4.2146
2015-08-21,3.52
2015-08-24,-2.0093
2015-08-25,4.0221
2015-08-26,2.1986
2015-08-27,0.5935
2015-08-28,4.056
2015-08-31,1.8427
2015-09-01,-2.7836
2015-09-02,5.9413
2015-09-03,-6.9595
2015-09-04,0.5084
2015-09-08,1.7341
2015-09-09,0.0
2015-09-10,1.7755999999999998
2015-09-11,-0.2791
2015-09-14,-2.4493
2015-09-15,3.4433
2015-09-16,2.4965
2015-09-17,-0.1353
2015-09-18,-2.168
2015-09-21,-1.8006
2015-09-22,-2.7504
2015-09-23,0.7252
2015-09-24,0.0
2015-09-25,-7.5594
2015-09-28,0.3894
2015-09-29,1.8618999999999999
2015-09-30,2.818
2015-10-01,-2.6667
2015-10-02,-3.0441
2015-10-05,0.314
2015-10-06,-3.7559
2015-10-07,-0.2439
2015-10-08,-2.0375
2015-10-09,2.0799
2015-10-12,0.978
2015-10-13,-2.9863
2015-10-14,-4.5757
2015-10-15,6.3644
2015-10-16,-2.2131
2015-10-19,-2.0117
2015-10-20,0.5988
2015-10-21,-0.1701
2015-10-22,-2.7257
2015-10-23,3.7653
2015-10-26,-0.9283
2015-10-27,1.0221
2015-10-28,-0.9275
2015-10-29,1.5319
2015-10-30,5.1132
2015-11-02,1.1164
2015-11-03,0.9464
2015-11-04,-2.3438
2015-11-05,-2.8
2015-11-06,-1.3169
2015-11-09,0.1668
2015-11-10,1.9983
2015-11-11,-1.0612
2015-11-12,-3.2178
2015-11-13,5.3708
2015-11-16,4.5306999999999995
2015-11-17,1.3932
2015-11-18,2.3664
2015-11-19,0.7457
2015-11-20,0.6662
2015-11-23,-1.3971
2015-11-24,-1.4914
2015-11-25,1.2869
2015-11-27,-0.8969
2015-11-30,-0.0754
2015-12-01,0.3774
2015-12-02,-1.203
2015-12-03,-4.5662
2015-12-04,1.7544
2015-12-07,3.6834
2015-12-08,-3.099
2015-12-09,-0.234
2015-12-10,0.0
2015-12-11,-4.4566
2015-12-14,-2.5368
2015-12-15,0.7557
2015-12-16,4.0
2015-12-17,-2.0032
2015-12-18,-2.5348
2015-12-21,0.0
2015-12-22,0.3356
2015-12-23,-0.0836
2015-12-24,-1.2551999999999999
2015-12-28,-2.9661
2015-12-29,3.4934
2015-12-30,0.7595
2015-12-31,-3.6851000000000003
2016-01-04,-5.4783
2016-01-05,-1.196
2016-01-06,0.7449
2016-01-07,-4.2514
2016-01-08,-2.7027
2016-01-11,1.4881
2016-01-12,1.6618
2016-01-13,-1.7308
2016-01-14,3.1311
2016-01-15,-1.9924
2016-01-19,0.2904
2016-01-20,5.5019
2016-01-21,1.9213
2016-01-22,1.2567
2016-01-25,0.1773
2016-01-26,0.177
2016-01-27,-3.2686
2016-01-28,0.0
2016-01-29,6.1187
2016-02-01,2.0654
2016-02-02,-6.914
2016-02-03,-0.9964
2016-02-04,0.4575
2016-02-05,-9.2896
2016-02-08,4.4177
2016-02-09,0.9615
2016-02-10,0.7619
2016-02-11,-0.2836
2016-02-12,0.4739
2016-02-16,-4.2453
2016-02-17,-0.3941
2016-02-18,-4.0554
2016-02-19,2.8866
2016-02-22,-1.8035999999999999
2016-02-23,-1.4285999999999999
2016-02-24,0.8282
2016-02-25,0.1027
2016-02-26,2.1538
2016-02-29,-3.7149
2016-03-01,-6.9864
2016-03-02,10.7623
2016-03-03,0.3036
2016-03-04,3.0272
2016-03-07,3.1342
2016-03-08,-3.0389
2016-03-09,-1.0774
2016-03-10,-2.8712999999999997
2016-03-11,0.7136
2016-03-14,1.0121
2016-03-15,-3.4068
2016-03-16,-0.8299
2016-03-17,3.4519
2016-03-18,9.7068
2016-03-21,-5.8986
2016-03-22,-3.526
2016-03-23,-5.1777
2016-03-24,-2.9979
2016-03-28,1.1038000000000001
2016-03-29,0.7642
2016-03-30,0.4334
2016-03-31,6.904
2016-04-01,2.4218
2016-04-04,2.266
2016-04-05,3.6609
2016-04-06,-2.6022
2016-04-07,-2.2901
2016-04-08,0.6836
2016-04-11,-0.679
2016-04-12,-0.8789
2016-04-13,1.7734
2016-04-14,3.5818
2016-04-15,1.4953
2016-04-18,1.105
2016-04-19,-0.3643
2016-04-20,-1.3711
2016-04-21,0.1854
2016-04-22,-0.7401
2016-04-25,-0.2796
2016-04-26,2.0561
2016-04-27,-1.0989
2016-04-28,-2.6852
2016-04-29,-0.4757
2016-05-02,8.1262
2016-05-03,0.8842
2016-05-04,-0.5259
2016-05-05,-2.7313
2016-05-06,-3.8949
2016-05-09,-2.1678
2016-05-10,0.9634
2016-05-11,-5.8206
2016-05-12,-0.2026
2016-05-13,0.3046
2016-05-16,-1.417
2016-05-17,-8.5216
2016-05-18,2.5814
2016-05-19,-1.2035
2016-05-20,-2.4363
2016-05-23,3.1782
2016-05-24,1.3201
2016-05-25,0.5429
2016-05-26,-0.9719
2016-05-27,-2.181
2016-05-31,-1.6722000000000001
2016-06-01,3.5147
2016-06-02,-1.862
2016-06-03,-1.4509
2016-06-06,2.3783
2016-06-07,-0.5531
2016-06-08,0.1112
2016-06-09,-0.3333
2016-06-10,-0.6689
2016-06-13,0.8979
2016-06-14,2.8921
2016-06-15,1.6216
2016-06-16,0.3191
2016-06-17,-2.1209
2016-06-20,-2.7086
2016-06-21,-0.8909
2016-06-22,5.5056
2016-06-23,-2.0234
2016-06-24,-2.8261
2016-06-27,-4.1387
2016-06-28,0.9335
2016-06-29,-0.9249
2016-06-30,5.0175
2016-07-01,0.3333
2016-07-05,-1.8826
2016-07-06,0.3386
2016-07-07,-0.6749
2016-07-08,-0.2265
2016-07-11,0.0
2016-07-12,1.9296
2016-07-13,-5.1225
2016-07-14,2.4648
2016-07-15,1.0309
2016-07-18,1.7006999999999999
2016-07-19,-3.01
2016-07-20,-0.2299
2016-07-21,-3.4562
2016-07-22,-1.5513
2016-07-25,-4.2424
2016-07-26,6.7089
2016-07-27,0.5931
2016-07-28,-1.8868
2016-07-29,-3.3654
2016-08-01,2.1144
2016-08-02,19.123
2016-08-03,0.3067
2016-08-04,-2.2426
2016-08-05,0.8342
2016-08-08,-4.0331
2016-08-09,6.681
2016-08-10,-4.9495000000000005
2016-08-11,-2.763
2016-08-12,1.6393
2016-08-15,4.3011
2016-08-16,-0.5155
2016-08-17,-0.6218
2016-08-18,5.1095
2016-08-19,4.2659
2016-08-22,0.7612
2016-08-23,-0.8499
2016-08-24,-1.2381
2016-08-25,-0.3857
2016-08-26,0.6776
2016-08-29,-0.6731
2016-08-30,0.6776
2016-08-31,-0.3846
2016-09-01,2.2201
2016-09-02,0.1889
2016-09-06,-0.1885
2016-09-07,2.9273
2016-09-08,1.1927
2016-09-09,-2.6292
2016-09-12,2.4209
2016-09-13,0.0
2016-09-14,5.6364
2016-09-15,2.6677999999999997
2016-09-16,0.6706
2016-09-19,-0.0833
2016-09-20,0.0
2016-09-21,-0.4167
2016-09-22,0.5021
2016-09-23,-0.2498
2016-09-26,1.0017
2016-09-27,1.5702
2016-09-28,-0.2441
2016-09-29,-3.1811
2016-09-30,5.813
2016-10-03,2.1497
2016-10-04,1.5588
2016-10-05,-0.0767
2016-10-06,-0.2304
2016-10-07,-0.2309
2016-10-10,0.2315
2016-10-11,-0.8468
2016-10-12,-1.3199
2016-10-13,-0.3934
2016-10-14,0.3949
2016-10-17,2.6751
2016-10-18,-0.9962
2016-10-19,0.6966
2016-10-20,-0.538
2016-10-21,-0.4637
2016-10-24,1.0093
2016-10-25,-0.538
2016-10-26,-2.1638
2016-10-27,1.5008
2016-10-28,1.4786000000000001
2016-10-31,-1.3804
2016-11-01,6.2208
2016-11-02,3.8799
2016-11-03,-1.6913
2016-11-04,0.0
2016-11-07,2.3656
2016-11-08,-0.4202
2016-11-09,0.4219
2016-11-10,-0.7003
2016-11-11,0.3526
2016-11-14,0.0
2016-11-15,1.6865999999999999
2016-11-16,0.4838
2016-11-17,-0.619
2016-11-18,0.692
2016-11-21,0.1375
2016-11-22,0.0
2016-11-23,-0.1373
2016-11-25,0.0687
2016-11-28,0.9615
2016-11-29,0.3401
2016-11-30,0.1356
2016-12-01,1.5572
2016-12-02,-1.0667
2016-12-05,1.0782
2016-12-06,-1.0667
2016-12-07,-5.3908
2016-12-08,4.7721
2016-12-09,1.8355000000000001
2016-12-12,0.1335
2016-12-13,-0.4
2016-12-14,-2.6104000000000003
2016-12-15,3.0241
2016-12-16,0.0
2016-12-19,-0.5337
2016-12-20,0.6036
2016-12-21,-1.0667
2016-12-22,0.0674
2016-12-23,-0.2694
2016-12-27,0.7427
2016-12-28,-1.5415999999999999
2016-12-29,1.5657
2016-12-30,0.2011
2017-01-03,-1.6722000000000001
2017-01-04,1.6327
2017-01-05,-0.8032
2017-01-06,0.9447
2017-01-09,-2.1390000000000002
2017-01-10,-0.4098
2017-01-11,-1.0288
2017-01-12,-0.9009
2017-01-13,-0.979
2017-01-17,-5.3672
2017-01-18,2.6119
2017-01-19,-1.8909
2017-01-20,0.0741
2017-01-23,-0.2222
2017-01-24,0.0
2017-01-25,0.2227
2017-01-26,-0.0741
2017-01-27,-0.593
2017-01-30,-1.4914
2017-01-31,2.271
2017-02-01,-0.148
2017-02-02,-0.3706
2017-02-03,0.4464
2017-02-06,-1.1852
2017-02-07,0.075
2017-02-08,0.9738
2017-02-09,0.0742
2017-02-10,-0.2965
2017-02-13,0.3717
2017-02-14,-0.1481
2017-02-15,0.0
2017-02-16,-0.7418
2017-02-17,0.0747
2017-02-21,0.4481
2017-02-22,-1.1152
2017-02-23,1.4285999999999999
2017-02-24,0.0741
2017-02-27,0.0741
2017-02-28,0.0
2017-03-01,9.3264
2017-03-02,1.0833
2017-03-03,0.4689
2017-03-06,-0.1333
2017-03-07,-0.0668
2017-03-08,-0.0668
2017-03-09,-0.3342
2017-03-10,0.2683
2017-03-13,-0.4682
2017-03-14,0.7392
2017-03-15,0.0667
2017-03-16,2.2667
2017-03-17,2.412
2017-03-20,-0.191
2017-03-21,-2.1046
2017-03-22,0.8469
2017-03-23,0.1938
2017-03-24,-0.5803
2017-03-27,0.5188
2017-03-28,0.0
2017-03-29,-0.4516
2017-03-30,0.324
2017-03-31,0.0646
2017-04-03,-0.2582
2017-04-04,-0.7767
2017-04-05,-0.3262
2017-04-06,0.0
2017-04-07,0.5236
2017-04-10,0.5859
2017-04-11,-0.1294
2017-04-12,-0.4537
2017-04-13,-0.0651
2017-04-17,0.9772
2017-04-18,-0.8387
2017-04-19,0.2602
2017-04-20,0.584
2017-04-21,-0.7097
2017-04-24,0.3899
2017-04-25,-0.3883
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-05-01,0.1949
2017-05-02,-2.0104
2017-05-03,-3.5076
2017-05-04,-2.1948
2017-05-05,0.6311
2017-05-08,-2.1603
2017-05-09,3.2763999999999998
2017-05-10,0.5517
2017-05-11,-0.4801
2017-05-12,0.1378
2017-05-15,-0.2753
2017-05-16,-0.3451
2017-05-17,-2.2853
2017-05-18,-1.1339
2017-05-19,-0.1434
2017-05-22,0.0718
2017-05-23,1.2912
2017-05-24,-0.4249
2017-05-25,0.9246
2017-05-26,-1.4799
2017-05-30,0.1431
2017-05-31,0.0
2017-06-01,5.7143
2017-06-02,2.7027
2017-06-05,-4.5395
2017-06-06,-0.3446
2017-06-07,0.3458
2017-06-08,0.6203
2017-06-09,0.2055
2017-06-12,-0.8202
2017-06-13,0.2068
2017-06-14,-1.1004
2017-06-15,5.2156
2017-06-16,-0.7931
2017-06-19,0.2665
2017-06-20,-1.3289
2017-06-21,1.9529
2017-06-22,1.321
2017-06-23,2.9335
2017-06-26,0.4433
2017-06-27,0.0631
2017-06-28,2.6465
2017-06-29,2.2099
2017-06-30,1.021
2017-07-03,0.5351
2017-07-05,-3.8439
2017-07-06,-2.8289999999999997
2017-07-07,2.7215
2017-07-10,0.4313
2017-07-11,4.4785
2017-07-12,0.1174
2017-07-13,-0.7625
2017-07-14,-1.8322
2017-07-17,1.8662999999999998
2017-07-18,-0.8865
2017-07-19,-0.3578
2017-07-20,-1.4363000000000001
2017-07-21,-0.9715
2017-07-24,-1.2262
2017-07-25,0.1241
2017-07-26,0.496
2017-07-27,2.0975
2017-07-28,-1.7523
2017-07-31,3.321
2017-08-01,14.9405
2017-08-02,-7.4573
2017-08-03,-4.0291
2017-08-04,5.656
2017-08-07,-0.5519
2017-08-08,-1.0544
2017-08-09,-2.5238
2017-08-10,-1.4384000000000001
2017-08-11,0.2919
2017-08-14,0.8731
2017-08-15,-7.5591
2017-08-16,0.6866
2017-08-17,-2.2939
2017-08-18,-4.5051
2017-08-21,-2.7243
2017-08-22,-1.0246
2017-08-23,2.2084
2017-08-24,0.5402
2017-08-25,1.6118000000000001
2017-08-28,1.5863
2017-08-29,2.2772
2017-08-30,-1.3995
2017-08-31,2.0645
2017-09-01,0.3793
2017-09-05,-1.0705
2017-09-06,-2.1006
2017-09-07,-0.065
2017-09-08,3.188
2017-09-11,-0.8197
2017-09-12,-0.9536
2017-09-13,-1.9255
2017-09-14,-0.4581
2017-09-15,0.7232
2017-09-18,2.4151
2017-09-19,0.5099
2017-09-20,-0.2536
2017-09-21,0.445
2017-09-22,1.0127
2017-09-25,3.7594
2017-09-26,1.2077
2017-09-27,0.0
2017-09-28,2.9236
2017-09-29,-2.6087
2017-10-02,0.0
2017-10-03,0.119
2017-10-04,0.4162
2017-10-05,-0.1184
2017-10-06,-0.5928
2017-10-09,-0.7156
2017-10-10,1.4414
2017-10-11,0.0592
2017-10-12,0.5917
2017-10-13,-0.8824
2017-10-16,-2.4926
2017-10-17,-0.8521
2017-10-18,-0.4911
2017-10-19,-1.1104
2017-10-20,0.2495
2017-10-23,-0.56
2017-10-24,-1.0638
2017-10-25,1.2018
2017-10-26,-3.125
2017-10-27,1.6129
2017-10-30,-0.4444
2017-10-31,-15.6888
2017-11-01,0.2269
2017-11-02,-5.2075
2017-11-03,5.4936
2017-11-06,-3.6226000000000003
2017-11-07,-2.3493
2017-11-08,5.4531
2017-11-09,-2.0532
2017-11-10,0.4658
2017-11-13,1.3138
2017-11-14,0.0
2017-11-15,-1.2967
2017-11-16,4.4049
2017-11-17,-0.074
2017-11-20,1.5556
2017-11-21,2.1882
2017-11-22,1.7130999999999998
2017-11-24,0.3509
2017-11-27,1.3986
2017-11-28,0.3448
2017-11-29,-1.0997
2017-11-30,3.4746
2017-12-01,-0.0672
2017-12-04,-0.6048
2017-12-05,-1.3523
2017-12-06,-2.7416
2017-12-07,-1.9026999999999998
2017-12-08,-2.0833
2017-12-11,-4.3286999999999995
2017-12-12,1.5337
2017-12-13,2.0393
2017-12-14,1.7765
2017-12-15,3.7818
2017-12-18,4.3448
2017-12-19,-1.8133
2017-12-20,-3.078
2017-12-21,-0.9174
2017-12-22,-0.9259
2017-12-26,-0.4313
2017-12-27,1.2274
2017-12-28,1.1412
2017-12-29,-1.4809999999999999
2018-01-02,1.2885
2018-01-03,-1.5548
2018-01-04,3.8047
2018-01-05,-2.7663
2018-01-08,-18.99
2018-01-09,-2.0193
2018-01-10,3.1362
2018-01-11,4.0834
2018-01-12,1.7529
2018-01-16,-4.5119
2018-01-17,-0.2577
2018-01-18,-0.5168
2018-01-19,-0.3463
2018-01-22,3.1277
2018-01-23,-0.8425
2018-01-24,-1.5293
2018-01-25,0.5177
2018-01-26,0.3433
2018-01-29,-0.5133
2018-01-30,0.8598
2018-01-31,-1.023
2018-02-01,1.2059
2018-02-02,-0.1702
2018-02-05,-1.8755
2018-02-06,2.2589
2018-02-07,-2.294
2018-02-08,-1.0435
2018-02-09,1.0545
2018-02-12,-0.5217
2018-02-13,0.6119
2018-02-14,-0.4344
2018-02-15,3.4904
2018-02-16,0.4216
2018-02-20,1.0915
2018-02-21,-1.2458
2018-02-22,0.5887
2018-02-23,1.4214
2018-02-26,-1.0717
2018-02-27,-2.3333
2018-02-28,-6.9966
2018-03-01,0.2752
2018-03-02,4.9405
2018-03-05,2.7027
2018-03-06,2.5467
2018-03-07,3.2285
2018-03-08,1.7642
2018-03-09,2.2853
2018-03-12,1.849
2018-03-13,-0.5295
2018-03-14,-1.0646
2018-03-15,1.7679
2018-03-16,3.2477
2018-03-19,-0.8778
2018-03-20,-2.2878
2018-03-21,-1.1329
2018-03-22,-3.3613
2018-03-23,-1.7391
2018-03-26,2.7353
2018-03-27,-2.1926
2018-03-28,0.1601
2018-03-29,-0.4796
2018-04-02,-0.3213
2018-04-03,0.967
2018-04-04,1.3567
2018-04-05,2.7559
2018-04-06,0.3831
2018-04-09,-0.0763
2018-04-10,1.7570999999999999
2018-04-11,-1.8018
2018-04-12,1.0703
2018-04-13,1.2859
2018-04-16,-1.9417
2018-04-17,-0.0762
2018-04-18,0.3049
2018-04-19,-1.6717
