ticker,LNTH US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2015-06-25,12.8333
2015-06-26,-5.0222
2015-06-29,-4.3546
2015-06-30,0.6504
2015-07-01,2.1002
2015-07-02,5.538
2015-07-06,2.9985
2015-07-07,0.2911
2015-07-08,3.7736
2015-07-09,-2.0979
2015-07-10,-1.2857
2015-07-13,-0.4342
2015-07-14,1.7442
2015-07-15,-0.1429
2015-07-16,2.0029
2015-07-17,4.7686
2015-07-20,-7.4967
2015-07-21,6.0781
2015-07-22,-1.9100000000000001
2015-07-23,-0.2782
2015-07-24,0.1395
2015-07-27,-9.0529
2015-07-28,2.7565
2015-07-29,7.3025
2015-07-30,0.9722
2015-07-31,1.3755
2015-08-03,-2.8494
2015-08-04,-6.1453
2015-08-05,0.744
2015-08-06,-2.0679
2015-08-07,-2.5641
2015-08-10,3.4056
2015-08-11,-5.2395
2015-08-12,3.4755
2015-08-13,7.9389
2015-08-14,5.0919
2015-08-17,15.2086
2015-08-18,-1.986
2015-08-19,-5.006
2015-08-20,-0.2509
2015-08-21,-7.5472
2015-08-24,-16.7347
2015-08-25,7.6797
2015-08-26,4.5524000000000004
2015-08-27,7.6923
2015-08-28,-9.0296
2015-08-31,-8.0
2015-09-01,-3.3816
2015-09-02,1.6667
2015-09-03,11.8033
2015-09-04,0.2933
2015-09-08,2.193
2015-09-09,4.578
2015-09-10,-5.0616
2015-09-11,0.5764
2015-09-14,0.2865
2015-09-15,-6.5714
2015-09-16,-2.1407
2015-09-17,1.0937000000000001
2015-09-18,-16.847
2015-09-21,10.4089
2015-09-22,-3.0303
2015-09-23,3.8194
2015-09-24,-2.3411
2015-09-25,-1.5411000000000001
2015-09-28,-13.3913
2015-09-29,0.0
2015-09-30,-13.6546
2015-10-01,10.6977
2015-10-02,-14.4958
2015-10-05,-8.5995
2015-10-06,-5.1075
2015-10-07,6.2323
2015-10-08,-0.5333
2015-10-09,-2.681
2015-10-12,6.6116
2015-10-13,-4.3928
2015-10-14,0.5405
2015-10-15,3.7634
2015-10-16,-5.9585
2015-10-19,2.4793
2015-10-20,-6.4516
2015-10-21,-6.6091999999999995
2015-10-22,1.5385
2015-10-23,2.7273
2015-10-26,-3.5398
2015-10-27,-10.3976
2015-10-28,2.3891
2015-10-29,-1.0
2015-10-30,1.0101
2015-11-02,10.3333
2015-11-03,0.6042
2015-11-04,-0.6006
2015-11-05,28.3988
2015-11-06,4.7059
2015-11-09,-0.8989
2015-11-10,0.0
2015-11-11,-5.2154
