ticker,AREC US Equity
2018-11-05,8.3333
2018-11-07,-1.6154
2018-11-08,-10.086
2018-11-09,4.3478
2018-11-12,0.0
2018-11-13,-8.3333
2018-11-14,4.5455
2018-11-15,0.0
2018-11-19,-4.3478
2018-11-21,-11.3636
2018-11-26,17.9487
2018-11-30,17.3043
2018-12-03,3.7805999999999997
2018-12-04,-7.1429
2018-12-06,-19.2308
2018-12-11,4.7619
2018-12-12,18.1818
2018-12-14,-1.9231
2018-12-18,-13.7255
2018-12-21,-22.2727
2018-12-27,16.9591
2019-01-02,-5.0
2019-01-03,-5.2632
2019-01-04,8.3333
2019-01-07,0.5128
2019-01-08,2.0408
2019-01-11,-2.0
2019-01-15,1.0204
2019-01-17,0.0
2019-01-18,5.0505
2019-01-23,0.9615
2019-01-25,0.0
2019-01-28,-0.9524
2019-01-29,3.8462
2019-01-31,1.8519
2019-02-05,0.9091
2019-02-06,6.3063
2019-02-07,1.6949
2019-02-08,0.8333
2019-02-11,0.4132
2019-02-12,0.4115
2019-02-13,0.0
2019-02-14,-3.2787
2019-02-15,-64.0678
2019-02-19,-5.6604
2019-02-20,-1.25
2019-02-21,-1.2658
2019-02-22,2.0641
2019-02-25,-2.0224
2019-02-26,2.5641
2019-02-27,1.6949999999999998
2019-02-28,5.2166
2019-03-01,6.3107
2019-03-04,3.2944
2019-03-05,-3.1915
2019-03-06,-5.4945
2019-03-07,-0.9302
2019-03-08,-1.9952999999999999
2019-03-11,-2.9939999999999998
2019-03-12,-1.2346
2019-03-13,0.0
2019-03-14,-1.6
2019-03-15,-0.9146
2019-03-18,1.9462000000000002
2019-03-19,1.8084
2019-03-20,-0.1927
2019-03-21,7.6733
2019-03-22,-3.4483
2019-03-25,0.0
2019-03-26,-1.1905000000000001
2019-03-27,4.5783000000000005
2019-03-28,-0.9217
2019-03-29,-1.3977
2019-04-01,-0.0024
2019-04-02,-4.4766
2019-04-03,2.4691
2019-04-04,-3.8578
2019-04-05,3.5038
2019-04-08,-0.477
2019-04-09,0.9732
2019-04-10,-4.0843
2019-04-11,0.4899
2019-04-12,-1.2974999999999999
2019-04-15,0.0481
2019-04-16,-1.1848
2019-04-17,0.269
2019-04-18,0.1099
2019-04-22,2.0929
2019-04-23,0.0
2019-04-24,-2.5
2019-04-25,1.5897000000000001
2019-04-26,-1.214
2019-04-29,-0.8202
2019-04-30,-0.0464
2019-05-01,-3.6082
2019-05-02,-1.0695000000000001
2019-05-03,4.9054
2019-05-06,1.5070999999999999
2019-05-07,-7.3604
2019-05-08,0.0
2019-05-09,-4.1096
2019-05-10,0.0
2019-05-13,-0.9229
2019-05-14,-0.3605
2019-05-15,1.0043
2019-05-16,0.5759
2019-05-17,-1.51
2019-05-20,5.5829
2019-05-21,6.5753
2019-05-22,-2.7763
2019-05-23,-6.3273
2019-05-24,-0.923
2019-05-28,2.5641
2019-05-29,-4.1
2019-05-30,1.0891
2019-05-31,-2.5788
2019-06-03,-4.4118
2019-06-04,-6.3077
2019-06-05,-13.6289
2019-06-06,-17.4677
2019-06-07,-3.2526
2019-06-10,2.3810000000000002
2019-06-11,0.0
2019-06-12,18.6047
2019-06-13,-0.9804
2019-06-14,6.9307
2019-06-17,-5.5556
2019-06-18,1.1764999999999999
2019-06-19,4.2636
2019-06-20,2.2305
2019-06-21,2.5455
2019-06-24,2.8369
2019-06-25,-4.8276
2019-06-26,5.4348
2019-06-27,0.6873
2019-06-28,0.6826
2019-07-01,19.322
2019-07-02,1.4205
2019-07-03,-3.8235
2019-07-05,2.9853
2019-07-08,-9.5023
2019-07-09,1.5625
2019-07-10,-5.2308
2019-07-11,-0.974
2019-07-12,10.1639
2019-07-15,7.4405
2019-07-16,-8.5873
2019-07-17,0.0
2019-07-18,2.1212
2019-07-19,-4.5697
2019-07-22,1.6791
2019-07-23,-7.0336
2019-07-24,3.6184
2019-07-25,0.9524
2019-07-26,-4.717
2019-07-29,0.0
2019-07-30,-0.33
2019-07-31,-4.3808
2019-08-01,-1.9358
2019-08-02,1.7021
2019-08-05,-14.2361
2019-08-06,4.0486
2019-08-07,-0.1946
2019-08-08,-2.5341
2019-08-12,13.6
2019-08-13,-10.2113
2019-08-14,-2.3529
2019-08-15,-3.0924
2019-08-16,-2.4036
2019-08-19,-6.5817
2019-08-20,-4.0909
2019-08-21,-42.654
2019-08-22,-7.6446
2019-08-23,-28.4116
2019-08-26,-3.75
2019-08-27,-6.4935
2019-08-28,-2.7778
2019-08-29,10.7
2019-08-30,-9.6658
2019-09-03,2.8571
2019-09-04,0.0
2019-09-05,-1.3889
2019-09-06,0.0
2019-09-09,-9.8592
2019-09-10,18.75
2019-09-11,5.25
2019-09-12,-1.2377
2019-09-13,-5.6962
2019-09-16,-2.0134
2019-09-17,-1.3699
2019-09-18,-2.7778
2019-09-19,-1.4285999999999999
2019-09-20,-1.4493
2019-09-23,-2.2206
2019-09-24,-1.9702
2019-09-25,3.8355
2019-09-26,-4.4917
2019-09-27,2.104
2019-09-30,-10.6061
2019-10-01,1.6949
2019-10-02,-0.4
2019-10-03,5.4217
2019-10-04,-3.6508000000000003
2019-10-07,3.7891
2019-10-08,-2.7619
2019-10-09,6.1051
2019-10-10,0.0
2019-10-11,3.0769
2019-10-14,2.6715999999999998
2019-10-15,1.759
2019-10-16,0.0
2019-10-17,-2.8571
2019-10-18,2.9412000000000003
2019-10-21,-6.4429
2019-10-22,-1.5117
2019-10-23,8.5271
2019-10-24,1.4285999999999999
2019-10-25,1.0986
2019-10-28,0.2786
2019-10-29,0.8752
2019-10-30,4.9442
2019-10-31,-2.8871
2019-11-01,-0.2838
2019-11-04,-5.1362
2019-11-05,-1.4285999999999999
2019-11-06,2.8986
2019-11-07,-3.9577
2019-11-08,-2.0384
2019-11-11,-1.2725
2019-11-12,3.8666
2019-11-13,-10.219
2019-11-14,-4.065
2019-11-15,0.678
2019-11-18,-12.5421
2019-11-19,15.4764
2019-11-20,-9.4849
2019-11-21,4.9724
2019-11-22,8.1754
2019-11-25,-6.7629
2019-11-26,2.6265
2019-11-27,16.9492
2019-11-29,1.4493
2019-12-02,1.4285999999999999
2019-12-03,-1.4085
2019-12-04,-6.5714
2019-12-05,5.5046
2019-12-06,-7.2318999999999996
2019-12-09,3.1089
2019-12-10,1.5152
2019-12-11,-0.2985
2019-12-12,-4.1916
2019-12-13,6.25
2019-12-16,-7.3676
2019-12-17,0.0159
2019-12-18,-4.7619
2019-12-19,0.6667
2019-12-20,-5.6126000000000005
2019-12-23,-5.4201
2019-12-24,5.1558
2019-12-26,5.8201
2019-12-27,-3.3333
2019-12-30,7.7586
2019-12-31,0.8
2020-01-02,4.7619
2020-01-03,2.8788
2020-01-06,-2.2239
2020-01-07,0.9188
2020-01-08,2.2388
2020-01-09,0.0
2020-01-10,-3.6788
2020-01-13,3.0464
2020-01-14,-4.3977
2020-01-15,-12.3077
2020-01-16,-0.0175
2020-01-17,0.0175
2020-01-21,0.0
2020-01-22,-2.6316
2020-01-23,-0.9009
2020-01-24,-10.9091
2020-01-27,-2.0408
2020-01-28,20.8333
2020-01-29,3.3448
2020-01-30,-1.5682
2020-01-31,1.5932
2020-02-03,-4.9049
2020-02-04,0.0
2020-02-05,-5.2632
2020-02-06,1.8519
2020-02-07,-9.0909
2020-02-10,5.6
2020-02-11,-5.3208
2020-02-12,2.0192
2020-02-13,-0.7843
2020-02-14,12.6482
2020-02-18,0.0
2020-02-19,-1.7544
2020-02-20,1.7856999999999998
2020-02-21,-10.526299999999999
2020-02-24,-3.9215999999999998
2020-02-25,-6.1224
2020-02-26,0.0
2020-02-27,6.5435
2020-02-28,40.542699999999996
2020-03-02,11.7886
2020-03-03,-2.5974
2020-03-04,9.3333
2020-03-05,-2.561
2020-03-06,4.5056
2020-03-09,5.3892
2020-03-10,9.0909
2020-03-11,-1.0417
2020-03-12,5.2632
2020-03-13,2.0
2020-03-16,-16.6667
2020-03-17,16.6
2020-03-18,-7.3454
2020-03-19,8.8969
2020-03-20,-6.47
2020-03-23,3.6993
2020-03-24,6.1965
2020-03-25,-0.9709
2020-03-26,-2.1569
2020-03-27,6.2124
2020-03-30,-0.9434
2020-03-31,-0.9524
2020-04-01,2.8846
2020-04-02,0.9346
2020-04-03,10.1852
2020-04-06,-4.2017
2020-04-07,-0.8772
2020-04-08,0.0
2020-04-09,-3.5398
2020-04-13,-8.2569
2020-04-14,2.0
2020-04-15,-6.8627
2020-04-16,2.1053
2020-04-17,10.3093
2020-04-20,-7.486
2020-04-21,0.0101
2020-04-22,0.0
2020-04-23,-4.0404
2020-04-24,-0.2105
2020-04-27,-2.0042
2020-04-28,-1.5070000000000001
2020-04-29,-0.5464
2020-04-30,1.0989
2020-05-01,-0.6087
2020-05-04,0.6124
2020-05-05,-4.3478
2020-05-06,0.0
2020-05-07,-2.2273
2020-05-08,6.927
2020-05-11,-8.0435
2020-05-12,0.4846
2020-05-13,-5.8934
2020-05-14,8.2375
2020-05-15,0.3118
2020-05-18,6.5853
2020-05-19,-2.7868
2020-05-20,3.3333
2020-05-21,-3.2258
2020-05-22,6.6667
2020-05-26,-2.0833
2020-05-27,8.5106
2020-05-28,-0.9804
2020-05-29,5.9406
2020-06-01,5.6075
2020-06-02,0.885
2020-06-03,-2.6316
2020-06-04,0.0
2020-06-05,3.6036
2020-06-08,1.7391
2020-06-09,6.8376
2020-06-10,-4.0
2020-06-11,-2.5
2020-06-12,1.7094
2020-06-15,-3.3613
2020-06-16,7.8261
2020-06-17,3.2258
2020-06-18,-11.7266
2020-06-19,6.2041
2020-06-22,2.5
2020-06-23,0.813
2020-06-24,-4.0323
2020-06-25,0.8403
2020-06-26,-5.8333
2020-06-29,0.885
2020-06-30,3.5088
2020-07-01,0.8475
2020-07-02,14.2857
2020-07-06,27.9412
2020-07-07,-24.7126
2020-07-08,5.3435
2020-07-09,-2.8986
2020-07-10,1.4925
2020-07-13,-4.4118
2020-07-14,2.3077
2020-07-15,6.7669
2020-07-16,4.2254
2020-07-17,1.3580999999999999
2020-07-20,-0.6733
2020-07-21,0.6711
2020-07-22,0.0
2020-07-23,1.3333
2020-07-24,-9.8684
2020-07-27,-2.1898
2020-07-28,2.2388
2020-07-29,-3.2847
2020-07-30,-6.4151
2020-07-31,10.4839
