ticker,CSPR US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2020-02-06,12.5
2020-02-07,-18.1481
2020-02-10,-9.5928
2020-02-11,-0.7007
2020-02-12,4.7379
2020-02-13,2.4062
2020-02-14,-3.5714
2020-02-18,-1.3645
2020-02-19,-0.5929
2020-02-20,4.9702
2020-02-21,-1.6098
2020-02-24,-2.7911
2020-02-25,-3.9604
2020-02-26,-0.2062
2020-02-27,-6.6116
2020-02-28,-0.2212
2020-03-02,0.2217
2020-03-03,0.2212
2020-03-04,2.8698
2020-03-05,-5.9013
2020-03-06,-8.2098
2020-03-09,-20.3727
2020-03-10,-1.092
2020-03-11,-7.7287
2020-03-12,-12.9915
2020-03-13,13.7525
2020-03-16,-19.8618
2020-03-17,-4.0948
2020-03-18,-21.3483
2020-03-19,3.7143
2020-03-20,-12.3967
2020-03-23,9.434
2020-03-24,8.3333
2020-03-25,3.9788
2020-03-26,19.6429
2020-03-27,-14.7122
2020-03-30,4.25
2020-03-31,2.8777
2020-04-01,-6.0606
2020-04-02,-1.9851
2020-04-03,2.2785
2020-04-06,8.9109
2020-04-07,4.3182
2020-04-08,8.061
2020-04-09,6.25
2020-04-13,-0.5693
2020-04-14,5.1527
2020-04-15,2.3593
2020-04-16,34.2199
2020-04-17,-15.3236
2020-04-20,-11.0764
2020-04-21,3.6842
2020-04-22,7.2758
2020-04-23,-0.6309
2020-04-24,5.7143
2020-04-27,20.1201
2020-04-28,0.75
2020-04-29,-8.5608
2020-04-30,-5.6988
2020-05-01,-9.9281
2020-05-04,2.5559
2020-05-05,-0.9346
2020-05-06,-0.4717
2020-05-07,2.3697
2020-05-08,10.6481
2020-05-11,10.1813
2020-05-12,-19.3671
2020-05-13,5.3375
2020-05-14,-5.6632
2020-05-15,3.9494
2020-05-18,0.304
2020-05-19,-1.5152
2020-05-20,2.3077
2020-05-21,3.7594
2020-05-22,-0.5797
2020-05-26,5.6851
2020-05-27,-0.5517
2020-05-28,-4.1609
2020-05-29,2.1708
2020-06-01,2.8329
2020-06-02,2.3416
2020-06-03,11.3055
2020-06-04,-1.0883
2020-06-05,10.0244
2020-06-08,7.4444
2020-06-09,-10.4447
2020-06-10,-5.0808
2020-06-11,-8.6375
2020-06-12,8.3888
2020-06-15,6.1425
2020-06-16,0.1157
2020-06-17,8.9017
2020-06-18,-2.3355
2020-06-19,-4.5652
2020-06-22,2.2779
2020-06-23,-0.7795
2020-06-24,0.1122
2020-06-25,-1.7936999999999999
2020-06-26,-2.968
2020-06-29,3.7647
2020-06-30,1.7006999999999999
2020-07-01,1.2263
2020-07-02,-3.304
2020-07-06,0.4556
2020-07-07,-2.8345000000000002
2020-07-08,0.8168
2020-07-09,-4.8611
2020-07-10,-0.6083
2020-07-13,-8.6903
2020-07-14,3.2172
2020-07-15,5.3247
2020-07-16,-2.4661
2020-07-17,-0.7585
2020-07-20,-1.0191
2020-07-21,-1.5444
2020-07-22,1.9607999999999999
2020-07-23,-4.4872
2020-07-24,-1.2081
2020-07-27,8.9674
2020-07-28,7.606
2020-07-29,4.2874
2020-07-30,3.0
2020-07-31,-0.4315
