ticker,CVLG US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,-3.5971
2000-01-04,-2.2388
2000-01-05,-3.8167999999999997
2000-01-06,0.0
2000-01-07,-0.5952
2000-01-10,-4.1916
2000-01-11,3.3333
2000-01-12,0.4032
2000-01-13,3.6145
2000-01-14,-3.1008
2000-01-18,3.2
2000-01-19,6.9767
2000-01-20,4.3478
2000-01-21,-2.7778
2000-01-24,-2.1429
2000-01-25,-4.7445
2000-01-26,-5.7471
2000-01-27,-2.439
2000-01-28,-5.4167
2000-01-31,-5.7269
2000-02-01,-4.2056000000000004
2000-02-02,-0.4878
2000-02-03,3.9215999999999998
2000-02-04,7.5472
2000-02-07,4.386
2000-02-08,0.8403
2000-02-09,-4.1667
2000-02-10,-9.5652
2000-02-11,0.9615
2000-02-14,-3.8095
2000-02-15,-9.901
2000-02-16,-2.1978
2000-02-17,-1.1236
2000-02-18,-3.4091
2000-02-22,-1.7647
2000-02-23,2.9939999999999998
2000-02-24,-2.3256
2000-02-25,8.9286
2000-02-28,-0.5464
2000-02-29,1.0989
2000-03-01,-2.1739
2000-03-02,-4.4444
2000-03-03,4.6512
2000-03-06,-0.5556
2000-03-07,-0.5587
2000-03-08,-1.1236
2000-03-09,-0.5682
2000-03-10,-1.7143000000000002
2000-03-13,2.907
2000-03-14,7.9096
2000-03-15,25.1309
2000-03-16,-3.3473
2000-03-17,1.7316
2000-03-20,-0.4255
2000-03-21,0.0
2000-03-22,2.5641
2000-03-23,4.1667
2000-03-24,-2.4
2000-03-27,2.8689
2000-03-28,0.0
2000-03-29,-0.2988
2000-03-30,1.8981
2000-03-31,-0.3922
2000-04-03,-9.4488
2000-04-04,2.1739
2000-04-05,0.4255
2000-04-06,1.6949
2000-04-07,-2.5
2000-04-10,-2.5641
2000-04-11,-1.7544
2000-04-12,-2.6786
2000-04-13,0.0
2000-04-14,-16.5138
2000-04-17,2.1978
2000-04-18,21.5054
2000-04-19,-1.7699
2000-04-20,-10.8108
2000-04-24,-4.0404
2000-04-25,0.5263
2000-04-26,0.5236
2000-04-27,2.0833
2000-04-28,7.6531
2000-05-01,2.3697
2000-05-02,-5.5556
2000-05-03,-2.451
2000-05-04,-4.5226
2000-05-05,1.5789
2000-05-08,8.8083
2000-05-09,-4.7619
2000-05-10,-1.0
2000-05-11,2.0202
2000-05-12,-1.4851
2000-05-15,-2.2613
2000-05-16,-0.6427
2000-05-17,0.9056
2000-05-18,-1.5385
2000-05-19,-1.5625
