ticker,BHDB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2003-02-11,3.0303
2003-02-18,1.4706000000000001
2003-06-11,-1.4493
2003-10-07,-0.7353
2003-10-15,0.0
2003-10-23,-2.2222
2004-01-15,3.0303
2004-02-27,-0.7353
2004-03-22,3.7037
2004-07-14,0.0
2004-07-21,4.2857
2004-09-28,16.0274
2004-09-29,6.2574
2004-10-11,-2.2222
2004-10-12,0.0
2004-11-09,6.8182
2004-11-12,1.0638
2004-11-15,0.0
2004-12-03,-4.2105
2004-12-06,0.0
2004-12-16,0.0
2004-12-21,-0.2747
2005-01-13,0.2755
2005-02-04,0.0
2005-02-15,1.6484
2005-02-16,1.0811
2005-02-17,-1.0695000000000001
2005-02-24,-0.5405
2005-02-25,1.087
2005-02-28,0.0
2005-03-18,5.914
2005-03-31,-4.5685
2005-04-27,3.7234
2005-04-28,0.0
2005-05-18,3.5897
2005-05-19,0.0
2005-05-26,-8.9109
2005-05-31,3.8043
2005-06-01,4.712
2005-06-06,1.0
2005-06-09,-5.9406
2005-06-14,5.2632
2005-09-21,2.01
2005-10-27,-0.0098
2005-10-28,-1.9607999999999999
2005-10-31,2.0
2005-11-16,-2.9412000000000003
2005-11-17,2.0202
2005-12-13,-2.4752
2005-12-15,2.7919
2006-01-18,-0.2469
2006-01-19,0.9901
2006-03-06,-1.9607999999999999
2006-03-07,2.0
2006-03-09,0.0
2006-07-11,-1.9607999999999999
2006-07-18,10.0
2006-07-19,-1.3636
2006-07-20,2.3041
2006-12-04,4.5045
2006-12-06,0.0
2006-12-26,6.0345
2006-12-27,3.252
2006-12-28,-3.1496
2007-01-10,1.626
2007-01-22,-2.4
2007-01-25,2.459
2007-02-06,-0.56
2007-02-07,5.3902
2007-03-13,-4.5802
2007-03-19,1.6
2007-03-20,2.3622
2007-03-21,2.3077
2007-04-13,-5.9774
2007-04-27,0.7597
2007-05-04,0.7937
2007-05-07,4.9213000000000005
2007-05-09,-2.439
2007-06-18,-2.3077
2007-07-23,1.5748
2007-09-10,-1.5504
2007-09-17,3.1496
2007-09-18,4.9618
2007-11-02,-7.6364
2007-12-14,4.7244
2008-03-20,-11.2782
2008-03-25,5.9322
2008-03-27,-0.8
2008-04-01,0.0
2008-04-11,-0.4032
2008-04-23,0.4049
2008-04-24,0.0
2008-05-07,-2.2419000000000002
2008-08-26,-4.7187
2008-11-11,-6.4935
2009-04-21,-16.6667
2009-05-18,0.0
2009-09-18,-11.1111
2009-09-25,0.0
2009-10-05,-17.5
