ticker,HMTV US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-09-30,0.0
2011-10-03,0.0
2011-10-17,0.2105
2011-10-28,0.8403
2011-12-16,0.0
2011-12-20,-0.2083
2011-12-21,0.0
2011-12-22,0.0
2011-12-23,0.0
2011-12-29,0.2088
2012-01-13,1.6667
2012-02-01,-0.1025
2012-03-26,0.0
2012-03-29,0.6154
2012-05-31,-0.2039
2012-06-05,-0.1021
2012-06-07,-0.1022
2012-06-11,-0.2047
2012-06-12,0.0
2012-06-15,0.1026
2012-08-07,0.3074
2012-08-27,0.5107
2012-09-06,0.5081
2012-09-25,0.1011
2012-09-27,0.0
2012-10-10,2.5253
2012-12-04,-2.1675
2012-12-12,-0.1007
2013-01-22,0.7056
2013-01-28,1.1011
2013-01-29,0.0
2013-01-31,-0.9901
2013-02-04,0.5
2013-02-07,-0.0995
2013-02-08,0.0
2013-02-11,-0.1992
2013-02-12,0.5988
2013-02-13,0.1984
2013-02-14,0.495
2013-02-15,0.2956
2013-02-21,0.0
2013-02-22,-0.4912
2013-02-26,0.4936
2013-03-01,-0.4912
2013-03-05,0.0
2013-03-06,0.4936
2013-03-07,0.1965
2013-03-08,0.0
2013-03-11,0.4902
2013-03-12,0.0
2013-03-13,0.0
2013-03-14,-0.9756
2013-03-15,0.3941
2013-03-18,1.0795
2013-03-19,0.9709
2013-03-20,0.0
2013-03-21,-1.4423
2013-03-22,0.9756
2013-03-25,0.0
2013-03-26,0.0
2013-03-27,0.0
2013-03-28,-0.4831
2013-04-01,-1.9417
2013-04-02,0.9901
2013-04-03,0.0
2013-04-04,0.4902
2013-04-05,-0.1951
2013-04-08,-0.2933
2013-04-09,0.0
2013-04-10,0.4902
2013-04-11,0.0
2013-04-12,1.4634
2013-04-17,-1.9231
2013-04-18,1.4706000000000001
2013-04-22,1.4493
2013-04-23,7.1429
2013-04-24,8.6667
2013-04-25,4.0491
2013-04-26,2.2013
2013-04-29,1.0769
2013-04-30,2.7397
2013-05-01,2.2222
2013-05-02,2.5362
2013-05-03,-1.2014
2013-05-06,0.0
2013-05-07,2.2175
2013-05-08,-0.14
2013-05-09,0.2803
2013-05-10,-0.7687
2013-05-13,1.4085
2013-05-14,0.6944
2013-05-15,5.4483
2013-05-16,-1.8967
2013-05-17,-4.2
2013-05-20,0.9047
2013-05-21,0.0
2013-05-22,-0.069
2013-05-23,-2.1394
2013-05-24,2.4683
2013-05-28,0.0
2013-05-29,-0.8947
2013-05-30,-0.7639
2013-05-31,-0.5598
