ticker,ECCE US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2006-01-18,3400.0
2006-01-19,14.2857
2006-01-20,25.0
2006-01-23,-10.0
2006-01-24,11.1111
2006-02-17,-70.0
2006-02-22,216.6667
2006-02-23,0.0
2006-02-28,-5.2632
2006-03-01,0.0
2006-03-15,-11.1111
2006-03-21,-25.0
2006-03-23,25.0
2006-04-05,-60.0
2006-05-18,83.3333
2006-06-05,-81.8182
2006-06-06,-80.0
2006-07-19,2650.0
2006-07-20,12.7273
2006-07-21,-11.2903
2006-07-24,-9.0909
2006-07-25,0.0
2006-07-31,0.0
2006-08-02,50.0
2006-08-30,-16.8
2006-10-03,-42.3077
2006-10-04,-8.3333
2006-10-09,-81.8182
2006-10-25,900.0
2006-11-10,2.0
2006-12-20,-6.8627
2006-12-21,0.0
2007-01-11,0.0
2007-01-25,-89.4737
2007-01-30,900.0
2007-01-31,-15.0
2007-02-02,17.647100000000002
2007-03-05,-85.0
2007-03-23,100.0
2007-03-26,233.3333
2007-03-27,0.0
2007-03-28,0.0
2007-04-05,-85.0
2007-05-15,233.3333
2007-05-23,-26.0
2007-05-25,-18.9189
2007-06-08,0.0
2007-07-10,-13.3333
2007-08-17,23.0769
2007-08-20,0.0
2007-08-22,40.625
2007-08-28,-33.3333
2007-09-06,0.0
2007-10-02,-3.3333
2007-10-03,93.1034
2007-10-05,141.0714
2007-10-08,14.8148
2007-10-09,1.9355
2007-10-10,-8.2278
2007-10-11,-30.3448
2007-10-12,3.9604
2007-10-15,23.8095
2007-10-16,-7.6923
2007-10-17,-33.3333
2007-10-18,37.5
2007-10-19,0.0
2007-10-23,0.0
2007-10-29,0.0
2007-10-30,18.1818
2007-10-31,-11.538499999999999
2007-11-01,-4.3478
2007-11-07,0.0
2007-11-12,0.0
2007-11-13,-8.1818
2007-11-16,-35.6436
2007-12-03,70.7692
2007-12-04,17.1171
2007-12-06,-15.3846
2007-12-11,-54.5455
2007-12-13,0.0
2007-12-14,-10.0
2007-12-17,0.0
2007-12-24,13.3333
2007-12-28,-1.9607999999999999
2008-01-11,-20.0
2008-01-15,0.0
2008-01-16,-20.0
2008-01-17,-6.25
2008-01-18,-16.6667
2008-01-25,40.0
2008-01-28,57.1429
2008-01-29,18.1818
2008-01-30,-38.4615
2008-01-31,87.5
2008-02-01,-4.0
2008-02-04,36.1111
2008-02-05,-3.0612
2008-02-06,0.0
2008-02-14,0.2105
2008-02-20,-5.4622
2008-02-21,-55.5556
2008-02-26,30.0
