ticker,CDNN US Equity
2013-07-26,15.288499999999999
2013-08-01,-33.3611
2013-08-05,10.0125
2013-08-06,200.2275
2013-08-07,-69.6855
2013-08-08,-0.125
2013-08-09,0.0
2013-08-12,0.0
2013-08-13,0.0
2013-08-14,0.0
2013-08-15,0.1252
2013-08-16,0.0
2013-08-19,0.0
2013-08-20,-20.0
2013-08-21,26.25
2013-08-22,-0.9901
2013-08-26,-10.0
2013-08-27,-5.5556
2013-08-28,5.8824
2013-08-29,-22.2222
2013-08-30,-14.2857
2013-09-03,16.6667
2013-09-04,0.0
2013-09-05,-14.2857
2013-09-09,0.0
2013-09-10,-20.0
2013-09-11,0.0
2013-09-12,4.1667
2013-09-13,0.0
2013-09-16,0.0
2013-09-17,0.0
2013-09-18,-2.0
2013-09-19,0.0
2013-09-25,0.0
2013-09-27,0.0
2013-10-01,0.0
2013-10-02,-8.1633
2013-10-04,0.0
2013-10-07,0.0
2013-10-08,0.0
2013-10-10,0.0
2013-10-11,0.0
2013-10-14,0.0
2013-10-15,0.0
2013-10-17,122.2222
2013-10-18,-30.0
2013-10-21,0.0
2013-10-22,0.0
2013-10-28,0.0
2013-10-30,0.0
2013-10-31,0.0
2013-11-07,0.0
2013-11-08,-14.2857
2013-11-12,-16.6667
2013-11-13,0.0
2013-11-14,0.0
2013-11-15,50.0
2013-11-18,6.6667
2013-11-19,0.0
2013-11-20,0.0
2013-11-25,-1.25
2013-11-26,0.0
2013-11-27,0.0
2013-12-02,-1.2658
2013-12-03,0.0
2013-12-04,0.0
2013-12-06,0.0
2013-12-09,-3.8462
2013-12-11,0.0
2013-12-12,0.0
2013-12-13,-6.6667
2013-12-16,0.0
2013-12-17,0.0
2013-12-18,0.0
2013-12-19,0.0
2013-12-20,42.8571
2013-12-23,0.0
2013-12-26,0.0
2013-12-27,0.0
2013-12-30,-10.0
2013-12-31,0.0
2014-01-03,0.0
2014-01-06,-0.1389
2014-01-07,0.1391
2014-01-09,0.0
2014-01-10,0.0
2014-01-13,0.0
2014-01-14,-11.1111
2014-01-15,0.0
2014-01-16,-0.1563
2014-01-24,-1.3302
2014-01-27,0.0
2014-01-31,-17.5258
2014-02-03,21.25
2014-02-05,-11.1816
2014-02-06,-11.25
2014-02-07,-3.4205
2014-02-11,-0.2083
2014-02-13,7.4113
2014-02-18,7.483
2014-02-21,-0.7233
2014-03-04,-0.9107
2014-03-05,0.0
2014-03-06,0.0
2014-03-11,-17.647100000000002
2014-03-12,-0.2232
2014-03-13,0.0
2014-03-14,21.7002
2014-03-17,-11.7647
2014-03-26,-33.3333
2014-03-27,49.5312
2014-04-01,-24.7649
2014-04-02,-8.8889
2014-04-03,21.9512
2014-04-04,0.0
2014-04-07,-20.0
2014-04-08,12.5
2014-04-14,-11.3889
2014-04-15,45.1411
2014-04-30,-26.5659
2014-05-01,27.0588
2014-05-02,0.2315
2014-05-05,0.0
2014-05-06,0.0
2014-05-20,-17.0901
2014-05-21,11.4206
2014-05-22,-19.0
2014-05-23,23.4568
2014-05-27,0.0
2014-05-28,36.0
2014-05-29,-26.4706
2014-05-30,9.0
2014-06-02,-15.2523
2014-06-03,-21.3802
2014-06-04,10.1549
2014-06-05,-9.2188
2014-06-06,12.9088
2014-06-09,0.0
2014-06-10,-9.7561
2014-06-11,-4.8986
2014-06-12,-0.1776
2014-06-13,6.7616
2014-06-16,-1.3333
2014-06-18,-1.3514
2014-06-19,-12.8425
2014-06-23,-2.1611
2014-06-24,0.0
2014-06-27,26.9076
2014-07-02,-16.1392
2014-07-07,14.3396
2014-07-08,12.2112
2014-07-14,-5.8824
2014-07-15,-12.5
2014-07-17,3.2143
2014-07-25,20.7612
2014-07-30,0.5731
2014-08-04,-17.6638
2014-08-13,-19.7232
2014-08-18,0.0
2014-08-25,-3.4483
2014-08-26,3.5714
2014-08-27,-13.7931
2014-09-08,15.5
2014-09-15,-13.4199
2014-09-18,0.0
2014-09-26,4.0
2014-09-29,14.9038
2014-10-03,-12.5523
2014-10-07,-0.4785
2014-10-08,-3.8462
2014-10-09,59.5
2014-10-10,-24.7649
2014-10-21,-16.6667
2014-10-28,-0.5
2014-11-07,-19.598
2014-11-11,0.0
2014-11-21,-12.5
2014-12-09,15.0
2014-12-16,36.646
2014-12-23,-36.3636
2014-12-26,0.0
2014-12-31,-31.4286
2015-01-20,0.0
2015-02-17,1.0417
2015-02-20,-1.0309
2015-03-11,2.6042
2015-03-13,-2.5381
2015-03-31,0.0
2015-05-11,0.0
2015-06-30,0.0
2015-07-08,0.0
2015-07-24,-75.0
2015-08-04,366.6667
2015-08-07,0.0
2015-08-10,-46.4286
2015-10-26,0.0
2015-11-24,0.0
2015-12-18,-60.0
2016-01-06,-16.6667
2016-01-08,0.0
2016-02-03,-47.5
2016-04-05,52.381
2016-04-07,0.0
2016-04-27,50.0
2016-08-10,33.3333
2016-09-02,-25.0
2016-09-21,0.0
2016-11-28,0.0
2016-12-29,0.0
2017-01-13,-45.8333
2017-02-16,0.0
2017-03-06,515.3846
2017-03-09,0.0
2017-03-15,-83.75
2017-03-21,0.0
2017-05-03,515.3846
2017-05-08,0.0
2017-05-09,0.0
2017-05-26,-20.0
2017-06-01,-60.1563
2017-06-26,-5.8824
2017-07-26,566.6667
2017-08-15,0.0
2017-08-22,-92.0
2017-10-09,525.0
2017-10-13,-50.0
2017-11-03,-20.0
2017-11-07,0.0
2018-01-05,0.0
2018-01-12,75.0
2018-02-05,28.5714
2018-02-20,0.0
2018-03-12,0.0
2018-04-18,-55.5556
2018-04-19,0.0
2018-04-25,-50.0
2018-06-04,0.0
2018-06-05,99.0
2018-06-07,-2.0101
2018-06-12,-48.7179
2018-06-14,95.0
2018-08-13,0.0
2018-08-27,-48.7179
2018-09-20,0.0
2018-09-27,-4.0
2018-10-02,4.1667
2018-10-04,-20.0
2018-10-11,-25.0
2018-10-16,66.6667
2018-11-06,-15.0
2018-11-16,0.0
2018-12-12,17.647100000000002
2018-12-20,0.0
2018-12-31,-5.0
2019-02-14,161.5789
2019-02-15,0.6036
2019-02-21,-40.0
2019-02-26,33.3333
2019-03-05,50.0
2019-03-11,0.0
2019-03-22,-16.6667
2019-04-25,-20.0
2019-04-26,25.0
2019-04-29,-20.0
2019-05-14,0.0
2019-05-21,25.0
2019-07-30,-20.0
2019-08-22,0.0
2019-10-14,0.0
2019-10-16,0.0
2019-10-18,0.0
2019-10-28,-42.5
2019-10-29,1204.3478
2019-10-30,0.0
2019-10-31,-75.0
2019-11-01,-33.3333
2019-11-15,0.0
2019-11-26,75.0
2019-12-03,-42.8571
2019-12-17,14.4
2019-12-18,-42.3077
2019-12-23,193.9394
2019-12-30,-8.2474
2020-01-07,-61.7978
2020-01-14,135.2941
2020-01-23,-57.5
2020-02-06,0.0
2020-02-14,0.0
2020-02-27,0.0
2020-04-02,2.9412000000000003
2020-04-07,2.8571
2020-04-27,0.0
2020-04-28,-2.7778
2020-05-01,0.0
2020-05-18,114.2857
2020-05-22,4.0
2020-05-27,-55.1282
2020-06-24,51.4286
2020-06-30,-16.9811
2020-07-10,-18.1818
2020-07-20,0.0
2020-07-21,0.0
2020-07-23,0.0
