ticker,CDNN US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2012-05-30,0.0
2012-07-17,-66.6667
2012-11-27,0.0
2012-11-29,-16.6667
2012-11-30,0.0
2012-12-03,-4.8
2012-12-04,-2.521
2012-12-05,3.4483
2012-12-07,-14.1667
2012-12-11,-0.9709
2012-12-12,-0.9804
2012-12-14,-1.9802
2012-12-19,-4.0404
2013-01-15,-5.2632
2013-01-16,0.0
2013-01-22,-15.5556
2013-01-24,0.0
2013-01-31,-2.6316
2013-02-07,-5.4054
2013-02-13,-11.4286
2013-02-14,0.0
2013-02-15,11.2903
2013-02-19,-23.1884
2013-02-20,5.6604
2013-02-21,-1.7856999999999998
2013-02-22,14.5455
2013-02-25,1.5873
2013-02-27,-20.3125
2013-02-28,23.5294
2013-03-01,-15.873
2013-03-04,-5.6604
2013-03-05,6.0
2013-03-18,7.5472
2013-03-20,0.0
2013-03-27,-1.7544
2013-03-28,-3.5714
2013-04-01,1.8519
2013-04-02,-5.4545
2013-04-03,0.0
2013-04-04,-2.8846
2013-04-05,2.9703
2013-04-08,1.9231
2013-04-09,0.0
2013-04-10,-3.7736
2013-04-11,0.9804
2013-04-12,0.0
2013-04-15,-10.6796
2013-04-16,0.0
2013-04-17,8.6957
2013-04-18,-14.0
2013-04-19,11.6279
2013-04-22,-8.3333
2013-04-24,4.5455
2013-04-25,-23.913
2013-04-26,0.0
2013-04-29,0.0
2013-04-30,0.0
2013-05-01,0.0
2013-05-06,0.0
2013-05-07,0.0
2013-05-08,0.0
2013-05-09,0.0
2013-05-13,-20.0
2013-05-14,25.0
2013-05-15,-5.7143
2013-05-20,0.0
2013-05-21,-3.0303
2013-05-22,-3.125
2013-05-24,-22.5806
2013-05-28,4.1667
2013-05-29,-0.05
2013-05-30,-8.004
2013-06-03,43.5019
2013-06-04,-24.2516
2013-06-05,32.016
2013-06-06,-0.0189
2013-06-10,-3.032
2013-06-13,-0.0391
2013-06-14,-12.4536
2013-06-17,10.7191
2013-06-18,0.0
2013-06-19,-22.5494
2013-06-20,-0.0781
2013-06-21,-16.6015
2013-06-24,-12.5
2013-06-26,2.7857
2013-06-27,16.6782
2013-06-28,-4.7052
2013-07-01,-5.0625
2013-07-05,-0.0329
2013-07-09,-5.6964
2013-07-10,-0.0698
2013-07-11,0.0
2013-07-12,-0.0349
2013-07-15,-16.1832
2013-07-16,-3.2527
2013-07-17,0.0
2013-07-18,3.3621
2013-07-22,-0.0417
2013-07-23,0.0
2013-07-24,-13.2249
