ticker,SIBN US Equity
2019-03-11,1.1702
2019-03-12,-0.1577
2019-03-13,-5.2133
2019-03-14,0.6111
2019-03-15,2.6505
2019-03-18,1.5062
2019-03-19,0.424
2019-03-20,0.3166
2019-03-21,-1.7885
2019-03-22,-3.1601
2019-03-25,3.5398
2019-03-26,-0.9615
2019-03-27,-1.8878
2019-03-28,0.8246
2019-03-29,2.7263
2019-04-01,0.3715
2019-04-02,-0.2644
2019-04-03,-0.2651
2019-04-04,-3.3493
2019-04-05,-1.8152
2019-04-08,-1.2885
2019-04-09,-0.1135
2019-04-10,0.1705
2019-04-11,-0.7374
2019-04-12,-2.6286
2019-04-15,-1.1737
2019-04-16,-1.4252
2019-04-17,-4.1566
2019-04-18,-4.9026
2019-04-22,6.6754999999999995
2019-04-23,2.2923999999999998
2019-04-24,-1.2114
2019-04-25,0.5518
2019-04-26,3.4146
2019-04-29,1.2972000000000001
2019-04-30,-1.0477
2019-05-01,-1.4706000000000001
2019-05-02,1.194
2019-05-03,2.5369
2019-05-06,-1.8412
2019-05-07,3.2239
2019-05-08,1.3913
2019-05-09,-5.2366
2019-05-10,-2.7778
2019-05-13,-1.6413
2019-05-14,1.3597000000000001
2019-05-15,-1.9512
2019-05-16,-0.8706
2019-05-17,-0.0627
2019-05-20,1.5694
2019-05-21,0.6799
2019-05-22,0.4297
2019-05-23,0.6112
2019-05-24,-3.2199
2019-05-28,0.8161
2019-05-29,1.1831
2019-05-30,-0.3077
2019-05-31,3.642
2019-06-03,3.2758
2019-06-04,0.0
2019-06-05,-0.0577
2019-06-06,-1.2695
2019-06-07,1.4027
2019-06-10,1.9597
2019-06-11,-1.4698
2019-06-12,0.4016
2019-06-13,1.2570999999999999
2019-06-14,-1.4673
2019-06-17,0.6873
2019-06-18,0.2844
2019-06-19,2.0987
2019-06-20,0.9444
2019-06-21,-2.4215999999999998
2019-06-24,-0.1128
2019-06-25,1.5246
2019-06-26,0.1112
2019-06-27,5.2222
2019-06-28,7.3918
2019-07-01,-0.3933
2019-07-02,-2.616
2019-07-03,-2.6863
2019-07-05,-0.4167
2019-07-08,0.1569
2019-07-09,1.671
2019-07-10,2.3626
2019-07-11,-1.4049
2019-07-12,0.7634
2019-07-15,-0.6061
2019-07-16,0.9654
2019-07-17,1.0569
2019-07-18,0.498
2019-07-19,-2.2298999999999998
2019-07-22,-3.9534000000000002
2019-07-23,-0.8971
2019-07-24,3.9404
2019-07-25,-0.7172
2019-07-26,0.1032
2019-07-29,-3.866
2019-07-30,-1.126
2019-07-31,-2.4946
2019-08-01,-0.3337
2019-08-02,-1.2277
2019-08-05,-3.1073
2019-08-06,0.0
2019-08-07,6.7638
2019-08-08,5.5161
2019-08-09,-1.7081
2019-08-12,-0.6319
2019-08-13,-1.1659
2019-08-14,-1.126
2019-08-15,0.9761
2019-08-16,5.0483
2019-08-19,1.4826
2019-08-20,-0.4534
2019-08-21,1.3664
2019-08-22,-1.3479999999999999
2019-08-23,-4.6053
2019-08-26,1.8568
2019-08-27,0.0
2019-08-28,0.1042
2019-08-29,1.0926
2019-08-30,0.0515
2019-09-03,-2.0576
2019-09-04,-0.4202
2019-09-05,0.6857
2019-09-06,-0.3143
2019-09-09,-0.9984
2019-09-10,2.0701
2019-09-11,0.416
2019-09-12,1.2429000000000001
2019-09-13,-3.3247999999999998
2019-09-16,1.746
2019-09-17,1.6120999999999999
2019-09-18,1.3306
2019-09-19,0.404
2019-09-20,1.006
2019-09-23,-0.5976
2019-09-24,-3.3567
2019-09-25,1.8144
2019-09-26,-5.0916
2019-09-27,-4.1309
2019-09-30,-1.1192
2019-10-01,-1.4714
2019-10-02,-1.8955
2019-10-03,-0.5269
2019-10-04,0.6474
2019-10-07,0.0585
2019-10-08,-2.8638
2019-10-09,-0.4212
2019-10-10,-0.423
2019-10-11,2.6699
2019-10-14,-4.4917
2019-10-15,0.1856
2019-10-16,-2.7177
2019-10-17,0.1905
2019-10-18,-0.3169
2019-10-21,1.9072
2019-10-22,1.4348
2019-10-23,0.1845
2019-10-24,0.0614
2019-10-25,1.1656
2019-10-28,1.8193000000000001
2019-10-29,-1.7271999999999998
2019-10-30,0.1212
2019-10-31,0.7869
2019-11-01,-0.4204
2019-11-04,12.7865
2019-11-05,4.0107
2019-11-06,-4.1131
2019-11-07,-1.126
2019-11-08,0.3796
2019-11-11,-0.4322
2019-11-12,-4.0152
2019-11-13,1.3002
2019-11-14,-1.9531
2019-11-15,0.5692
2019-11-18,-0.7357
2019-11-19,-0.4561
2019-11-20,-0.8018
2019-11-21,0.5774
2019-11-22,-0.3444
2019-11-25,2.2465
2019-11-26,-0.8451
2019-11-27,0.7386
2019-11-29,0.3384
2019-12-02,-0.6183
2019-12-03,-2.0928
2019-12-04,2.7152
2019-12-05,2.3622
2019-12-06,0.7143
2019-12-09,-0.2182
2019-12-10,0.4374
2019-12-11,0.1633
2019-12-12,3.5869999999999997
2019-12-13,3.3578
2019-12-16,1.5735999999999999
2019-12-17,-0.9995
2019-12-18,0.5048
2019-12-19,1.6575
2019-12-20,0.0494
2019-12-23,2.9135999999999997
2019-12-24,1.3916
2019-12-26,3.2182
2019-12-27,-3.1178
2019-12-30,0.3786
2019-12-31,1.3673
2020-01-02,-0.3721
2020-01-03,-1.0271
2020-01-06,-0.0472
2020-01-07,1.4158
2020-01-08,-0.2792
2020-01-09,2.3798
2020-01-10,-2.0966
2020-01-13,2.3743
2020-01-14,-2.4102
2020-01-15,-0.9786
2020-01-16,2.7765
2020-01-17,-0.3663
2020-01-21,0.6893
2020-01-22,0.5933
2020-01-23,-2.3593
2020-01-24,1.6263999999999998
2020-01-27,2.7892
2020-01-28,0.8452
2020-01-29,-0.7499
2020-01-30,0.1333
2020-01-31,-6.3027
2020-02-03,-0.379
2020-02-04,3.0908
2020-02-05,0.5996
2020-02-06,-3.7138999999999998
2020-02-07,0.619
2020-02-10,0.142
2020-02-11,-0.3781
2020-02-12,-0.3795
2020-02-13,-1.9524
2020-02-14,0.0971
2020-02-18,-0.097
2020-02-19,1.4085
2020-02-20,-3.2567
2020-02-21,-1.1881
2020-02-24,-4.2585
2020-02-25,2.1455
2020-02-26,-2.5102
2020-02-27,1.5239
2020-02-28,-0.0518
2020-03-02,1.3982
2020-03-03,-3.524
2020-03-04,1.7469999999999999
2020-03-05,-1.4567999999999999
2020-03-06,-5.3854
2020-03-09,-13.6161
2020-03-10,2.0026
2020-03-11,-2.9132
2020-03-12,-9.1324
2020-03-13,0.7897
2020-03-16,-14.886
2020-03-17,-10.8787
2020-03-18,-21.502299999999998
2020-03-19,3.11
2020-03-20,-1.0441
2020-03-23,14.5369
2020-03-24,-1.74
2020-03-25,-0.2083
2020-03-26,14.8225
2020-03-27,3.1818
2020-03-30,8.8106
2020-03-31,-3.2389
2020-04-01,-7.5314
2020-04-02,-0.724
2020-04-03,-3.7375
2020-04-06,4.9242
2020-04-07,2.5271
2020-04-08,12.2359
2020-04-09,6.8235
2020-04-13,-7.489
2020-04-14,7.1429
2020-04-15,-2.2963
2020-04-16,-4.3215
2020-04-17,10.5388
2020-04-20,-3.0108
2020-04-21,1.4782
2020-04-22,1.0197
2020-04-23,8.1471
2020-04-24,1.2
2020-04-27,2.7668
2020-04-28,-0.641
2020-04-29,8.0645
2020-04-30,-3.4627
2020-05-01,-3.4013999999999998
2020-05-04,0.3201
2020-05-05,8.679
2020-05-06,-4.2866
2020-05-07,5.8896
2020-05-08,1.2746
2020-05-11,-3.3753
2020-05-12,-7.2824
2020-05-13,-1.8519
2020-05-14,0.3253
2020-05-15,1.2322
2020-05-18,11.0826
2020-05-19,-3.9792
2020-05-20,5.5856
2020-05-21,-2.9579
2020-05-22,0.5862
2020-05-26,4.0793
2020-05-27,0.8959
2020-05-28,-4.273
2020-05-29,1.3913
2020-06-01,5.546
2020-06-02,-0.4334
2020-06-03,-1.1425
2020-06-04,-1.9813
2020-06-05,3.6496
2020-06-08,-1.1918
2020-06-09,-1.4254
2020-06-10,-2.6418
2020-06-11,-8.6547
2020-06-12,4.8155
2020-06-15,2.9833
2020-06-16,0.2897
2020-06-17,-1.7330999999999999
2020-06-18,-0.2939
2020-06-19,1.4741
2020-06-22,-1.2783
2020-06-23,1.4715
2020-06-24,-7.2506
2020-06-25,-2.1889
2020-06-26,-5.5626999999999995
2020-06-29,5.281
2020-06-30,2.508
2020-07-01,2.0075
2020-07-02,-0.9225
2020-07-06,-1.3035
2020-07-07,-0.7547
2020-07-08,-0.1901
2020-07-09,-0.381
2020-07-10,-0.0637
2020-07-13,1.0204
2020-07-14,0.0631
2020-07-15,5.1735
2020-07-16,-1.7397
2020-07-17,2.9304
2020-07-20,-3.9146
2020-07-21,1.9752999999999998
2020-07-22,-0.3027
2020-07-23,2.8537
2020-07-24,-2.1250999999999998
2020-07-27,1.4475
2020-07-28,-0.7134
2020-07-29,2.0958
2020-07-30,0.0
2020-07-31,0.2933
