ticker,NCBS US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2013-05-21,-0.0625
2013-05-23,0.0625
2013-05-24,0.0
2013-05-30,0.0
2013-06-03,-1.25
2013-06-04,1.2658
2013-06-07,3.125
2013-06-12,-3.0303
2013-06-13,0.0
2013-06-18,0.0
2013-06-20,9.375
2013-06-21,-5.7143
2013-06-27,0.0
2013-06-28,0.0
2013-07-03,0.0
2013-07-05,0.0
2013-07-08,0.0
2013-07-09,-4.4242
2013-07-10,0.9512
2013-07-12,1.4447
2013-07-15,2.1672
2013-07-17,-2.1212
2013-07-18,2.1672
2013-07-19,0.0
2013-07-22,-2.0606
2013-07-23,-0.8663
2013-07-25,-0.9988
2013-07-29,3.4048
2013-07-30,-2.439
2013-07-31,0.0
2013-08-01,1.5625
2013-08-02,0.9231
2013-08-05,-3.1707
2013-08-06,3.9043
2013-08-07,0.0
2013-08-08,0.0
2013-08-09,-3.7576
2013-08-12,2.33
2013-08-13,4.3692
2013-08-14,-1.2382
2013-08-16,-1.4925
2013-08-20,-2.4242
2013-08-21,2.4845
2013-08-22,0.0
2013-08-23,-0.6061
2013-09-03,3.6585
2013-09-04,-4.4118
2013-09-05,3.0769
2013-09-06,-2.0896
2013-09-09,-0.9146
2013-09-10,1.5385
2013-09-11,-1.5152
2013-09-12,-0.2462
2013-09-20,1.7890000000000001
2013-09-23,0.0606
2013-10-02,-0.0606
2013-10-03,0.0
2013-10-09,-1.5152
2013-10-11,1.5385
2013-10-14,0.0
2013-10-15,-1.8788
2013-10-16,0.3706
2013-10-17,0.0615
2013-10-18,2.091
2013-10-22,-0.5422
2013-10-23,2.6651
2013-10-25,-1.4159
2013-10-29,-0.3591
2013-10-30,2.1021
2013-10-31,-1.1764999999999999
2013-11-04,1.1905000000000001
2013-11-05,-1.7059
2013-11-06,1.4363000000000001
2013-11-08,-0.059
2013-11-12,0.0
2013-11-13,-0.2952
2013-11-18,-1.3025
2013-11-20,-0.12
2013-11-21,-0.3604
2013-11-22,0.3617
2013-11-25,-0.9009
2013-11-26,0.0606
2013-11-27,1.0902
2013-11-29,0.0
2013-12-02,0.0
2013-12-04,0.0
2013-12-05,0.3595
2013-12-09,0.1791
2013-12-11,-1.0727
2013-12-17,0.0
2013-12-18,1.7469999999999999
2013-12-20,-0.5329
2013-12-24,-1.4881
2013-12-26,0.0
2013-12-31,-0.0604
2014-01-03,0.0605
2014-01-06,0.2417
2014-01-08,0.0603
2014-01-09,0.9036
2014-01-13,1.0746
