ticker,CCSB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2017-01-12,7.6923
2017-01-13,0.0
2017-01-18,0.0
2017-01-19,0.0
2017-01-20,8.9286
2017-01-24,-8.1967
2017-01-25,0.0
2017-01-26,-0.7143
2017-01-27,-5.3957
2017-01-30,-1.1407
2017-02-01,0.0
2017-02-03,3.0769
2017-02-06,-1.1194
2017-02-07,-1.8868
2017-02-08,0.0
2017-02-09,0.0
2017-02-14,0.0
2017-02-15,0.0
2017-02-21,0.0
2017-03-01,0.1538
2017-03-02,1.7665
2017-03-09,-0.6038
2017-03-10,4.0243
2017-03-13,2.0438
2017-03-15,-2.7182
2017-03-17,2.9412000000000003
2017-03-20,-2.8571
2017-03-21,-1.4706000000000001
2017-03-29,2.6119
2017-04-06,-0.3636
2017-04-07,-0.5839
2017-04-10,2.79
2017-04-11,1.0714
2017-04-13,0.0
2017-04-17,-3.4981999999999998
2017-04-19,0.6957
2017-04-20,0.0
2017-04-21,0.0
2017-04-24,1.8182
2017-04-25,0.0
2017-05-02,1.0714
2017-05-25,0.4523
2017-05-26,-0.0985
2017-06-15,-1.1972
2017-06-16,0.0
2017-06-19,0.0
2017-06-26,-0.2138
2017-07-05,-0.7143
2017-07-06,0.0
2017-07-07,0.0
2017-07-12,-0.0719
2017-07-13,0.072
2017-07-17,-0.7194
2017-07-25,-2.8986
2017-07-26,-0.9701
2017-08-14,-0.1507
2017-08-21,0.0
2017-08-31,3.7736
2017-09-11,-2.9091
2017-09-12,0.0
2017-10-02,-3.3708
2017-10-03,-1.8605
2017-10-06,0.316
2017-10-10,0.0
2017-10-18,0.7874
2017-10-20,1.5625
2017-10-24,0.0
2017-10-27,5.6923
2017-10-30,-5.313
2017-11-09,0.3075
2017-11-30,5.7471
2017-12-04,0.0
2017-12-11,1.4493
2017-12-12,-0.0714
2017-12-26,-3.1451000000000002
2018-01-10,3.321
2018-01-11,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,0.7143
2018-01-25,0.0
2018-01-29,0.0
2018-01-30,0.3546
2018-02-02,-1.4134
2018-02-06,-0.7176
2018-02-07,1.6614
2018-02-08,-0.4972
2018-02-09,-0.4283
2018-02-12,0.3584
2018-02-13,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-03-06,0.3571
2018-03-09,0.3559
2018-03-14,-1.4184
2018-03-15,0.7194
2018-03-16,0.0
2018-03-20,0.3571
2018-03-21,1.4235
2018-03-22,0.0
2018-04-05,0.0
2018-04-06,-1.4035
