ticker,CHGT US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2014-07-17,83.3333
2014-07-18,-4.5455
2014-07-21,10.6667
2014-07-22,1.5491000000000001
2014-07-23,1.6949
2014-07-24,-5.0
2014-07-25,5.2632
2014-07-28,4.1667
2014-07-29,1.6
2014-07-30,-3.1496
2014-07-31,-2.439
2014-08-01,0.0
2014-08-04,-16.3333
2014-08-05,5.1793
2014-08-06,-5.303
2014-08-07,-12.0
2014-08-08,5.6818
2014-08-11,22.5806
2014-08-12,7.0175
2014-08-13,137.7049
2014-08-14,14.1379
2014-08-15,5.136
2014-08-18,-5.1724
2014-08-19,-19.697
2014-08-20,0.3774
2014-08-21,1.5038
2014-08-22,0.0
2014-08-25,-3.7037
2014-08-26,-5.7692
2014-08-27,10.2041
2014-08-28,-5.1852
2014-08-29,-3.9063
2014-09-02,-12.6016
2014-09-03,-11.6279
2014-09-04,8.8684
2014-09-05,3.9401
2014-09-08,4.6512
2014-09-09,2.2222
2014-09-10,-7.8261
2014-09-11,-1.8868
2014-09-12,-8.6538
2014-09-15,-15.7895
2014-09-16,21.875
2014-09-17,-7.6923
2014-09-18,0.0
2014-09-19,3.3333
2014-09-22,-5.0874
2014-09-23,-0.8709
2014-09-24,-8.5714
2014-09-25,-13.125
2014-09-26,13.6691
2014-09-29,3.1646
2014-09-30,-6.7485
2014-10-01,-3.2895
2014-10-02,7.483
2014-10-03,-1.2658
2014-10-06,4.4872
2014-10-07,-7.9755
2014-10-08,-15.0792
2014-10-09,16.9717
2014-10-10,-22.8188
2014-10-13,1.7391
2014-10-14,-20.5128
2014-10-15,-6.4516
2014-10-16,9.1954
2014-10-17,7.3684
2014-10-20,7.8431
2014-10-21,6.3636
2014-10-22,-5.9829
2014-10-23,-7.2727
2014-10-24,4.902
2014-10-27,6.5421
2014-10-28,0.0
2014-10-29,4.386
2014-10-30,14.2857
2014-10-31,-3.6765
2014-11-03,6.1068999999999996
2014-11-04,-5.036
2014-11-05,-9.0909
2014-11-06,-0.6927
2014-11-07,-0.9808
2014-11-10,-11.8538
2014-11-11,-17.3056
2014-11-12,19.75
2014-11-13,1.9417
2014-11-14,-4.7619
2014-11-17,-10.0
2014-11-18,-1.1111
2014-11-19,5.618
2014-11-20,-5.3191
2014-11-21,-4.4944
2014-11-24,0.0
2014-11-25,-2.3529
2014-11-26,-6.0241
2014-11-28,-14.1026
2014-12-01,8.9552
2014-12-02,-8.2192
2014-12-03,-9.7015
2014-12-04,-22.314
2014-12-05,-4.2553
