ticker,ORTX US Equity
2019-03-27,-9.1842
2019-03-28,-4.1243
2019-03-29,5.3624
2019-04-01,3.8031
2019-04-02,0.2155
2019-04-03,4.0323
2019-04-04,4.2894
2019-04-05,-4.3112
2019-04-08,2.9518
2019-04-09,-2.0121
2019-04-10,5.9035
2019-04-11,-6.6893
2019-04-12,4.1039
2019-04-15,-0.6487
2019-04-16,-3.2647
2019-04-17,-3.8941
2019-04-18,-3.8898
2019-04-22,-1.1242
2019-04-23,1.5918
2019-04-24,-4.5887
2019-04-25,-0.7038
2019-04-26,4.0756
2019-04-29,2.2701000000000002
2019-04-30,0.2775
2019-05-01,4.3165
2019-05-02,4.5093
2019-05-03,2.7919
2019-05-06,-0.8889
2019-05-07,-1.4948000000000001
2019-05-08,0.5058
2019-05-09,0.6543
2019-05-10,-2.3
2019-05-13,-1.6377000000000002
2019-05-14,-1.0406
2019-05-15,2.8391
2019-05-16,-1.1759
2019-05-17,-2.9488
2019-05-20,-1.0661
2019-05-21,0.3233
2019-05-22,-0.5371
2019-05-23,0.0
2019-05-24,0.486
2019-05-28,-4.4062
2019-05-29,3.4851
2019-05-30,2.1184
2019-05-31,0.5851
2019-06-03,0.9519
2019-06-04,-16.0817
2019-06-05,-6.1174
2019-06-06,-3.258
2019-06-07,-1.9931
2019-06-10,-0.0701
2019-06-11,5.2632
2019-06-12,-2.7333
2019-06-13,2.3989
2019-06-14,-2.6104000000000003
2019-06-17,0.4811
2019-06-18,-0.2736
2019-06-19,-0.823
2019-06-20,-0.7607
2019-06-21,-1.4634
2019-06-24,-5.587
2019-06-25,0.0749
2019-06-26,-1.1976
2019-06-27,1.2879
2019-06-28,4.6372
2019-07-01,0.0715
2019-07-02,-3.5714
2019-07-03,2.963
2019-07-05,-3.9568
2019-07-08,1.573
2019-07-09,0.295
2019-07-10,2.2059
2019-07-11,-2.1583
2019-07-12,-0.2206
2019-07-15,1.916
2019-07-16,-0.2169
2019-07-17,0.1449
2019-07-18,0.2171
2019-07-19,-0.361
2019-07-22,-2.1739
2019-07-23,-0.6667
2019-07-24,-0.2983
2019-07-25,-0.8227
2019-07-26,1.4329
2019-07-29,-0.0743
2019-07-30,0.744
2019-07-31,4.1359
2019-08-01,-0.2128
2019-08-02,-8.2445
2019-08-05,-1.6266
2019-08-06,0.7087
2019-08-07,1.8765
2019-08-08,2.6861
2019-08-09,-0.7474
2019-08-12,-3.3886
2019-08-13,1.7927
2019-08-14,6.585
2019-08-15,1.3649
2019-08-16,-2.4096
2019-08-19,1.8155000000000001
2019-08-20,0.4993
2019-08-21,-0.071
2019-08-22,-2.4858000000000002
2019-08-23,0.2185
2019-08-26,0.436
2019-08-27,-3.1114
2019-08-28,1.2696
2019-08-29,5.9735
2019-08-30,2.9923
2019-09-03,-0.6757
2019-09-04,0.0
2019-09-05,1.1565
2019-09-06,12.4412
2019-09-09,-0.5981
2019-09-10,-2.0457
2019-09-11,-0.5528
2019-09-12,-3.2736
2019-09-13,-4.023
2019-09-16,3.1271
2019-09-17,-0.0645
2019-09-18,-6.133
2019-09-19,-0.2751
2019-09-20,3.0345
2019-09-23,-4.8193
2019-09-24,-2.0394
2019-09-25,-3.4458
2019-09-26,-8.1784
2019-09-27,-3.2389
2019-09-30,-0.5858
2019-10-01,-2.6094
2019-10-02,3.0251
2019-10-03,6.0403
2019-10-04,-5.0633
2019-10-07,-3.3333
2019-10-08,1.3793
2019-10-09,2.9762
2019-10-10,-6.2758
2019-10-11,1.9383
2019-10-14,-1.815
2019-10-15,1.4965
2019-10-16,0.0
2019-10-17,9.1067
2019-10-18,-4.7695
2019-10-21,2.2538
2019-10-22,6.2041
2019-10-23,-2.0753
2019-10-24,-1.2559
2019-10-25,-0.9539
2019-10-28,-6.6613
2019-10-29,1.2038
2019-10-30,-0.5947
2019-10-31,3.0769
2019-11-01,1.9071
2019-11-04,-1.3832
2019-11-05,1.9802
2019-11-06,-6.3916
2019-11-07,9.9395
2019-11-08,-6.4465
2019-11-11,0.7563
2019-11-12,-2.6689
2019-11-13,-6.1697
2019-11-14,-2.1005
2019-11-15,-2.9851
2019-11-18,-0.3846
2019-11-19,1.4479
2019-11-20,0.0
2019-11-21,-3.4253
2019-11-22,2.7586
2019-11-25,5.8485
2019-11-26,1.1775
2019-11-27,0.2686
2019-11-29,1.6964000000000001
2019-12-02,-3.3363
2019-12-03,7.7203
2019-12-04,-0.9275
2019-12-05,-2.2979
2019-12-06,4.2683
2019-12-09,-6.2657
2019-12-10,-0.9804
2019-12-11,0.9901
2019-12-12,0.8021
2019-12-13,9.1954
2019-12-16,10.6883
2019-12-17,3.9503
2019-12-18,4.9261
2019-12-19,0.939
2019-12-20,-0.3322
2019-12-23,1.5333
2019-12-24,2.2981
2019-12-26,0.0
2019-12-27,-6.2901
2019-12-30,-2.8767
2019-12-31,-3.0324
2020-01-02,-1.2364
2020-01-03,0.8837
2020-01-06,-4.5985
2020-01-07,1.6832
2020-01-08,7.073
2020-01-09,5.9733
2020-01-10,0.0663
2020-01-13,-0.2651
2020-01-14,4.3854
2020-01-15,-1.9096
2020-01-16,-3.9585
2020-01-17,-3.3108
2020-01-21,-1.9567
2020-01-22,-0.4989
2020-01-23,-4.0115
2020-01-24,-1.4925
2020-01-27,-0.9091
2020-01-28,1.3761
2020-01-29,1.6591
2020-01-30,-4.1543
2020-01-31,-3.87
2020-02-03,-0.9662
2020-02-04,3.6585
2020-02-05,0.1569
2020-02-06,-0.8614
2020-02-07,-0.7899
2020-02-10,4.5382
2020-02-11,-1.904
2020-02-12,0.1553
2020-02-13,-2.4031000000000002
2020-02-14,0.0794
2020-02-18,0.3175
2020-02-19,-0.712
2020-02-20,-1.5139
2020-02-21,0.4045
2020-02-24,-2.9815
2020-02-25,-0.8306
2020-02-26,-3.7688
2020-02-27,-7.1366
2020-02-28,20.806
2020-03-02,-6.5167
2020-03-03,-1.3277999999999999
2020-03-04,0.5046
2020-03-05,-3.8494
2020-03-06,-6.7885
2020-03-09,-4.4818
2020-03-10,-2.8348
2020-03-11,-8.6519
2020-03-12,-11.2335
2020-03-13,-8.1886
2020-03-16,-8.1081
2020-03-17,-0.1471
2020-03-18,-16.7894
2020-03-19,22.477899999999998
2020-03-20,-9.5376
2020-03-23,3.6741
2020-03-24,3.0817
2020-03-25,5.0822
2020-03-26,3.2717
2020-03-27,-2.6170999999999998
2020-03-30,7.355
2020-03-31,-0.7905
2020-04-01,-6.3745
2020-04-02,9.078
2020-04-03,-2.3407
2020-04-06,4.6605
2020-04-07,0.6361
2020-04-08,6.0683
2020-04-09,2.3838
2020-04-13,4.1909
2020-04-14,11.6201
2020-04-15,4.9049
2020-04-16,5.8206
2020-04-17,-8.5663
2020-04-20,8.3826
2020-04-21,1.1829
2020-04-22,0.1799
2020-04-23,2.0646
2020-04-24,4.6614
2020-04-27,-1.5966
2020-04-28,0.7686
2020-04-29,1.6101999999999999
2020-04-30,-6.0884
2020-05-01,-3.4636
2020-05-04,3.7718
2020-05-05,0.1773
2020-05-06,5.3097
2020-05-07,-13.6134
2020-05-08,2.1401
2020-05-11,0.381
2020-05-12,-2.3719
2020-05-13,-7.6774000000000004
2020-05-14,0.2105
2020-05-15,-0.2101
2020-05-18,3.2632
2020-05-19,-9.7859
2020-05-20,1.1299
2020-05-21,7.2626
2020-05-22,-2.9167
2020-05-26,1.8239999999999998
2020-05-27,2.1075
2020-05-28,-3.3024
2020-05-29,1.3874
2020-06-01,-2.2105
2020-06-02,3.6598
2020-06-03,0.5192
2020-06-04,-1.8595000000000002
2020-06-05,-1.6842000000000001
2020-06-08,-2.1413
2020-06-09,-14.770199999999999
2020-06-10,2.9525
2020-06-11,-0.1247
2020-06-12,-4.4944
2020-06-15,-1.8300999999999998
2020-06-16,3.9947
2020-06-17,0.0
2020-06-18,-9.0909
2020-06-19,-3.9436999999999998
2020-06-22,-1.4663
2020-06-23,-1.7856999999999998
2020-06-24,-5.1515
2020-06-25,-5.7508
2020-06-26,-2.5423999999999998
2020-06-29,1.7391
2020-06-30,2.5641
2020-07-01,-1.3333
2020-07-02,0.1689
2020-07-06,-9.7808
2020-07-07,-2.4299
2020-07-08,-0.3831
2020-07-09,9.4231
2020-07-10,-6.6784
2020-07-13,0.9416
2020-07-14,-4.4776
2020-07-15,10.3516
2020-07-16,-4.2478
2020-07-17,1.2939
2020-07-20,-1.2774
2020-07-21,0.7394
2020-07-22,2.3853
2020-07-23,-3.9427
2020-07-24,-0.9328
2020-07-27,-1.5066000000000002
2020-07-28,0.0
2020-07-29,-3.2505
2020-07-30,-2.1739
2020-07-31,3.8384
