ticker,TPCO US Equity
2014-12-12,-2.3575
2014-12-15,-1.0097
2014-12-16,1.5521
2014-12-17,1.441
2014-12-18,-0.9901
2014-12-19,0.1739
2014-12-22,-1.0851
2014-12-23,1.7113
2014-12-24,1.2942
2014-12-26,0.0426
2014-12-29,-2.0009
2014-12-30,-0.5647
2014-12-31,0.0437
2015-01-02,-0.3493
2015-01-05,-0.3067
2015-01-06,-6.1978
2015-01-07,1.9681
2015-01-08,4.5956
2015-01-09,-2.065
2015-01-12,0.6729
2015-01-13,-2.3619
2015-01-14,0.4108
2015-01-15,-1.0
2015-01-16,-0.0459
2015-01-20,-6.3849
2015-01-21,-0.5888
2015-01-22,0.9378
2015-01-23,3.0807
2015-01-26,2.3245
2015-01-27,-1.9471
2015-01-28,-3.0733
2015-01-29,1.3171
2015-01-30,1.1074
2015-02-02,0.0
2015-02-03,-0.1429
2015-02-04,1.0014
2015-02-05,1.322
2015-02-06,-5.6850000000000005
2015-02-09,-0.1482
2015-02-10,-2.2266
2015-02-11,-0.1012
2015-02-12,-0.4559
2015-02-13,3.9695
2015-02-17,-0.1468
2015-02-18,-4.4118
2015-02-19,-0.359
2015-02-20,0.6691
2015-02-23,6.135
2015-02-24,3.3237
2015-02-25,0.1865
2015-02-26,-0.9307
2015-02-27,0.9864
2015-03-02,0.0
2015-03-03,-5.7674
2015-03-04,-2.8134
2015-03-05,-5.0787
2015-03-06,-2.6752000000000002
2015-03-09,-4.2881
2015-03-10,2.0103
2015-03-11,-2.8153
2015-03-12,-0.2897
2015-03-13,2.208
2015-03-16,2.8425000000000002
2015-03-17,1.2161
2015-03-18,2.13
2015-03-19,-0.2139
2015-03-20,-0.4823
2015-03-23,3.7157
2015-03-24,2.8037
2015-03-25,-1.5152
2015-03-26,-0.4103
2015-03-27,0.103
2015-03-30,-0.9774
2015-03-31,0.7792
2015-04-01,0.1031
2015-04-02,-0.4119
2015-04-06,-0.4654
2015-04-07,1.0909
2015-04-08,-0.4625
2015-04-09,0.2581
2015-04-10,-0.2575
2015-04-13,0.4904
2015-04-14,0.8294
2015-04-15,0.1028
2015-04-16,-0.4622
2015-04-17,-1.3932
2015-04-20,3.0874
2015-04-21,-1.0152
2015-04-22,0.0
2015-04-23,-2.8718
2015-04-24,-2.3231
2015-04-27,0.3243
2015-04-28,-1.9397
2015-04-29,-3.1319
2015-04-30,-0.3403
2015-05-01,-1.1952
2015-05-04,-0.7488
2015-05-05,-4.8172
2015-05-06,-2.439
2015-05-07,0.3125
2015-05-08,8.7227
2015-05-11,-2.1777
2015-05-12,-6.5026
2015-05-13,0.1253
2015-05-14,1.5645
2015-05-15,0.1232
2015-05-18,-0.0615
2015-05-19,-2.6478
2015-05-20,1.2018
2015-05-21,-1.5625
2015-05-22,-0.8889
2015-05-26,-2.9468
2015-05-27,-2.7723
2015-05-28,0.3394
2015-05-29,0.9472
2015-06-01,4.6917
2015-06-02,2.3047
2015-06-03,0.6884
2015-06-04,-0.3729
2015-06-05,-1.8715000000000002
2015-06-08,-3.3058
2015-06-09,-0.1972
2015-06-10,2.2398
2015-06-11,-1.0954
2015-06-12,0.0651
2015-06-15,-1.8229
2015-06-16,3.8462
2015-06-17,0.3193
2015-06-18,1.9096
2015-06-19,3.248
2015-06-22,-2.1779
2015-06-23,1.1132
2015-06-24,0.4893
2015-06-25,0.3043
2015-06-26,-2.3058
2015-06-29,-2.2981
2015-06-30,-1.2079
2015-07-01,4.955
2015-07-02,-4.2918
2015-07-06,-0.6406
2015-07-07,0.5158
2015-07-08,-3.2713
2015-07-09,0.1989
2015-07-10,5.9563
2015-07-13,-1.4678
2015-07-14,-2.6282
2015-07-15,0.1317
2015-07-16,0.1315
2015-07-17,-0.4596
2015-07-20,-0.6596
2015-07-21,-0.5976
2015-07-22,0.8684
2015-07-23,0.7947
2015-07-24,-0.8541
2015-07-27,-1.1928
2015-07-28,1.8779
2015-07-29,-0.8558
2015-07-30,0.1328
2015-07-31,-1.2599
2015-08-03,-0.8059
2015-08-04,-0.2708
2015-08-05,-2.444
2015-08-06,-6.0543
2015-08-07,1.4074
2015-08-10,-0.1461
2015-08-11,-11.5582
2015-08-12,0.579
2015-08-13,-6.5789
2015-08-14,-5.1937
2015-08-17,-0.3714
2015-08-18,5.4054
2015-08-19,6.0124
2015-08-20,-2.5855
2015-08-21,-0.2568
2015-08-24,-4.721
2015-08-25,2.7027
2015-08-26,1.5789
2015-08-27,-0.5181
2015-08-28,2.4306
2015-08-31,-0.0847
2015-09-01,-4.9193999999999996
2015-09-02,-0.6244
2015-09-03,3.2316
2015-09-04,-4.4348
2015-09-08,0.7279
2015-09-09,-3.0714
2015-09-10,1.2116
2015-09-11,-1.8416000000000001
2015-09-14,-3.6585
2015-09-15,0.0974
2015-09-16,5.1556
2015-09-17,0.0925
2015-09-18,-2.1257
2015-09-21,-17.3749
2015-09-22,-5.4857
2015-09-23,-1.5718999999999999
2015-09-24,-0.1229
2015-09-25,0.246
2015-09-28,-0.9816
2015-09-29,-2.1685
2015-09-30,1.5544
2015-10-01,1.7856999999999998
2015-10-02,1.2530999999999999
2015-10-05,0.8663
2015-10-06,0.9816
2015-10-07,5.9538
2015-10-08,8.6009
2015-10-09,4.4351
2015-10-12,-5.0556
2015-10-13,-2.0234
2015-10-14,1.1957
2015-10-15,3.652
2015-10-16,-1.658
2015-10-19,-2.2129
2015-10-20,3.4483
2015-10-21,-3.125
2015-10-22,4.9462
2015-10-23,-2.8689
2015-10-26,-2.1097
2015-10-27,-0.8621
2015-10-28,5.4348
2015-10-29,1.0309
2015-10-30,-3.6734999999999998
2015-11-02,7.3093
2015-11-03,-2.2705
2015-11-04,-8.5859
2015-11-05,0.884
2015-11-06,2.4096
2015-11-09,4.5989
2015-11-10,-6.0327
2015-11-11,0.1088
2015-11-12,-2.2826
2015-11-13,5.3393
2015-11-16,-7.3918
2015-11-17,-0.5701
2015-11-18,1.1468
2015-11-19,-3.8548999999999998
2015-11-20,-2.7123
2015-11-23,-3.6364
2015-11-24,4.1509
2015-11-25,14.0097
2015-11-27,-1.589
2015-11-30,9.5802
2015-12-01,7.5639
2015-12-02,-5.0228
2015-12-03,-1.9231
2015-12-04,4.5098
2015-12-07,-9.1932
2015-12-08,0.3099
2015-12-09,-1.5448
2015-12-10,3.3473
2015-12-11,-9.2105
2015-12-14,3.7904
2015-12-15,0.6445
2015-12-16,3.842
2015-12-17,4.2138
2015-12-18,0.8876
2015-12-21,-2.2483
2015-12-22,-5.8
2015-12-23,3.2909
2015-12-24,-0.2055
2015-12-28,-4.7374
2015-12-29,1.9459
2015-12-30,0.5302
2015-12-31,-2.7426
2016-01-04,-2.1692
2016-01-05,0.7761
2016-01-06,-0.44
2016-01-07,-2.1547
2016-01-08,-2.4194
2016-01-11,-0.2361
2016-01-12,-6.3905
2016-01-13,-2.7813
2016-01-14,8.0624
2016-01-15,-6.6185
2016-01-19,-2.7062
2016-01-20,2.649
2016-01-21,4.3871
2016-01-22,6.4277
2016-01-25,-5.5748999999999995
2016-01-26,6.7651
2016-01-27,-1.4977
2016-01-28,1.6374
2016-01-29,7.4799
2016-02-01,-3.9615
2016-02-02,-3.5674
2016-02-03,4.0462
2016-02-04,-11.3333
2016-02-05,-2.6316
2016-02-08,-6.435
2016-02-09,-14.9931
2016-02-10,-8.0906
2016-02-11,4.7535
2016-02-12,17.647100000000002
2016-02-16,1.7143000000000002
2016-02-17,0.2809
2016-02-18,-1.8207
2016-02-19,6.4193999999999996
2016-02-22,-1.6086
2016-02-23,-1.7711000000000001
2016-02-24,5.4092
2016-02-25,-3.6842
2016-02-26,3.5519
2016-02-29,10.686
2016-03-01,1.3111
2016-03-02,8.1176
2016-03-03,0.5441
2016-03-04,-1.2987
2016-03-07,0.2193
2016-03-08,-2.9539999999999997
2016-03-09,-1.3529
2016-03-10,-2.8571
2016-03-11,0.5882
2016-03-14,2.924
2016-03-15,-8.6364
2016-03-16,2.2388
2016-03-17,0.8516
2016-03-18,-3.1363
2016-03-21,1.2453
2016-03-22,-2.46
2016-03-23,0.0
2016-03-24,1.6393
2016-03-28,-0.4963
2016-03-29,-2.4938000000000002
2016-03-30,-1.023
2016-03-31,-0.2584
2016-04-01,2.4611
2016-04-04,-3.287
2016-04-05,-7.1895
2016-04-06,0.1408
2016-04-07,-0.2813
2016-04-08,-3.6671
2016-04-11,0.4392
2016-04-12,8.309
2016-04-13,1.4805
2016-04-14,-2.2546
2016-04-15,1.2212
2016-04-18,0.4021
2016-04-19,0.9346
2016-04-20,-1.7196
2016-04-21,-1.3458999999999999
2016-04-22,2.5921
2016-04-25,52.9255
2016-04-26,0.4348
2016-04-27,-2.9436999999999998
2016-04-28,-2.7654
2016-04-29,3.945
2016-05-02,-1.0591
2016-05-03,-0.2676
2016-05-04,-1.4311
2016-05-05,0.0907
2016-05-06,5.2584
2016-05-09,-0.9475
2016-05-10,0.7826
2016-05-11,0.3451
2016-05-12,0.172
2016-05-13,-1.5451000000000001
2016-05-16,22.755
2016-05-17,0.2841
2016-05-18,-0.4249
2016-05-19,-0.7112
2016-05-20,1.9341
2016-05-23,-15.0387
2016-05-24,-0.7444
2016-05-25,0.3333
2016-05-26,-6.9767
2016-05-27,0.5357
2016-05-31,4.0853
2016-06-01,-1.1092
2016-06-02,-1.8119
2016-06-03,-2.8998
2016-06-06,17.7376
2016-06-07,1.153
2016-06-08,2.2796
2016-06-09,-3.2689
2016-06-10,0.2304
2016-06-13,-0.0766
2016-06-14,1.3037
2016-06-15,2.0439
2016-06-16,2.2997
2016-06-17,1.2328000000000001
2016-06-20,0.4298
2016-06-21,-0.8559
2016-06-22,0.3597
2016-06-23,-0.4301
2016-06-24,-1.7999
2016-06-27,-2.1994
2016-06-28,-0.8246
2016-06-29,1.2094
2016-06-30,3.062
2016-07-01,-1.3768
2016-07-05,-3.1593999999999998
2016-07-06,1.4416
2016-07-07,0.0748
2016-07-08,2.4664
2016-07-11,1.7505
2016-07-12,2.0072
2016-07-13,-0.1405
2016-07-14,-0.2111
2016-07-15,2.0451
2016-07-18,0.4147
2016-07-19,-0.1376
2016-07-20,1.3094000000000001
2016-07-21,0.5442
2016-07-22,2.5709999999999997
2016-07-25,-0.066
2016-07-26,0.33
2016-07-27,-0.2632
2016-07-28,-0.5937
2016-07-29,-0.5309
2016-08-01,-0.467
2016-08-02,-0.3351
2016-08-03,0.8742
2016-08-04,-0.6
2016-08-05,2.3474
2016-08-08,0.9174
2016-08-09,-2.7273
2016-08-10,0.4673
2016-08-11,0.7973
2016-08-12,2.2413
2016-08-15,0.3224
2016-08-16,-1.1568
2016-08-17,-0.6502
2016-08-18,4.3848
2016-08-19,-0.815
2016-08-22,0.8217
2016-08-23,1.442
2016-08-24,-1.2979
2016-08-25,2.3168
2016-08-26,3.06
2016-08-29,0.5938
2016-08-30,0.4723
2016-08-31,-0.4113
2016-09-01,1.2979
2016-09-02,1.2812999999999999
2016-09-06,-2.3002000000000002
2016-09-07,0.5297
2016-09-08,-1.3466
2016-09-09,0.2374
2016-09-12,1.717
2016-09-13,-1.3388
2016-09-14,-1.0029
2016-09-15,0.298
2016-09-16,2.7926
2016-09-19,-0.8092
2016-09-20,-0.5245
2016-09-21,0.1172
2016-09-22,0.0585
2016-09-23,-0.5848
2016-09-26,-0.2941
2016-09-27,-0.059
2016-09-28,0.3542
2016-09-29,-3.4706
2016-09-30,2.8641
2016-10-03,3.673
2016-10-04,-0.6286
2016-10-05,-1.0926
2016-10-06,-0.8721
2016-10-07,1.349
2016-10-10,0.1736
2016-10-11,-0.4044
2016-10-12,-0.6961
2016-10-13,-0.1168
2016-10-14,-0.5848
2016-10-17,0.1765
2016-10-18,0.2349
2016-10-19,-2.1675
2016-10-20,-0.4192
2016-10-21,0.6013
2016-10-24,-2.2714
2016-10-25,3.6696999999999997
2016-10-26,0.295
2016-10-27,-27.8235
2016-10-28,-5.7865
2016-10-31,4.0657
2016-11-01,-12.3857
2016-11-02,-8.8235
2016-11-03,-0.9365
2016-11-04,0.4202
2016-11-07,7.0084
2016-11-08,11.437
2016-11-09,2.6316
2016-11-10,-1.0256
2016-11-11,6.6494
2016-11-14,1.2955
2016-11-15,1.3589
2016-11-16,1.7349999999999999
2016-11-17,-0.3101
2016-11-18,-0.4666
2016-11-21,-0.8594
2016-11-22,0.8668
2016-11-23,1.4062999999999999
2016-11-25,-0.7704
2016-11-28,0.0
2016-11-29,0.3882
2016-11-30,0.6961
2016-12-01,-1.8433000000000002
2016-12-02,1.252
2016-12-05,3.4776
2016-12-06,-0.4481
2016-12-07,0.7502
2016-12-08,1.787
2016-12-09,-0.5852
2016-12-12,-1.1038000000000001
2016-12-13,-1.1161
2016-12-14,-3.6870000000000003
2016-12-15,2.6562
2016-12-16,3.2725
2016-12-19,0.2211
2016-12-20,1.9118
2016-12-21,1.2266
2016-12-22,-2.5659
2016-12-23,0.5852
2016-12-27,0.4364
2016-12-28,-0.4345
2016-12-29,1.0909
2016-12-30,-0.2158
2017-01-03,-1.3699
2017-01-04,2.0468
2017-01-05,-1.6476
2017-01-06,-1.6023
2017-01-09,-1.4804
2017-01-10,1.2021
2017-01-11,0.8909
2017-01-12,-0.9566
2017-01-13,1.4116
2017-01-17,-0.9524
2017-01-18,-1.1834
2017-01-19,-2.9192
2017-01-20,0.4626
2017-01-23,0.0767
2017-01-24,1.3037
2017-01-25,1.8925
2017-01-26,1.0401
2017-01-27,-1.9853
2017-01-30,-1.5754000000000001
2017-01-31,1.0671
2017-02-01,1.4329
2017-02-02,3.6431
2017-02-03,1.0043
2017-02-06,-2.4148
2017-02-07,-1.8923
2017-02-08,0.2967
2017-02-09,3.2544
2017-02-10,-0.0716
2017-02-13,0.1434
2017-02-14,-0.2147
2017-02-15,-0.6456
2017-02-16,0.7942
2017-02-17,0.0716
2017-02-21,1.0021
2017-02-22,3.4727
2017-02-23,1.9863
2017-02-24,-1.8805
2017-02-27,0.1369
2017-02-28,-0.2051
2017-03-01,1.7123
2017-03-02,-5.4545
2017-03-03,-2.5641
2017-03-06,0.1462
2017-03-07,-0.7299
2017-03-08,-1.3235000000000001
2017-03-09,-0.8942
2017-03-10,0.0
2017-03-13,-1.4285999999999999
2017-03-14,-0.0763
2017-03-15,2.2901
2017-03-16,-0.0746
2017-03-17,5.4518
2017-03-20,-2.9036999999999997
2017-03-21,-4.3764
2017-03-22,2.1358
2017-03-23,-1.7177
2017-03-24,4.1793
2017-03-27,1.24
2017-03-28,0.5764
2017-03-29,3.0802
2017-03-30,0.2085
2017-03-31,-3.4674
2017-04-03,4.454
2017-04-04,-0.8253
2017-04-05,-1.1789
2017-04-06,0.4211
2017-04-07,0.7687
2017-04-10,-2.6352
2017-04-11,3.1339
2017-04-12,-1.4503
2017-04-13,-2.1023
2017-04-17,2.8632999999999997
2017-04-18,1.8789
2017-04-19,-0.3415
2017-04-20,2.6731
2017-04-21,0.1335
2017-04-24,0.7333
2017-04-25,0.6618
2017-04-26,1.7094
2017-04-27,-1.6806999999999999
2017-04-28,-5.7199
2017-05-01,-3.1381
2017-05-02,0.216
2017-05-03,-0.2874
2017-05-04,-6.3401
2017-05-05,1.0
2017-05-08,1.1424
2017-05-09,1.7319
2017-05-10,-5.4774
2017-05-11,-1.7227999999999999
2017-05-12,-3.8247
2017-05-15,0.9942
2017-05-16,-5.7424
2017-05-17,-3.7424
2017-05-18,0.8137
2017-05-19,-1.7936999999999999
2017-05-22,1.8265
2017-05-23,-0.3587
2017-05-24,-0.18
2017-05-25,-1.6231
2017-05-26,4.3996
2017-05-30,-2.1071
2017-05-31,0.6278
2017-06-01,1.6934
2017-06-02,-0.4382
2017-06-05,-0.6162
2017-06-06,0.0
2017-06-07,-0.5314
2017-06-08,3.4728
2017-06-09,1.6351
2017-06-12,2.6249000000000002
2017-06-13,-0.8251
2017-06-14,3.1614
2017-06-15,0.8871
2017-06-16,2.9576000000000002
2017-06-19,0.5435
2017-06-20,-2.1622
2017-06-21,-0.9471
2017-06-22,1.992
2017-06-23,4.5313
2017-06-26,-1.4948000000000001
2017-06-27,-3.1108
2017-06-28,1.4879
2017-06-29,-1.5432000000000001
2017-06-30,1.0188
2017-07-03,1.5516
2017-07-05,-1.3751
2017-07-06,-2.5562
2017-07-07,1.6693
2017-07-10,-3.2838
2017-07-11,0.0
2017-07-12,1.4551
2017-07-13,0.4781
2017-07-14,2.9342
2017-07-17,-1.772
2017-07-18,-1.3333
2017-07-19,0.7154
2017-07-20,0.5525
2017-07-21,-2.3548
2017-07-24,2.2508
2017-07-25,0.5503
2017-07-26,2.3456
2017-07-27,0.5348
2017-07-28,-0.9878
2017-07-31,-1.9954
2017-08-01,1.3312
2017-08-02,-5.8733
2017-08-03,1.8883
2017-08-04,1.3699
2017-08-07,5.3259
2017-08-08,2.566
2017-08-09,-0.5887
2017-08-10,-0.7402
2017-08-11,-0.6711
2017-08-14,-0.4505
2017-08-15,-0.6787
2017-08-16,-0.2278
2017-08-17,0.0
2017-08-18,-2.207
2017-08-21,4.1245
2017-08-22,5.3064
2017-08-23,-5.039
2017-08-24,6.7265
2017-08-25,-2.521
2017-08-28,1.8678
2017-08-29,-0.2116
2017-08-30,1.3428
2017-08-31,1.1855
2017-09-01,1.0338
2017-09-05,0.6821
2017-09-06,-0.4065
2017-09-07,-0.5442
2017-09-08,-3.8988
2017-09-11,0.4982
2017-09-12,-0.7082
2017-09-13,-1.7118
2017-09-14,-0.7983
2017-09-15,-3.365
2017-09-18,0.1514
2017-09-19,0.6047
2017-09-20,0.3757
2017-09-21,-1.0479
2017-09-22,0.1513
2017-09-25,-0.1511
2017-09-26,3.177
2017-09-27,5.2053
2017-09-28,1.115
2017-09-29,0.1378
2017-10-02,1.5829
2017-10-03,2.8455
2017-10-04,-1.4493
2017-10-05,3.3422
2017-10-06,-1.6818
2017-10-09,0.7237
2017-10-10,0.4572
2017-10-11,-1.0403
2017-10-12,0.0
2017-10-13,-0.7227
2017-10-16,-0.7942
2017-10-17,-1.2008
2017-10-18,3.106
2017-10-19,-0.5239
2017-10-20,0.7242
2017-10-23,-1.5686
2017-10-24,-0.8632
2017-10-25,-0.5358
2017-10-26,-0.1347
2017-10-27,-0.7417
2017-10-30,-0.4755
2017-10-31,0.9215
2017-11-01,-0.2367
2017-11-02,0.7458
2017-11-03,-1.4132
2017-11-06,-0.2048
2017-11-07,-0.342
2017-11-08,0.5491
2017-11-09,2.7304
2017-11-10,2.7243
2017-11-13,1.6171
2017-11-14,-2.1006
2017-11-15,1.6905000000000001
2017-11-16,3.1969
2017-11-17,0.1859
2017-11-20,3.6487
2017-11-21,1.432
2017-11-22,1.2353
2017-11-24,0.523
2017-11-27,1.0405
2017-11-28,1.0297
2017-11-29,1.7553999999999998
2017-11-30,-1.4469
2017-12-01,0.2823
2017-12-04,-0.1126
2017-12-05,-0.5073
2017-12-06,0.0567
2017-12-07,-0.3398
2017-12-08,-1.7045
2017-12-11,1.8497
2017-12-12,-2.2134
2017-12-13,1.509
2017-12-14,-0.9148
2017-12-15,-0.1731
2017-12-18,1.5607
2017-12-19,1.5936
2017-12-20,-0.056
2017-12-21,-0.2803
2017-12-22,0.9556
2017-12-26,-1.4477
2017-12-27,1.1299
2017-12-28,0.0559
2017-12-29,-1.7867
2018-01-02,3.6384
2018-01-03,-2.0296
2018-01-04,0.112
2018-01-05,0.0559
2018-01-08,0.1118
2018-01-09,0.335
2018-01-10,-1.0573
2018-01-11,3.2621
2018-01-12,-0.2179
2018-01-16,-1.9104999999999999
2018-01-17,5.7874
2018-01-18,1.1573
2018-01-19,1.5601
2018-01-22,7.5269
2018-01-23,-0.381
2018-01-24,1.673
2018-01-25,-2.5858
2018-01-26,0.8687
2018-01-29,-0.1435
2018-01-30,-0.6229
2018-01-31,-1.6393
2018-02-01,-0.6863
2018-02-02,-3.3564
2018-02-05,-7.6609
2018-02-06,0.1106
2018-02-07,19.0608
2018-02-08,-5.5684000000000005
2018-02-09,2.2604
2018-02-12,-3.4599
2018-02-13,0.9457
2018-02-14,0.5917
2018-02-15,0.5882
2018-02-16,-1.3645
2018-02-20,-1.1364
2018-02-21,-1.2993999999999999
2018-02-22,0.0
2018-02-23,-0.1013
2018-02-26,-1.3178
2018-02-27,0.0514
2018-02-28,-1.7967
2018-03-01,0.9932
2018-03-02,1.1905000000000001
2018-03-05,-1.0742
2018-03-06,0.879
2018-03-07,1.5889
2018-03-08,-24.0666
2018-03-09,-1.9268999999999998
2018-03-12,5.0813
2018-03-13,-0.1289
2018-03-14,-0.7747
2018-03-15,1.4314
2018-03-16,2.6299
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.9375
2018-03-22,-0.6811
2018-03-23,1.1222
2018-03-26,0.2466
2018-03-27,0.984
2018-03-28,-0.0609
2018-03-29,0.0609
2018-04-02,0.4263
2018-04-03,1.1522000000000001
2018-04-04,-0.5995
2018-04-05,-0.965
2018-04-06,-2.8624
2018-04-09,-0.2508
2018-04-10,2.2627
2018-04-11,-0.1229
2018-04-12,1.2923
2018-04-13,4.192
2018-04-16,10.7872
2018-04-17,3.2632
2018-04-18,-0.1529
2018-04-19,-0.6126
2018-04-20,-2.2085
2018-04-23,-0.8929
2018-04-24,-1.9078
2018-04-25,1.5127000000000002
2018-04-26,-0.8515
2018-04-27,-1.4493
2018-04-30,0.0
2018-05-01,-0.4902
2018-05-02,0.3831
2018-05-03,-0.9815
2018-05-04,1.3216
2018-05-07,0.0
2018-05-08,-0.2174
2018-05-09,2.5599
2018-05-10,-5.8948
2018-05-11,-4.2889
2018-05-14,-1.1203
2018-05-15,-1.5504
2018-05-16,3.513
2018-05-17,2.4576000000000002
2018-05-18,-1.6562000000000001
2018-05-21,-2.0325
2018-05-22,-1.2448
2018-05-23,0.06
2018-05-24,-3.5393
2018-05-25,1.5547
2018-05-29,0.3674
2018-05-30,-0.6101
2018-05-31,-1.5347
2018-06-01,0.9352
2018-06-04,3.3971999999999998
2018-06-05,1.6129
2018-06-06,0.5879
2018-06-07,-2.104
2018-06-08,0.1194
2018-06-11,5.0686
2018-06-12,-1.6459000000000001
2018-06-13,0.5193
2018-06-14,-1.5499
2018-06-15,0.9913
2018-06-18,3.8684
2018-06-19,0.6115
2018-06-20,-0.3315
2018-06-21,-2.1064
2018-06-22,-0.3964
2018-06-25,-1.6487
2018-06-26,0.9827
2018-06-27,-1.3738000000000001
2018-06-28,1.3929
2018-06-29,-1.0876
2018-07-02,2.8356
2018-07-03,1.238
2018-07-05,2.1679
2018-07-06,-1.5777999999999999
2018-07-09,-1.1056
2018-07-10,-2.0682
2018-07-11,-1.3128
2018-07-12,0.1157
2018-07-13,-0.0578
2018-07-16,-1.2139
2018-07-17,-0.6437
2018-07-18,-1.7079
2018-07-19,-1.438
2018-07-20,-1.5805
2018-07-23,-0.5559
2018-07-24,-1.8012000000000001
2018-07-25,-2.5933
2018-07-26,2.4675000000000002
2018-07-27,1.7744
2018-07-30,0.8717
2018-07-31,-3.4568
2018-08-01,-2.9412000000000003
2018-08-02,0.9223
2018-08-03,-2.6762
2018-08-06,-1.0731
2018-08-07,0.1356
2018-08-08,12.6608
2018-08-09,1.9231
2018-08-10,4.7759
2018-08-13,-3.2077
2018-08-14,-1.4535
2018-08-15,0.236
2018-08-16,0.4709
2018-08-17,-0.1757
2018-08-20,-1.2324
2018-08-21,-0.5942
2018-08-22,-1.853
2018-08-23,-0.9135
2018-08-24,1.2293
2018-08-27,-0.9107
2018-08-28,3.0025
2018-08-29,-0.0595
2018-08-30,0.8333
2018-08-31,-2.5974
2018-09-04,-2.6061
2018-09-05,1.5556999999999999
2018-09-06,2.6348000000000003
2018-09-07,0.7761
2018-09-10,-1.8957000000000002
2018-09-11,-0.6643
2018-09-12,0.1824
2018-09-13,0.4854
2018-09-14,-2.5362
2018-09-17,0.8674
2018-09-18,1.8428
2018-09-19,-0.4825
2018-09-20,0.5455
2018-09-21,-0.0603
2018-09-24,-0.3619
2018-09-25,0.4237
2018-09-26,-1.9289
2018-09-27,1.6595
2018-09-28,-1.2696
2018-10-01,-1.7146
2018-10-02,0.81
2018-10-03,-0.8035
2018-10-04,0.3115
2018-10-05,0.1242
2018-10-08,0.6203
2018-10-09,-0.6782
2018-10-10,-1.1794
2018-10-11,-4.8995
2018-10-12,-2.642
2018-10-15,4.3419
2018-10-16,2.5358
2018-10-17,-0.1902
2018-10-18,-2.7954
2018-10-19,-0.5229
2018-10-22,0.2628
2018-10-23,-0.5898
2018-10-24,-3.1641
2018-10-25,4.1525
2018-10-26,-3.0065
2018-10-29,-2.5606
2018-10-30,2.9046
2018-10-31,1.4113
2018-11-01,4.175
2018-11-02,-1.9083999999999999
2018-11-05,7.6524
2018-11-06,-0.8434
2018-11-07,0.1215
2018-11-08,-0.7282
2018-11-09,-0.3056
2018-11-12,-8.5837
2018-11-13,-6.774
2018-11-14,2.1583
2018-11-15,4.4366
2018-11-16,-3.3041
2018-11-19,-3.2775
2018-11-20,-3.1723
2018-11-21,2.3827
2018-11-23,2.9091
2018-11-26,0.424
2018-11-27,-1.3371
2018-11-28,2.8531
2018-11-29,1.2483
2018-11-30,-0.0685
2018-12-03,1.7135
2018-12-04,-3.0997
2018-12-06,-0.5563
2018-12-07,-2.5874
