ticker,OLB US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2005-11-30,104.0
2005-12-01,0.0
2005-12-05,0.0
2005-12-06,0.0
2005-12-12,-1.9607999999999999
2006-01-12,2.0
2006-01-13,-1.9607999999999999
2006-02-09,30.0
2006-02-17,-10.7692
2006-03-13,20.6897
2006-03-15,-4.2857
2006-03-16,-62.6866
2006-03-17,-8.0
2006-03-20,-26.087
2006-03-21,-41.1765
2006-03-28,-10.0
2006-03-31,-22.2222
2006-04-10,14.2857
2006-04-17,0.0
2006-04-20,0.0
2006-04-21,125.0
2006-04-26,0.0
2006-04-27,-44.4444
2006-05-03,-10.0
2006-05-05,22.2222
2006-06-23,-23.4659
2006-06-26,0.9651
2006-07-14,-17.647100000000002
2006-11-28,-28.5714
2006-11-30,40.0
2006-12-04,0.0
2006-12-15,-14.2857
2006-12-28,150.0
2006-12-29,-6.6667
2007-01-04,0.0
2007-01-05,-14.2857
2007-01-08,25.0
2007-01-09,0.0
2007-01-10,0.0
2007-01-11,6.6667
2007-01-12,12.5
2007-01-16,-16.6667
2007-01-19,20.0
2007-01-23,-16.6667
2007-01-24,20.0
2007-01-25,33.3333
2007-01-26,-16.6667
2007-01-29,5.0
2007-01-30,19.0476
2007-01-31,16.0
2007-02-01,0.0
2007-02-06,31.0345
2007-02-07,-10.526299999999999
2007-02-08,-17.647100000000002
2007-02-09,7.1429
2007-02-13,3.3333
2007-02-14,0.0
2007-02-20,3.2258
2007-02-21,-18.75
2007-02-22,15.3846
2007-02-23,10.0
2007-02-26,3.0303
2007-02-27,-14.7059
2007-02-28,3.4483
2007-03-01,-23.3333
2007-03-02,21.7391
2007-03-05,-10.7143
2007-03-06,-4.0
2007-03-07,0.0
2007-03-08,-8.3333
2007-03-09,-9.0909
2007-03-12,-60.0
2007-03-13,62.5
2007-03-14,-30.7692
2007-03-15,33.3333
2007-03-19,-16.6667
2007-03-20,30.0
2007-03-21,7.6923
2007-03-27,-14.2857
2007-03-28,0.0
2007-03-29,16.6667
2007-03-30,21.4286
2007-04-02,23.5294
2007-04-03,-4.7619
2007-04-04,-10.0
2007-04-09,-5.5556
2007-04-12,17.647100000000002
2007-04-13,-10.0
2007-04-16,0.0
2007-04-19,-11.1111
2007-04-27,-6.25
2007-05-01,13.3333
2007-05-04,35.2941
2007-05-07,-17.3913
2007-05-08,21.0526
2007-05-15,-2.1739
2007-05-16,-2.2222
2007-05-18,0.0
2007-05-21,0.0
2007-05-22,-18.1818
2007-05-23,0.0
