ticker,FNAM US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2011-04-11,-30.6667
2011-04-19,-3.8462
2011-04-21,-20.0
2011-04-26,50.0
2011-05-05,-58.3333
2011-05-06,0.0
2011-05-31,0.0
2011-06-01,0.0
2011-06-02,0.0
2011-06-03,0.0
2011-06-07,0.0
2011-06-08,-36.0
2011-06-22,-6.25
2011-06-29,-33.3333
2011-07-07,30.0
2011-07-18,-7.6923
2011-07-19,20.8333
2011-07-20,-3.4483
2011-07-21,0.0
2011-07-22,-3.5714
2011-07-25,0.0
2011-07-26,3.7037
2011-07-27,-2.8571
2011-07-28,1.4706000000000001
2011-07-29,0.0
2011-08-01,102.8986
2011-08-10,0.0
2011-09-16,-42.8571
2011-09-29,-12.5
2011-09-30,107.1429
2011-10-31,-51.7241
2011-11-01,0.0
2011-11-02,0.0
2011-11-03,0.0
2011-11-04,0.0
2011-11-07,0.0
2011-11-08,0.0
2011-11-09,0.0
2011-11-10,0.0
2011-11-11,0.0
2011-11-14,0.0
2011-11-15,0.0
2011-11-16,0.0
2011-11-17,0.0
2011-11-18,0.0
2011-11-21,0.0
2011-11-22,0.0
2011-11-28,-21.4286
2011-12-08,36.3636
2012-02-27,-13.3333
2012-03-20,0.0
2012-04-10,0.0
2012-04-13,0.0
2012-05-03,0.0
2012-05-11,92.3077
2012-05-22,0.0
2012-07-09,-48.0
2012-07-17,92.3077
2012-07-27,-40.0
2012-08-02,33.3333
2012-08-06,-25.0
2012-08-10,-13.3333
2012-08-20,0.0
2012-09-07,-7.6923
2012-09-24,-16.6667
2012-11-07,0.0
2012-12-05,0.0
2012-12-13,0.0
2013-01-03,0.0
2013-01-07,0.0
2013-01-08,0.0
2013-02-21,0.0
2013-04-23,100.0
2013-05-01,-25.0
2013-05-24,33.3333
2013-05-29,50.0
2013-05-31,0.0
2013-06-03,-50.0
2013-06-28,33.3333
2013-07-19,0.0
2013-07-30,-25.0
2013-08-13,-6.6667
2013-08-14,-7.1429
2013-08-26,15.3846
2013-09-03,0.0
2013-09-04,0.0
2013-09-05,34.0
2013-09-06,-0.4975
2013-09-11,0.0
2013-09-12,0.0
2013-09-26,15.0
2013-09-27,0.0
2013-10-02,-8.6957
2013-10-03,-7.1429
2013-10-07,0.0
2013-10-15,-5.1282
2013-10-22,2.7027
2013-10-24,2.6316
2013-11-20,23.0769
2013-11-21,-18.75
2013-11-22,0.0
2013-12-04,-0.5128
2014-02-06,0.0
2014-03-03,0.0
2014-03-05,80.4124
