ticker,FNAM US Equity
2014-03-17,-25.7143
2014-03-18,188.4615
2014-03-19,-61.3333
2014-03-25,0.0
2014-04-02,-10.3448
2014-04-03,0.0
2014-04-08,7.6923
2014-04-16,-17.8571
2014-06-16,30.4348
2014-06-17,0.0
2014-07-08,0.0
2014-07-09,-6.6667
2014-07-22,0.0
2014-07-25,0.0
2014-08-12,0.0
2014-09-17,-10.7143
2014-11-10,-8.0
2014-11-14,0.0
2014-11-19,-4.3478
2014-11-26,0.0
2014-12-04,0.0
2014-12-11,-9.0909
2014-12-19,0.0
2014-12-22,0.0
2014-12-29,-10.0
2015-03-02,-11.1111
2015-03-05,-12.5
2015-03-06,0.0
2015-03-11,-7.1429
2015-04-02,0.0
2015-04-08,0.0
2015-05-04,-15.3846
2015-05-05,18.1818
2015-05-08,-7.6923
2015-05-12,0.0
2015-05-21,-8.3333
2015-06-01,0.0
2015-06-05,-9.0909
2015-07-07,-10.0
2015-08-14,11.1111
2015-10-14,-10.0
2015-10-16,-33.3333
2015-11-02,-31.5623
2015-11-17,0.0
2016-02-01,20.0
2016-02-29,16.6667
2016-03-01,0.0
2016-07-21,0.0
2017-02-13,17.4286
2017-02-14,-0.2433
2017-02-17,-2.1951
2017-02-23,-12.7182
2017-03-06,-0.4393
2017-03-07,-0.1327
2017-03-09,-6.6091999999999995
2017-03-13,-23.0769
2017-03-17,26.0
2017-03-22,-20.634900000000002
2017-03-24,0.0
2017-03-29,-20.0
2017-03-30,17.0
2017-04-03,6.8376
2017-04-04,0.0
2017-04-12,-20.0
2017-04-13,-25.0
2017-04-17,0.0
2017-05-02,-23.3333
2017-05-04,8.6957
2017-05-05,12.0
2017-05-08,7.1429
2017-05-09,0.0
2017-05-15,-23.3333
2017-05-22,4.3478
2017-05-23,0.0
2017-06-16,-15.8333
2017-06-28,0.0
2017-06-30,-39.604
2017-07-06,78.4426
2017-07-07,1.0565
2017-07-10,-4.5455
2017-08-23,0.0
2017-09-19,-4.7619
2017-10-09,-11.09
2017-10-11,14.7228
2017-10-30,0.0
2017-11-06,0.0
2017-11-13,-0.8333
2017-12-07,-1.1369
2018-01-03,-2.5
2018-02-22,-7.2821
2018-02-28,10.6195
2018-03-02,-57.5
2018-03-07,17.647100000000002
2018-03-09,0.0
2018-03-14,-15.0
2018-03-22,0.0
2018-03-27,-5.8824
2018-03-28,-18.75
2018-05-16,23.0769
2018-08-06,75.0
2018-08-31,-52.8571
2018-10-30,3.0303
2018-11-15,-26.4706
2019-01-10,-28.0
2019-03-20,66.6667
2019-04-16,133.3333
2019-05-02,42.8571
2019-05-09,95.0
2019-05-17,-23.0769
2019-06-11,30.0
2019-06-24,5.1282
2019-06-26,0.0
2019-07-02,-2.439
2019-07-12,2.5
2019-08-01,-4.878
2019-08-29,-7.6923
2019-08-30,12.2222
2019-09-03,0.0
2019-09-04,-10.8911
2019-09-11,0.0
2019-09-12,-16.6667
2019-09-18,0.0
2019-10-22,-13.3333
2019-10-25,15.3846
2019-11-13,-10.0
2019-11-14,-3.7037
2019-11-18,13.8462
2019-11-25,0.0
2019-12-03,18.2432
2019-12-09,0.0
2019-12-11,-28.0
2019-12-12,38.8889
2019-12-18,-14.2857
2019-12-24,0.0
2020-01-03,0.0
2020-01-14,-16.6667
2020-01-29,48.0
2020-02-25,0.0
2020-03-06,8.1081
2020-03-18,0.0
2020-03-30,-25.0
2020-04-06,-2.0
2020-04-07,-9.5238
2020-06-18,-2.2556
2020-07-08,-6.9231
2020-07-28,0.0
