ticker,WD US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-12-15,-1.0
2010-12-16,-0.9091
2010-12-17,0.8155
2010-12-20,0.2022
2010-12-21,-0.1009
2010-12-22,-0.101
2010-12-23,0.0
2010-12-27,-1.3145
2010-12-28,1.9466999999999999
2010-12-29,0.5025
2010-12-30,1.0
2010-12-31,-0.099
2011-01-03,-0.892
2011-01-04,0.0
2011-01-05,3.4
2011-01-06,-1.2572999999999999
2011-01-07,-0.8815
2011-01-10,1.581
2011-01-11,0.1946
2011-01-12,-0.8738
2011-01-13,3.6239
2011-01-14,0.5671
2011-01-18,0.0
2011-01-19,-0.6579
2011-01-20,0.2838
2011-01-21,1.7925
2011-01-24,3.7998
2011-01-25,-0.1786
2011-01-26,0.805
2011-01-27,-0.7986
2011-01-28,-0.2683
2011-01-31,7.6233
2011-02-01,0.0833
2011-02-02,2.831
2011-02-03,0.8097
2011-02-04,-0.8032
2011-02-07,-1.4575
2011-02-08,-0.0822
2011-02-09,-1.3158
2011-02-10,0.1667
2011-02-11,3.4942
2011-02-14,-2.1704
2011-02-15,1.2325
2011-02-16,1.5422
2011-02-17,-0.0799
2011-02-18,-0.16
2011-02-22,-0.7212
2011-02-23,-1.2107
2011-02-24,1.3072
2011-02-25,-1.129
2011-02-28,-0.4078
2011-03-01,1.638
2011-03-02,1.4504000000000001
2011-03-03,-0.4766
2011-03-04,-0.2394
2011-03-07,0.0
2011-03-08,0.0
2011-03-09,-0.08
2011-03-10,-0.7206
2011-03-11,-0.1613
2011-03-14,-2.2617
2011-03-15,-1.157
2011-03-16,-0.8361
2011-03-17,0.0843
2011-03-18,3.7068
2011-03-21,1.2185
2011-03-22,1.0433
2011-03-23,-0.3177
2011-03-24,-0.239
2011-03-25,1.0383
2011-03-28,0.1581
2011-03-29,-1.3418
2011-03-30,-3.6
2011-03-31,0.8299
2011-04-01,-1.7284000000000002
2011-04-04,-0.8375
2011-04-05,-1.6047
2011-04-06,0.515
2011-04-07,-0.3416
2011-04-08,-0.1714
2011-04-11,-0.4292
2011-04-12,0.431
2011-04-13,-0.3433
2011-04-14,-2.9285
2011-04-15,1.2422
2011-04-18,0.0
2011-04-19,-2.3663
2011-04-20,1.7056
2011-04-21,-0.1765
2011-04-25,1.8568
2011-04-26,1.9965000000000002
2011-04-27,1.1064
2011-04-28,-0.7576
2011-04-29,1.6964000000000001
2011-05-02,-2.2519
2011-05-03,-2.2184
2011-05-04,-0.4363
2011-05-05,2.5416
2011-05-06,1.2821
