ticker,CHRA US Equity
2018-10-31,1.2129
2018-11-01,3.3289
2018-11-02,-2.0619
2018-11-05,-3.4211
2018-11-06,-4.9046
2018-11-07,5.0143
2018-11-08,-3.4106
2018-11-09,-2.4011
2018-11-12,3.9074
2018-11-13,6.4067
2018-11-14,-13.089
2018-11-15,-4.2169
2018-11-16,9.7484
2018-11-19,1.2894
2018-11-20,-3.6775
2018-11-21,1.909
2018-11-23,-3.8905
2018-11-26,-1.3493
2018-11-27,-2.1277
2018-11-28,1.7081
2018-11-29,2.1374
2018-11-30,-2.6906
2018-12-03,2.9186
2018-12-04,-1.0448
2018-12-06,-3.0166
2018-12-07,-3.888
2018-12-10,2.9126
2018-12-11,1.1006
2018-12-12,-2.1773
2018-12-13,1.5897999999999999
2018-12-14,-2.0344
2018-12-17,0.4792
2018-12-18,3.4976
2018-12-19,-4.9155
2018-12-20,7.5929
2018-12-21,3.6036
2018-12-24,2.6087
2018-12-26,9.0395
2018-12-27,-6.6062
2018-12-28,8.1831
2018-12-31,7.0513
2019-01-02,-2.9939999999999998
2019-01-03,-5.4321
2019-01-04,5.3525
2019-01-07,1.2392
2019-01-08,-3.06
2019-01-09,-2.2727
2019-01-10,3.3592
2019-01-11,-1.25
2019-01-14,-7.5949
2019-01-15,-10.8219
2019-01-16,3.533
2019-01-17,-0.5935
2019-01-18,7.4627
2019-01-22,-4.5833
2019-01-23,0.8734
2019-01-24,-3.8961
2019-01-25,9.7598
2019-01-28,-1.2312
2019-01-29,0.4155
2019-01-30,3.5862
2019-01-31,-4.6605
2019-02-01,1.9553
2019-02-04,6.1644
2019-02-05,-2.3226
2019-02-06,-0.9247
2019-02-07,-7.0667
2019-02-08,-2.8693999999999997
2019-02-11,1.9202
2019-02-12,0.5797
2019-02-13,0.7205
2019-02-14,-2.0029
2019-02-15,-1.1679
2019-02-19,1.3294000000000001
2019-02-20,-0.5831
2019-02-21,-1.0264
2019-02-22,-2.0741
2019-02-25,-0.6051
2019-02-26,-0.761
2019-02-27,-0.7669
2019-02-28,-6.3369
2019-03-01,10.396
2019-03-04,8.2212
2019-03-05,-5.1105
2019-03-06,0.4367
2019-03-07,4.3478
2019-03-08,4.1667
2019-03-11,4.9333
2019-03-12,-10.8005
2019-03-13,1.8519
2019-03-14,0.4196
2019-03-15,4.3175
2019-03-18,2.1362
2019-03-19,-1.8300999999999998
2019-03-20,-5.4594
2019-03-21,0.9859
2019-03-22,-6.5551
2019-03-25,-7.0149
2019-03-26,4.4944
2019-03-27,4.4547
2019-03-28,-3.2353
2019-03-29,-2.7356
2019-04-01,-3.9063
2019-04-02,0.4878
2019-04-03,-1.4563
2019-04-04,1.642
2019-04-05,0.0
2019-04-08,-0.6462
2019-04-09,0.6504
2019-04-10,0.9693
2019-04-11,1.44
2019-04-12,-0.7886
2019-04-15,-2.0668
2019-04-16,2.5974
2019-04-17,2.2152
2019-04-18,0.4644
2019-04-22,12.4807
2019-04-23,-3.6986
2019-04-24,-2.4182
2019-04-25,0.4373
2019-04-26,-0.4354
2019-04-29,1.4577
2019-04-30,1.1494
2019-05-01,-2.1307
2019-05-02,2.0319
2019-05-03,-0.2845
2019-05-06,-0.8559
2019-05-07,2.0144
2019-05-08,0.141
2019-05-09,-1.831
2019-05-10,-2.0086
2019-05-13,-1.7570000000000001
2019-05-14,0.0
2019-05-15,-39.9404
2019-05-16,19.8511
2019-05-17,-3.9337
2019-05-20,5.6034
2019-05-21,1.2245
2019-05-22,-2.0161
2019-05-23,0.0
2019-05-24,-2.0576
2019-05-28,-2.9412000000000003
2019-05-29,0.2165
2019-05-30,3.6717
2019-05-31,-2.9167
2019-06-03,-1.073
2019-06-04,-1.7354
2019-06-05,3.532
2019-06-06,2.7719
2019-06-07,-0.4149
2019-06-10,-1.0417
2019-06-11,-2.3158
2019-06-12,3.0172
2019-06-13,9.4142
2019-06-14,3.2505
2019-06-17,4.0741
2019-06-18,2.669
2019-06-19,-5.5459
2019-06-20,0.7339
2019-06-21,-0.9107
2019-06-24,0.9191
2019-06-25,-1.275
2019-06-26,1.476
2019-06-27,-1.6364
2019-06-28,1.6636
2019-07-01,-0.1818
2019-07-02,-3.2787
2019-07-03,3.3898
2019-07-05,-0.5464
2019-07-08,0.1832
2019-07-09,-2.7422
2019-07-10,-0.5639
2019-07-11,0.7561
2019-07-12,-0.1876
2019-07-15,-0.7519
2019-07-16,1.1364
2019-07-17,-1.4981
2019-07-18,1.1407
2019-07-19,-0.5639
2019-07-22,0.189
2019-07-23,1.3208
2019-07-24,1.1173
2019-07-25,4.0516
2019-07-26,-2.4779
2019-07-29,-3.0853
2019-07-30,-3.3708
2019-07-31,0.7752
2019-08-01,-2.3077
2019-08-02,2.9528
2019-08-05,-6.6922
2019-08-06,6.7623
2019-08-07,-1.7274
2019-08-08,3.125
2019-08-09,-0.5682
2019-08-12,0.1905
2019-08-13,0.7605
2019-08-14,-37.7358
2019-08-15,-0.6061
2019-08-16,0.0
2019-08-19,-1.2195
2019-08-20,0.3086
2019-08-21,-3.3846
2019-08-22,-5.414
2019-08-23,-8.0808
2019-08-26,1.0989
2019-08-27,-6.8841
2019-08-28,0.7782
2019-08-29,0.0
2019-08-30,9.6525
2019-09-03,-11.9718
2019-09-04,-1.2
2019-09-05,-0.8097
2019-09-06,1.6327
2019-09-09,-0.4016
2019-09-10,0.0
2019-09-11,0.8065
2019-09-12,4.0
2019-09-13,7.6923
2019-09-16,-3.2143
2019-09-17,2.952
2019-09-18,-0.3584
2019-09-19,-8.6331
2019-09-20,-5.9055
2019-09-23,-5.4393
2019-09-24,-0.885
2019-09-25,1.7856999999999998
2019-09-26,-3.5088
2019-09-27,-1.8182
2019-09-30,-1.8519
2019-10-01,-1.4151
2019-10-02,-2.3923
2019-10-03,0.4902
2019-10-04,-1.9512
2019-10-07,-2.4876
2019-10-08,-8.6735
2019-10-09,0.0
2019-10-10,2.7933
2019-10-11,7.6087
2019-10-14,1.0101
2019-10-15,0.5
2019-10-16,-0.4975
2019-10-17,0.0
2019-10-18,-1.0
2019-10-21,0.0
2019-10-22,1.0101
2019-10-23,-1.0
2019-10-24,-3.5354
2019-10-25,2.6178
2019-10-28,3.0612
2019-10-29,2.9703
2019-10-30,-4.3269
2019-10-31,-4.0201
2019-11-01,4.712
2019-11-04,-2.5
2019-11-05,0.5128
2019-11-06,0.5102
2019-11-07,-1.0152
2019-11-08,-1.0256
2019-11-11,-1.5544
2019-11-12,-0.5263
2019-11-13,6.8783
2019-11-14,8.4158
2019-11-15,0.9132
2019-11-18,12.2172
2019-11-19,-4.4355
2019-11-20,0.0
2019-11-21,2.1097
2019-11-22,2.8926
2019-11-25,-3.2129
2019-11-26,-5.8091
2019-11-27,3.5242
2019-11-29,-0.4255
2019-12-02,-10.2564
2019-12-03,-0.4762
2019-12-04,0.9569
2019-12-05,-2.8436
2019-12-06,-0.4878
2019-12-09,8.3333
2019-12-10,1.3575
2019-12-11,-7.5893
2019-12-12,0.9662
2019-12-13,-2.3923
2019-12-16,1.9607999999999999
2019-12-17,2.8846
2019-12-18,3.271
2019-12-19,2.7149
2019-12-20,-5.7269
2019-12-23,15.8879
2019-12-24,0.0
2019-12-26,-5.2419
2019-12-27,-4.6809
2019-12-30,-0.8929
2019-12-31,9.9099
2020-01-02,13.1148
2020-01-03,-0.3623
2020-01-06,-5.0909
2020-01-07,9.9617
2020-01-08,3.4843
2020-01-09,-3.0303
2020-01-10,1.0417
2020-01-13,6.1856
2020-01-14,-3.8834999999999997
2020-01-15,-5.3872
2020-01-16,5.694
2020-01-17,-5.3872
2020-01-21,5.3381
2020-01-22,-0.3378
2020-01-23,-3.0508
2020-01-24,-3.8462
2020-01-27,-0.3636
2020-01-28,1.0949
2020-01-29,-20.5776
2020-01-30,-9.5455
2020-01-31,0.5025
2020-02-03,3.0
2020-02-04,1.4563
2020-02-05,1.4354
2020-02-06,-2.3585
2020-02-07,1.4493
2020-02-10,-1.9048
2020-02-11,5.3398
2020-02-12,-3.2258
2020-02-13,0.9524
2020-02-14,1.8868
2020-02-18,-2.7778
2020-02-19,0.0
2020-02-20,0.9524
2020-02-21,-1.4151
2020-02-24,-2.3923
2020-02-25,3.9215999999999998
2020-02-26,-1.4151
2020-02-27,-4.7847
2020-02-28,11.0553
2020-03-02,17.647100000000002
2020-03-03,-6.5385
2020-03-04,1.6461000000000001
2020-03-05,-4.0486
2020-03-06,1.2658
2020-03-09,-2.5
2020-03-10,-3.8462
2020-03-11,-3.1111
2020-03-12,-6.8807
2020-03-13,21.1823
2020-03-16,-14.2276
2020-03-17,3.7915
2020-03-18,-26.0274
2020-03-19,31.4815
2020-03-20,-5.6338
2020-03-23,-15.9204
2020-03-24,18.9349
2020-03-25,-0.995
2020-03-26,12.0603
2020-03-27,-26.4574
2020-03-30,14.6341
2020-03-31,-9.0426
2020-04-01,-2.924
2020-04-02,8.4337
2020-04-03,-16.6667
2020-04-06,16.0
2020-04-07,4.023
2020-04-08,2.7624
2020-04-09,3.2258
2020-04-13,-15.625
2020-04-14,3.7037
2020-04-15,2.3810000000000002
2020-04-16,-6.3953
2020-04-17,3.7267
2020-04-20,-2.3952
2020-04-21,-1.8405
2020-04-22,1.25
2020-04-23,-1.8519
2020-04-24,1.2579
2020-04-27,2.4845
2020-04-28,0.6061
2020-04-29,4.8193
2020-04-30,-7.4713
2020-05-01,-6.8323
2020-05-04,4.0
2020-05-05,-1.2821
2020-05-06,-5.8442
2020-05-07,-2.7586
2020-05-08,9.9291
2020-05-11,-0.6452
2020-05-12,-3.2468
2020-05-13,8.0537
2020-05-14,-0.6211
2020-05-15,6.875
2020-05-18,14.0351
2020-05-19,-9.7436
2020-05-20,4.5455
2020-05-21,-3.8043
2020-05-22,2.8249
2020-05-26,7.6923
2020-05-27,0.0
2020-05-28,1.5306
2020-05-29,-7.0352
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,-3.2432
2020-06-04,0.5587
2020-06-05,-3.8889
2020-06-08,4.0462
2020-06-09,-2.2222
2020-06-10,-0.5682
2020-06-11,-10.857099999999999
2020-06-12,0.641
2020-06-15,-1.2739
2020-06-16,4.5161
2020-06-17,0.6173
2020-06-18,-4.908
2020-06-19,-0.6452
2020-06-22,7.1429
2020-06-23,7.2727
2020-06-24,1.6949
2020-06-25,-2.2222
2020-06-26,14.7727
2020-06-29,26.7327
2020-06-30,24.2188
2020-07-01,-3.4591
2020-07-02,6.1889
2020-07-06,4.2945
2020-07-07,3.5294
2020-07-08,-3.9773
2020-07-09,-8.284
2020-07-10,-8.0645
2020-07-13,-4.5614
2020-07-14,-8.0882
2020-07-15,2.0
2020-07-16,-2.3529
2020-07-17,-1.2048
2020-07-20,1.2195
2020-07-21,4.4217
2020-07-22,4.996
2020-07-23,-4.7619
2020-07-24,-1.1538
2020-07-27,-1.9455
2020-07-28,-0.7937
2020-07-29,-2.4
2020-07-30,1.2295
2020-07-31,-2.4291
