ticker,BONTQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2000-01-03,3.3898
2000-01-04,4.918
2000-01-05,0.0
2000-01-06,-3.125
2000-01-07,3.2258
2000-01-10,-3.125
2000-01-11,0.0
2000-01-12,8.0645
2000-01-13,-5.9701
2000-01-14,-1.5873
2000-01-18,0.0
2000-01-19,0.0
2000-01-20,-4.0323
2000-01-21,-2.521
2000-01-24,0.0
2000-01-25,-5.1724
2000-01-26,1.8182
2000-01-27,1.7856999999999998
2000-01-28,1.7544
2000-01-31,0.0
2000-02-01,0.8621
2000-02-02,-0.8547
2000-02-03,0.0
2000-02-04,0.0
2000-02-07,3.4483
2000-02-08,-5.0
2000-02-09,-3.5088
2000-02-10,-4.5455
2000-02-11,-0.9524
2000-02-14,0.0
2000-02-15,11.538499999999999
2000-02-16,0.0
2000-02-17,-3.4483
2000-02-18,3.5714
2000-02-22,-3.4483
2000-02-23,0.0
2000-02-24,-5.3571
2000-02-25,-0.9434
2000-02-28,0.0
2000-02-29,12.381
2000-03-01,-5.0847
2000-03-02,-10.7143
2000-03-03,8.0
2000-03-06,0.0
2000-03-07,-7.4074
2000-03-08,0.0
2000-03-09,2.0
2000-03-10,-3.9215999999999998
2000-03-13,4.0816
2000-03-14,-2.9412000000000003
2000-03-15,5.0505
2000-03-16,1.9231
2000-03-17,-1.8868
2000-03-20,1.9231
2000-03-21,-1.8868
2000-03-22,-0.9615
2000-03-23,-2.9126
2000-03-24,-2.0
2000-03-27,-1.0204
2000-03-28,-1.0309
2000-03-29,-6.25
2000-03-30,6.6667
2000-03-31,1.0417
2000-04-03,3.0928
2000-04-04,-4.0
2000-04-05,0.0
2000-04-06,-8.3333
2000-04-07,4.5455
2000-04-10,0.0
2000-04-11,2.1739
2000-04-12,2.1277
2000-04-13,-0.5208
2000-04-14,-4.712
2000-04-17,7.6923
2000-04-18,-8.1633
2000-04-19,6.6667
2000-04-20,-7.2917
2000-04-24,1.1236
2000-04-25,-2.2222
2000-04-26,2.2727
2000-04-27,-6.6667
2000-04-28,-9.5238
2000-05-01,2.6316
2000-05-02,-1.2821
2000-05-03,-1.2987
2000-05-04,5.2632
2000-05-05,-2.5
2000-05-08,2.5641
2000-05-09,5.0
2000-05-10,4.7619
2000-05-11,2.2727
2000-05-12,-15.5556
2000-05-15,-5.2632
2000-05-16,-2.7778
2000-05-17,11.4286
2000-05-18,0.0
2000-05-19,-2.5641
2000-05-22,-2.6316
2000-05-23,-5.4054
2000-05-24,1.4285999999999999
