ticker,MSTO US Equity
2016-01-28,-60.0
2016-03-17,-60.0
2017-01-25,56.25
2017-01-30,270.0
2017-02-16,-72.973
2017-06-22,-74.4
2017-07-28,118.75
2017-10-09,100.0
2017-10-20,7.1429
2018-01-19,-33.3333
2018-06-07,-88.0
2018-08-07,733.3333
2018-12-20,-80.0
2019-01-22,-10.0
2019-03-08,177.7778
2019-05-20,40.0
2019-05-30,0.0
2019-06-06,0.0
2019-06-07,85.7143
2019-06-10,119.3462
2019-06-11,127.9502
2019-06-12,-11.538499999999999
2019-06-13,-2.6087
2019-06-14,310.7143
2019-06-17,-34.7826
2019-06-18,-10.0
2019-06-19,-33.3333
2019-06-20,-33.3333
2019-06-21,-11.8333
2019-06-24,13.0435
2019-06-25,-8.0268
2019-06-26,9.0909
2019-06-27,15.0
2019-06-28,-13.1884
2019-07-01,0.0835
2019-07-02,0.0834
2019-07-03,-2.3333
2019-07-05,-6.1433
2019-07-08,6.5455
2019-07-09,-4.2491
2019-07-10,46.1415
2019-07-11,-1.2195
2019-07-12,-25.9259
2019-07-15,10.75
2019-07-16,7.6749
2019-07-17,4.8218
2019-07-18,-2.6667
2019-07-19,1.3699
2019-07-22,-11.1486
2019-07-23,14.0684
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,6.6667
2019-07-29,-26.5625
2019-07-30,8.0851
2019-07-31,10.2362
2019-08-01,-4.2857
2019-08-05,-2.9851
2019-08-06,-38.4615
2019-08-07,62.5
2019-08-08,-38.4615
2019-08-12,55.0
2019-08-13,-0.1613
2019-08-14,3.3926
2019-08-15,20.0
2019-08-16,4.1667
2019-08-19,-36.25
2019-08-20,52.9412
2019-08-21,-15.3974
2019-08-22,5.7736
2019-08-23,21.6332
2019-08-26,-39.8115
2019-08-27,14.09
2019-08-28,9.777
2019-08-29,-21.875
2019-09-03,-1.8
2019-09-09,0.0
2019-09-10,-8.3503
2019-09-11,11.1111
2019-09-13,27.0
2019-09-16,-13.3858
2019-09-18,9.0909
2019-09-19,0.0
2019-09-20,-8.3333
2019-09-23,-9.0909
2019-09-24,-20.0
2019-09-25,-12.5
2019-09-26,11.4286
2019-09-27,0.0
2019-09-30,41.0256
2019-10-01,0.0
2019-10-02,-9.0909
2019-10-03,-10.0
2019-10-04,6.6667
2019-10-07,-37.5
2019-10-09,0.0
2019-10-14,-16.6667
2019-10-18,-16.0
2019-10-21,0.0
2019-10-22,-4.7619
2019-10-29,-35.0
2019-10-30,38.4615
2019-10-31,-5.5556
2019-11-04,-5.8824
2019-11-05,-6.25
2019-11-06,32.6667
2019-11-07,-14.5729
2019-11-08,29.4118
2019-11-12,-18.1818
2019-11-13,11.1111
2019-11-14,-10.0
2019-11-15,11.1111
2019-11-18,4.0
2019-11-19,-27.8846
2019-11-20,33.3333
2019-11-21,-10.0
2019-11-22,55.5556
2019-11-25,3.2143
2019-11-26,-4.4983
2019-11-27,-5.7971
2019-12-02,25.0
2019-12-03,0.0
2019-12-04,7.6923
2019-12-05,-7.1429
2019-12-06,7.6923
2019-12-09,-28.5714
2019-12-10,12.14
2019-12-11,-3.6917999999999997
2019-12-12,-7.4074
2019-12-13,0.0
2019-12-16,-2.2
2019-12-17,-5.9305
2019-12-18,5.3913
2019-12-19,-9.2409
2019-12-20,-54.5455
2019-12-23,50.0
2019-12-27,-20.0
2019-12-30,8.3333
2019-12-31,-30.7692
2020-01-02,22.2222
2020-01-06,-41.8182
2020-01-07,17.1875
2020-01-08,-16.0
2020-01-09,9.4444
2020-01-10,21.1022
2020-01-14,-10.1796
2020-01-16,23.7333
2020-01-17,-24.6444
2020-01-21,4.3901
2020-01-22,36.9863
2020-01-23,-0.5
2020-01-28,-15.5779
2020-01-29,-10.7143
2020-01-31,-2.6667
2020-02-03,19.1781
2020-02-04,3.4483
2020-02-05,-18.8889
2020-02-06,-24.6575
2020-02-07,18.1818
2020-02-10,-13.3846
2020-02-11,-21.8472
2020-02-12,31.8182
2020-02-13,-12.069
2020-02-14,-1.9607999999999999
2020-02-18,0.46
2020-02-19,-10.4121
2020-02-20,-17.7778
2020-02-21,24.3243
2020-02-24,2.1739
2020-02-26,25.5319
2020-02-27,-6.3559
2020-02-28,-23.9819
2020-03-02,38.0952
2020-03-03,-27.5862
2020-03-04,0.0
2020-03-05,-30.9524
2020-03-06,3.4483
2020-03-09,0.0
2020-03-10,-13.3333
2020-03-11,11.538499999999999
2020-03-16,-10.3448
2020-03-17,-19.2308
2020-03-19,42.8571
2020-03-20,-40.0
2020-03-23,0.0
2020-03-24,11.1111
2020-03-25,-40.0
2020-03-26,8.3333
2020-03-27,7.6923
2020-03-30,7.1429
2020-03-31,6.6667
2020-04-02,168.75
2020-04-03,37.2093
2020-04-06,-42.3729
2020-04-07,-17.647100000000002
2020-04-08,0.0
2020-04-09,-14.2857
2020-04-13,16.6667
2020-04-14,-21.4286
2020-04-15,-9.0909
2020-04-16,0.0
2020-04-17,-15.0
2020-04-20,17.647100000000002
2020-04-21,15.0
2020-04-22,2.1739
2020-04-23,2.1277
2020-04-24,-20.8333
2020-04-27,15.7895
2020-04-28,9.0909
2020-04-29,37.5
2020-04-30,0.0
2020-05-01,-33.3333
2020-05-04,30.4545
2020-05-05,0.3484
2020-05-06,25.0
2020-05-07,-22.2222
2020-05-08,-28.5714
2020-05-11,50.0
2020-05-12,-13.3333
2020-05-13,-7.6923
2020-05-14,37.5
2020-05-15,-27.2727
2020-05-18,-20.8333
2020-05-19,5.2632
2020-05-20,-20.0
2020-05-21,0.0
2020-05-22,25.0
2020-05-26,-20.0
2020-05-27,0.0
2020-05-28,0.0
2020-05-29,0.0
2020-06-01,0.0
2020-06-02,-12.5
2020-06-03,0.0
2020-06-04,14.2857
2020-06-05,12.5
2020-06-08,5.5556
2020-06-09,26.3158
2020-06-10,-16.6667
2020-06-11,10.0
2020-06-12,4.5455
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,-21.7391
2020-06-18,11.1111
2020-06-19,17.5
2020-06-22,10.6383
2020-06-23,3.8462
2020-06-24,-7.4074
2020-06-25,12.0
2020-06-26,0.0
2020-06-29,10.7143
2020-06-30,-3.2258
2020-07-01,-13.3333
2020-07-02,11.538499999999999
2020-07-06,-10.3448
2020-07-07,-7.6923
2020-07-08,33.3333
2020-07-09,-6.25
2020-07-10,-6.6667
2020-07-13,14.2857
2020-07-14,6.25
2020-07-15,2.9412000000000003
2020-07-16,-14.2857
2020-07-17,10.0
2020-07-20,6.0606
2020-07-21,8.5714
2020-07-22,36.8421
2020-07-23,-7.1154
2020-07-24,-8.9027
2020-07-27,7.9545
2020-07-28,-11.5789
2020-07-29,-11.9048
2020-07-30,21.6216
2020-07-31,-6.6667
