ticker,MSTO US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2010-01-12,50.0
2010-01-13,100.0
2010-01-14,-1.6667
2010-01-15,-6.7797
2010-01-19,-61.8182
2010-01-20,-4.7619
2010-01-22,0.0
2010-02-16,15.0
2010-02-18,0.0
2010-03-25,13.0435
2010-06-17,-80.7692
2010-07-01,304.0
2010-07-19,-76.2376
2010-07-21,25.0
2010-07-26,-3.3333
2010-07-27,-24.1379
2010-07-28,13.5795
2010-07-29,20.06
2010-07-30,-16.6667
2010-08-02,0.0
2010-08-03,20.0
2010-08-06,0.0
2010-08-10,-16.6667
2010-08-12,0.0
2010-08-17,20.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-24,-16.6667
2010-08-27,0.0
2010-08-31,-20.0
2010-09-03,0.0
2010-09-10,25.0
2010-09-14,-40.0
2010-09-30,-6.6667
2010-10-05,0.0
2010-12-03,-50.0
2010-12-21,0.0
2011-01-04,0.0
2011-01-13,14.2857
2011-01-14,75.0
2011-01-18,0.0
2011-02-02,-85.7143
2011-02-16,600.0
2011-02-25,28.5714
2011-03-03,-44.4444
2011-03-09,0.0
2011-03-14,-40.0
2011-03-25,-50.0
2011-04-01,100.0
2011-04-05,-48.3333
2011-04-07,6.4516
2011-04-08,-9.0909
2011-06-01,0.0
2011-06-23,0.0
2011-06-28,-16.6667
2011-06-30,20.0
2011-07-25,-16.6667
2011-07-26,-20.0
2011-08-08,0.0
2011-09-30,0.0
2011-10-03,0.0
2011-10-12,-35.9375
2011-11-17,-14.1463
2012-01-05,36.3636
2012-01-09,-53.3333
2012-05-04,-71.4286
2012-06-07,143.75
2013-05-14,-76.9231
2013-07-15,0.0
2013-08-14,4344.4444
2013-12-04,0.0
2013-12-05,-60.0
2014-02-04,0.0
2014-05-08,-85.0
2014-06-05,233.3333
2014-06-30,50.0
2014-09-10,-33.3333
2015-04-22,925.0
2015-04-28,-89.2683
2015-04-29,354.5455
2015-05-07,-70.0
2015-06-02,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-09,0.0
2015-06-10,-6.6667
2015-07-15,-28.5714
2015-07-21,10.0
2015-09-18,-9.0909
2015-09-21,0.0
2015-09-25,50.0
2015-10-08,-20.0
2015-10-21,66.6667
2015-10-22,0.0
2015-10-23,-25.0
2015-10-27,83.3333
2015-10-29,0.0
2015-10-30,0.0
2015-11-02,-9.0909
2015-11-06,-16.0
2015-11-12,-4.7619
2015-11-17,0.0
2015-11-30,25.0
2015-12-01,100.0
