ticker,ETNI US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2009-08-25,165.3333
2009-08-26,0.5025
2009-08-27,75.0
2009-08-28,-14.0
2009-08-31,32.8904
2009-09-01,-12.5
2009-09-02,42.8571
2009-09-03,10.0
2009-09-04,0.0
2009-09-08,-27.0909
2009-09-10,12.2195
2009-09-14,22.2222
2009-09-15,-10.1818
2009-09-17,-58.9069
2009-09-21,10.3448
2009-09-24,-10.7143
2009-09-25,25.0
2009-09-28,0.0
2009-09-29,-43.2
2009-09-30,40.8451
2009-10-01,-7.5
2009-10-02,-5.4054
2009-10-05,-14.2857
2009-10-06,-28.0
2009-10-07,-6.4815
2009-10-08,0.0
2009-10-09,22.7723
2009-10-12,-18.5484
2009-10-14,21.7822
2009-10-15,-17.0732
2009-10-16,17.647100000000002
2009-10-19,-12.5
2009-10-20,13.3333
2009-10-21,-5.8824
2009-10-22,7.1429
2009-10-23,-12.5
2009-10-26,-3.8095
2009-10-27,8.9109
2009-10-28,0.0
2009-10-29,4.5455
2009-10-30,-39.1304
2009-11-02,0.0
2009-11-03,2.8571
2009-11-04,23.6111
2009-11-05,10.1124
2009-11-06,-13.2653
2009-11-09,-11.7647
2009-11-10,20.0
2009-11-12,12.2222
2009-11-16,-45.5446
2009-11-17,36.3636
2009-11-18,6.6667
2009-11-19,-6.25
2009-11-20,40.0
2009-11-23,-34.2857
2009-11-24,-4.3478
2009-11-27,-0.5303
2009-12-01,26.428
2009-12-09,-1.2048
2009-12-14,-32.9268
2009-12-15,50.9091
2009-12-17,-38.5542
2009-12-18,-19.6078
2009-12-21,58.5366
2009-12-22,-7.6923
2009-12-23,0.0
2009-12-28,0.0
2009-12-29,16.6667
2009-12-30,2.8571
2009-12-31,0.0
2010-01-04,0.0
2010-01-07,4.1667
2010-01-08,0.0
2010-01-13,-2.6667
2010-01-14,0.0
2010-01-15,0.0
2010-01-19,-24.6575
2010-01-20,0.0
2010-01-21,0.0
2010-01-22,3.6364
2010-01-25,31.5789
2010-01-26,-4.6667
2010-01-27,-0.6993
2010-01-28,0.0
2010-02-01,-14.0845
2010-02-02,9.8361
2010-02-03,7.4627
2010-02-04,0.0
2010-02-05,11.1111
2010-02-08,-12.5
2010-02-09,7.1429
2010-02-10,8.0
2010-02-11,12.3457
2010-02-12,-12.0879
2010-02-16,18.75
2010-02-17,3.1579
2010-02-18,-3.0612
2010-02-19,4.2105
2010-02-22,-4.0404
2010-02-23,-1.0526
2010-02-24,-20.2128
2010-02-25,17.3333
