ticker,WDKA US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2008-12-03,133.3333
2008-12-04,42.8571
2008-12-05,0.0
2008-12-08,-15.0
2008-12-09,-0.5882
2008-12-10,-5.3254
2008-12-11,-36.875
2008-12-15,48.5149
2008-12-19,20.0
2008-12-22,0.0
2008-12-29,-16.6667
2009-01-05,0.0
2009-01-06,6.6667
2009-01-08,0.0
2009-01-09,0.0
2009-01-12,0.0
2009-01-13,25.0
2009-01-14,-12.5
2009-01-15,17.1429
2009-01-16,0.0
2009-01-22,0.0
2009-03-06,0.0
2009-03-23,0.0
2009-03-25,-50.731700000000004
2009-04-07,0.0
2009-04-14,48.5149
2009-05-01,0.0
2009-05-05,-32.6667
2009-05-06,68.3168
2009-05-07,0.0
2009-05-13,-11.1765
2009-05-14,0.0
2009-05-26,0.0
2009-06-12,-20.5298
2009-10-14,-12.5
2009-12-29,4.7619
2010-02-17,-22.7273
2010-02-23,0.0
2010-03-10,0.0
2010-04-05,-40.0
2010-04-09,0.0
2010-06-22,-50.9804
2010-07-29,0.0
2010-09-27,-20.0
2010-09-30,0.0
2011-08-12,-75.0
2011-08-19,1920.0
2011-08-22,3.9604
2011-08-23,0.0
2011-08-24,14.2857
2011-08-26,8.3333
2011-08-29,19.2308
2011-08-30,5.8065
2011-08-31,0.6098
2011-09-01,3.0303
2011-09-06,5.8824
2011-09-07,11.1111
2011-09-08,0.0
2011-09-09,2.5
2011-09-12,-2.439
2011-09-13,-5.0
2011-09-14,2.1053
2011-09-16,5.6701
2011-09-19,-7.3171
2011-09-20,0.0
2011-09-21,8.4211
2011-09-26,-5.3398
2011-09-28,-2.5641
2011-10-04,0.0
2011-10-05,4.7368
2011-10-06,0.0
2011-10-07,-4.5226
2011-10-10,5.2632
2011-10-11,-2.5
2011-10-18,0.0
2011-10-19,-2.5641
2011-10-20,0.0
2011-10-27,-4.7368
2011-11-03,-3.3149
2011-11-22,4.5714
2011-11-23,-2.1858
2011-12-05,-2.2346
2011-12-06,0.0
2011-12-14,5.7143
2011-12-19,0.0
2011-12-22,-8.1081
2011-12-23,0.0
2011-12-27,2.3529
2012-01-09,-5.1724
2012-01-10,-6.0606
2012-01-18,6.4516
2012-01-19,5.4545
2012-01-23,-13.7931
2012-01-24,0.0
2012-02-03,10.0
2012-02-06,-3.0303
2012-02-07,3.125
2012-02-08,-3.0303
2012-02-09,0.0
2012-02-10,2.5
2012-02-13,0.6098
2012-02-14,-1.2121
2012-02-15,0.0
2012-02-16,21.4724
