ticker,CVI US Equity
2008-03-14,-8.309
2008-03-17,2.0492
2008-03-18,7.8983
2008-03-19,-0.4549
2008-03-20,2.3681
2008-03-24,3.612
2008-03-25,-1.841
2008-03-26,-2.4342
2008-03-27,-5.2761
2008-03-28,-1.2522
2008-03-31,0.6996
2008-04-01,5.0369
2008-04-02,2.5217
2008-04-03,-0.7661
2008-04-04,-1.5034999999999998
2008-04-07,-1.1964
2008-04-08,-0.0418
2008-04-09,-2.2556
2008-04-10,2.094
2008-04-11,-3.2231
2008-04-14,2.9844
2008-04-15,-4.0739
2008-04-16,2.6708
2008-04-17,0.0853
2008-04-18,0.8948
2008-04-21,1.647
2008-04-22,-0.5401
2008-04-23,-1.8378999999999999
2008-04-24,-0.8511
2008-04-25,-0.9013
2008-04-28,-0.3898
2008-04-29,-2.3913
2008-04-30,-4.098
2008-05-01,0.2322
2008-05-02,-0.8341
2008-05-05,0.6542
2008-05-06,-3.4355
2008-05-07,-1.6827
2008-05-08,-2.2983000000000002
2008-05-09,-0.3003
2008-05-12,6.0743
2008-05-13,1.4198
2008-05-14,4.0597
2008-05-15,2.0179
2008-05-16,6.5055
2008-05-19,-1.6096
2008-05-20,1.4681
2008-05-21,0.8681
2008-05-22,1.6803
2008-05-23,0.8061
2008-05-27,2.479
2008-05-28,0.039
2008-05-29,1.4821
2008-05-30,2.5365
2008-06-02,5.8471
2008-06-03,-2.2663
2008-06-04,-4.8187999999999995
2008-06-05,-0.8755
2008-06-06,-3.9939
2008-06-09,1.16
2008-06-10,-1.3049
2008-06-11,-0.8814
2008-06-12,2.3444
2008-06-13,0.8689
2008-06-16,-2.4276
2008-06-17,2.0465
2008-06-18,-1.7696
2008-06-19,-0.9207
2008-06-20,-8.8889
2008-06-23,-5.9867
2008-06-24,-2.4057
2008-06-25,-3.5766
2008-06-26,-6.817
2008-06-27,4.3572
2008-06-30,-0.7732
2008-07-01,-0.8312
2008-07-02,-4.0335
2008-07-03,-2.0742
2008-07-07,-0.223
2008-07-08,-0.1117
2008-07-09,-7.2707
2008-07-10,-1.9903
2008-07-11,0.5538
2008-07-14,-0.4284
2008-07-15,-1.4136
2008-07-16,0.3741
2008-07-17,-1.7391
2008-07-18,-0.9482
2008-07-21,5.2329
2008-07-22,-2.3044000000000002
2008-07-23,-7.9454
2008-07-24,-3.7087
2008-07-25,4.0616
2008-07-28,-5.8546
2008-07-29,-1.0007
2008-07-30,13.2852
2008-07-31,1.0198
2008-08-01,1.4511
2008-08-04,-4.2289
2008-08-05,1.1039
2008-08-06,3.9177999999999997
2008-08-07,-6.1187
2008-08-08,4.6083
2008-08-11,-0.4405
2008-08-12,-0.7585
2008-08-13,4.0127
2008-08-14,-12.3699
2008-08-15,-6.2194
2008-08-18,-9.8361
2008-08-19,-3.3058
2008-08-20,2.9915000000000003
2008-08-21,-4.3154
2008-08-22,1.8213
2008-08-25,4.3441
2008-08-26,6.3673
2008-08-27,2.2256
2008-08-28,3.979
2008-08-29,0.6498
2008-09-02,-7.9627
2008-09-03,7.7942
2008-09-04,-1.3014999999999999
2008-09-05,1.3919000000000001
2008-09-08,1.6618
2008-09-09,-23.3831
2008-09-10,-0.9276
2008-09-11,9.0824
2008-09-12,10.8155
2008-09-15,-18.5128
2008-09-16,6.4639
2008-09-17,-1.1607
2008-09-18,8.8528
2008-09-19,7.8008
2008-09-22,-9.3918
2008-09-23,-4.7579
2008-09-24,-1.7841
2008-09-25,2.7248
2008-09-26,-9.4607
2008-09-29,-12.8906
2008-09-30,-4.4843
2008-10-01,-3.169
2008-10-02,-18.0606
2008-10-03,-3.1065
2008-10-06,-9.9237
2008-10-07,-9.661
2008-10-08,-17.2608
2008-10-09,-5.8957
2008-10-10,-5.0602
2008-10-13,53.5533
2008-10-14,-19.3388
2008-10-15,-4.5082
2008-10-16,-9.0129
2008-10-17,0.4717
2008-10-20,10.3286
2008-10-21,-7.6596
2008-10-22,-9.447
2008-10-23,-12.4682
2008-10-24,-13.3721
2008-10-27,-17.4497
2008-10-28,-0.813
2008-10-29,-7.7869
2008-10-30,4.4444
2008-10-31,68.9362
2008-11-03,27.7078
2008-11-04,11.2426
2008-11-05,-11.3475
2008-11-06,-14.4
2008-11-07,-3.0374
2008-11-10,-8.4337
2008-11-11,-12.1053
2008-11-12,-11.3772
2008-11-13,17.2297
2008-11-14,-13.2565
2008-11-17,0.6645
2008-11-18,5.6106
2008-11-19,-12.5
2008-11-20,-2.5
2008-11-21,11.7216
2008-11-24,1.9672
2008-11-25,7.074
2008-11-26,11.1111
2008-11-28,-5.4054
2008-12-01,-13.7143
2008-12-02,8.6093
2008-12-03,9.7561
2008-12-04,-15.5556
2008-12-05,-5.9211
2008-12-08,9.7902
2008-12-09,2.5478
2008-12-10,8.0745
2008-12-11,5.1724
2008-12-12,-5.4645
2008-12-15,-6.6474
2008-12-16,16.0991
2008-12-17,4.0
2008-12-18,-3.3333
2008-12-19,9.8143
2008-12-22,-1.6907999999999999
2008-12-23,-4.4226
2008-12-24,-6.6838
2008-12-26,1.9284
2008-12-29,-3.5135
2008-12-30,-4.7619
2008-12-31,17.647100000000002
2009-01-02,5.75
2009-01-05,11.3475
2009-01-06,-3.8217
2009-01-07,2.4283
2009-01-08,1.2931
2009-01-09,-3.617
2009-01-12,-3.0905
2009-01-13,0.2278
2009-01-14,0.4545
2009-01-15,3.6199
2009-01-16,2.8384
2009-01-20,-6.5817
2009-01-21,11.3636
2009-01-22,-10.2041
2009-01-23,4.7727
2009-01-26,3.6875999999999998
2009-01-27,-4.3933
2009-01-28,11.8162
2009-01-29,-6.4579
2009-01-30,6.9038
2009-02-02,-2.544
2009-02-03,6.6265
2009-02-04,7.533
2009-02-05,1.9264000000000001
2009-02-06,1.0309
2009-02-09,4.4218
2009-02-10,-3.4202
2009-02-11,3.7099
2009-02-12,3.0894
2009-02-13,-0.4732
2009-02-17,-2.0602
2009-02-18,-21.6828
2009-02-19,5.9917
2009-02-20,-8.9669
2009-02-23,-10.0642
2009-02-24,13.0952
2009-02-25,-0.6316
2009-02-26,4.661
2009-02-27,-4.4534
2009-03-02,-16.1017
2009-03-03,-0.2525
2009-03-04,0.0
2009-03-05,-9.6203
2009-03-06,8.6835
2009-03-09,3.3505
2009-03-10,6.2344
2009-03-11,-19.7183
2009-03-12,9.3567
2009-03-13,6.4171
2009-03-16,1.7588
2009-03-17,19.5062
2009-03-18,3.3058
2009-03-19,-2.6
2009-03-20,-7.5975
2009-03-23,10.8889
2009-03-24,-2.6052
2009-03-25,1.2346
2009-03-26,12.6016
2009-03-27,-0.9025
2009-03-30,-5.4645
2009-03-31,6.7437000000000005
2009-04-01,5.0542
2009-04-02,2.5773
2009-04-03,0.335
2009-04-06,1.3356
2009-04-07,-2.4712
2009-04-08,2.3649
2009-04-09,2.3102
2009-04-13,0.9677
2009-04-14,-3.1949
2009-04-15,0.9901
2009-04-16,8.6601
2009-04-17,3.3083
2009-04-20,-7.8603
2009-04-21,6.4771
2009-04-22,0.5935
2009-04-23,-1.4748999999999999
2009-04-24,2.5449
2009-04-27,-1.1679
2009-04-28,3.6928
2009-04-29,2.849
2009-04-30,1.9391
2009-05-01,0.1359
2009-05-04,5.0204
2009-05-05,8.0103
2009-05-06,-4.7847
2009-05-07,-5.1508
2009-05-08,6.0927
2009-05-11,1.4981
2009-05-12,-2.337
2009-05-13,-6.927
2009-05-14,2.7064
2009-05-15,1.1858
2009-05-18,0.0
2009-05-19,6.7708
2009-05-20,0.9756
2009-05-21,-0.9662
2009-05-22,-0.3659
2009-05-26,6.6095
2009-05-27,1.837
2009-05-28,2.8185000000000002
2009-05-29,4.8246
2009-06-01,7.636
2009-06-02,-2.8183
2009-06-03,-16.0
2009-06-04,7.8571
2009-06-05,-3.2009
2009-06-08,-0.7982
2009-06-09,4.8276
2009-06-10,-1.2061
2009-06-11,-0.9989
2009-06-12,-0.2242
2009-06-15,-5.3933
2009-06-16,0.1188
2009-06-17,-4.6263
2009-06-18,-1.1194
2009-06-19,-5.6604
2009-06-22,-9.6
2009-06-23,1.1799
2009-06-24,-1.7492999999999999
2009-06-25,5.4896
2009-06-26,0.1406
2009-06-29,2.3876
2009-06-30,0.5487
2009-07-01,-0.8186
2009-07-02,-1.9257
2009-07-06,-4.2076
2009-07-07,-2.6353999999999997
2009-07-08,0.6015
2009-07-09,2.3916
2009-07-10,-3.7956
2009-07-13,4.0971
2009-07-14,0.8746
2009-07-15,5.2023
2009-07-16,-0.2747
2009-07-17,5.5096
2009-07-20,5.0914
2009-07-21,4.7205
2009-07-22,-1.0676
2009-07-23,4.0767
2009-07-24,0.8065
2009-07-27,-1.0286
2009-07-28,-3.5797
2009-07-29,0.5988
2009-07-30,3.0952
2009-07-31,-1.3857
2009-08-03,4.4496
2009-08-04,0.8969
2009-08-05,-1.4444
2009-08-06,1.5784
2009-08-07,-2.1088
2009-08-10,2.8345000000000002
2009-08-11,-2.7563
2009-08-12,2.9478
2009-08-13,2.4229
2009-08-14,-2.2580999999999998
2009-08-17,-3.8504
2009-08-18,4.2334
2009-08-19,1.5368
2009-08-20,2.7027
2009-08-21,2.8421
2009-08-24,3.3777
2009-08-25,-0.297
2009-08-26,-0.0993
2009-08-27,1.6899
2009-08-28,-4.3011
2009-08-31,-1.1236
2009-09-01,1.9628
2009-09-02,0.0
2009-09-03,-2.4316
2009-09-04,3.9459999999999997
2009-09-08,6.1938
2009-09-09,-0.0941
2009-09-10,0.3766
2009-09-11,1.5947
2009-09-14,1.5697
2009-09-15,3.2727
2009-09-16,0.6162
2009-09-17,-0.0875
2009-09-18,1.1384
2009-09-21,-2.3377
2009-09-22,4.6986
2009-09-23,-0.7621
2009-09-24,-1.8771
2009-09-25,0.6957
2009-09-28,4.7496
2009-09-29,1.0717
2009-09-30,1.4682
2009-10-01,-6.9936
2009-10-02,-3.2843999999999998
2009-10-05,7.328
2009-10-06,7.577
2009-10-07,1.0062
2009-10-08,0.613
2009-10-09,-0.1523
2009-10-12,2.0595
2009-10-13,-1.42
2009-10-14,1.9712
2009-10-15,1.3383
2009-10-16,-1.3206
2009-10-19,0.2974
2009-10-20,-1.4085
2009-10-21,-1.2782
2009-10-22,-0.7616
2009-10-23,-8.4421
2009-10-26,-4.0235
2009-10-27,1.6594
2009-10-28,-7.5601
2009-10-29,5.2974
2009-10-30,-7.1492
2009-11-02,-1.7109999999999999
2009-11-03,4.7389
2009-11-04,-4.7091
2009-11-05,-0.0969
2009-11-06,-17.5558
2009-11-09,-4.7059
2009-11-10,0.6173
2009-11-11,2.5766999999999998
2009-11-12,-2.8708
2009-11-13,-2.2167
2009-11-16,-1.1335
2009-11-17,-4.586
2009-11-18,-2.6702
2009-11-19,-1.6461000000000001
2009-11-20,0.5579
2009-11-23,6.1026
2009-11-24,-0.3922
2009-11-25,1.9685000000000001
2009-11-27,-4.2471
2009-11-30,-1.4785
2009-12-01,0.8186
2009-12-02,2.1651
2009-12-03,-1.457
2009-12-04,2.957
2009-12-07,-0.9138
2009-12-08,-1.8445
2009-12-09,-2.0134
2009-12-10,-2.0548
2009-12-11,3.6364
2009-12-14,2.4291
2009-12-15,-2.8986
2009-12-16,-4.8847000000000005
2009-12-17,-2.5678
2009-12-18,-4.0996
2009-12-21,3.2061
2009-12-22,-2.3669000000000002
2009-12-23,2.7273
2009-12-24,-0.885
2009-12-28,2.2321
2009-12-29,3.7846
2009-12-30,0.0
2009-12-31,-3.7868
2010-01-04,8.309
2010-01-05,1.8843
2010-01-06,3.1704
2010-01-07,0.128
2010-01-08,0.0
2010-01-11,-4.0921
2010-01-12,-2.4
2010-01-13,0.9563
2010-01-14,5.6834
2010-01-15,2.9449
2010-01-19,4.602
2010-01-20,-1.0702
2010-01-21,2.2837
2010-01-22,0.1175
2010-01-25,0.2347
2010-01-26,-1.6393
2010-01-27,-0.5952
2010-01-28,-2.7545
2010-01-29,-1.2315
2010-02-01,2.8678
2010-02-02,1.5758
2010-02-03,-3.1026
2010-02-04,-1.601
2010-02-05,-0.5006
2010-02-08,-1.7610000000000001
2010-02-09,1.1524
2010-02-10,0.0
2010-02-11,-1.1392
2010-02-12,4.8656
2010-02-16,1.0989
2010-02-17,0.4831
2010-02-18,-0.1202
2010-02-19,-0.1203
2010-02-22,-0.241
2010-02-23,-3.1401
2010-02-24,0.6234
2010-02-25,0.9913
2010-02-26,0.8589
2010-03-01,-0.365
2010-03-02,3.5409
2010-03-03,1.1792
2010-03-04,0.3497
2010-03-05,2.6713
2010-03-08,1.2443
2010-03-09,0.5587
2010-03-10,4.7778
2010-03-11,-2.8632
2010-03-12,1.0917
2010-03-15,-3.0238
2010-03-16,-0.2227
2010-03-17,1.4509
2010-03-18,-0.44
2010-03-19,-1.6575
2010-03-22,-1.7978
2010-03-23,0.3432
2010-03-24,-0.5701
2010-03-25,-1.6055000000000001
2010-03-26,1.3986
2010-03-29,2.7586
2010-03-30,-1.7896999999999998
2010-03-31,-0.3417
2010-04-01,2.0571
2010-04-05,2.3516
2010-04-06,0.6565
2010-04-07,-4.3478
2010-04-08,-1.25
2010-04-09,-4.0276
2010-04-12,-2.8777
2010-04-13,-2.3457
2010-04-14,4.6776
2010-04-15,0.2415
2010-04-16,-0.241
2010-04-19,-3.1401
2010-04-20,1.8702999999999999
2010-04-21,-1.5912
2010-04-22,3.1095
2010-04-23,3.4981999999999998
2010-04-26,0.2331
2010-04-27,-3.9535
2010-04-28,1.6949
2010-04-29,3.4524
2010-04-30,-2.3015
2010-05-03,-0.2356
2010-05-04,-4.0142
2010-05-05,-4.551
2010-05-06,-1.0309
2010-05-07,-2.3438
2010-05-10,4.6667
2010-05-11,-0.2548
2010-05-12,3.4483
2010-05-13,0.3704
2010-05-14,-0.861
2010-05-17,3.2258
2010-05-18,-4.0865
2010-05-19,0.1253
2010-05-20,-4.8811
2010-05-21,0.6579
2010-05-24,-2.4837
2010-05-25,-5.0938
2010-05-26,4.096
2010-05-27,3.7992
2010-05-28,-1.1764999999999999
2010-06-01,-4.2328
2010-06-02,4.1436
2010-06-03,4.244
2010-06-04,-3.0534
2010-06-07,-2.8871
2010-06-08,1.8919000000000001
2010-06-09,-1.8568
2010-06-10,4.5946
2010-06-11,2.9716
2010-06-14,-0.1255
2010-06-15,2.8894
2010-06-16,-1.3431
2010-06-17,0.3713
2010-06-18,0.0
2010-06-21,0.2466
2010-06-22,-3.936
2010-06-23,0.8963
2010-06-24,0.6345
2010-06-25,0.6305
2010-06-28,-0.3759
2010-06-29,-4.4025
2010-06-30,-1.0526
2010-07-01,-4.9202
2010-07-02,-2.0979
2010-07-06,-3.7143
2010-07-07,4.0059
2010-07-08,2.2824999999999998
2010-07-09,3.2078
2010-07-12,-0.2703
2010-07-13,3.3875
2010-07-14,-0.7864
2010-07-15,-0.7926
2010-07-16,-4.261
2010-07-19,0.0
2010-07-20,3.338
2010-07-21,-2.288
2010-07-22,4.9587
2010-07-23,3.0184
2010-07-26,3.0573
2010-07-27,1.4833
2010-07-28,-3.0451
2010-07-29,0.8794
2010-07-30,0.8717
2010-08-02,0.6173
2010-08-03,-0.6135
2010-08-04,1.1111
2010-08-05,-2.3199
2010-08-06,0.25
2010-08-09,1.8702999999999999
2010-08-10,-0.4896
2010-08-11,-6.1501
2010-08-12,-0.5242
2010-08-13,-0.527
2010-08-16,-2.2517
2010-08-17,0.6775
2010-08-18,4.576
2010-08-19,-3.0888
2010-08-20,-2.2576
2010-08-23,-1.7663
2010-08-24,-1.6598000000000002
2010-08-25,0.9845
2010-08-26,-1.1142
2010-08-27,1.831
2010-08-30,-1.9364
2010-08-31,0.4231
2010-09-01,6.0393
2010-09-02,1.1921
2010-09-03,1.9634
2010-09-07,-0.3851
2010-09-08,-1.5464
2010-09-09,0.3927
2010-09-10,2.3468
2010-09-13,4.586
2010-09-14,-0.4872
2010-09-15,-3.3048
2010-09-16,-3.5443
2010-09-17,1.3123
2010-09-20,2.0725
2010-09-21,-0.3807
2010-09-22,-2.4204
2010-09-23,-2.0888
2010-09-24,4.5333
2010-09-27,0.5102
2010-09-28,2.1574
2010-09-29,0.6211
2010-09-30,1.8519
2010-10-01,-0.7273
2010-10-04,-2.3199
2010-10-05,4.875
2010-10-06,1.3111
2010-10-07,0.3529
2010-10-08,3.517
2010-10-11,1.0193
2010-10-12,0.3363
2010-10-13,7.5978
2010-10-14,-1.9729999999999999
2010-10-15,-0.4237
2010-10-18,1.4894
2010-10-19,-4.0881
2010-10-20,1.8578999999999999
2010-10-21,-1.6094
2010-10-22,0.9815
2010-10-25,4.1037
2010-10-26,0.6224
2010-10-27,-2.4742
2010-10-28,-0.2114
2010-10-29,0.8475
2010-11-01,0.0
2010-11-02,11.3445
2010-11-03,2.8302
2010-11-04,7.7982
2010-11-05,-0.2553
2010-11-08,-0.4266
2010-11-09,-0.7712
2010-11-10,-0.2591
2010-11-11,-1.9912999999999998
2010-11-12,-3.0035
2010-11-15,2.2769
2010-11-16,-1.7809
2010-11-17,0.1813
2010-11-18,3.9819
2010-11-19,-1.6536
2010-11-22,0.885
2010-11-23,0.8772
2010-11-24,0.0
2010-11-26,3.4783
2010-11-29,1.0924
2010-11-30,0.0
2010-12-01,0.665
2010-12-02,2.6424
2010-12-03,1.2068
2010-12-06,1.2719
2010-12-07,1.1774
2010-12-08,0.4655
2010-12-09,0.2317
2010-12-10,3.2357
2010-12-13,0.4478
2010-12-14,-0.8915
2010-12-15,-1.1994
2010-12-16,0.9105
2010-12-17,1.4285999999999999
2010-12-20,3.7064
2010-12-21,4.8606
2010-12-22,1.6360000000000001
2010-12-23,-1.2743
2010-12-27,-0.3397
2010-12-28,-0.818
2010-12-29,4.811
2010-12-30,-1.1803
2010-12-31,0.7299
2011-01-03,2.1739
2011-01-04,-5.5448
2011-01-05,3.959
2011-01-06,-1.5102
2011-01-07,-0.4
2011-01-10,0.6693
2011-01-11,2.859
2011-01-12,1.7452999999999999
2011-01-13,1.0801
2011-01-14,-0.1257
2011-01-18,2.2656
2011-01-19,-3.3846
2011-01-20,0.4459
2011-01-21,1.3951
2011-01-24,1.3759000000000001
2011-01-25,-0.8637
2011-01-26,2.178
2011-01-27,2.0097
2011-01-28,-1.0746
2011-01-31,4.5263
2011-02-01,2.4827
2011-02-02,-1.9718
2011-02-03,-2.0115
2011-02-04,3.4604
2011-02-07,4.4218
2011-02-08,2.1716
2011-02-09,-0.2657
2011-02-10,0.3729
2011-02-11,2.707
2011-02-14,4.8579
2011-02-15,-0.4929
2011-02-16,3.9624
2011-02-17,1.4769
2011-02-18,-4.1784
2011-02-22,-4.7526
2011-02-23,-1.8004
2011-02-24,-5.7622
2011-02-25,4.6137
2011-02-28,0.4251
2011-03-01,-4.0741
2011-03-02,3.8609999999999998
2011-03-03,8.444
2011-03-04,1.0774
2011-03-07,-3.0523
2011-03-08,-3.5482
2011-03-09,1.6061999999999999
2011-03-10,-6.0173
2011-03-11,9.4411
2011-03-14,-0.1487
2011-03-15,-3.575
2011-03-16,-2.4202
2011-03-17,3.0079
2011-03-18,-1.1783
2011-03-21,7.6205
2011-03-22,-0.6744
2011-03-23,0.097
2011-03-24,2.6163
2011-03-25,4.627
2011-03-28,0.0903
2011-03-29,0.0
2011-03-30,3.0207
2011-03-31,1.3567
2011-04-01,2.2884
2011-04-04,-0.3799
2011-04-05,0.7627
2011-04-06,0.841
2011-04-07,-2.377
2011-04-08,-1.7941
2011-04-11,-3.7843
2011-04-12,-4.6564
2011-04-13,5.8796
2011-04-14,0.6717
2011-04-15,4.7153
2011-04-18,-2.2515
2011-04-19,-0.7388
2011-04-20,1.8389
2011-04-21,-0.8169
2011-04-25,0.5635
2011-04-26,-5.5603
2011-04-27,-0.1826
2011-04-28,1.2803
2011-04-29,0.3612
2011-05-02,-4.7233
2011-05-03,-6.7989
2011-05-04,-1.0132
2011-05-05,-0.87
2011-05-06,2.2199
2011-05-09,5.303
2011-05-10,0.1439
2011-05-11,-4.3103
2011-05-12,-2.5025
2011-05-13,-1.078
2011-05-16,-3.4769
2011-05-17,-1.129
2011-05-18,8.5916
2011-05-19,1.0015
2011-05-20,-0.2479
2011-05-23,-1.7893
2011-05-24,1.2146
2011-05-25,2.65
2011-05-26,2.1919
2011-05-27,2.8599
2011-05-31,1.2974999999999999
2011-06-01,-4.4373000000000005
2011-06-02,-1.0053
2011-06-03,2.9981
2011-06-06,-5.7745999999999995
2011-06-07,4.2352
2011-06-08,-1.1472
2011-06-09,1.6925
2011-06-10,-0.4755
2011-06-13,2.5323
2011-06-14,5.9646
2011-06-15,-1.847
2011-06-16,1.1649
2011-06-17,-0.93
2011-06-20,0.8941
2011-06-21,3.2344
2011-06-22,3.6052
2011-06-23,0.7871
2011-06-24,-6.3296
2011-06-27,0.5265
2011-06-28,4.0157
2011-06-29,1.217
2011-06-30,2.073
2011-07-01,1.8683999999999998
2011-07-05,1.3557000000000001
2011-07-06,0.118
2011-07-07,4.0864
2011-07-08,0.6418
2011-07-11,-3.6384
2011-07-12,-0.3503
2011-07-13,1.4453
2011-07-14,-1.6943000000000001
2011-07-15,2.781
2011-07-18,-2.2866
2011-07-19,3.1591
2011-07-20,0.4915
2011-07-21,2.3326000000000002
2011-07-22,0.5515
2011-07-25,0.4753
2011-07-26,0.0
2011-07-27,-4.294
2011-07-28,-1.2928
2011-07-29,3.4284
2011-08-01,2.4581
2011-08-02,-4.871
2011-08-03,-2.1016
2011-08-04,-8.0016
2011-08-05,-2.6305
2011-08-08,-12.244
2011-08-09,11.3704
2011-08-10,0.6687
2011-08-11,12.931799999999999
2011-08-12,0.1176
2011-08-15,1.6451
2011-08-16,-3.8536
2011-08-17,1.6834
2011-08-18,-4.1387
2011-08-19,0.5757
2011-08-22,-5.8054
2011-08-23,7.9427
2011-08-24,2.7342
2011-08-25,0.274
2011-08-26,5.7767
2011-08-29,3.8007
2011-08-30,1.2798
2011-08-31,-0.0702
2011-09-01,-4.5662
2011-09-02,-3.0548
2011-09-06,3.7206
2011-09-07,5.3075
2011-09-08,0.3823
2011-09-09,-4.259
2011-09-12,0.217
2011-09-13,-6.7485
2011-09-14,-2.8638
2011-09-15,3.3068
2011-09-16,2.4295999999999998
2011-09-19,-1.3931
2011-09-20,-3.0928
2011-09-21,-5.8314
2011-09-22,-5.4393
2011-09-23,-0.0442
2011-09-26,5.5777
2011-09-27,1.174
2011-09-28,-5.4704
2011-09-29,-5.2609
2011-09-30,-2.1749
2011-10-03,-6.859
2011-10-04,3.9106
2011-10-05,4.8387
2011-10-06,7.0396
2011-10-07,-1.5244
2011-10-10,7.1207
2011-10-11,4.294
2011-10-12,-1.7419
2011-10-13,2.6591
2011-10-14,6.0047
2011-10-17,-1.4069
2011-10-18,3.1543
2011-10-19,-5.3513
2011-10-20,1.0385
2011-10-21,0.3045
2011-10-24,-2.9222
2011-10-25,-9.3041
2011-10-26,5.1293
2011-10-27,4.3870000000000005
2011-10-28,1.139
2011-10-31,-3.8447
2011-11-01,-1.6963
2011-11-02,4.6426
2011-11-03,3.2195
2011-11-04,0.7607
2011-11-07,-2.114
2011-11-08,-0.6942
2011-11-09,-7.6893
2011-11-10,-2.9028
2011-11-11,-1.2565
2011-11-14,-1.9306999999999999
2011-11-15,-1.7896999999999998
2011-11-16,-16.2642
2011-11-17,-4.6246
2011-11-18,2.3959
2011-11-21,-1.1142
2011-11-22,-3.3803
2011-11-23,-0.4082
2011-11-25,-0.4684
2011-11-28,3.2941
2011-11-29,1.7084000000000001
2011-11-30,1.9037
2011-12-01,-0.7692
2011-12-02,2.99
2011-12-05,1.7742
2011-12-06,0.317
2011-12-07,0.7899
2011-12-08,-4.2842
2011-12-09,3.7664
2011-12-12,-1.5255
2011-12-13,-3.6325
2011-12-14,1.0532
2011-12-15,-1.3714
2011-12-16,2.8365
2011-12-19,-5.192
2011-12-20,4.5636
2011-12-21,1.8003
2011-12-22,0.0536
2011-12-23,1.3926
2011-12-27,0.2641
2011-12-28,-4.1623
2011-12-29,2.4739
2011-12-30,0.4828
2012-01-03,5.2856
2012-01-04,1.217
2012-01-05,2.6052
2012-01-06,2.4414
2012-01-09,-1.8112
2012-01-10,2.1359
2012-01-11,4.8004
2012-01-12,0.907
2012-01-13,3.5955
2012-01-17,1.9089
2012-01-18,2.1286
2012-01-19,-0.7086
2012-01-20,1.6373
2012-01-23,0.4131
2012-01-24,1.1107
2012-01-25,1.9527999999999999
2012-01-26,-3.6712
2012-01-27,3.024
2012-01-30,-0.0804
2012-01-31,0.3622
2012-02-01,2.5662000000000003
2012-02-02,3.5183999999999997
2012-02-03,1.1707
2012-02-06,2.8742
2012-02-07,0.1089
2012-02-08,0.8336
2012-02-09,1.0784
2012-02-10,-3.6273
2012-02-13,-0.5166
2012-02-14,2.4481
2012-02-15,-0.0724
2012-02-16,5.7971
2012-02-17,-0.5822
2012-02-21,1.3779
2012-02-22,0.1019
2012-02-23,1.0523
2012-02-24,-0.0336
2012-02-27,-0.8737
2012-02-28,-6.1017
2012-02-29,-1.7690000000000001
2012-03-01,1.9846
2012-03-02,-2.0541
2012-03-05,-1.766
2012-03-06,-3.3708
2012-03-07,-0.4651
2012-03-08,1.285
2012-03-09,5.9977
2012-03-12,-2.7566
2012-03-13,-0.1119
2012-03-14,1.1576
