ticker,MGP US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2016-04-20,4.8095
2016-04-21,-1.1358
2016-04-22,1.1029
2016-04-25,0.3636
2016-04-26,1.404
2016-04-27,-0.2233
2016-04-28,-0.3581
2016-04-29,-0.8535
2016-05-02,-0.2266
2016-05-03,1.4986
2016-05-04,0.6711
2016-05-05,0.6667
2016-05-06,0.6181
2016-05-09,0.4827
2016-05-10,0.0437
2016-05-11,-0.3492
2016-05-12,-0.2628
2016-05-13,-0.1318
2016-05-16,1.0994
2016-05-17,-0.0435
2016-05-18,-0.3916
2016-05-19,-0.4806
2016-05-20,0.1317
2016-05-23,-0.3507
2016-05-24,-0.4839
2016-05-25,0.7958
2016-05-26,-0.2193
2016-05-27,1.2308
2016-05-31,-0.1303
2016-06-01,3.5217
2016-06-02,0.462
2016-06-03,1.3796
2016-06-06,0.4124
2016-06-07,4.5175
2016-06-08,-1.2967
2016-06-09,1.4331
2016-06-10,-0.0392
2016-06-13,-2.8661
2016-06-14,1.1318
2016-06-15,-0.1199
2016-06-16,4.0416
2016-06-17,3.4615
2016-06-20,-0.1115
2016-06-21,-1.4514
2016-06-22,-2.9834
2016-06-23,-1.8295
2016-06-24,-1.9428999999999998
2016-06-27,-0.2022
2016-06-28,2.9303
2016-06-29,3.3015
2016-06-30,2.7339
2016-07-01,-0.937
2016-07-05,0.7567
2016-07-06,1.0139
2016-07-07,-1.71
2016-07-08,1.2859
2016-07-11,-0.8215
2016-07-12,1.5436999999999999
2016-07-13,-1.1865
2016-07-14,-0.6379
2016-07-15,0.0378
2016-07-18,-1.3968
2016-07-19,2.2971
2016-07-20,-0.0749
2016-07-21,0.6742
2016-07-22,0.372
2016-07-25,-0.7042
2016-07-26,-0.8959
2016-07-27,0.0
2016-07-28,0.8286
2016-07-29,1.2701
2016-08-01,-1.3648
2016-08-02,-1.8699
2016-08-03,-0.1524
2016-08-04,1.6031
2016-08-05,-0.3381
2016-08-08,0.3392
2016-08-09,-1.0518
2016-08-10,-0.9112
2016-08-11,-0.8046
2016-08-12,1.5064
2016-08-15,-0.6469
2016-08-16,0.0
2016-08-17,0.8043
2016-08-18,-1.1778
2016-08-19,-0.1922
2016-08-22,0.3852
2016-08-23,0.0767
2016-08-24,-1.227
2016-08-25,-0.8152
2016-08-26,0.7436
2016-08-29,-0.5051
2016-08-30,-1.0933
2016-08-31,-0.4343
2016-09-01,0.119
2016-09-02,1.505
2016-09-06,2.341
2016-09-07,-0.3431
2016-09-08,-0.9564
