ticker,GTKP US Equity
2008-06-27,-5.8824
2008-06-30,-10.0
2008-07-02,31.9444
2008-07-08,-15.7895
2008-07-09,21.25
2008-07-16,3.0928
2008-07-25,-7.0
2008-08-08,2.1505
2008-08-18,-21.0526
2008-08-25,-20.0
2008-08-26,28.3333
2008-08-28,-22.0779
2008-09-02,16.6667
2008-09-05,0.0
2008-09-08,14.2857
2008-09-09,0.0
2008-09-10,-12.5
2008-09-11,14.2857
2008-09-12,-6.25
2008-09-16,0.0
2008-09-17,0.0
2008-09-23,6.6667
2008-09-24,-31.25
2008-09-25,18.1818
2008-09-30,-7.6923
2008-10-06,-8.3333
2008-10-09,27.2727
2008-10-10,28.5714
2008-10-13,-5.5556
2008-10-14,-17.647100000000002
2008-10-16,0.0
2008-10-20,-7.1429
2008-10-22,-7.6923
2008-10-23,-56.6667
2008-10-24,-3.8462
2008-10-27,32.0
2008-10-28,21.2121
2008-10-30,-12.5
2008-10-31,57.1429
2008-11-03,18.1818
2008-11-04,7.6923
2008-11-12,7.1429
2008-11-14,0.0
2008-11-18,0.0
2008-11-20,13.3333
2008-11-21,5.8824
2008-11-28,38.8889
2008-12-01,0.0
2008-12-03,0.0
2008-12-10,0.0
2008-12-12,0.0
2008-12-15,4.0
2008-12-18,0.0
2008-12-23,0.0
2008-12-24,11.538499999999999
2008-12-31,27.5862
2009-01-02,16.2162
2009-01-05,-6.9767
2009-01-06,0.0
2009-01-08,0.0
2009-01-09,0.0
2009-01-13,0.0
2009-01-14,0.0
2009-01-22,25.0
2009-01-23,6.0
2009-01-26,1.8868
2009-01-27,3.7037
2009-01-28,1.7856999999999998
2009-01-29,0.0
2009-02-03,-54.386
2009-02-04,134.6154
2009-02-05,-1.6393
2009-02-10,8.3333
2009-02-11,-15.6923
2009-02-12,14.9635
2009-02-13,9.5238
2009-02-17,0.0
2009-02-19,7.2464
2009-02-20,0.0
2009-02-23,0.0
2009-02-24,48.6486
2009-02-25,-9.0909
2009-02-27,15.0
2009-03-04,-54.7826
2009-03-05,121.1538
2009-03-11,-1.0435
2009-03-17,-20.9139
2009-03-20,0.0
2009-03-23,-5.5556
2009-03-30,11.7647
2009-03-31,0.0
2009-04-01,0.0
2009-04-20,-13.6842
2009-04-21,3.6585
2009-04-28,-5.8824
2009-04-29,0.0
2009-05-07,-50.0
2009-05-08,100.0
2009-05-11,0.0
2009-05-18,0.0
2009-05-26,-2.5
2009-05-27,2.5641
2009-06-19,-1.25
2009-06-24,0.0
2009-06-30,1.2658
2009-07-06,-6.25
2009-07-10,5.3333
2009-07-22,-11.3924
2009-07-24,0.0
2009-07-27,0.0
2009-08-17,0.0
2009-08-31,-7.1429
2009-09-08,0.0
2009-09-10,0.0
2009-09-14,0.0
2009-09-15,0.0
2009-09-21,-10.7692
2009-09-22,3.4483
2009-09-23,0.0
2009-09-29,-8.3333
2009-09-30,21.8182
2009-10-06,-22.3881
2009-10-09,5.7692
2009-10-12,-14.5455
2009-10-13,25.5319
2009-10-15,-1.6949
2009-10-20,1.7241
2009-10-26,0.0
2009-10-29,-5.0847
2009-11-02,-5.3571
2009-11-03,-5.6604
2009-11-04,18.0
2009-11-05,-5.0847
2009-11-06,0.0
2009-11-10,5.3571
2009-11-17,1.6949
2009-11-19,16.6667
2009-11-20,0.0
2009-11-25,-14.2857
2009-11-27,0.0
2009-11-30,0.0
2009-12-02,3.3333
2009-12-03,-3.2258
2009-12-04,16.6667
2009-12-07,14.2857
2009-12-08,-12.5
2009-12-14,-14.2857
2009-12-15,41.6667
2009-12-16,-5.8824
2009-12-21,0.0
2009-12-22,-6.25
2009-12-23,16.0
2009-12-28,0.0
2009-12-29,-27.5862
2009-12-30,19.0476
2009-12-31,16.0
2010-01-04,-8.046
2010-01-20,-25.0
2010-01-21,30.0
2010-01-26,2.5641
2010-02-10,-0.25
2010-02-11,0.2506
2010-02-12,-0.25
2010-02-22,0.2506
2010-02-23,-1.25
2010-03-02,1.2658
2010-03-05,-1.25
2010-03-08,1.2658
2010-03-09,-1.75
2010-03-10,1.7812000000000001
2010-03-11,-6.25
2010-03-12,6.6667
2010-03-15,-6.25
2010-03-16,6.6667
2010-03-17,-20.0
2010-03-18,23.4375
2010-03-23,0.0
2010-03-24,1.2658
2010-03-25,3.75
2010-03-29,8.4337
2010-03-30,-13.3333
2010-03-31,2.5641
2010-04-09,-3.75
2010-04-12,2.5974
2010-04-13,-0.7595
2010-04-14,-3.0612
2010-04-16,2.6316
2010-04-19,0.0
2010-04-20,-3.8462
2010-04-21,-14.6667
2010-04-22,15.625
2010-04-23,0.0
2010-04-27,-1.3514
2010-04-28,0.0
2010-04-29,0.5479
2010-05-04,-18.2561
2010-05-07,0.0
2010-05-13,16.6667
2010-05-18,-7.1429
2010-05-25,1.5385
2010-05-26,3.0303
2010-05-28,2.0588
2010-06-07,-6.3401
2010-06-08,-7.6923
2010-06-09,3.3333
2010-06-18,-1.6129
2010-06-25,-2.623
2010-07-01,-15.8249
2010-07-06,19.6
2010-07-07,25.4181
2010-07-09,-5.3333
2010-07-12,12.6761
2010-07-13,12.5
2010-07-14,11.1111
2010-07-15,-3.0
2010-07-16,3.0928
2010-07-26,-3.0
2010-07-27,2.0619
2010-07-28,1.0101
2010-07-30,9.0
2010-08-02,10.0917
2010-08-03,0.0
2010-08-04,-4.1667
2010-08-05,8.6957
2010-08-06,1.6
2010-08-09,3.9370000000000003
2010-08-11,-5.303
2010-08-12,8.0
2010-08-13,0.0
2010-08-16,-7.4074
2010-08-19,8.0
2010-08-20,0.0
2010-08-25,-11.8519
2010-08-26,-5.042
2010-08-27,0.0
2010-09-01,-0.885
2010-09-03,0.8929
2010-09-07,-2.6549
2010-09-08,0.0
2010-09-20,-9.0909
2010-09-24,-10.0
2010-09-27,5.5556
2010-10-07,-10.526299999999999
2010-10-08,14.1176
2010-10-12,-17.5258
2010-10-13,12.5
2010-10-14,4.8889
2010-10-15,-4.661
2010-10-19,-22.2222
2010-10-21,4.2857
2010-10-22,9.589
2010-10-28,-13.75
2010-10-29,13.0435
2010-11-03,2.5641
2010-11-04,-12.5
2010-11-08,12.5714
2010-11-09,-17.5127
2010-11-10,0.0
2010-11-15,0.0
2010-11-16,-7.6923
2010-11-17,0.0
2010-11-29,-1.6667
2010-12-02,-13.5593
2010-12-03,15.6863
2010-12-06,-13.8983
2010-12-07,4.3307
2010-12-08,-24.5283
2010-12-09,12.5
2010-12-10,11.1111
2010-12-13,20.0
2010-12-15,-0.3333
2010-12-27,-49.8328
2010-12-28,96.0
2010-12-29,-21.7687
2010-12-30,26.9565
2010-12-31,-65.7534
2011-01-03,126.0
2011-01-04,11.0619
2011-01-10,-10.3586
2011-01-11,55.5556
2011-01-12,-14.2857
2011-01-18,-10.0
2011-01-26,11.1111
2011-01-31,-1.6667
2011-02-02,1.0169
2011-02-07,-11.0738
2011-02-10,-2.2641999999999998
2011-02-16,6.1776
2011-02-17,-5.4545
2011-02-22,-1.9231
2011-02-25,7.8431
2011-02-28,0.0
2011-03-01,9.0909
2011-03-02,-1.6667
2011-03-07,5.7627
2011-03-08,4.1667
2011-03-10,0.0
2011-03-14,1.5385
2011-03-22,-1.5152
2011-03-23,-1.5385
2011-03-31,-6.25
2011-04-07,-1.6667
2011-04-11,-0.678
2011-04-20,0.6826
2011-04-21,0.0
2011-04-29,1.6949
2011-05-06,0.0
2011-05-10,2.3333
2011-05-11,-12.0521
2011-05-16,7.4074
2011-05-18,1.7241
2011-05-19,1.6949
2011-05-26,0.0
2011-06-06,6.6667
2011-06-15,-36.25
2011-06-16,51.9608
2011-06-20,29.0323
2011-06-21,0.0
2011-06-22,-1.25
2011-06-23,0.0
2011-06-24,-1.2658
2011-06-27,0.0
2011-07-05,-10.2564
2011-07-07,0.0
2011-07-13,14.2857
2011-07-14,0.0
2011-07-18,-18.75
2011-07-20,15.3846
2011-07-21,-6.6667
2011-07-26,-11.4286
2011-07-27,0.0
2011-08-01,11.2903
2011-08-09,0.0
2011-08-16,-5.7971
2011-08-22,-7.6923
2011-08-23,16.6667
2011-09-01,-0.5714
2011-09-07,0.2874
2011-09-08,0.0
2011-09-20,-28.3668
2011-09-21,39.6
2011-10-12,-14.3266
2011-10-19,8.6957
2011-10-26,7.3846
2011-11-18,0.2865
2011-11-22,0.0
2011-11-28,-0.2857
2011-11-29,-14.3266
2011-12-01,-8.0268
2011-12-13,-0.3636
2011-12-14,9.4891
2011-12-15,0.0
2011-12-16,0.0
2011-12-19,0.0
2011-12-20,16.6667
2011-12-21,-1.4285999999999999
2011-12-22,1.1594
2011-12-23,-0.5731
2011-12-27,-6.3401
2012-01-03,0.0
2012-02-02,-7.6923
2012-02-10,8.0
2012-02-28,-22.8395
2012-03-01,11.6
2012-03-09,-8.6022
2012-03-15,9.0196
2012-03-21,-1.0791
2012-04-23,-27.2727
2012-04-24,32.0
2012-05-08,-5.303
2012-06-11,10.0
2012-06-12,6.9091000000000005
2012-06-14,-6.4626
2012-06-28,-10.9091
2012-07-09,-10.2041
2012-07-10,11.3636
2012-07-12,-2.449
2012-07-25,-7.9498
2012-08-02,0.0
2012-08-21,2.2727
2012-08-22,22.2222
2012-09-11,-23.6364
2012-09-14,-3.3333
2012-09-17,2.4631
2012-09-24,-21.1538
2012-09-27,-12.1951
2012-09-28,14.5833
2012-10-01,-6.0606
2012-10-04,0.0
2012-10-08,5.1613
2012-10-09,-1.8405
2012-10-10,5.625
2012-10-11,-11.2426
2012-10-12,-7.3333
2012-10-15,-7.1942
2012-10-16,0.0
2012-10-17,-6.9767
2012-10-18,20.8333
2012-10-19,-3.4483
2012-10-24,7.1429
2012-10-26,-3.3333
2012-11-01,0.0
2012-11-02,-3.4483
2012-11-06,3.5714
2012-11-07,-4.1379
2012-11-12,7.9137
2012-11-13,-32.6667
2012-11-14,48.5149
2012-11-15,-16.6667
2012-11-16,0.0
2012-11-19,-10.4
2012-11-20,-1.7856999999999998
2012-11-21,9.0909
2012-11-23,8.3333
2012-11-26,-3.8462
2012-12-03,16.0
2012-12-07,3.4483
2012-12-10,26.6667
2012-12-11,7.8947
2012-12-12,-20.0
2012-12-13,20.7317
2012-12-14,-4.0404
2012-12-17,2.6316
2012-12-18,0.0
2012-12-19,-7.6923
2012-12-26,-16.6667
2012-12-31,0.0
2013-01-08,0.0
2013-01-10,-1.3333
2013-01-11,-22.2973
2013-01-14,-8.6957
2013-01-25,3.8095
2013-01-28,-12.844
2013-01-29,-10.526299999999999
2013-01-30,17.647100000000002
2013-01-31,15.0
2013-02-05,-9.5652
2013-02-11,-8.6538
2013-02-14,-21.0526
2013-02-21,0.0
2013-02-22,6.6667
2013-02-25,-12.5
2013-02-27,14.2857
2013-03-05,22.5
2013-03-11,-8.1633
2013-03-14,-11.1111
2013-03-15,1.25
2013-03-19,23.4568
2013-03-21,-19.0
2013-03-25,23.4568
2013-03-27,0.0
2013-04-08,25.0
2013-04-09,-40.0
2013-04-11,0.0
2013-04-18,-40.0
2013-04-19,-22.2222
2013-04-23,180.0
2013-04-24,-48.9796
2013-04-25,-50.0
2013-04-26,100.0
2013-04-30,20.0
2013-05-06,41.6667
2013-05-07,2.9412000000000003
2013-05-08,1.7143000000000002
2013-05-09,1.1236
2013-05-17,1.1111
2013-05-23,-1.0989
2013-05-29,-11.1111
2013-05-30,-52.5
2013-05-31,144.7368
2013-06-04,-13.9785
2013-06-06,0.0
2013-06-07,0.0
2013-07-03,0.0
2013-07-05,-61.25
2013-07-08,158.0645
2013-07-24,-61.25
2013-07-25,158.0645
2013-08-28,-62.5
2013-08-29,100.0
2013-08-30,8.3333
2013-09-13,0.0
2013-10-07,-26.1538
2013-10-08,2.0833
2013-12-16,-79.5918
2014-02-18,390.0
2014-02-26,0.0
2014-03-03,2.0408
2014-03-25,-2.0
2014-03-31,0.0
2014-04-11,2.0408
2014-04-22,0.0
2014-05-05,20.0
2014-05-08,25.0
2014-05-09,0.0
2014-06-12,0.0
2014-06-16,-6.6667
2014-06-23,7.1429
2014-06-30,0.0
2014-07-14,0.0
2014-08-14,0.0
2014-08-20,-1.3333
2014-08-28,0.0
2014-09-04,1.3514
2014-09-23,-2.6667
2014-10-27,0.0
2014-11-17,-86.3014
2014-12-17,-90.0
2015-01-05,1200.0
2015-01-09,-53.8462
2015-02-02,33.3333
2015-02-06,275.0
2015-02-10,-56.6667
2015-02-12,207.6923
2015-02-18,75.0
2015-02-24,37.1429
2015-02-25,-46.875
2015-03-20,-98.0392
2015-04-02,4400.0
2015-04-08,11.1111
2015-04-14,-76.0
2015-04-23,-16.6667
2015-05-27,90.0
2015-05-28,0.0
2015-06-02,-42.1053
2015-06-26,-90.0
2015-07-01,6263.6364
2015-07-10,7.1429
2015-08-12,-86.6667
2015-08-27,50.0
2015-09-30,66.6667
2015-10-06,-56.0
2015-10-19,0.0
2015-10-21,-9.0909
2015-10-22,10.0
2015-11-05,-54.5455
2015-12-03,100.0
2016-01-11,-99.0
2016-01-26,39900.0
2016-01-29,-75.0
2016-02-26,0.0
2016-03-23,0.0
2016-03-24,30.0
2016-06-09,-92.3077
2016-07-06,0.0
2016-07-08,0.0
2016-07-11,-50.0
2016-07-25,-80.0
2016-08-24,-87.5
2016-08-26,700.0
2016-09-07,-87.5
2016-09-20,50.0
2016-09-29,966.6667
2016-10-10,-50.0
2016-11-11,-87.5
2016-11-14,50.0
2016-12-27,-33.3333
2018-01-12,-99.2
2018-04-12,9900.0
2018-04-17,0.0
2018-05-17,0.0
2018-08-01,0.0
2018-09-11,-90.0
2018-09-17,0.0
2018-11-30,0.0
2018-12-07,0.0
2018-12-18,900.0
2019-01-02,0.0
2019-02-06,0.0
2019-03-04,0.0
2019-03-11,900.0
2019-05-16,-99.9
2019-12-06,9900.0
2019-12-10,0.0
2019-12-19,0.0
2019-12-20,0.0
2019-12-31,0.0
