ticker,AVRO US Equity
2018-11-08,1.345
2018-11-09,-5.209
2018-11-12,-0.875
2018-11-13,5.791
2018-11-14,-1.9359
2018-11-15,-4.6971
2018-11-16,-4.0357
2018-11-19,-10.3089
2018-11-20,-8.4647
2018-11-21,9.1568
2018-11-23,2.7824
2018-11-26,5.8182
2018-11-27,-4.2383
2018-11-28,-3.1898
2018-11-29,5.8072
2018-11-30,4.2818
2018-12-03,-0.1493
2018-12-04,0.2991
2018-12-06,1.6027
2018-12-07,-7.8503
2018-12-10,-5.7722999999999995
2018-12-11,3.8445
2018-12-12,-0.8544
2018-12-13,2.2979
2018-12-14,-2.2062
2018-12-17,-10.7465
2018-12-18,-1.9761
2018-12-19,-7.8762
2018-12-20,-8.4478
2018-12-21,-12.1178
2018-12-24,-2.4035
2018-12-26,6.7401
2018-12-27,4.5537
2018-12-28,-2.7294
2018-12-31,-0.597
2019-01-02,-6.006
2019-01-03,2.2364
2019-01-04,4.5
2019-01-07,-5.622
2019-01-08,-17.3638
2019-01-09,7.9755
2019-01-10,-0.5682
2019-01-11,-0.5714
2019-01-14,0.9339
2019-01-15,1.7793999999999999
2019-01-16,-4.1958
2019-01-17,-7.8832
2019-01-18,5.8637
2019-01-22,1.0479
2019-01-23,5.4815
2019-01-24,-7.3736
2019-01-25,-3.6391
2019-01-28,-1.6522000000000001
2019-01-29,3.2
2019-01-30,0.3876
2019-01-31,-3.7838000000000003
2019-02-01,7.7047
2019-02-04,5.4396
2019-02-05,10.6007
2019-02-06,-3.1310000000000002
2019-02-07,-5.8047
2019-02-08,-2.8711
2019-02-11,0.1442
2019-02-12,3.3837
2019-02-13,-4.3872
2019-02-14,6.9192
2019-02-15,4.2234
2019-02-19,1.3072
2019-02-20,-3.1612999999999998
2019-02-21,-3.9307
2019-02-22,-3.19
2019-02-25,21.6332
2019-02-26,0.8245
2019-02-27,-2.4533
2019-02-28,-0.2395
2019-03-01,5.8223
2019-03-04,-9.4158
2019-03-05,-6.0739
2019-03-06,-6.8
2019-03-07,-4.721
2019-03-08,1.7267000000000001
2019-03-11,2.952
2019-03-12,-0.1434
2019-03-13,2.0101
2019-03-14,4.9261
2019-03-15,5.1643
2019-03-18,12.4362
2019-03-19,5.502
2019-03-20,0.1613
2019-03-21,2.1471
2019-03-22,-4.3615
2019-03-25,-2.3077
2019-03-26,1.3498
2019-03-27,10.7103
2019-03-28,4.0602
2019-03-29,6.2139
2019-04-01,-0.0454
2019-04-02,1.225
2019-04-03,8.9198
2019-04-04,0.4938
2019-04-05,10.401299999999999
2019-04-08,1.224
2019-04-09,-9.5823
2019-04-10,-10.4762
2019-04-11,-0.6338
2019-04-12,-1.4579
2019-04-15,-4.2534
2019-04-16,-0.0966
2019-04-17,-3.2383
2019-04-18,0.7992
2019-04-22,-2.775
2019-04-23,2.1407
2019-04-24,-0.1996
2019-04-25,-0.35
2019-04-26,-0.2509
2019-04-29,-2.666
2019-04-30,-2.7907
2019-05-01,-2.1797
2019-05-02,0.7065
2019-05-03,2.5904
2019-05-06,2.0516
2019-05-07,-4.2268
2019-05-08,13.4553
2019-05-09,-7.0209
2019-05-10,-0.3061
2019-05-13,-1.9447
2019-05-14,-4.9582
2019-05-15,1.0434
2019-05-16,6.4674
2019-05-17,-8.6779
2019-05-20,0.1677
2019-05-21,-10.0446
2019-05-22,-2.2333
2019-05-23,0.0635
2019-05-24,-1.2048
2019-05-28,0.0642
2019-05-29,-3.5279
2019-05-30,-2.4601
2019-05-31,-3.4765
2019-06-03,1.4123999999999999
2019-06-04,1.9499
2019-06-05,-2.0492
2019-06-06,-2.0223
2019-06-07,1.4947
2019-06-10,-1.5428
2019-06-11,-3.1339
2019-06-12,-1.0294
2019-06-13,2.7489
2019-06-14,-2.0969
2019-06-17,-0.2954
2019-06-18,-2.1481
2019-06-19,10.598
2019-06-20,-0.2053
2019-06-21,2.1948
2019-06-24,-0.4698
2019-06-25,4.5853
2019-06-26,-7.2856
2019-06-27,6.8149999999999995
2019-06-28,5.8594
2019-07-01,-0.738
2019-07-02,-5.4523
2019-07-03,4.325
2019-07-05,-4.0201
2019-07-08,-1.8325
2019-07-09,-1.7332999999999998
2019-07-10,-1.4925
2019-07-11,-0.2755
2019-07-12,-1.3812
2019-07-15,14.986
2019-07-16,16.687
2019-07-17,19.5198
2019-07-18,2.3581
2019-07-19,-6.186
2019-07-22,4.3656
2019-07-23,-0.8715
2019-07-24,0.9231
2019-07-25,0.5226
2019-07-26,-2.5997
2019-07-29,0.4004
2019-07-30,1.3735
2019-07-31,-7.2552
2019-08-01,-3.6287000000000003
2019-08-02,-5.2323
2019-08-05,-3.5604
2019-08-06,-4.0128
2019-08-07,-0.1115
2019-08-08,11.830400000000001
2019-08-09,-3.992
2019-08-12,-4.7817
2019-08-13,0.0
2019-08-14,-0.4367
2019-08-15,-2.0833
2019-08-16,2.7996
2019-08-19,5.5556
2019-08-20,-0.2064
2019-08-21,2.12
2019-08-22,-4.6076
2019-08-23,-4.9363
2019-08-26,3.4618
2019-08-27,-2.2666
2019-08-28,10.7675
2019-08-29,-2.5922
2019-08-30,-0.3071
2019-09-03,-3.5421
2019-09-04,4.2044
2019-09-05,5.3115
2019-09-06,1.7459
2019-09-09,-0.5243
2019-09-10,-2.6833
2019-09-11,0.9355
2019-09-12,-1.4634
2019-09-13,-2.3266999999999998
2019-09-16,-6.0314
2019-09-17,0.9709
2019-09-18,0.5342
2019-09-19,-3.2944
2019-09-20,-0.8791
2019-09-23,0.2217
2019-09-24,-5.1991
2019-09-25,-1.867
2019-09-26,-4.3995
2019-09-27,-5.5348
2019-09-30,-7.0441
2019-10-01,-4.6034
2019-10-02,1.0393
2019-10-03,4.7024
2019-10-04,-2.5965
2019-10-07,-0.9366
2019-10-08,1.8182
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,2.4286
2019-10-14,-2.0921
2019-10-15,-0.2849
2019-10-16,-0.9286
2019-10-17,1.0815
2019-10-18,-1.5692
2019-10-21,2.971
2019-10-22,0.2815
2019-10-23,2.386
2019-10-24,-1.3023
2019-10-25,1.9444
2019-10-28,-0.6131
2019-10-29,-0.2742
2019-10-30,-0.2749
2019-10-31,0.0689
2019-11-01,2.8237
2019-11-04,-2.7461
2019-11-05,-0.4132
2019-11-06,-0.4149
2019-11-07,1.0417
2019-11-08,5.7732
2019-11-11,-8.0572
2019-11-12,-4.5936
2019-11-13,-1.1111
2019-11-14,-2.2472
2019-11-15,1.9923
2019-11-18,-0.6762
2019-11-19,1.9667
2019-11-20,9.7181
2019-11-21,12.0352
2019-11-22,-0.4828
2019-11-25,-2.7896
2019-11-26,-2.4329
2019-11-27,3.4527
2019-11-29,-0.8653
2019-12-02,-0.4988
2019-12-03,4.6992
2019-12-04,3.8899
2019-12-05,2.3618
2019-12-06,1.1818
2019-12-09,0.6118
2019-12-10,4.8093
2019-12-11,5.327
2019-12-12,7.361
2019-12-13,2.0522
2019-12-16,-0.6856
2019-12-17,-4.878
2019-12-18,-2.8544
2019-12-19,0.0
2019-12-20,-0.4482
2019-12-23,1.5008
2019-12-24,0.0
2019-12-26,-2.4643
2019-12-27,-1.0611
2019-12-30,2.4004
2019-12-31,0.399
2020-01-02,2.3845
2020-01-03,-0.5337
2020-01-06,0.878
2020-01-07,-2.6112
2020-01-08,1.7378
2020-01-09,0.488
2020-01-10,-3.594
2020-01-13,-9.471
2020-01-14,2.6711
2020-01-15,7.4797
2020-01-16,4.8411
2020-01-17,9.5719
2020-01-21,-2.151
2020-01-22,2.1086
2020-01-23,-9.0949
2020-01-24,-5.2682
2020-01-27,0.4592
2020-01-28,15.2362
2020-01-29,-5.509
2020-01-30,-3.7313
2020-01-31,5.281
2020-02-03,-7.087
2020-02-04,11.689
2020-02-05,4.6563
2020-02-06,3.8559
2020-02-07,-2.448
2020-02-10,9.6194
2020-02-11,3.8153
2020-02-12,-1.1025
2020-02-13,-14.5299
2020-02-14,5.0435
2020-02-18,-5.6705
2020-02-19,-0.8337
2020-02-20,0.708
2020-02-21,-0.0439
2020-02-24,-3.2967
2020-02-25,-14.681799999999999
2020-02-26,-2.8237
2020-02-27,-1.4803
2020-02-28,7.4012
2020-03-02,8.7047
2020-03-03,-3.0982
2020-03-04,5.4599
2020-03-05,-3.8246
2020-03-06,-0.9699
2020-03-09,-6.3173
2020-03-10,-2.3001
2020-03-11,-3.5848
2020-03-12,-21.4761
2020-03-13,5.159
2020-03-16,-32.2581
2020-03-17,10.0198
2020-03-18,-5.5906
2020-03-19,31.4231
2020-03-20,-0.7994
2020-03-23,5.4212
2020-03-24,0.7644
2020-03-25,3.7931
2020-03-26,-2.6578
2020-03-27,1.5017
2020-03-30,11.1634
2020-03-31,-5.8681
2020-04-01,-21.6581
2020-04-02,9.434
2020-04-03,1.2744
2020-04-06,10.8808
2020-04-07,-10.2136
2020-04-08,2.1561
2020-04-09,1.7467000000000001
2020-04-13,-5.1502
2020-04-14,7.4661
2020-04-15,-5.9649
2020-04-16,-6.6418
2020-04-17,6.4748
2020-04-20,6.3814
2020-04-21,-2.3994
2020-04-22,2.82
2020-04-23,-1.1252
2020-04-24,2.9872
2020-04-27,2.6934
2020-04-28,-6.8594
2020-04-29,4.8375
2020-04-30,-11.3636
2020-05-01,2.1756
2020-05-04,3.8783
2020-05-05,15.0073
2020-05-06,-2.8644
2020-05-07,-4.3906
2020-05-08,-1.5079
2020-05-11,16.9798
2020-05-12,1.1303
2020-05-13,-1.4706000000000001
2020-05-14,-6.9851
2020-05-15,-2.1181
2020-05-18,-1.0492
2020-05-19,3.3797
2020-05-20,9.1026
2020-05-21,1.7626
2020-05-22,1.6166
2020-05-26,15.0
2020-05-27,1.8281
2020-05-28,-6.9384
2020-05-29,5.4223
2020-06-01,3.4125
2020-06-02,0.7174
2020-06-03,2.4217
2020-06-04,1.5763
2020-06-05,4.2446
2020-06-08,-0.613
2020-06-09,1.1454
2020-06-10,-1.8728
2020-06-11,-3.9947
2020-06-12,1.4332
2020-06-15,-6.3355
2020-06-16,4.6715
2020-06-17,-1.5342
2020-06-18,3.8716
2020-06-19,0.6364
2020-06-22,-0.3162
2020-06-23,-7.1137
2020-06-24,-7.7073
2020-06-25,3.2241
2020-06-26,-5.3251
2020-06-29,-5.0297
2020-06-30,-0.6264
2020-07-01,2.1777
2020-07-02,-0.3365
2020-07-06,0.619
2020-07-07,-0.2237
2020-07-08,-2.2422
2020-07-09,0.4014
2020-07-10,-0.5711
2020-07-13,-5.5715
2020-07-14,2.3723
2020-07-15,6.833
2020-07-16,1.6129
2020-07-17,0.7115
2020-07-20,4.0761
2020-07-21,-1.2533
2020-07-22,0.9519
2020-07-23,-1.5715
2020-07-24,-2.7142
2020-07-27,6.1816
2020-07-28,-3.0397
2020-07-29,-5.4729
2020-07-30,1.2929
2020-07-31,-5.9378
