ticker,FTCH US Equity
2019-02-11,-1.7957999999999998
2019-02-12,0.7315
2019-02-13,-1.2448
2019-02-14,-0.2101
2019-02-15,3.1579
2019-02-19,-0.2041
2019-02-20,1.227
2019-02-21,-0.0505
2019-02-22,2.0718
2019-02-25,8.1683
2019-02-26,10.7551
2019-02-27,2.8926
2019-02-28,-1.6064
2019-03-01,17.6327
2019-03-04,3.0187
2019-03-05,-4.1091
2019-03-06,-1.7913999999999999
2019-03-07,-3.2546
2019-03-08,2.5139
2019-03-11,-2.8128
2019-03-12,0.0742
2019-03-13,-0.964
2019-03-14,2.0592
2019-03-15,-0.6236
2019-03-18,0.1477
2019-03-19,-1.7692999999999999
2019-03-20,-0.1126
2019-03-21,-0.3757
2019-03-22,-0.5656
2019-03-25,-0.6826
2019-03-26,6.5292
2019-03-27,-2.2939
2019-03-28,-0.3302
2019-03-29,-0.9569
2019-04-01,0.1486
2019-04-02,-1.5584
2019-04-03,0.8292
2019-04-04,-2.7664
2019-04-05,1.1534
2019-04-08,-4.0289
2019-04-09,0.9901
2019-04-10,-2.2353
2019-04-11,-0.361
2019-04-12,3.7037
2019-04-15,-2.8727
2019-04-16,-4.0767
2019-04-17,0.7917
2019-04-18,-1.6536
2019-04-22,-1.219
2019-04-23,5.0213
2019-04-24,-0.4862
2019-04-25,2.0358
2019-04-26,-0.1197
2019-04-29,0.0799
2019-04-30,-1.0778
2019-05-01,0.0807
2019-05-02,1.9758
2019-05-03,1.0676
2019-05-06,0.0391
2019-05-07,-0.8995
2019-05-08,-4.8934
2019-05-09,1.9502000000000002
2019-05-10,-2.5641
2019-05-13,-3.8847
2019-05-14,2.5206
2019-05-15,7.376
2019-05-16,-10.5803
2019-05-17,0.1766
2019-05-20,-6.6108
2019-05-21,3.8697
2019-05-22,0.8632
2019-05-23,-2.973
2019-05-24,1.3928
2019-05-28,1.6026
2019-05-29,-1.7574999999999998
2019-05-30,-1.6514
2019-05-31,-6.4832
2019-06-03,-3.2419000000000002
2019-06-04,-0.5155
2019-06-05,-1.5544
2019-06-06,4.1053
2019-06-07,-0.1011
2019-06-10,-0.5567
2019-06-11,6.8702
2019-06-12,0.381
2019-06-13,4.1271
2019-06-14,0.1822
2019-06-17,2.3192
2019-06-18,1.6
2019-06-19,0.0437
2019-06-20,-3.5418
2019-06-21,-0.408
2019-06-24,-4.4606
2019-06-25,-6.0981
2019-06-26,2.9934
2019-06-27,2.266
2019-06-28,0.1927
2019-07-01,-2.6442
2019-07-02,-0.7407
2019-07-03,0.7463
2019-07-05,-1.5802
2019-07-08,-2.1074
2019-07-09,1.3326
2019-07-10,0.3035
2019-07-11,-0.2017
2019-07-12,0.859
2019-07-15,2.7054
2019-07-16,-0.4878
2019-07-17,4.3627
2019-07-18,0.047
2019-07-19,-0.4695
2019-07-22,0.8962
2019-07-23,1.5428
2019-07-24,0.9669
2019-07-25,-1.0488
2019-07-26,1.3825
2019-07-29,0.0
2019-07-30,-4.6818
2019-07-31,-4.1488
2019-08-01,-0.4478
2019-08-02,-2.5987
2019-08-05,-7.1832
2019-08-06,-4.0354
2019-08-07,0.0576
2019-08-08,5.0662
2019-08-09,-44.4932
2019-08-12,12.537
2019-08-13,5.2632
2019-08-14,-4.0833
2019-08-15,-2.2589
2019-08-16,0.0
2019-08-19,-3.7333
2019-08-20,-2.3084
2019-08-21,-1.1342
2019-08-22,-2.1989
2019-08-23,-3.0303
2019-08-26,-1.6129
2019-08-27,-1.332
2019-08-28,-2.0768
2019-08-29,2.439
2019-08-30,1.2422
2019-09-03,-8.3845
2019-09-04,2.7902
2019-09-05,1.4115
2019-09-06,-3.1048999999999998
2019-09-09,1.326
2019-09-10,1.0905
2019-09-11,7.3355
2019-09-12,0.3015
2019-09-13,-1.1022
2019-09-16,4.0527
2019-09-17,-0.6816
2019-09-18,-8.4314
2019-09-19,-4.818
2019-09-20,0.0
2019-09-23,-4.3870000000000005
2019-09-24,-0.7059
2019-09-25,1.7772999999999999
2019-09-26,-1.7462
2019-09-27,0.5924
2019-09-30,1.7668
2019-10-01,1.3889
2019-10-02,-5.5936
2019-10-03,1.6928999999999998
2019-10-04,-2.8537
2019-10-07,-2.0808
2019-10-08,-2.125
2019-10-09,0.2554
2019-10-10,1.2739
2019-10-11,0.8805
2019-10-14,-1.8702999999999999
2019-10-15,3.3037
2019-10-16,1.845
2019-10-17,1.2077
2019-10-18,-4.0573
2019-10-21,-0.4975
2019-10-22,-3.25
2019-10-23,3.23
2019-10-24,-1.5019
2019-10-25,1.5248
2019-10-28,6.6333
2019-10-29,5.6338
2019-10-30,-0.6667
2019-10-31,-0.1119
2019-11-01,-4.3673
2019-11-04,2.3419
2019-11-05,1.1442
2019-11-06,0.6787
2019-11-07,3.0337
2019-11-08,-1.8538999999999999
2019-11-11,-8.3333
2019-11-12,-0.8485
2019-11-13,-1.7115
2019-11-14,-6.9652
2019-11-15,29.2781
2019-11-18,-4.2399000000000004
2019-11-19,0.432
2019-11-20,-1.0753
2019-11-21,2.0652
2019-11-22,3.0884
2019-11-25,0.5165
2019-11-26,-1.1305
2019-11-27,4.9896
2019-11-29,-1.3860999999999999
2019-12-02,-0.8032
2019-12-03,-0.9109
2019-12-04,-2.9622
2019-12-05,1.8947
2019-12-06,-1.343
2019-12-09,-0.4188
2019-12-10,-0.8412
2019-12-11,0.9544
2019-12-12,-1.5756000000000001
2019-12-13,2.0277
2019-12-16,1.7782
2019-12-17,-0.1028
2019-12-18,0.5144
2019-12-19,-0.7165
2019-12-20,-1.0309
2019-12-23,0.3125
2019-12-24,0.3115
2019-12-26,5.383
2019-12-27,1.3752
2019-12-30,-1.3566
2019-12-31,1.6699000000000002
2020-01-02,7.343
2020-01-03,1.7102
2020-01-06,-3.3628
2020-01-07,2.3810000000000002
2020-01-08,-2.2361
2020-01-09,-0.5489
2020-01-10,2.5759
2020-01-13,0.1794
2020-01-14,3.2229
2020-01-15,6.5915
2020-01-16,4.2311
2020-01-17,0.7026
2020-01-21,-0.8527
2020-01-22,-0.2346
2020-01-23,1.7241
2020-01-24,-4.6225000000000005
2020-01-27,-6.7851
2020-01-28,0.3466
2020-01-29,-2.1589
2020-01-30,10.3266
2020-01-31,-2.4
2020-02-03,-0.9016
2020-02-04,0.0827
2020-02-05,1.4876
2020-02-06,1.0586
2020-02-07,-3.3038
2020-02-10,1.3333
2020-02-11,0.0
2020-02-12,4.4408
2020-02-13,-0.7874
2020-02-14,0.3175
2020-02-18,-2.3734
2020-02-19,2.3501
2020-02-20,0.3959
2020-02-21,-3.1546
2020-02-24,-11.5635
2020-02-25,-6.3536
2020-02-26,-2.9499
2020-02-27,-3.6474
2020-02-28,17.4553
2020-03-02,-2.4172000000000002
2020-03-03,-1.9266
2020-03-04,7.8578
2020-03-05,4.51
2020-03-06,-5.4772
2020-03-09,-7.9895
2020-03-10,1.3359
2020-03-11,-8.6629
2020-03-12,-18.0412
2020-03-13,7.5472
2020-03-16,-12.0468
2020-03-17,0.133
2020-03-18,-4.5153
2020-03-19,8.901299999999999
2020-03-20,-7.152
2020-03-23,1.1004
2020-03-24,9.1156
2020-03-25,-1.6209
2020-03-26,5.4499
2020-03-27,-3.3654
2020-03-30,-1.7412999999999998
2020-03-31,0.0
2020-04-01,-9.4937
2020-04-02,-4.3357
2020-04-03,3.0702
2020-04-06,18.7234
2020-04-07,11.3501
2020-04-08,3.6481
2020-04-09,3.7267
2020-04-13,5.8882
2020-04-14,6.032
2020-04-15,4.6222
2020-04-16,-0.2549
2020-04-17,2.385
2020-04-20,-2.3295
2020-04-21,0.3407
2020-04-22,6.5365
2020-04-23,-2.7092
2020-04-24,1.7199
2020-04-27,-3.7842000000000002
2020-04-28,3.7657
2020-04-29,3.3064999999999998
2020-04-30,3.3568
2020-05-01,-4.2296
2020-05-04,1.4196
2020-05-05,5.7543
2020-05-06,4.4853
2020-05-07,1.7593
2020-05-08,12.1024
2020-05-11,-0.2468
2020-05-12,-3.4013999999999998
2020-05-13,-0.3201
2020-05-14,2.0552
2020-05-15,-11.2649
2020-05-18,2.1277
2020-05-19,-6.7361
2020-05-20,0.5957
2020-05-21,0.9623
2020-05-22,1.5396
2020-05-26,-2.4549
2020-05-27,0.148
2020-05-28,-2.2912
2020-05-29,4.8411
2020-06-01,0.4329
2020-06-02,4.2385
2020-06-03,3.8594
2020-06-04,-3.3842
2020-06-05,-3.6401
2020-06-08,10.9765
2020-06-09,-3.0829
2020-06-10,2.1206
2020-06-11,-5.1265
2020-06-12,3.078
2020-06-15,3.2515
2020-06-16,-0.7069
2020-06-17,5.6311
2020-06-18,-2.0833
2020-06-19,-4.005
2020-06-22,5.6063
2020-06-23,-1.9752999999999998
2020-06-24,-6.3602
2020-06-25,19.3679
2020-06-26,-1.4085
2020-06-29,-0.5714
2020-06-30,-0.7471
2020-07-01,4.5744
2020-07-02,5.0388
2020-07-06,-0.6853
2020-07-07,-3.5032
2020-07-08,7.8108
2020-07-09,13.9286
2020-07-10,-4.5231
2020-07-13,-5.6754
2020-07-14,2.4863
2020-07-15,1.31
2020-07-16,-1.5805
2020-07-17,4.6229
2020-07-20,0.8837
2020-07-21,2.4435000000000002
2020-07-22,1.0351
2020-07-23,-4.4989
2020-07-24,-0.3265
2020-07-27,4.8666
2020-07-28,4.8193
2020-07-29,3.1928
2020-07-30,2.9703
2020-07-31,2.6843
