ticker,LULU US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2007-07-27,55.5556
2007-07-30,7.0714
2007-07-31,7.2048
2007-08-01,-3.2981
2007-08-02,6.3385
2007-08-03,-6.2027
2007-08-06,5.6452
2007-08-07,10.6565
2007-08-08,4.1667
2007-08-09,-6.3576
2007-08-10,2.2631
2007-08-13,2.0194
2007-08-14,-9.1649
2007-08-15,-0.1493
2007-08-16,-4.2451
2007-08-17,2.8411
2007-08-20,0.1821
2007-08-21,3.0909
2007-08-22,0.7937
2007-08-23,-1.4582
2007-08-24,1.7165
2007-08-27,-3.8406000000000002
2007-08-28,-2.2693
2007-08-29,3.6842
2007-08-30,0.2389
2007-08-31,1.4894
2007-09-04,2.6123
2007-09-05,-0.3432
2007-09-06,6.0563
2007-09-07,-2.8417
2007-09-10,2.117
2007-09-11,-2.8369
2007-09-12,0.5873
2007-09-13,-2.2305
2007-09-14,-2.4265
2007-09-17,1.5506
2007-09-18,4.2927
2007-09-19,8.6464
2007-09-20,1.1696
2007-09-21,0.2513
2007-09-24,-1.3035999999999999
2007-09-25,7.4425
2007-09-26,1.7255
2007-09-27,-4.0205
2007-09-28,1.7675999999999998
2007-10-01,2.4506
2007-10-02,5.8987
2007-10-03,1.7322
2007-10-04,-4.0739
2007-10-05,-0.539
2007-10-08,4.3829
2007-10-09,-0.7576
2007-10-10,1.8538999999999999
2007-10-11,-3.5118
2007-10-12,-3.8612
2007-10-15,-5.0557
2007-10-16,15.0012
2007-10-17,13.7421
2007-10-18,4.3123000000000005
2007-10-19,-1.5859
2007-10-22,5.0154
2007-10-23,-0.6379
2007-10-24,-2.8284000000000002
2007-10-25,-8.9286
2007-10-26,-1.0588
2007-10-29,-1.4269
2007-10-30,0.6433
2007-10-31,6.3124
2007-11-01,-7.6851
2007-11-02,-4.4372
2007-11-05,-6.8584
2007-11-06,-2.0352
2007-11-07,-3.5948
2007-11-08,0.8717
2007-11-09,-3.7686
2007-11-12,-0.6984
2007-11-13,9.269
2007-11-14,1.8161
2007-11-15,-6.2994
2007-11-16,0.5783
2007-11-19,-8.4571
2007-11-20,-7.1709
2007-11-21,6.4844
2007-11-23,3.6272
2007-11-26,-2.606
2007-11-27,1.2591999999999999
2007-11-28,4.9223
2007-11-29,2.5679
2007-11-30,-11.7236
2007-12-03,6.2722
2007-12-04,-3.3872
2007-12-05,3.9044
2007-12-06,2.2495
2007-12-07,4.625
2007-12-10,4.1816
2007-12-11,7.7982
2007-12-12,-1.1702
