ticker,NDAQ US Equity
field,DAY_TO_DAY_TOT_RETURN_GROSS_DVDS
date,
2002-07-02,0.8333
2002-07-03,-0.8264
2002-07-05,0.0
2002-07-08,-6.6667
2002-07-09,10.7143
2002-07-10,0.0
2002-07-12,-3.2258
2002-07-15,-15.0
2002-07-16,-1.9607999999999999
2002-07-17,0.0
2002-07-18,-6.0
2002-07-19,-10.6383
2002-07-22,-2.8571
2002-07-23,0.0
2002-07-24,2.9412000000000003
2002-07-25,-3.3333
2002-07-29,9.3596
2002-07-30,3.6036
2002-07-31,4.3478
2002-08-01,-1.6667
2002-08-05,0.4237
2002-08-06,1.2658
2002-08-07,0.4167
2002-08-08,0.4149
2002-08-09,0.4132
2002-08-12,0.0
2002-08-13,0.4115
2002-08-14,0.0
2002-08-15,-0.8197
2002-08-16,0.4132
2002-08-19,-4.1152
2002-08-20,-0.4292
2002-08-21,1.2931
2002-08-22,-6.383
2002-08-23,0.9091
2002-08-26,-2.0721
2002-08-27,-3.3119
2002-08-28,-3.901
2002-08-29,0.9901
2002-08-30,-1.9607999999999999
2002-09-03,-1.0
2002-09-04,-6.0606
2002-09-05,0.0
2002-09-06,4.3011
2002-09-09,1.0309
2002-09-10,1.0204
2002-09-11,1.5152
2002-09-12,-1.4925
2002-09-13,0.404
2002-09-16,0.6036
2002-09-17,-1.0
2002-09-18,-0.303
2002-09-19,-0.7092
2002-09-20,-4.0816
2002-09-23,3.1915
2002-09-24,-3.0928
2002-09-25,2.1277
2002-09-26,1.0417
2002-09-27,-2.1649
2002-09-30,-1.4752
2002-10-01,1.6042999999999998
2002-10-02,-0.3158
2002-10-03,0.8448
2002-10-04,0.0
2002-10-07,-0.5236
2002-10-08,-2.6316
2002-10-09,-2.7027
2002-10-10,0.0
2002-10-11,0.0
2002-10-14,-0.1111
2002-10-15,-3.782
2002-10-16,-3.4682
2002-10-17,-1.1976
2002-10-18,0.0
2002-10-21,-2.4242
2002-10-22,-0.6211
2002-10-23,-2.5
2002-10-24,-7.0513
2002-10-25,-0.6897
2002-10-28,-2.7778
2002-10-29,10.7143
2002-10-30,-2.5806
2002-10-31,-0.6623
2002-11-01,0.0
2002-11-04,0.0
2002-11-05,0.0
2002-11-06,1.3333
2002-11-07,-1.3158
2002-11-11,5.3333
2002-11-12,0.0
2002-11-13,6.0759
2002-11-14,0.8353
2002-11-15,-0.5917
2002-11-18,1.1905000000000001
2002-11-19,-2.7058999999999997
2002-11-20,1.5718999999999999
2002-11-21,0.0
2002-11-22,0.0
2002-11-25,0.0
