ticker,CFCX US Equity
2018-01-31,-0.7919
2018-02-02,-0.2281
2018-02-07,5.7143
2018-02-16,-3.7838000000000003
2018-03-14,2.2472
2018-04-09,-3.7363
2018-04-25,4.4521
2018-04-27,0.0
2018-05-02,0.9836
2018-05-03,0.1082
2018-05-09,0.0
2018-05-15,0.0
2018-05-21,-0.5405
2018-05-24,0.5435
2018-05-29,11.675699999999999
2018-05-30,3.3882
2018-05-31,11.4232
2018-06-01,5.042
2018-06-04,-4.0
2018-06-06,4.1667
2018-06-07,-4.0
2018-06-08,0.0
2018-06-11,0.0
2018-06-12,-1.6667
2018-06-13,0.0
2018-06-14,0.0
2018-06-15,1.6949
2018-06-25,-3.6667
2018-06-28,-0.519
2018-07-02,0.0
2018-07-05,-1.7391
2018-07-09,1.7699
2018-07-12,0.8696
2018-07-13,0.0
2018-07-17,-1.2931
2018-07-26,0.0
2018-07-30,0.0
2018-08-01,0.0
2018-08-02,0.0
2018-08-03,0.0
2018-08-06,-3.0568
2018-08-07,4.0541
2018-08-09,-3.3766
2018-08-13,2.8674
2018-08-14,0.0
2018-08-16,2.3519
2018-08-22,-0.8511
2018-08-29,-1.7167
2018-09-04,0.8734
2018-09-07,0.0
2018-09-11,-2.5974
2018-09-20,2.6667
2018-09-25,8.2251
2018-09-26,0.0
2018-09-28,0.0
2018-10-01,-0.08
2018-10-02,-2.3219
2018-10-03,0.0
2018-10-04,0.0
2018-10-08,-1.2295
2018-10-09,-2.0747
2018-10-10,1.6949
2018-10-11,-2.5
2018-10-15,0.0
2018-10-18,-3.4188
2018-10-25,-7.5221
2018-10-26,-0.4785
2018-10-30,-2.8846
2018-10-31,2.9703
2018-11-06,0.0
2018-11-07,-1.9231
2018-11-08,-0.9804
2018-11-12,2.9703
2018-11-13,-1.9231
2018-11-14,0.0
2018-11-15,-0.4902
2018-11-16,0.6897
2018-11-20,-0.1957
2018-11-21,0.0
2018-12-17,-0.7843
2018-12-18,-6.1265
2018-12-19,0.0
2018-12-21,-1.0526
2018-12-26,3.617
2018-12-28,-3.4908
2018-12-31,3.617
2019-01-04,-2.4641
2019-01-07,0.0
2019-01-08,-1.0526
2019-01-25,1.5957
2019-02-06,1.0471
2019-02-08,4.6632
2019-02-15,-1.4851
2019-02-19,5.5276
2019-03-01,0.0
2019-03-12,2.041
2019-03-26,-0.1335
2019-04-10,0.0
2019-05-09,-4.2056000000000004
2019-05-10,1.4634
2019-05-14,0.0
2019-05-20,-3.8462
2019-05-21,2.5
2019-05-24,0.0
2019-06-17,0.0
2019-06-20,-2.2439
2019-06-21,0.0
2019-06-28,0.7984
2019-07-10,0.9901
2019-07-15,-1.9607999999999999
2019-07-16,-2.0
2019-07-18,-0.5102
2019-07-22,2.5641
2019-07-23,0.0
2019-07-25,0.0
2019-08-01,0.0
2019-08-05,0.0
2019-08-06,-0.1
2019-08-09,1.1011
2019-08-12,-0.9901
2019-08-14,0.0
2019-08-16,-0.5
2019-08-19,1.5074999999999998
2019-08-28,-2.4752
2019-09-05,-0.5076
2019-09-10,0.0
2019-09-23,-1.0204
2019-10-04,-0.5155
2019-10-09,0.6218
2019-10-14,-0.5149
2019-10-15,-0.1035
2019-10-24,-1.4508
2019-10-25,0.0
2019-11-01,0.0
2019-11-05,0.0
2019-11-06,0.0526
2019-11-14,0.3678
2019-11-21,0.5236
2019-11-22,0.0
2019-11-25,0.5208
2019-11-27,0.3109
2019-12-03,-0.3099
2019-12-06,-1.3472
2019-12-09,0.8403
2019-12-12,0.5208
2019-12-13,0.0
2019-12-16,0.5181
2019-12-17,-0.9278
2019-12-18,-0.1041
2019-12-19,0.0
2019-12-20,3.125
2019-12-27,-1.5152
2019-12-30,-2.5641
2019-12-31,2.6316
2020-01-02,-2.5128
2020-01-03,-0.0526
2020-01-06,0.0
2020-01-09,1.5789
2020-01-14,0.0
2020-01-15,1.0363
2020-01-17,-2.5641
2020-01-22,1.5789
2020-01-29,1.5026000000000002
2020-01-30,-0.4594
2020-01-31,-1.5385
2020-02-05,0.3125
2020-02-06,-0.1038
2020-02-10,0.3119
2020-02-12,-1.5544
2020-02-18,1.5789
2020-02-19,-1.3472
2020-02-21,0.0
2020-02-26,-0.2101
2020-02-27,-0.5263
2020-03-02,-3.5979
2020-03-05,0.4391
2020-03-06,-6.0109
2020-03-09,-17.4419
2020-03-10,2.1127
2020-03-11,3.4483
2020-03-12,-6.4
2020-03-18,-3.8462
2020-03-19,3.7037
2020-03-20,0.0
2020-03-23,-14.2857
2020-03-24,-5.0
2020-03-25,5.2632
2020-03-26,16.0
2020-04-01,-12.6437
2020-04-02,0.0
2020-04-03,-1.3174000000000001
2020-04-06,10.0018
2020-04-07,0.0
2020-04-08,0.0
2020-04-09,3.4848
2020-04-13,1.7570000000000001
2020-04-14,2.1583
2020-04-15,-4.9296
2020-04-16,3.7037
2020-04-17,-0.7143
2020-04-20,4.3165
2020-04-21,-0.6897
2020-04-22,0.0
2020-04-24,-4.1667
2020-04-27,1.4493
2020-04-29,2.1429
2020-04-30,-0.2797
2020-05-01,-6.0309
2020-05-05,-0.1493
2020-05-06,6.8759
2020-05-11,0.0
2020-05-20,-6.5734
2020-05-22,-0.2994
2020-05-26,4.955
2020-05-29,-4.721
2020-06-01,4.955
2020-06-03,0.0
2020-06-05,2.8612
2020-06-11,-0.5563
2020-06-17,0.0
2020-06-18,-1.6783000000000001
2020-06-24,-2.276
2020-06-25,-3.9301
2020-06-30,3.7879
2020-07-06,-0.146
2020-07-07,0.1462
2020-07-13,-0.146
2020-07-15,0.0
2020-07-17,-5.848
2020-07-20,-4.5031
2020-07-21,4.065
2020-07-22,0.0
2020-07-23,0.0
2020-07-24,1.25
2020-07-27,0.3086
2020-07-30,1.5385
2020-07-31,3.7879
